gene_id,gene_name,log2 fold change (MLE): group rrf3 YA vs N2 YA,Benjamini-Hochberg adjusted p-values,N2_YA_rep1.robustRPKM,N2_YA_rep2.robustRPKM,N2_YA_rep3.robustRPKM,rrf3_YA_rep1.robustRPKM,rrf3_YA_rep2.robustRPKM,rrf3_YA_rep3.robustRPKM,Input,Suggested Match,History
WBGene00011884,enol-1,0.208255450275606,0.0210851544638804,455.478139951588,427.107619163948,402.293043394214,470.859111750283,512.282255868589,501.359667688675,WBGene00011884,WBGene00011884,History: N.A.
WBGene00020360,math-41,0.653110885193065,0.0211067535977986,3.15543902675098,2.40959311694124,2.83808898562291,3.831574356114,5.39725100105225,4.00791069457333,WBGene00020360,WBGene00020360,History: N.A.
WBGene00001071,dpy-9,-1.02584092978474,0.0211135108024569,2.81157383479084,4.59573993554978,5.27165124274518,2.66843493903863,1.685051497293,1.82541391912127,WBGene00001071,WBGene00001071,History: N.A.
WBGene00001391,far-7,0.803715504281264,0.0211410877739471,6.3064724425581,4.88132898223484,5.17654615844934,9.26059424102956,11.8956043378305,7.36370940744671,WBGene00001391,WBGene00001391,History: N.A.
WBGene00013727,Y111B2A.1,-0.460671096773962,0.0211410877739471,14.6773481280713,14.0751115530281,14.6898734454775,9.28450488972832,11.2293258830706,11.1579780845022,WBGene00013727,WBGene00013727,History: N.A.
WBGene00019971,ergo-1,0.251756875298014,0.0211410877739471,46.0476604786394,44.1559039819566,38.3580852762672,52.7374810500949,48.2934344922953,51.9901596895357,WBGene00019971,WBGene00019971,History: N.A.
WBGene00013405,tdpt-1,0.377650635149748,0.0211505753644695,18.1418947292421,15.7405345924552,17.5329690106234,21.9972042082989,23.0251693756603,21.7941665926404,WBGene00013405,WBGene00013405,History: N.A.
WBGene00007588,C14C10.5,-0.231806576739565,0.0211609808498333,48.5292326213521,44.9098079963397,41.570679355632,36.9910330785154,37.6513556853948,40.3517087948639,WBGene00007588,WBGene00007588,History: N.A.
WBGene00002694,let-502,-0.242083558219866,0.0211760540156577,37.7556611594779,36.6919225216637,36.7631487803853,34.2883571420829,30.2274927320173,29.4212461168005,WBGene00002694,WBGene00002694,History: Renamed on 2015-03-05
WBGene00011959,nyn-1,-0.359855653430406,0.0211760540156577,18.5261614651482,20.7965859880753,20.8805535872666,15.3567738241256,16.1119282668044,15.4630753434713,WBGene00011959,WBGene00011959,History: N.A.
WBGene00000788,cpz-1,0.255810304425485,0.0212141832138724,156.34185171551,130.464610979731,135.802724445085,160.358666088255,178.33965550922,165.990282892861,WBGene00000788,WBGene00000788,History: N.A.
WBGene00011173,acs-18,-0.353130607399674,0.0212141832138724,17.1392076759447,19.6194768992333,21.2141357375991,13.8362656901821,15.5463225083889,16.1004892686988,WBGene00011173,WBGene00011173,History: N.A.
WBGene00007952,C35A5.8,-0.230840940011908,0.0213034760744136,77.3904376624891,75.8381190599163,68.445238639585,67.0465879363884,61.2547781774937,60.488467504949,WBGene00007952,WBGene00007952,History: N.A.
WBGene00011561,ttr-15,0.204259533596727,0.0213095657719841,530.996503733954,554.534628749924,586.711722095424,654.777670629599,651.004327329174,620.660488063127,WBGene00011561,WBGene00011561,History: N.A.
WBGene00012435,flh-1,0.263877373141376,0.0213669415282229,40.7017558435469,43.0805476757929,43.3603352246576,54.944807792536,48.8561817312687,48.7151590071611,WBGene00012435,WBGene00012435,History: N.A.
WBGene00006430,tag-51,-0.470144035857492,0.0213908347039618,10.9254508926231,11.2695168785409,14.6858369594688,8.74383907447146,8.51146315858869,9.41525444694644,WBGene00006430,WBGene00006430,History: N.A.
WBGene00077453,Y62F5A.12,0.369320973336166,0.0213911594305948,49.1570046015886,50.8441139278438,51.8813438626788,72.1362155284923,62.4115841441815,61.2650705245819,WBGene00077453,WBGene00077453,History: N.A.
WBGene00003905,pad-1,-0.250881658514403,0.0215167334394838,16.4204640643145,17.3402232311878,14.9526832325276,13.6160741226033,13.1677473318152,14.1531599762162,WBGene00003905,WBGene00003905,History: N.A.
WBGene00010196,F57C2.4,0.353686926715987,0.0215266071493838,80.2142374142945,75.7446026414686,85.3603307142364,103.740495140904,103.374095456359,101.28793653692,WBGene00010196,WBGene00010196,History: N.A.
WBGene00000874,cyk-3,-0.237407679109271,0.0215408586031874,28.8102145281366,28.4563159981538,27.6639795643706,24.5060251019156,23.6353736517095,23.8764522506819,WBGene00000874,WBGene00000874,History: N.A.
WBGene00015934,ceh-48,-0.96366395831697,0.0216004313642002,2.98364343650052,2.1175947403932,2.68808908507784,1.83384752826014,0.960317502192594,1.15590066739092,WBGene00015934,WBGene00015934,History: N.A.
WBGene00001811,haf-1,0.747101816888249,0.0216265264742298,2.30096617284032,2.07380424072251,1.58785782362045,3.40829387123932,3.45083674638695,3.12377373267435,WBGene00001811,WBGene00001811,History: N.A.
WBGene00007285,C04A11.1,-1.10992918324304,0.021650719937546,2.18177652911988,3.66745764382132,4.42272075982078,1.47182178117712,1.22889913118354,2.09198738872663,WBGene00007285,WBGene00007285,History: N.A.
WBGene00021994,Y59E9AL.4,-0.584115485872517,0.0216509610412593,6.26805686198643,6.20020218486428,7.53166862804559,4.83015412885078,3.95728818844285,4.53909677676721,WBGene00021994,WBGene00021994,"History: Split into Y59E9AL.36(WBGene00195093). History of WBGene00021994: Split into ""WBGene00195093"" on 2010-05-06"
WBGene00019950,clec-175,-0.605387782736229,0.0216609190669967,6.17380191179472,5.75229589526279,5.83333678864872,4.47422120452894,3.57678733496946,3.56721054344274,WBGene00019950,WBGene00019950,History: N.A.
WBGene00000254,bli-4,-0.206578370046342,0.0217422270112667,38.5532630509429,38.475322042212,36.4341238205482,33.5038220432993,31.5214851803051,33.2844819635438,WBGene00000254,WBGene00000254,History: N.A.
WBGene00006613,trm-1,-0.258649811434614,0.021746801755378,42.8144957079102,42.7836968852462,41.9171902263754,34.7502888105463,35.4661473648597,36.4169083712398,WBGene00006613,WBGene00006613,History: N.A.
WBGene00007817,C30F2.3,-0.543634496236877,0.0217498456727694,12.6850312259167,16.9555634020064,13.4857623168459,7.73249542786317,9.22322160264925,12.7891238417156,WBGene00007817,WBGene00007817,History: N.A.
WBGene00019949,R08C7.5,-0.498372840126933,0.0218088049630946,11.4970415406646,11.8076865403552,11.7699668697374,6.75329031965225,8.4613847471833,9.75284340358315,WBGene00019949,WBGene00019949,History: N.A.
WBGene00020557,T19B4.3,-0.295292097940058,0.0218099842112062,131.438752612933,141.307505854711,155.302347289678,103.340034786621,126.610546191326,119.352989642312,WBGene00020557,WBGene00020557,History: N.A.
WBGene00022594,ZC328.5,2.19175817653446,0.0218428282720449,0.53928894675945,0.362607140304903,0.514448421715264,2.47386155806706,1.73575906549857,2.25641442780268,WBGene00022594,WBGene00022594,History: N.A.
WBGene00015541,C06E7.4,-0.838982729980454,0.0218567742522379,3.6104824131741,4.09660271089175,2.95215233781312,1.77452584987126,2.30339335018092,1.88830696822341,WBGene00015541,WBGene00015541,History: N.A.
WBGene00009035,gfat-2,0.197851675218747,0.021975451167377,229.858102497823,212.937063309587,206.020281117738,252.448876217648,244.584539851795,247.082883294218,WBGene00009035,WBGene00009035,History: N.A.
WBGene00219648,linc-67,4.56876744441864,0.0219999316308102,0.0,0.0,0.0,1.40089555049644,1.11398019133947,1.20677317587219,WBGene00219648,WBGene00219648,History: N.A.
WBGene00013424,Y66A7A.4,-1.05159811903333,0.0220030677174335,2.30096617284032,2.39320712601236,3.97840112793138,1.45521268121592,1.66632870287863,1.05299339964125,WBGene00013424,WBGene00013424,History: N.A.
WBGene00015574,irg-1,1.1201425879349,0.0220658350991168,2.08369227726252,2.58652275932661,2.44641726239828,4.54134483797413,4.95255589710057,6.03573394929262,WBGene00015574,WBGene00015574,History: N.A.
WBGene00018062,F35F10.13,-3.6743298105403,0.0220750128684783,2.00730490037766,0.843544882130953,1.11699301903928,0.135412359350625,0.0,0.174972362737526,WBGene00018062,WBGene00018062,History: N.A.
WBGene00019520,K08B12.1,-1.82965029194766,0.0220850664197093,1.22875962552786,1.32190957478243,1.87545753739236,0.862075360517784,0.0790978814657578,0.257059871521824,WBGene00019520,WBGene00019520,History: N.A.
WBGene00018087,F36D4.1,0.657992313767187,0.0221226883550839,10.0667270061764,10.1529999285373,12.7387228234256,16.6310020710391,17.6551493519284,17.8364188102498,WBGene00018087,WBGene00018087,History: N.A.
WBGene00022752,ZK484.6,-0.772695479762658,0.0221226883550839,9.71587593089411,8.81922781996268,9.40075185633041,4.38202381646573,7.23713806612167,4.79109980380623,WBGene00022752,WBGene00022752,History: N.A.
WBGene00013538,tag-349,0.229631317807508,0.0221717720725772,71.8973301136272,65.8902177663286,65.1293389529868,80.0623168481412,78.8249094439908,78.9954776605037,WBGene00013538,WBGene00013538,History: Renamed on 2018-05-24
WBGene00006645,tsp-19,-0.968513042317937,0.0222265454607633,2.70701902687096,3.56445188901029,4.08868810984158,2.37399402112087,1.52474521832032,1.33713447573492,WBGene00006645,WBGene00006645,History: N.A.
WBGene00015508,mvb-12,0.345512857022022,0.0222571273589778,25.711469939053,27.6405057864757,26.6186209349496,35.012501145436,31.9473221957097,34.6084892410621,WBGene00015508,WBGene00015508,History: N.A.
WBGene00013254,tag-276,1.33138607703977,0.0222809299829202,2.12469516643942,1.00002188078616,1.21609695311078,2.8666296319438,4.23990613865151,3.85226430355369,WBGene00013254,WBGene00013254,History: N.A.
WBGene00006640,tsp-14,-0.458456227402706,0.0222993821290708,8.50135732000738,8.67690006534918,10.1493541133678,6.46990133666262,6.73413074614668,6.70933847559028,WBGene00006640,WBGene00006640,History: N.A.
WBGene00017028,dex-1,-0.690509754416708,0.0222993821290708,2.0047664457243,1.96730027769819,2.01579789733328,1.18427355406959,1.22947329725739,1.30354868042604,WBGene00017028,WBGene00017028,History: N.A.
WBGene00012030,T25G3.3,-0.218943597402288,0.0223140508775999,86.8043474211238,88.6335790528197,90.390845090294,74.4800031317198,75.966116847169,78.0417147131015,WBGene00012030,WBGene00012030,History: N.A.
WBGene00015627,C09B9.2,-0.389862095608079,0.0223304807199522,25.9579749303713,28.21669379264,34.3003827915782,22.4921563385261,22.650930557236,22.4258681849581,WBGene00015627,WBGene00015627,History: N.A.
WBGene00018300,F41G3.3,-1.81160884237451,0.022330565523698,0.948308897793377,0.777104254894995,1.01770678045103,0.191918146395047,0.171688131950861,0.433975528186434,WBGene00018300,WBGene00018300,History: N.A.
WBGene00019219,H20J04.4,-0.388137414474056,0.0223426093285573,14.425855749063,13.8794447104791,12.6296851761885,10.5639637353163,9.20986441646026,11.5157795912056,WBGene00019219,WBGene00019219,History: N.A.
WBGene00008296,cdr-2,0.402566172845478,0.0223914732337507,28.7490920240884,31.9421693978748,40.2454277719282,39.8288097453877,43.4449131337431,50.4866361362984,WBGene00008296,WBGene00008296,History: N.A.
WBGene00009939,ztf-11,0.93574246458363,0.0223914732337507,0.803441146675572,0.74279949594952,0.862237509916563,1.59889905458913,1.84249730483185,1.15556432384075,WBGene00009939,WBGene00009939,History: Renamed on 2008-02-20
WBGene00006470,tag-120,0.598642117568612,0.0224926269467457,3.46820386731514,4.61320773451985,5.89767666370276,8.46340392772411,6.40646763436833,6.25662097650918,WBGene00006470,WBGene00006470,History: N.A.
WBGene00015829,math-15,2.61873286926654,0.0224927219167946,0.102721704144657,0.310806120261345,0.0979901755648122,0.665240082841562,1.19023478777045,1.2893796730301,WBGene00015829,WBGene00015829,History: N.A.
WBGene00008080,C44B9.3,0.386317691514216,0.0225318819540853,17.5743085642135,17.1767287879866,18.9252206791631,24.7134071720196,22.830015299282,22.5522995828678,WBGene00008080,WBGene00008080,History: N.A.
WBGene00010636,K07F5.8,-0.84816572181333,0.0225498744459865,6.07377942272096,5.83412605630235,4.96629537834624,2.49743762943871,4.37527648241875,2.52113343888568,WBGene00010636,WBGene00010636,History: N.A.
WBGene00012221,W03C9.5,0.416747741608949,0.0225498744459865,51.2434558390204,41.2928131204359,50.8988969076653,62.2237063200732,60.1918735529628,69.3502066994049,WBGene00012221,WBGene00012221,History: N.A.
WBGene00007489,C09G5.7,0.549728232982732,0.0225512280083283,7.04159663403993,6.05279306845897,6.33558736356604,9.65163625600269,9.88980250240177,8.87220758010823,WBGene00007489,WBGene00007489,History: N.A.
WBGene00015433,C04E12.2,-0.865500110459856,0.022579670819659,6.82857390459341,8.99539005397035,7.3116760879047,4.62534356387552,2.82580641403375,5.24775791553571,WBGene00015433,WBGene00015433,History: N.A.
WBGene00045390,C38C3.10,1.78809294256977,0.0226329630247904,0.48688155694897,0.491054183735793,1.39336500426956,2.75897376049964,3.60428465512933,1.86737745749187,WBGene00045390,WBGene00045390,History: N.A.
WBGene00017305,nspb-12,-1.28195022755531,0.0226505796277933,28.5272846938876,38.6287606610529,48.3791495359987,9.83604979630024,13.0075658949199,24.8666079798663,WBGene00017305,WBGene00017305,History: N.A.
WBGene00005008,spr-3,0.576034725440093,0.0227093137645413,3.63745550676553,2.66809373656685,2.9967390697282,4.651103716921,4.62979950979452,4.58308846653096,WBGene00005008,WBGene00005008,History: N.A.
WBGene00004992,spp-7,-2.07057753540905,0.0227400491138462,1.19243928342972,1.90420947384686,0.853135194552761,0.160883398153621,0.383799317361681,0.415769261169016,WBGene00004992,WBGene00004992,History: N.A.
WBGene00011425,T04B2.7,-0.571490949778498,0.0227402610268812,9.54154914676105,9.08869228122596,9.77627580925116,5.93607575627735,6.48332669379399,6.74614006401075,WBGene00011425,WBGene00011425,History: N.A.
WBGene00010734,parn-1,-0.377807883649685,0.0227453990493656,17.0313403971476,15.8102491772783,17.9333733256782,12.8807442335059,14.169010142861,12.0205116927906,WBGene00010734,WBGene00010734,History: N.A.
WBGene00004781,set-1,0.277080715967803,0.022799997221297,71.4717917385674,69.7795220137435,65.2480336144437,93.5163524673987,80.1968243303232,76.1617143850111,WBGene00004781,WBGene00004781,History: N.A.
WBGene00021565,Y45G12C.1,-0.765791257683383,0.0228108514666321,5.54549401367991,6.59475432151651,5.68484011334278,2.47909613605704,3.43655320018135,4.67516082882858,WBGene00021565,WBGene00021565,History: N.A.
WBGene00015887,C17C3.1,-0.277377801735779,0.0228585163124607,27.1806979697859,29.485851561197,30.9102899569175,24.8446132964334,23.3520227480718,24.043546213742,WBGene00015887,WBGene00015887,History: N.A.
WBGene00020097,larp-1,-0.238702691861728,0.0229033331915644,98.6661911097315,98.1158141680016,89.0496791900459,89.8137629348793,75.4992215600897,76.8243761389624,WBGene00020097,WBGene00020097,History: N.A.
WBGene00010147,F56D5.2,-0.860136534028283,0.0229309563259572,4.05706982775082,4.18079237748481,5.21634924369549,2.78448872835046,2.38452488997964,2.21413068213687,WBGene00010147,WBGene00010147,History: N.A.
WBGene00017676,F21F3.7,0.567599643462739,0.0229816897162021,7.63301278490298,8.59099993953154,9.70856508672909,14.1491448388994,11.9633855591286,12.2656374024146,WBGene00017676,WBGene00017676,History: N.A.
WBGene00009137,bath-39,1.12910539926052,0.0230114639023767,1.03703020886871,1.12637287342786,1.44584579539082,1.93729392383752,2.84996126378317,3.17080116819113,WBGene00009137,WBGene00009137,History: N.A.
WBGene00018712,F52G3.4,2.60079097401081,0.0230581081277817,0.102518294829519,0.0344656291774957,0.0325987118710662,0.276634489894511,0.428955903711331,0.321706611488699,WBGene00018712,WBGene00018712,History: N.A.
WBGene00015920,eif-3.L,-0.206319058230507,0.0230764896359717,101.375304851926,100.057347610345,101.498203831611,88.4864441549653,88.9502941904364,85.0753517457126,WBGene00015920,WBGene00015920,History: N.A.
WBGene00018293,F41E6.12,0.51924841480128,0.0231570530412654,8.49837977987722,9.06381017879123,10.9024239107658,13.5219460612305,14.5253558628288,12.7721571385057,WBGene00018293,WBGene00018293,History: N.A.
WBGene00000966,dhs-2,-0.901567769199914,0.0231733248306007,6.20455080847604,4.63234149046326,3.61274907203,3.32671811077033,2.80098832546136,1.51715335846032,WBGene00000966,WBGene00000966,History: N.A.
WBGene00011344,T01G9.2,0.301152162084432,0.0231733248306007,28.1968109041704,28.6396760989953,27.5324072477133,37.4687824694114,32.8770826926343,33.4592782974363,WBGene00011344,WBGene00011344,History: N.A.
WBGene00012037,T26E3.4,-0.293056669803055,0.0231976902292592,68.549104539537,64.668947443982,65.6029029069031,50.1128556094787,59.0254616463532,53.2851663806238,WBGene00012037,WBGene00012037,History: N.A.
WBGene00015093,B0261.5,0.765323022160881,0.0231976902292592,5.0236727762821,4.36301421649889,5.85722407904387,8.69832787564533,8.48884433541944,8.75805060926108,WBGene00015093,WBGene00015093,History: N.A.
WBGene00012840,grsp-1,-0.896706720656093,0.0232387708780756,3.30115286849953,4.70994531232745,5.45331328524299,3.19377315043842,1.71038404961104,2.27396041868762,WBGene00012840,WBGene00012840,History: N.A.
WBGene00018769,mnat-1,-0.247569430583556,0.0232387708780756,52.6917536349136,51.3437651590374,49.466833700311,44.77635349194,42.371589310678,42.0516911779188,WBGene00018769,WBGene00018769,"History: Split into F53G2.12(WBGene00302998). History of WBGene00018769: Split into ""WBGene00302998"" on 2018-03-06"
WBGene00019962,cysl-3,0.359833885590015,0.0232874971651865,31.9921568712211,30.237611522336,26.7722575504291,34.8927962045482,43.2844680636743,36.0692334065035,WBGene00019962,WBGene00019962,History: N.A.
WBGene00015796,C15F1.5,0.423773367575309,0.0233078687228216,13.3127328571476,13.0124162349417,12.4643503318441,16.0988100047658,19.0437566043272,16.9338530391287,WBGene00015796,WBGene00015796,History: N.A.
WBGene00000228,atn-1,-0.278072815188163,0.0233314706379005,103.607275361165,82.2964050188488,77.8386136930216,71.0122269576713,72.2589119584708,74.2406225783507,WBGene00000228,WBGene00000228,History: N.A.
WBGene00022159,mppa-1,-0.290906296826388,0.0233939658741506,42.3020586107918,45.1151353193797,38.0951842101931,32.2269193922416,34.4695432039515,35.9722964374608,WBGene00022159,WBGene00022159,History: N.A.
WBGene00022222,Y73B3A.21,-0.987442899277628,0.0234044785441206,2.11044031139494,3.39233992152765,3.019845002884,1.49488344730257,1.01890162723789,1.79363388910685,WBGene00022222,WBGene00022222,History: N.A.
WBGene00008961,F19H6.6,2.82602475811908,0.0234626578725646,0.0,0.339061222103286,0.320695120030295,1.6328620215202,1.13613320650816,1.93406950954516,WBGene00008961,WBGene00008961,History: N.A.
WBGene00008101,C44H9.6,0.562485810345913,0.0234679497686002,3.53658937381529,3.51735806686653,4.40453753089046,5.92467614576256,5.54915915285009,5.44622230012336,WBGene00008101,WBGene00008101,History: N.A.
WBGene00016055,C24D10.4,0.318211454325192,0.0234679497686002,43.8279271017204,45.5848976383307,48.0805128104679,59.206367372899,57.5280147422385,54.5837394916077,WBGene00016055,WBGene00016055,History: N.A.
WBGene00013901,ugt-16,0.485005373382119,0.0234937146684982,6.96090606909676,6.49401964216646,8.52168679735402,8.96900158748741,11.0341766207425,10.8611275987006,WBGene00013901,WBGene00013901,History: N.A.
WBGene00022644,dod-19,0.543293754310903,0.0235356248786712,124.37076285696,127.903504161608,137.944354464685,141.000421280878,211.05239848772,216.770842896594,WBGene00022644,WBGene00022644,History: N.A.
WBGene00009638,nspc-14,0.560532840485293,0.0235562279807558,24.4372684779757,17.7862772470726,19.2261015998697,28.7558523400564,31.6237564049959,30.3051280814375,WBGene00009638,WBGene00009638,History: N.A.
WBGene00021370,nape-2,-0.369539433220847,0.0235562279807558,18.8003857262107,19.9594810881825,20.6313130871094,14.7043033191641,15.2187563443796,16.1168058515544,WBGene00021370,WBGene00021370,History: N.A.
WBGene00010227,F58A4.2,-0.333101725831995,0.0235912758461323,75.7092095579718,79.7267828489748,73.6380364502537,57.0818909793082,57.3360413893722,67.7409578755386,WBGene00010227,WBGene00010227,History: N.A.
WBGene00012003,T24H10.5,-1.54231512347134,0.0235912758461323,1.51048107626279,1.67576866591675,1.29681527749668,0.489104305984168,0.80217136681247,0.236997576661988,WBGene00012003,WBGene00012003,History: N.A.
WBGene00044258,Y57G11C.51,0.367809449082539,0.0236411424444132,30.4386605527746,31.093106744537,28.4161660879105,38.5404669099516,35.7967598231465,41.7720138292718,WBGene00044258,WBGene00044258,History: N.A.
WBGene00010336,acox-1.6,-0.473122582472158,0.0236657432287414,8.45152014320108,9.81998983882528,8.29796709623017,6.28151757459273,7.30162171476173,5.53171575236018,WBGene00010336,WBGene00010336,History: Renamed on 2017-01-05
WBGene00009006,F21D5.1,0.243836202975386,0.0237798157898131,55.3022158564434,50.4740475719191,51.5749266903076,66.2134083848504,59.918161023371,60.0572385681757,WBGene00009006,WBGene00009006,History: N.A.
WBGene00219493,C18D4.12,1.27076571551491,0.0237798157898131,2.00222194597984,2.59634725875776,5.45713242924479,6.94642959431244,8.837986490406,8.67659912569429,WBGene00219493,WBGene00219493,History: N.A.
WBGene00021819,Y53G8B.3,-0.878429978592478,0.0238428464142125,2.61834081737002,2.01659584787499,2.17984214001282,1.31029357006586,1.24112758559236,1.14532484059502,WBGene00021819,WBGene00021819,History: N.A.
WBGene00018764,F53F10.2,-0.214988348723722,0.0239098834104469,110.117114761357,106.781164563446,101.760213438004,85.4251393446435,92.4904786240057,96.7385576920765,WBGene00018764,WBGene00018764,History: N.A.
WBGene00000232,avr-14,-0.61730764708111,0.0239598180049672,4.46784579379359,3.76285559120675,4.43780417878221,2.75920753221296,2.80192281889734,2.6980613798637,WBGene00000232,WBGene00000232,History: N.A.
WBGene00018182,F38E1.10,3.1241082809599,0.0239802708535443,0.230866171187992,0.0,0.110116050133033,1.21478623823242,0.668760683429551,1.08670126288825,WBGene00018182,WBGene00018182,History: N.A.
WBGene00015955,C18B2.4,0.388790634369853,0.0240076216328478,34.8543846414129,28.8891088898961,33.6026471337025,33.768229809415,45.827768802535,48.1907095699738,WBGene00015955,WBGene00015955,History: N.A.
WBGene00013122,impt-1,0.391811812853428,0.0241956326874447,22.3398599315147,25.0347943443385,23.1149427839187,33.2027704360717,31.3863283076454,27.6951688672767,WBGene00013122,WBGene00013122,History: N.A.
WBGene00022450,ubc-26,-0.372660179181468,0.0241956326874447,44.235346519003,44.9449255426026,43.7606758724883,32.6262367211346,36.7014170001116,33.4177832978372,WBGene00022450,WBGene00022450,History: N.A.
WBGene00016507,abhd-5.2,0.393788796309514,0.02419942008269,12.8737211675625,13.6821175507561,15.2518826202643,17.1450512259621,17.7103117485095,20.1991323643941,WBGene00016507,WBGene00016507,History: Renamed on 2015-07-17
WBGene00016894,C53B7.3,0.280387872425214,0.0242150454142398,64.4850603901047,56.9445566220002,53.4911076024387,70.7502393986791,69.4537005569581,72.2052616896858,WBGene00016894,WBGene00016894,History: N.A.
WBGene00018112,F36H9.4,0.518252203150415,0.0242150454142398,26.2238050768877,24.812553350159,23.7264149378027,38.7367737011293,34.9798505774,33.086223045796,WBGene00018112,WBGene00018112,History: N.A.
WBGene00045305,ZC250.4,-0.479431296030481,0.0242518109565059,25.4916683869238,22.7945524138879,30.0834813104561,21.699658742842,18.7779173623886,15.5314617467027,WBGene00045305,WBGene00045305,History: N.A.
WBGene00004242,puf-6,0.330956896878049,0.0243956276986685,37.5980757866149,35.0830933491239,31.3765156516996,51.5446367636203,40.1694913013689,38.9319906289215,WBGene00004242,WBGene00004242,History: N.A.
WBGene00016143,eri-9,0.291743525161618,0.024403360193553,27.5851335143578,29.9231682471833,28.4442895441149,39.1991204731787,33.1030129474595,32.7466603686093,WBGene00016143,WBGene00016143,History: N.A.
WBGene00001113,dur-1,-0.395884613658932,0.0244881412217126,10.5397987827566,9.57023072155173,9.75947047667119,6.1551586888827,7.93868838744566,8.69696211695171,WBGene00001113,WBGene00001113,History: N.A.
WBGene00000386,cdc-25.1,0.232422821617861,0.0245237259236856,85.9313266733618,80.403705640462,76.1753961203065,102.171642029227,90.0417206542643,92.5303931935948,WBGene00000386,WBGene00000386,History: N.A.
WBTransposon00000654,WBTransposon00000654,0.345729598013785,0.0245358538581713,79.2900505505786,89.6913661640668,92.5450998631567,108.739784352048,118.294325934087,105.380652195758,,,
WBGene00001974,hmg-4,0.227542869167496,0.0245559047811483,44.7182428515049,43.9390735999031,43.7578924686038,51.016154206944,52.4381623862251,51.5981500498423,WBGene00001974,WBGene00001974,History: N.A.
WBGene00015942,osta-2,-0.355061036584413,0.0245903324063455,17.480721428197,21.1866917316568,19.8495667290885,14.0303440781174,14.6253310612369,17.1942026038029,WBGene00015942,WBGene00015942,History: N.A.
WBGene00016362,C33G8.4,0.54788736929497,0.0246146363069552,14.7630349175399,16.9292208629852,19.8705702887521,25.3752711287025,23.0422015944936,27.0769731336322,WBGene00016362,WBGene00016362,History: N.A.
WBGene00004801,sir-2.2,0.405024502705755,0.0247711027707132,17.4861222418767,15.7892806770432,18.3400180049155,20.1583626163979,23.9562375851517,24.4195513672014,WBGene00004801,WBGene00004801,History: N.A.
WBGene00010271,F58G1.9,-1.2482537257355,0.0248093806546861,3.06207437020919,3.54584506970665,2.8128439443621,0.734460025744024,1.8616158564471,1.42354294678461,WBGene00010271,WBGene00010271,History: N.A.
WBGene00020924,W02B3.4,0.778759424199639,0.0248595696548492,2.93885778511288,2.06793775064974,2.34710725471677,3.65157526660754,4.28955903711331,4.71836363516759,WBGene00020924,WBGene00020924,History: N.A.
WBGene00009508,row-1,0.26349775016838,0.0249162566535942,37.5211674627853,43.1181010219884,39.6114677536801,51.1130702413389,46.3308093985945,46.7845432700696,WBGene00009508,WBGene00009508,History: N.A.
WBGene00002090,ins-7,1.1348195788341,0.0249178847015729,3.61498426156958,3.38553898578942,3.69479165720689,8.36112223820816,6.48247575184704,8.64302384315441,WBGene00002090,WBGene00002090,History: N.A.
WBGene00020802,btb-2,-0.54550421658243,0.0249538373267222,12.0138941767769,12.6302805684964,13.8885898393454,7.82981690424139,8.15960367781276,10.5432461759276,WBGene00020802,WBGene00020802,History: N.A.
WBGene00016288,C31H1.5,-0.393313235049248,0.0249706901641659,23.7609100124462,25.620629883633,28.3791248755167,21.8151584628846,18.1866099101492,19.0953280681212,WBGene00016288,WBGene00016288,History: N.A.
WBGene00020468,T13A10.1,-0.929592917030876,0.0249706901641659,5.65639635812036,7.44802769524608,7.94389550739686,3.05263431033821,3.48942884669577,4.60185279357633,WBGene00020468,WBGene00020468,History: N.A.
WBGene00016610,paqr-1,0.250387349731125,0.0250032777412817,51.6327916562478,49.496750514277,50.8450665558713,64.5636389579081,60.7498902305511,55.2876037575614,WBGene00016610,WBGene00016610,History: N.A.
WBGene00001099,dsc-4,0.371109109419948,0.0250309993423543,27.7483564013538,27.4053863704894,27.5688564012418,27.0951800164665,35.8286734654404,44.2341931623466,WBGene00001099,WBGene00001099,History: N.A.
WBGene00012224,W03G11.2,-0.807734254187139,0.0250548508025844,4.67895213389287,6.90379720185536,8.92686399388094,3.22655357334702,5.43822756588005,3.08156346960165,WBGene00012224,WBGene00012224,History: N.A.
WBGene00010238,F58B4.5,0.327169547602678,0.0252278640363427,32.4539258706582,38.3729586089828,40.8575155907253,43.3101080799238,52.8677422149979,44.0313536103415,WBGene00010238,WBGene00010238,History: N.A.
WBGene00017867,slc-28.1,-0.881056777740838,0.0252364110810718,2.7405063163288,2.70390594841861,2.95526642255765,1.44683976590397,1.26556610345212,1.86952633834054,WBGene00017867,WBGene00017867,History: N.A.
WBGene00009738,hecw-1,-0.485067217703879,0.0252808557583557,4.58156981317763,5.51781984663869,4.70475266668077,2.92345485650623,4.21569885267577,3.46743122898153,WBGene00009738,WBGene00009738,History: N.A.
WBGene00003868,ooc-3,0.283074623515269,0.0253281587248691,32.9486176923732,35.3367170075583,31.928866884226,43.3625870256006,39.2484983702604,39.1737431095271,WBGene00003868,WBGene00003868,History: N.A.
WBGene00007888,ttr-9,0.628239804857111,0.0253281587248691,10.5044107890536,15.3511196789951,13.2925803374876,19.9572024852469,18.6297618955375,21.9755144272957,WBGene00007888,WBGene00007888,History: N.A.
