# NeuroSTGs displaying >5 RPM levels across replicates of neuronal samples from N2 wild-type animals.
genes,A1_N2_small_amp_count,A2_N2_small_amp_count,Input,Suggested Match,History
Y37A1B.17,6.98753998311481,8.36048045809443,Y37A1B.17,WBGene00044989,Sequence name for WBGene00044989(dnbp-1). History: N.A.
fcp-1,6.98753998311481,8.36048045809443,fcp-1,WBGene00009479,Public name for WBGene00009479. History: N.A.
fbxc-23,6.94643680674355,5.80242300449838,fbxc-23,WBGene00013009,Public name for WBGene00013009. History: N.A.
aipl-1,6.94643680674355,5.9272062949177,aipl-1,WBGene00010685,Public name for WBGene00010685. History: Renamed on 2009-02-16
F37H8.6,6.94643680674355,5.98959794012735,F37H8.6,WBGene00194955,Public name for WBGene00194955. History: N.A.
shw-1,6.94643680674355,6.48873110180464,shw-1,WBGene00008819,Public name for WBGene00008819. History: N.A.
ocrl-1,6.94643680674355,6.67590603743362,ocrl-1,WBGene00007620,Public name for WBGene00007620. History: N.A.
F52C12.4,6.94643680674355,6.98786426348192,F52C12.4,WBGene00018681,Sequence name for WBGene00018681(denn-4). History: N.A.
dnj-16,6.94643680674355,7.36221413473987,dnj-16,WBGene00001034,Public name for WBGene00001034. History: N.A.
gei-11,6.94643680674355,7.42460577994953,gei-11,WBGene00001568,Other name for WBGene00001568(snpc-4). History: Renamed on 2013-07-04
npp-14,6.94643680674355,7.42460577994953,npp-14,WBGene00003800,Public name for WBGene00003800. History: N.A.
T08G11.1,6.94643680674355,7.48699742515919,T08G11.1,WBGene00011629,Public name for WBGene00011629. History: N.A.
farl-11,6.94643680674355,7.92373894162681,farl-11,WBGene00017349,Public name for WBGene00017349. History: N.A.
let-754,6.94643680674355,8.11091387725579,let-754,WBGene00002879,Public name for WBGene00002879. History: N.A.
Y47A7.1,6.94643680674355,8.23569716767511,Y47A7.1,WBGene00021613,Sequence name for WBGene00021613(ttc-37). History: N.A.
drh-3,6.94643680674355,8.98439691019103,drh-3,WBGene00008400,Public name for WBGene00008400. History: Renamed on 2005-11-22
Y71G12A.2,6.94643680674355,9.92027158833593,Y71G12A.2,WBGene00022138,Sequence name for WBGene00022138(trpp-10). History: N.A.
ZC404.2,6.90533363037229,5.98959794012735,ZC404.2,WBGene00043952,Public name for WBGene00043952. History: Killed on 2004-10-04; Resurrected on 2010-07-09
rpl-7A,6.90533363037229,5.98959794012735,rpl-7A,WBGene00004419,Public name for WBGene00004419. History: Renamed on 2005-03-17
dcap-2,6.90533363037229,6.05198958533702,dcap-2,WBGene00003582,Public name for WBGene00003582. History: Renamed on 2005-12-19
app-1,6.90533363037229,6.42633945659498,app-1,WBGene00000155,Public name for WBGene00000155. History: N.A.
Y43F8C.9,6.90533363037229,6.61351439222396,Y43F8C.9,WBGene00012831,Public name for WBGene00012831. History: N.A.
his-37,6.90533363037229,6.80068932785293,his-37,WBGene00001911,Public name for WBGene00001911. History: N.A.
mog-5,6.90533363037229,7.17503919911089,mog-5,WBGene00003393,Public name for WBGene00003393. History: N.A.
kin-19,6.90533363037229,7.36221413473987,kin-19,WBGene00002202,Public name for WBGene00002202. History: N.A.
F44F4.3,6.90533363037229,7.67417236078817,F44F4.3,WBGene00009702,Public name for WBGene00009702. History: N.A.
wars-1,6.90533363037229,7.67417236078817,wars-1,WBGene00006945,Public name for WBGene00006945. History: Renamed on 2010-01-29
glrx-22,6.90533363037229,8.17330552246545,glrx-22,WBGene00044608,Public name for WBGene00044608. History: N.A.
pot-1,6.90533363037229,8.54765539372341,pot-1,WBGene00015105,Public name for WBGene00015105. History: N.A.
R06F6.8,6.90533363037229,8.67243868414273,R06F6.8,WBGene00011071,"Public name for WBGene00011071. History: Split into R06F6.12(WBGene00023418). History of WBGene00011071: Split into ""WBGene00023418"" on 2004-07-05"
C40A11.10,6.90533363037229,8.98439691019103,C40A11.10,WBGene00016553,Sequence name for WBGene00016553(mir-8199). History: N.A.
M01E5.4,6.86423045400102,5.05372326198246,M01E5.4,WBGene00010807,Public name for WBGene00010807. History: N.A.
Y34D9A.7,6.86423045400102,5.11611490719212,Y34D9A.7,WBGene00021332,Public name for WBGene00021332. History: N.A.
micu-1,6.86423045400102,5.17850655240178,micu-1,WBGene00013462,Public name for WBGene00013462. History: N.A.
C16A3.10,6.86423045400102,5.67763971407906,C16A3.10,WBGene00015814,Sequence name for WBGene00015814(oatr-1). History: N.A.
Y105E8A.19,6.86423045400102,5.86481464970804,Y105E8A.19,WBGene00013677,Sequence name for WBGene00013677(yars-1). History: N.A.
gld-1,6.86423045400102,6.23916452096599,gld-1,WBGene00001595,Public name for WBGene00001595. History: N.A.
ZK973.1,6.86423045400102,6.36394781138532,ZK973.1,WBGene00022830,Public name for WBGene00022830. History: N.A.
lgg-1,6.82312727762976,6.80068932785293,lgg-1,WBGene00002980,Public name for WBGene00002980. History: Renamed on 2008-02-29
nos-3,6.82312727762976,6.80068932785293,nos-3,WBGene00003785,Public name for WBGene00003785. History: N.A.
F08B4.3,6.82312727762976,6.86308097306259,F08B4.3,WBGene00017235,Public name for WBGene00017235. History: N.A.
Y57G11C.43,6.82312727762976,6.92547261827226,Y57G11C.43,WBGene00013332,Public name for WBGene00013332. History: N.A.
T02C1.1,6.82312727762976,7.29982248953021,T02C1.1,WBGene00011365,Public name for WBGene00011365. History: N.A.
mtm-3,6.82312727762976,7.29982248953021,mtm-3,WBGene00003476,Public name for WBGene00003476. History: N.A.
plx-1,6.82312727762976,7.36221413473987,plx-1,WBGene00004047,Public name for WBGene00004047. History: N.A.
F19F10.11,6.82312727762976,7.86134729641715,F19F10.11,WBGene00017607,Public name for WBGene00017607. History: N.A.
taf-1,6.82312727762976,7.92373894162681,taf-1,WBGene00006382,Public name for WBGene00006382. History: N.A.
T05G5.1,6.82312727762976,8.04852223204613,T05G5.1,WBGene00011498,Public name for WBGene00011498. History: N.A.
cri-3,6.82312727762976,9.54592171707797,cri-3,WBGene00010303,Public name for WBGene00010303. History: N.A.
M110.10,6.82312727762976,14.8492115598991,M110.10,WBGene00195142,Public name for WBGene00195142. History: N.A.
Y38A10A.6,6.7820241012585,5.80242300449838,Y38A10A.6,WBGene00021391,Sequence name for WBGene00021391(smut-1). History: N.A.
R05D11.5,6.7820241012585,5.98959794012735,R05D11.5,WBGene00011033,Sequence name for WBGene00011033(tmem-208). History: N.A.
W04A4.5,6.7820241012585,6.23916452096599,W04A4.5,WBGene00012234,Sequence name for WBGene00012234(ints-4). History: N.A.
vps-34,6.7820241012585,6.23916452096599,vps-34,WBGene00006932,Public name for WBGene00006932. History: N.A.
Y54E5A.6,6.7820241012585,6.30155616617565,Y54E5A.6,WBGene00013201,Sequence name for WBGene00013201(dus-2). History: N.A.
F57B10.4,6.7820241012585,6.98786426348192,F57B10.4,WBGene00019002,Sequence name for WBGene00019002(syp-6). History: N.A.
haf-9,6.7820241012585,6.98786426348192,haf-9,WBGene00001819,Public name for WBGene00001819. History: N.A.
dnj-12,6.7820241012585,7.48699742515919,dnj-12,WBGene00001030,Public name for WBGene00001030. History: N.A.
C06A5.12,6.7820241012585,7.67417236078817,C06A5.12,WBGene00044414,Public name for WBGene00044414. History: N.A.
zyg-1,6.7820241012585,7.73656400599783,zyg-1,WBGene00006988,Public name for WBGene00006988. History: N.A.
ing-3,6.7820241012585,8.67243868414273,ing-3,WBGene00013095,Public name for WBGene00013095. History: N.A.
W04A8.3,6.74092092488723,5.11611490719212,W04A8.3,WBGene00012238,Public name for WBGene00012238. History: N.A.
ZK742.6,6.74092092488723,5.36568148803076,ZK742.6,WBGene00045277,Public name for WBGene00045277. History: N.A.
lir-2,6.74092092488723,6.23916452096599,lir-2,WBGene00003045,Public name for WBGene00003045. History: N.A.
K04F10.7,6.74092092488723,6.42633945659498,K04F10.7,WBGene00019399,Public name for WBGene00019399. History: N.A.
H35N09.2,6.74092092488723,6.92547261827226,H35N09.2,WBGene00019266,Public name for WBGene00019266. History: N.A.
T03D3.5,6.74092092488723,7.11264755390123,T03D3.5,WBGene00020183,Public name for WBGene00020183. History: N.A.
tra-2,6.74092092488723,7.17503919911089,tra-2,WBGene00006605,Public name for WBGene00006605. History: N.A.
pnc-1,6.74092092488723,7.29982248953021,pnc-1,WBGene00021395,Public name for WBGene00021395. History: Renamed on 2010-02-26
mrg-1,6.74092092488723,7.42460577994953,mrg-1,WBGene00003406,Public name for WBGene00003406. History: N.A.
B0035.12,6.74092092488723,9.29635513623933,B0035.12,WBGene00007111,Sequence name for WBGene00007111(sart-3). History: N.A.
pqn-20,6.69981774851597,6.05198958533702,pqn-20,WBGene00004110,Public name for WBGene00004110. History: N.A.
spat-3,6.69981774851597,6.11438123054668,spat-3,WBGene00020496,Public name for WBGene00020496. History: N.A.
nud-1,6.69981774851597,6.80068932785293,nud-1,WBGene00003829,Public name for WBGene00003829. History: N.A.
djr-1.1,6.69981774851597,7.05025590869157,djr-1.1,WBGene00015184,Public name for WBGene00015184. History: N.A.
eif-1.A,6.69981774851597,7.23743084432055,eif-1.A,WBGene00019162,Public name for WBGene00019162. History: N.A.
orc-5,6.69981774851597,8.11091387725579,orc-5,WBGene00013857,Public name for WBGene00013857. History: N.A.
fipp-1,6.69981774851597,8.48526374851375,fipp-1,WBGene00017988,Public name for WBGene00017988. History: N.A.
W07G4.3,6.65871457214471,5.67763971407906,W07G4.3,WBGene00012337,Sequence name for WBGene00012337(scyl-1). History: N.A.
erfa-3,6.65871457214471,5.74003135928872,erfa-3,WBGene00010405,Public name for WBGene00010405. History: N.A.
his-67,6.65871457214471,6.05198958533702,his-67,WBGene00001941,Public name for WBGene00001941. History: N.A.
catp-6,6.65871457214471,6.48873110180464,catp-6,WBGene00012341,Public name for WBGene00012341. History: N.A.
C37H5.5,6.65871457214471,6.73829768264327,C37H5.5,WBGene00016508,Public name for WBGene00016508. History: N.A.
cct-7,6.65871457214471,6.98786426348192,cct-7,WBGene00020391,Public name for WBGene00020391. History: N.A.
rha-1,6.65871457214471,7.61178071557851,rha-1,WBGene00004355,Public name for WBGene00004355. History: N.A.
mvk-1,6.65871457214471,7.79895565120749,mvk-1,WBGene00021534,Public name for WBGene00021534. History: N.A.
F36A2.3,6.65871457214471,10.2322298143842,F36A2.3,WBGene00009453,Public name for WBGene00009453. History: N.A.
T08D2.7,6.61761139577344,6.48873110180464,T08D2.7,WBGene00011612,Sequence name for WBGene00011612(chkr-1). History: N.A.
rpa-2,6.61761139577344,6.80068932785293,rpa-2,WBGene00019767,Public name for WBGene00019767. History: N.A.
K09A11.1,6.61761139577344,6.98786426348192,K09A11.1,WBGene00010704,Public name for WBGene00010704. History: N.A.
Y54E10BR.4,6.61761139577344,7.05025590869157,Y54E10BR.4,WBGene00021843,Public name for WBGene00021843. History: N.A.
mat-1,6.61761139577344,7.73656400599783,mat-1,WBGene00003132,Public name for WBGene00003132. History: Renamed on 2015-03-03
vps-54,6.61761139577344,8.11091387725579,vps-54,WBGene00006934,Public name for WBGene00006934. History: N.A.
C27C7.1,6.57650821940218,5.17850655240178,C27C7.1,WBGene00007766,Public name for WBGene00007766. History: N.A.
F07H5.5,6.57650821940218,6.67590603743362,F07H5.5,WBGene00014309,Public name for WBGene00014309. History: N.A.
R05D11.9,6.57650821940218,6.80068932785293,R05D11.9,WBGene00011037,Public name for WBGene00011037. History: N.A.
clp-7,6.57650821940218,6.86308097306259,clp-7,WBGene00000547,Public name for WBGene00000547. History: N.A.
bli-4,6.57650821940218,7.29982248953021,bli-4,WBGene00000254,Public name for WBGene00000254. History: N.A.
C38C3.3,6.57650821940218,7.36221413473987,C38C3.3,WBGene00016512,"Public name for WBGene00016512. History: Split into C38C3.10(WBGene00045390). History of WBGene00016512: Split into ""WBGene00045390"" on 2007-04-20"
K07C5.6,6.57650821940218,7.36221413473987,K07C5.6,WBGene00010629,Sequence name for WBGene00010629(sluh-7). History: N.A.
Y73B3B.3,6.57650821940218,7.42460577994953,Y73B3B.3,WBGene00022225,Public name for WBGene00022225. History: N.A.
rad-23,6.57650821940218,7.48699742515919,rad-23,WBGene00013924,Public name for WBGene00013924. History: N.A.
H34C03.2,6.57650821940218,7.73656400599783,H34C03.2,WBGene00019259,Public name for WBGene00019259. History: N.A.
srg-34,6.57650821940218,7.98613058683647,srg-34,WBGene00005191,Public name for WBGene00005191. History: N.A.
Y18D10A.11,6.57650821940218,8.98439691019103,Y18D10A.11,WBGene00012481,Public name for WBGene00012481. History: N.A.
F10B5.8,6.53540504303092,5.17850655240178,F10B5.8,WBGene00008642,Sequence name for WBGene00008642(ints-11). History: N.A.
M162.12,6.53540504303092,5.24089819761144,M162.12,WBGene00050946,Public name for WBGene00050946. History: N.A.
Y39B6A.40,6.53540504303092,5.24089819761144,Y39B6A.40,WBGene00012698,Sequence name for WBGene00012698(sws-1). History: N.A.
F52E1.13,6.53540504303092,5.49046477845008,F52E1.13,WBGene00018700,Sequence name for WBGene00018700(lmd-3). History: Renamed on 2014-08-08
mtr-4,6.53540504303092,5.55285642365974,mtr-4,WBGene00012342,Public name for WBGene00012342. History: N.A.
nhr-58,6.53540504303092,5.55285642365974,nhr-58,WBGene00003648,Public name for WBGene00003648. History: N.A.
Y60A9.3,6.53540504303092,5.80242300449838,Y60A9.3,WBGene00013370,Public name for WBGene00013370. History: N.A.
Y51H7C.12,6.53540504303092,6.42633945659498,Y51H7C.12,WBGene00021790,Public name for WBGene00021790. History: N.A.
ran-2,6.53540504303092,6.5511227470143,ran-2,WBGene00004303,Public name for WBGene00004303. History: Renamed on 2015-07-06
gars-1,6.53540504303092,7.11264755390123,gars-1,WBGene00001744,Public name for WBGene00001744. History: Renamed on 2010-01-29
R13A1.10,6.53540504303092,7.54938907036885,R13A1.10,WBGene00044504,Public name for WBGene00044504. History: N.A.
nol-6,6.53540504303092,7.54938907036885,nol-6,WBGene00021789,Public name for WBGene00021789. History: Renamed on 2010-02-05
ect-2,6.53540504303092,8.92200526498137,ect-2,WBGene00002297,Public name for WBGene00002297. History: Renamed on 2005-09-28
F11A10.6,6.53540504303092,9.79548829791661,F11A10.6,WBGene00008687,Public name for WBGene00008687. History: N.A.
fbxa-61,6.49430186665965,5.17850655240178,fbxa-61,WBGene00022486,Public name for WBGene00022486. History: N.A.
ogt-1,6.49430186665965,5.3032898428211,ogt-1,WBGene00003858,Public name for WBGene00003858. History: N.A.
Y71G12B.13,6.49430186665965,5.80242300449838,Y71G12B.13,WBGene00022153,Public name for WBGene00022153. History: N.A.
rnf-121,6.49430186665965,6.23916452096599,rnf-121,WBGene00007626,Public name for WBGene00007626. History: N.A.
C16A3.1,6.49430186665965,6.73829768264327,C16A3.1,WBGene00015806,Sequence name for WBGene00015806(smrc-1). History: N.A.
ddb-1,6.49430186665965,7.86134729641715,ddb-1,WBGene00010890,Public name for WBGene00010890. History: N.A.
xnd-1,6.49430186665965,8.17330552246545,xnd-1,WBGene00001514,Public name for WBGene00001514. History: Renamed on 2008-09-15
taf-3,6.49430186665965,9.48353007186831,taf-3,WBGene00006384,Public name for WBGene00006384. History: N.A.
hpl-1,6.45319869028839,5.3032898428211,hpl-1,WBGene00001995,Public name for WBGene00001995. History: N.A.
sca-1,6.45319869028839,5.9272062949177,sca-1,WBGene00004736,Public name for WBGene00004736. History: N.A.
ztf-18,6.45319869028839,6.36394781138532,ztf-18,WBGene00020763,"Public name for WBGene00020763. History: Split into T24C4.10(WBGene00306002). History of WBGene00020763: Split into ""WBGene00306002"" on 2020-01-20"
fbxa-139,6.45319869028839,6.5511227470143,fbxa-139,WBGene00007164,Public name for WBGene00007164. History: N.A.
T23H2.3,6.45319869028839,6.61351439222396,T23H2.3,WBGene00020742,Public name for WBGene00020742. History: N.A.
H37A05.4,6.45319869028839,6.80068932785293,H37A05.4,WBGene00044200,Public name for WBGene00044200. History: N.A.
gla-3,6.45319869028839,6.86308097306259,gla-3,WBGene00011376,Public name for WBGene00011376. History: N.A.
rme-8,6.45319869028839,6.92547261827226,rme-8,WBGene00004378,Public name for WBGene00004378. History: N.A.
T28D9.4,6.45319869028839,6.98786426348192,T28D9.4,WBGene00020896,"Public name for WBGene00020896. History: Split into T28D9.16(WBGene00270303). History of WBGene00020896: Split into ""WBGene00270303"" on 2016-07-01"
43191,6.45319869028839,7.23743084432055,,,
nlp-12,6.45319869028839,8.42287210330409,nlp-12,WBGene00003750,Public name for WBGene00003750. History: N.A.
Y32B12B.2,6.41209551391712,5.11611490719212,Y32B12B.2,WBGene00012522,Public name for WBGene00012522. History: N.A.
rgs-9,6.41209551391712,5.42807313324042,rgs-9,WBGene00004352,Public name for WBGene00004352. History: N.A.
ucr-1,6.41209551391712,5.42807313324042,ucr-1,WBGene00018963,Public name for WBGene00018963. History: N.A.
C55B7.11,6.41209551391712,5.55285642365974,C55B7.11,WBGene00016947,Public name for WBGene00016947. History: N.A.
C45G9.2,6.41209551391712,5.67763971407906,C45G9.2,WBGene00016674,Public name for WBGene00016674. History: N.A.
dis-3,6.41209551391712,5.74003135928872,dis-3,WBGene00001001,Public name for WBGene00001001. History: N.A.
E01A2.4,6.41209551391712,6.11438123054668,E01A2.4,WBGene00002696,"Sequence name for WBGene00002696(let-504). History: N.A.. Public name for Dead gene WBGene00017086. History of WBGene00017086: Merged into ""WBGene00002696"" on 2012-02-07"
mrps-6,6.41209551391712,6.17677287575634,mrps-6,WBGene00020037,Public name for WBGene00020037. History: N.A.
iff-1,6.41209551391712,6.48873110180464,iff-1,WBGene00002064,Public name for WBGene00002064. History: N.A.
umps-1,6.41209551391712,6.5511227470143,umps-1,WBGene00011559,Public name for WBGene00011559. History: Renamed on 2014-11-12
C01G5.6,6.41209551391712,6.61351439222396,C01G5.6,WBGene00015308,Sequence name for WBGene00015308(ddi-1). History: N.A.
cas-2,6.41209551391712,6.67590603743362,cas-2,WBGene00015975,Public name for WBGene00015975. History: N.A.
C56G2.7,6.41209551391712,6.73829768264327,C56G2.7,WBGene00016981,Sequence name for WBGene00016981(rpn-13). History: N.A.
C29G2.1,6.41209551391712,6.92547261827226,C29G2.1,WBGene00016230,"Public name for Dead gene WBGene00016229. History of WBGene00016229: Merged into ""WBGene00016230"" on 2015-09-09"
lag-1,6.41209551391712,7.17503919911089,lag-1,WBGene00002245,Public name for WBGene00002245. History: N.A.
fbxb-63,6.37099233754586,5.3032898428211,fbxb-63,WBGene00044197,Public name for WBGene00044197. History: N.A.
ZK370.4,6.37099233754586,5.55285642365974,ZK370.4,WBGene00022718,Public name for WBGene00022718. History: N.A.
R04A9.3,6.37099233754586,5.98959794012735,R04A9.3,WBGene00019863,Public name for WBGene00019863. History: N.A.
T08B2.5,6.37099233754586,6.05198958533702,T08B2.5,WBGene00020346,Sequence name for WBGene00020346(rbm-5). History: N.A.
cogc-8,6.37099233754586,6.17677287575634,cogc-8,WBGene00019820,Public name for WBGene00019820. History: N.A.
sqd-1,6.37099233754586,6.17677287575634,sqd-1,WBGene00022235,Public name for WBGene00022235. History: N.A.
jamp-1,6.37099233754586,6.61351439222396,jamp-1,WBGene00019807,Public name for WBGene00019807. History: N.A.
Y75B8A.8,6.37099233754586,6.67590603743362,Y75B8A.8,WBGene00013545,Public name for WBGene00013545. History: N.A.
W02H5.10,6.37099233754586,6.73829768264327,W02H5.10,WBGene00194896,"Public name for Dead gene WBGene00044522. History of WBGene00044522: Merged into ""WBGene00194896"" on 2016-07-04"
F09E5.14,6.37099233754586,7.11264755390123,F09E5.14,WBGene00017291,Public name for WBGene00017291. History: N.A.
mtk-1,6.37099233754586,7.23743084432055,mtk-1,WBGene00003472,Public name for WBGene00003472. History: N.A.
F23H11.2,6.37099233754586,7.36221413473987,F23H11.2,WBGene00017758,Public name for WBGene00017758. History: N.A.
ngp-1,6.37099233754586,8.54765539372341,ngp-1,WBGene00003596,Public name for WBGene00003596. History: N.A.
dcs-1,6.3298891611746,5.11611490719212,dcs-1,WBGene00000940,Public name for WBGene00000940. History: Renamed on 2005-12-19
npp-11,6.3298891611746,5.67763971407906,npp-11,WBGene00003797,Public name for WBGene00003797. History: N.A.
Y53C12A.3,6.3298891611746,5.80242300449838,Y53C12A.3,WBGene00013139,"Public name for WBGene00013139. History: Split into Y53C12A.10(WBGene00175030). History of WBGene00013139: Split into ""WBGene00175030"" on 2008-11-27"
rpt-4,6.3298891611746,6.17677287575634,rpt-4,WBGene00004504,Public name for WBGene00004504. History: N.A.
iffb-1,6.3298891611746,6.73829768264327,iffb-1,WBGene00021857,Public name for WBGene00021857. History: N.A.
rbr-2,6.3298891611746,6.86308097306259,rbr-2,WBGene00004319,Public name for WBGene00004319. History: N.A.
hipr-1,6.3298891611746,7.92373894162681,hipr-1,WBGene00022717,Public name for WBGene00022717. History: Renamed on 2014-08-08
prx-10,6.3298891611746,8.48526374851375,prx-10,WBGene00006946,Public name for WBGene00006946. History: Renamed on 2010-01-29; Renamed on 2010-07-26
F44E7.5,6.28878598480333,5.05372326198246,F44E7.5,WBGene00018427,Public name for WBGene00018427. History: N.A.
R151.8,6.28878598480333,5.67763971407906,R151.8,WBGene00020111,Public name for WBGene00020111. History: N.A.
hsr-9,6.28878598480333,5.74003135928872,hsr-9,WBGene00002027,Public name for WBGene00002027. History: N.A.
sec-8,6.28878598480333,6.30155616617565,sec-8,WBGene00004753,Public name for WBGene00004753. History: N.A.
sop-3,6.28878598480333,6.67590603743362,sop-3,WBGene00004946,Public name for WBGene00004946. History: N.A.
R07H5.8,6.28878598480333,7.17503919911089,R07H5.8,WBGene00011128,Sequence name for WBGene00011128(adk-1). History: N.A.
F25B4.5,6.28878598480333,7.36221413473987,F25B4.5,WBGene00017768,Sequence name for WBGene00017768(prp-39). History: N.A.
T22F3.2,6.28878598480333,7.36221413473987,T22F3.2,WBGene00020695,Public name for WBGene00020695. History: N.A.
hda-1,6.28878598480333,7.42460577994953,hda-1,WBGene00001834,Public name for WBGene00001834. History: N.A.
Y47G6A.29,6.28878598480333,7.61178071557851,Y47G6A.29,WBGene00003060,"Public name for Dead gene WBGene00021652. History of WBGene00021652: Merged into ""WBGene00003060"" on 2014-09-03"
mdh-1,6.28878598480333,8.79722197456205,mdh-1,WBGene00018491,Public name for WBGene00018491. History: N.A.. Other name for WBGene00003162(mdh-2). History: Renamed on 2010-08-18
tag-273,6.28878598480333,19.2166267245753,tag-273,WBGene00013289,Public name for WBGene00013289. History: N.A.
eat-6,6.24768280843207,5.05372326198246,eat-6,WBGene00001137,Public name for WBGene00001137. History: N.A.
B0336.5,6.24768280843207,5.74003135928872,B0336.5,WBGene00015145,Sequence name for WBGene00015145(arle-14). History: N.A.
Y45F10D.7,6.24768280843207,5.86481464970804,Y45F10D.7,WBGene00012887,Public name for WBGene00012887. History: N.A.
Y56A3A.2,6.24768280843207,5.98959794012735,Y56A3A.2,WBGene00013225,Public name for WBGene00013225. History: N.A.
R186.7,6.24768280843207,6.05198958533702,R186.7,WBGene00011308,Sequence name for WBGene00011308(pnn-1). History: N.A.
uba-1,6.24768280843207,6.11438123054668,uba-1,WBGene00006699,Public name for WBGene00006699. History: N.A.
D2096.12,6.24768280843207,6.36394781138532,D2096.12,WBGene00017079,Public name for WBGene00017079. History: N.A.
wapl-1,6.24768280843207,6.73829768264327,wapl-1,WBGene00019953,Public name for WBGene00019953. History: N.A.
dnj-10,6.24768280843207,6.98786426348192,dnj-10,WBGene00001028,Public name for WBGene00001028. History: N.A.
lpd-3,6.24768280843207,7.42460577994953,lpd-3,WBGene00003060,Public name for WBGene00003060. History: N.A.
T05H10.7,6.20657963206081,5.05372326198246,T05H10.7,WBGene00011511,Sequence name for WBGene00011511(gpcp-2). History: N.A.
arp-1,6.20657963206081,5.11611490719212,arp-1,WBGene00013168,Public name for WBGene00013168. History: N.A.
wee-1.3,6.20657963206081,5.11611490719212,wee-1.3,WBGene00006940,Public name for WBGene00006940. History: N.A.
phf-14,6.20657963206081,5.17850655240178,phf-14,WBGene00013339,Public name for WBGene00013339. History: N.A.
E04D5.1,6.20657963206081,5.49046477845008,E04D5.1,WBGene00008480,Sequence name for WBGene00008480(eif-2A). History: N.A.
tag-235,6.20657963206081,5.6152480688694,tag-235,WBGene00044069,Other name for WBGene00044069(hat-1). History: N.A.
Y25C1A.5,6.20657963206081,5.86481464970804,Y25C1A.5,WBGene00021292,Sequence name for WBGene00021292(copb-1). History: N.A.
ceh-100,6.20657963206081,5.98959794012735,ceh-100,WBGene00012584,Public name for WBGene00012584. History: N.A.
him-17,6.20657963206081,5.98959794012735,him-17,WBGene00001874,Public name for WBGene00001874. History: N.A.
ptc-1,6.20657963206081,6.11438123054668,ptc-1,WBGene00004208,Public name for WBGene00004208. History: N.A.
vps-16,6.20657963206081,6.11438123054668,vps-16,WBGene00006516,Public name for WBGene00006516. History: N.A.
acin-1,6.20657963206081,6.30155616617565,acin-1,WBGene00016601,Public name for WBGene00016601. History: N.A.
T24D1.2,6.20657963206081,6.48873110180464,T24D1.2,WBGene00011985,Public name for WBGene00011985. History: N.A.
cpg-1,6.20657963206081,6.48873110180464,cpg-1,WBGene00000465,Public name for WBGene00000465. History: Renamed on 2006-06-16; Renamed on 2008-01-14
C29E4.9,6.20657963206081,6.61351439222396,C29E4.9,WBGene00016206,Public name for WBGene00016206. History: Split into C29E4.11(WBGene00016208). History of WBGene00016206: N.A.
pbs-1,6.20657963206081,6.73829768264327,pbs-1,WBGene00003947,Public name for WBGene00003947. History: N.A.
C06A8.2,6.20657963206081,6.80068932785293,C06A8.2,WBGene00015513,Sequence name for WBGene00015513(snpc-1.1). History: N.A.
D1007.10,6.20657963206081,6.92547261827226,D1007.10,WBGene00017007,Public name for WBGene00017007. History: N.A.
Y39B6A.33,6.20657963206081,6.92547261827226,Y39B6A.33,WBGene00012692,Public name for WBGene00012692. History: N.A.
Y48C3A.1,6.20657963206081,7.11264755390123,Y48C3A.1,WBGene00012985,Public name for WBGene00012985. History: N.A.
asb-2,6.20657963206081,7.17503919911089,asb-2,WBGene00000207,Public name for WBGene00000207. History: N.A.
F25G6.9,6.20657963206081,7.67417236078817,F25G6.9,WBGene00017800,Public name for WBGene00017800. History: N.A.
T28A8.5,6.20657963206081,8.48526374851375,T28A8.5,WBGene00012111,"Public name for WBGene00012111. History: Split into T28A8.8(WBGene00194852). History of WBGene00012111: Split into ""WBGene00194852"" on 2009-11-04"
T20B12.1,6.16547645568954,5.05372326198246,T20B12.1,WBGene00020600,Sequence name for WBGene00020600(trd-1). History: N.A.
T03F1.1,6.16547645568954,5.86481464970804,T03F1.1,WBGene00020184,Sequence name for WBGene00020184(uba-5). History: N.A.
F52G3.4,6.16547645568954,5.98959794012735,F52G3.4,WBGene00018712,Public name for WBGene00018712. History: N.A.
W02H5.12,6.16547645568954,6.11438123054668,W02H5.12,WBGene00206511,"Public name for Dead gene WBGene00194904. History of WBGene00194904: Merged into ""WBGene00206511"" on 2015-09-09"
nmt-1,6.16547645568954,6.11438123054668,nmt-1,WBGene00020549,Public name for WBGene00020549. History: N.A.
C05C10.2,6.16547645568954,6.36394781138532,C05C10.2,WBGene00007329,Public name for WBGene00007329. History: N.A.
sys-1,6.16547645568954,6.42633945659498,sys-1,WBGene00006379,Public name for WBGene00006379. History: N.A.
W07E6.2,6.16547645568954,6.61351439222396,W07E6.2,WBGene00021074,Public name for WBGene00021074. History: N.A.
cdc-6,6.16547645568954,6.80068932785293,cdc-6,WBGene00000382,Public name for WBGene00000382. History: N.A.
gss-1,6.16547645568954,7.67417236078817,gss-1,WBGene00010941,Public name for WBGene00010941. History: N.A.
F55C9.3,6.16547645568954,8.11091387725579,F55C9.3,WBGene00010100,Public name for WBGene00010100. History: N.A.
apb-1,6.12437327931828,5.05372326198246,apb-1,WBGene00000160,Public name for WBGene00000160. History: N.A.
arid-1,6.12437327931828,5.42807313324042,arid-1,WBGene00044689,Public name for WBGene00044689. History: N.A.
