gene,mRNA-seq_WT_OP50,mRNA-seq_set-32_OP50,mRNA-seq_met-2set-25set-32_OP50,mRNA-seq_met-2set-25_OP50,mRNA-seq_hrde-1_OP50,GRH loci,GRTS loci,K9(+)_genes,Input,Suggested Match,History
T27E4.4.1,89.63,149.8,108.5,91.52,78.58,no,no,yes,T27E4.4.1,WBGene00020862,Molecule name for WBGene00020862(fip-2). History: N.A.
K06C4.4,3.94,4.5,3.96,5.1,2.81,no,no,yes,K06C4.4,WBGene00001894,Sequence name for WBGene00001894(his-20). History: N.A.
W06A11.4,3.37,6.73,7.78,5.11,9.83,no,no,yes,W06A11.4,WBGene00021055,Public name for WBGene00021055. History: N.A.
ZK488.9,0,0,0,0,0,no,no,yes,ZK488.9,WBGene00005856,Sequence name for WBGene00005856(srw-109). History: N.A.
W06A11.2,0.17,0.94,1.29,1.21,1.38,no,no,yes,W06A11.2,WBGene00021053,Sequence name for WBGene00021053(gadr-4). History: N.A.
F19B2.7,0,0,0,0,0,no,no,yes,F19B2.7,WBGene00008946,"Public name for WBGene00008946. History: Split into ""WBGene00077668"" on 2008-02-22"
T25E12.9,0,0,0.28,0,0,no,no,yes,T25E12.9,WBGene00012024,Sequence name for WBGene00012024(clec-29). History: N.A.
F56H6.11,0,0,0,0,0,no,no,yes,F56H6.11,WBGene00010171,Sequence name for WBGene00010171(oac-35). History: N.A.
F28F8.2,11.36,34.94,24.49,5.14,37.16,no,no,yes,F28F8.2,WBGene00009221,Sequence name for WBGene00009221(acs-2). History: N.A.
W02G9.4,18.59,26.52,29.08,23.29,18.55,no,no,yes,W02G9.4,WBGene00020954,Public name for WBGene00020954. History: N.A.
C37A5.8,0,0,0,0,0,no,no,yes,C37A5.8,WBGene00007992,Sequence name for WBGene00007992(fipr-24). History: N.A.
C37A5.2,0.65,0.36,0.82,0,0,no,no,yes,C37A5.2,WBGene00007989,Sequence name for WBGene00007989(fipr-22). History: N.A.
Y39B6A.20.1,1114.66,1145.51,1841.6,1755.74,1368.87,no,no,yes,Y39B6A.20.1,WBGene00000214,Molecule name for WBGene00000214(asp-1). History: N.A.
F32A7.8,0,0,0,0,0,no,no,yes,F32A7.8,WBGene00044245,Public name for WBGene00044245. History: N.A.
T08G3.11,0,0,0,0,0,no,no,yes,T08G3.11,WBGene00011620,Public name for WBGene00011620. History: N.A.
Y54G2A.12,53.87,27.61,29.94,28.37,37.77,no,no,yes,Y54G2A.12,WBGene00021877,Public name for WBGene00021877. History: N.A.
F19B2.6,0.85,2.43,1.57,1.4,0.69,no,no,yes,F19B2.6,WBGene00008945,Public name for WBGene00008945. History: N.A.
W06G6.13,0,0,0,0,0,no,no,yes,W06G6.13,WBGene00005822,Sequence name for WBGene00005822(srw-75). History: N.A.
Y54G2A.42,0,0,0,0,0,no,no,yes,Y54G2A.42,WBGene00044486,Public name for WBGene00044486. History: N.A.
Y54G2A.45,26.63,21.14,25.47,30.74,20.18,no,no,yes,Y54G2A.45,WBGene00044488,Public name for WBGene00044488. History: N.A.
Y54G2A.44,0,0,0,0,0,no,no,yes,Y54G2A.44,WBGene00044487,Public name for WBGene00044487. History: N.A.
Y54G2A.46,11.78,5.74,10.94,5.11,4.68,no,no,yes,Y54G2A.46,WBGene00044489,Sequence name for WBGene00044489(pudl-1). History: N.A.
Y54G2A.48,1.5,6.57,0,5.27,0,no,no,yes,Y54G2A.48,WBGene00044491,Public name for WBGene00044491. History: N.A.
Y119D3B.21,533.11,662.22,780.81,710.94,566.24,no,no,yes,Y119D3B.21,WBGene00022497,Public name for WBGene00022497. History: N.A.
Y119D3B.20,1.57,2.07,1.84,4.06,3.8,no,no,yes,Y119D3B.20,WBGene00022496,Sequence name for WBGene00022496(fbxa-92). History: N.A.
R52.1,8.83,11.29,8.92,10.13,14.31,no,no,yes,R52.1,WBGene00020073,Sequence name for WBGene00020073(sdz-28). History: Renamed on 2005-08-22
R52.2,9.19,8,10.39,6.97,5.44,no,no,yes,R52.2,,Sequence name for Suppressed gene WBGene00020074. Molecular name for Suppressed gene WBGene00020074. Public name for Suppressed gene WBGene00020074. History of WBGene00020074: Killed on 2008-09-11; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y43F4A.3,0,0,0,0,0,no,yes,yes,Y43F4A.3,WBGene00012798,Public name for WBGene00012798. History: N.A.
F47G4.4.1,5.8,7.51,9.7,8.24,6.13,no,no,yes,F47G4.4.1,WBGene00009825,Molecule name for WBGene00009825(F47G4.4). History: N.A.
F49H6.17,0,0,0,0,0,no,no,yes,F49H6.17,WBGene00050965,Public name for WBGene00050965. History: N.A.
Y61B8A.2,0,0,0,0,0,no,no,yes,Y61B8A.2,WBGene00005334,Sequence name for WBGene00005334(srh-115). History: N.A.
Y61B8A.1,0,0,0,0,0,no,no,yes,Y61B8A.1,WBGene00005335,Sequence name for WBGene00005335(srh-116). History: N.A.
F49H6.12,0,0,0,0,0,no,no,yes,F49H6.12,WBGene00009913,Public name for WBGene00009913. History: N.A.
T25E12.8,0,0,0,0,0,no,no,yes,T25E12.8,WBGene00012023,Sequence name for WBGene00012023(clec-34). History: N.A.
Y87G2A.14,4.11,5.14,2.45,2.06,3.15,no,no,yes,Y87G2A.14,WBGene00003585,Sequence name for WBGene00003585(ndx-8). History: N.A.
Y87G2A.12,0.61,0.19,0.44,0.82,1.17,no,no,yes,Y87G2A.12,,Sequence name for Suppressed gene WBGene00013600. Molecular name for Suppressed gene WBGene00013600. Public name for Suppressed gene WBGene00013600. History of WBGene00013600: Killed on 2012-07-16; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F46F5.7,0.15,0.49,0.87,1.21,0,no,no,yes,F46F5.7,WBGene00018498,Public name for WBGene00018498. History: N.A.
Y22D7AR.1,0.79,0.86,0.66,0,0,no,no,yes,Y22D7AR.1,,Public name for Dead gene WBGene00021255. History of WBGene00021255: Killed on 2009-04-20. Remark: Removed based on EST data and overlap with a repeat.
Y22D7AR.2,0.42,0.4,0.66,0.57,0.32,no,no,yes,Y22D7AR.2,WBGene00021256,Public name for WBGene00021256. History: N.A.
Y43F8B.3a,0.36,0.48,0.79,0.6,0.2,no,no,yes,Y43F8B.3a,WBGene00012814,Molecule name for WBGene00012814(Y43F8B.3). History: N.A.
F45D11.1.1,0.08,0.55,0,0.44,0.17,no,no,yes,,,
ZC204.5,0,0,0,0,0,no,no,yes,ZC204.5,WBGene00005293,Sequence name for WBGene00005293(srh-72). History: N.A.
Y46H3C.7,23.46,20.13,7.73,14.81,28.57,no,no,yes,Y46H3C.7,WBGene00021607,Public name for WBGene00021607. History: N.A.
F53G2.3,1.08,0,0.9,0,0,no,no,yes,F53G2.3,WBGene00018768,Public name for WBGene00018768. History: N.A.
T14F9.4a,0.57,0.84,0.48,0.67,0.77,no,no,yes,T14F9.4a,WBGene00003968,Molecule name for WBGene00003968(peb-1). History: N.A.
C31G12.2,2.11,3.08,6.47,1.65,0,no,no,yes,C31G12.2,WBGene00007851,Sequence name for WBGene00007851(clec-245). History: N.A.
T12F5.2,18.48,14.66,15.6,13.47,15.59,no,no,yes,T12F5.2,WBGene00020467,Public name for WBGene00020467. History: N.A.
C31G12.4,0,0.52,0,0.56,0,no,no,yes,C31G12.4,WBGene00007853,Public name for WBGene00007853. History: N.A.
F46B3.11,0,0,0,0,0,no,no,yes,F46B3.11,WBGene00009763,Sequence name for WBGene00009763(srz-18). History: N.A.
F10G8.5,91.56,80.3,88.19,96.55,69.74,no,no,yes,F10G8.5,WBGene00003564,Sequence name for WBGene00003564(ncs-2). History: N.A.
F10G8.7,55.37,48.32,43.25,28.47,41.65,no,no,yes,F10G8.7,WBGene00008665,Sequence name for WBGene00008665(ercc-1). History: N.A.
Y73B3A.15,0,0,0,0,0,no,no,yes,Y73B3A.15,WBGene00022217,"Sequence name for WBGene00022217(fbxa-221). History: Split into fbxa-222(WBGene00045295). History of WBGene00022217: Split into ""WBGene00045295"" on 2007-02-26"
Y73B3A.14,0,0,1.45,0,0,no,no,yes,Y73B3A.14,WBGene00022216,Sequence name for WBGene00022216(fbxa-16). History: N.A.
Y73B3A.17,0,0,0,0,0,no,no,yes,Y73B3A.17,WBGene00023191,Public name for WBGene00023191. History: N.A.
Y73B3A.10,10.53,5.77,12.96,7.54,5.88,no,no,yes,Y73B3A.10,WBGene00022211,"Public name for Dead gene WBGene00022212. History of WBGene00022212: Merged into ""WBGene00022211"" on 2015-10-02"
Y113G7C.1,1.92,2.7,2.06,2.99,1.71,no,no,yes,Y113G7C.1,WBGene00013771,Public name for WBGene00013771. History: N.A.
H04D03.4,2,1.32,1.51,1.88,1.61,yes,no,yes,H04D03.4,WBGene00010365,"Public name for WBGene00010365. History: Split into H04D03.7(WBGene00305993). History of WBGene00010365: Split into ""WBGene00305993"" on 2020-01-20"
W05G11.6d.1,29.99,56.7,25.53,24.4,28.18,no,no,yes,,,
Y68A4A.10a,0,0,0,0,0,no,no,yes,Y68A4A.10a,WBGene00013469,Molecule name for WBGene00013469(Y68A4A.10). History: N.A.
F45F2.12,4.05,3.02,4.01,3.79,2.32,no,no,yes,F45F2.12,WBGene00001882,Sequence name for WBGene00001882(his-8). History: N.A.
K08F11.1,2.04,0,1.71,0,8.22,yes,no,yes,K08F11.1,WBGene00019541,Public name for WBGene00019541. History: N.A.
C24H12.2,1.45,2.64,0.4,1.69,7.11,no,yes,yes,C24H12.2,WBGene00016072,Public name for WBGene00016072. History: N.A.
F35E8.10,0.27,2.33,0,0,0,no,no,yes,F35E8.10,WBGene00009423,Public name for WBGene00009423. History: N.A.
C37A5.4,0,0.34,0.77,0,0,no,no,yes,C37A5.4,WBGene00007990,Sequence name for WBGene00007990(fipr-23). History: N.A.
T01G6.10,0,0,0,0,0,no,no,yes,T01G6.10,WBGene00020154,Public name for WBGene00020154. History: N.A.
ZK262.3,0,2.13,0.98,1.37,0.52,no,no,yes,ZK262.3,WBGene00013950,Sequence name for WBGene00013950(txt-8). History: N.A.
Y116F11B.6,0.4,0.44,0.67,0.47,1.07,no,no,yes,Y116F11B.6,WBGene00013822,Public name for WBGene00013822. History: N.A.
Y68A4A.13,0,2.65,0,0,0,no,no,yes,Y68A4A.13,WBGene00044212,Public name for WBGene00044212. History: N.A.
F46F5.14,0,0,0.33,0.91,0,no,no,yes,F46F5.14,WBGene00018505,Public name for WBGene00018505. History: N.A.
F46F5.11,0.17,0.19,0.58,0.2,0,no,no,yes,F46F5.11,WBGene00018502,Public name for WBGene00018502. History: N.A.
F07B7.4,3.76,3.93,4.27,4.83,2.46,no,no,yes,F07B7.4,WBGene00001926,Sequence name for WBGene00001926(his-52). History: N.A.
Y49F6B.12,0,0,0,0,0,no,no,yes,Y49F6B.12,WBGene00044376,Public name for WBGene00044376. History: N.A.
Y49F6B.13,0,0.45,0,0,0.55,no,no,yes,Y49F6B.13,WBGene00044377,"Public name for WBGene00044377. History: Split into Y49F6B.20(WBGene00303369). History of WBGene00044377: Split into ""WBGene00303369"" on 2018-07-18"
K08D10.8,3.42,5.15,3.22,4.01,1.72,no,no,yes,K08D10.8,WBGene00019531,Sequence name for WBGene00019531(scrm-5). History: N.A.
F49B2.2,7.56,4.87,6.32,7.82,5.96,no,no,yes,F49B2.2,WBGene00009862,Sequence name for WBGene00009862(fbxb-67). History: N.A.
Y119D3A.3,0,0.49,0,0,0.59,no,no,yes,Y119D3A.3,WBGene00022478,Sequence name for WBGene00022478(fbxa-35). History: N.A.
Y119D3A.4,0.44,0,0.37,0,0,no,no,yes,Y119D3A.4,WBGene00022479,Sequence name for WBGene00022479(fbxa-36). History: N.A.
F40F4.6,62.41,73.84,96.8,96.37,65.54,no,no,yes,F40F4.6,WBGene00018237,Sequence name for WBGene00018237(irg-7). History: Renamed on 2016-09-23
T17A3.10,0,0,0,0,0,no,no,yes,T17A3.10,WBGene00020546,Sequence name for WBGene00020546(zig-13). History: N.A.
Y22D7AR.12,0,0.13,0.2,0.28,0.32,no,no,yes,Y22D7AR.12,WBGene00021265,Public name for WBGene00021265. History: N.A.
W02C12.3d.1,5.44,7.05,5.69,6.49,4.67,no,no,yes,W02C12.3d.1,WBGene00020930,Molecule name for WBGene00020930(hlh-30). History: N.A.
F28B1.8,0,0,0.35,0,0,no,no,yes,F28B1.8,WBGene00005461,Sequence name for WBGene00005461(srh-255). History: N.A.
T25E12.7,0,0,0,0,0,no,no,yes,T25E12.7,WBGene00012022,Sequence name for WBGene00012022(clec-39). History: N.A.
K09C6.10,0,0,0,0,0,no,no,yes,K09C6.10,WBGene00044778,Public name for WBGene00044778. History: N.A.
F28B1.6,0,0,0,0,0,no,no,yes,F28B1.6,WBGene00005578,Sequence name for WBGene00005578(sri-66). History: N.A.
F10C1.1,0,0,0,0,0,no,no,yes,F10C1.1,WBGene00017324,Public name for WBGene00017324. History: N.A.
Y73C8A.1,0,0.46,0,0,0,no,no,yes,Y73C8A.1,WBGene00006084,Sequence name for WBGene00006084(str-16). History: N.A.
F20E11.6,0,0,0,0,0,no,no,yes,F20E11.6,WBGene00005819,Sequence name for WBGene00005819(srw-72). History: N.A.
Y71A12C.3,0,0,0.48,0,0,no,no,yes,Y71A12C.3,WBGene00050878,Public name for WBGene00050878. History: N.A.
Y71A12C.2,1.09,1.19,3.63,5.09,2.91,no,no,yes,Y71A12C.2,WBGene00013513,Public name for WBGene00013513. History: N.A.
Y102A5C.15,0,0,0,0,0,no,no,yes,Y102A5C.15,WBGene00005416,Sequence name for WBGene00005416(srh-206). History: N.A.
Y38H6C.14,0,0.17,0.39,0.55,0.21,no,no,yes,Y38H6C.14,WBGene00012626,Sequence name for WBGene00012626(famh-161). History: Renamed on 2017-01-13
F56C3.6,0.69,0.38,0.29,0.4,0.46,no,no,yes,F56C3.6,WBGene00018943,Sequence name for WBGene00018943(dgn-2). History: N.A.
T28A11.20,0,0,0,1.09,0,no,no,yes,T28A11.20,WBGene00020882,Public name for WBGene00020882. History: N.A.
W09G12.3,0.94,0,0,1.1,0,no,no,yes,W09G12.3,WBGene00023163,Public name for WBGene00023163. History: N.A.
W09G12.4,4.91,2.99,1.37,0.64,5.85,no,no,yes,W09G12.4,WBGene00001103,Sequence name for WBGene00001103(dsl-1). History: N.A.
Y61B8A.4,0.45,0.49,1.5,0.52,0.6,no,no,yes,Y61B8A.4,WBGene00044654,Sequence name for WBGene00044654(fbxa-85). History: N.A.
ZK402.1,1.92,1.63,2.12,2.56,1.64,no,no,yes,ZK402.1,WBGene00022728,Public name for WBGene00022728. History: N.A.
F33E11.1,1.48,2.84,0.62,1.3,3.98,no,yes,yes,F33E11.1,WBGene00003614,Sequence name for WBGene00003614(nhr-15). History: N.A.
T23E1.3,1.24,0,2.07,0.72,0,no,no,yes,T23E1.3,WBGene00020730,Public name for WBGene00020730. History: N.A.
C34H4.2,9.21,14.07,9.8,10.46,3.74,no,no,yes,C34H4.2,WBGene00016425,Public name for WBGene00016425. History: N.A.
F26D2.15,0,0.54,0,1.73,0,no,no,yes,F26D2.15,WBGene00009153,Public name for WBGene00009153. History: N.A.
C44C8.8,0.53,0.54,0.36,0.15,0.26,no,no,yes,C44C8.8,WBGene00045299,Sequence name for WBGene00045299(fbxc-11). History: N.A.
Y50D7A.7.1,154.28,123.61,153.95,126.49,89.84,no,no,yes,Y50D7A.7.1,WBGene00000081,Molecule name for WBGene00000081(ads-1). History: N.A.
Y59A8B.24,0,0,0,0,0,no,no,yes,Y59A8B.24,WBGene00013356,Public name for WBGene00013356. History: N.A.
Y38F2AL.1,3.95,3.15,5.7,5.89,4.81,no,no,yes,Y38F2AL.1,WBGene00021415,Sequence name for WBGene00021415(nsy-4). History: N.A.
Y38F2AL.5,0,0.5,0.38,0,1.22,no,no,yes,Y38F2AL.5,WBGene00021417,Sequence name for WBGene00021417(nhr-236). History: N.A.
Y38F2AL.6,9.26,9.69,13.07,15.19,9.38,no,no,yes,Y38F2AL.6,WBGene00021418,Public name for WBGene00021418. History: N.A.
C37A5.1.1,1.03,0.85,1.51,0.91,0.69,no,no,yes,C37A5.1.1,WBGene00007988,Molecule name for WBGene00007988(best-8). History: N.A.
F26D2.16,0.33,0.36,0,0.39,0.88,no,no,yes,F26D2.16,WBGene00009154,Public name for WBGene00009154. History: N.A.
Y73F8A.8,0,0,0.05,0,0,no,no,yes,Y73F8A.8,WBGene00004170,Sequence name for WBGene00004170(pqn-90). History: N.A.
M01E5.2,11.29,10.24,8.21,7.75,10.52,no,no,yes,M01E5.2,WBGene00010805,Public name for WBGene00010805. History: N.A.
M01E5.1,0,0,0,0,0,no,no,yes,M01E5.1,WBGene00010804,Public name for WBGene00010804. History: N.A.
Y73B3B.2,1.43,0.63,1.67,1.68,1.92,no,no,yes,Y73B3B.2,WBGene00022224,Sequence name for WBGene00022224(set-28). History: N.A.
Y73B3B.3,2.22,1.22,3.72,5.21,4.47,no,no,yes,Y73B3B.3,WBGene00022225,Public name for WBGene00022225. History: N.A.
Y73B3B.1,19.02,13.76,15.74,18.42,23.3,no,no,yes,Y73B3B.1,WBGene00022223,Public name for WBGene00022223. History: N.A.
Y34F4.4,3.24,2.37,3.61,2.53,1.45,no,no,yes,Y34F4.4,WBGene00021339,Public name for WBGene00021339. History: N.A.
Y110A2AL.6,0,0,0.72,0,0,no,no,yes,Y110A2AL.6,WBGene00022443,Public name for WBGene00022443. History: N.A.
Y47G7B.3,0,0,0,0,0,no,no,yes,Y47G7B.3,WBGene00005572,Sequence name for WBGene00005572(sri-60). History: N.A.
Y70C5C.6a,2.37,1.73,3.97,3.24,1.06,no,no,yes,,,
Y102A5C.21,0,0,0,0,0,no,no,yes,Y102A5C.21,WBGene00005338,Sequence name for WBGene00005338(srh-119). History: N.A.
W10G11.4,0,0,0.71,0,0,no,no,yes,W10G11.4,WBGene00021137,Public name for WBGene00021137. History: N.A.
W09B7.2,4.13,4.53,1.27,1.53,90.11,no,yes,yes,W09B7.2,WBGene00021107,Public name for WBGene00021107. History: N.A.
K09H11.11,0,1.24,0,0,12.12,no,yes,yes,K09H11.11,WBGene00044541,Public name for WBGene00044541. History: N.A.
F41D3.11,0,0,0,0,0,no,no,yes,F41D3.11,WBGene00009616,Public name for WBGene00009616. History: N.A.
F41D3.10,0,0,0,0,0,no,no,yes,F41D3.10,WBGene00009615,Sequence name for WBGene00009615(oac-25). History: N.A.
W06G6.2,0,0,0,0,0,no,no,yes,W06G6.2,WBGene00012309,Public name for WBGene00012309. History: N.A.
F11D11.11,0,0,0,0,0,no,no,yes,F11D11.11,WBGene00045361,Sequence name for WBGene00045361(clec-253). History: N.A.
Y57G11C.8,4.8,5.63,7.16,2.41,4.6,no,no,yes,Y57G11C.8,WBGene00013306,Public name for WBGene00013306. History: N.A.
Y57G11C.7,0,0,0,0,0.97,no,no,yes,Y57G11C.7,WBGene00013305,"Public name for WBGene00013305. History: Split into Y57G11C.499(WBGene00077762). History of WBGene00013305: Split into ""WBGene00077762"" on 2008-06-03"
Y69A2AR.25,0.41,0.67,0.34,0.48,0.82,no,no,yes,Y69A2AR.25,WBGene00022096,Public name for WBGene00022096. History: N.A.
C14C6.12,0.8,0.88,1.34,0,0,no,no,yes,C14C6.12,WBGene00015763,Public name for WBGene00015763. History: N.A.
Y26D4A.8,0,0,0,0,0,no,yes,yes,Y26D4A.8,WBGene00012505,Sequence name for WBGene00012505(pals-13). History: N.A.
Y26D4A.2,0,0,0.21,0.3,0.34,no,no,yes,Y26D4A.2,WBGene00012500,Sequence name for WBGene00012500(hpo-2). History: N.A.
F19C7.5,0,0,0.71,0,0,no,no,yes,F19C7.5,WBGene00044302,"Public name for Dead gene WBGene00017595. History of WBGene00017595: Merged into ""WBGene00044302"" on 2018-11-14"
Y53H1C.3,0.37,0,0.47,0.44,0.25,no,no,yes,Y53H1C.3,WBGene00013186,Public name for WBGene00013186. History: N.A.
Y27F2A.10,0,0,0,0,0,no,no,yes,Y27F2A.10,WBGene00045303,Public name for WBGene00045303. History: N.A.
C52E2.4,0.75,0.21,2.04,1.54,0.25,no,no,yes,C52E2.4,WBGene00016883,Public name for WBGene00016883. History: N.A.
C01G12.6,2.3,1.57,0,2.02,0,no,no,yes,C01G12.6,WBGene00007246,Sequence name for WBGene00007246(nspb-10). History: N.A.
F57E7.2,0,0,0,0,0,no,no,yes,F57E7.2,WBGene00010203,Public name for WBGene00010203. History: N.A.
F57E7.1,0,1.33,1.01,0,1.62,no,no,yes,F57E7.1,WBGene00010202,Public name for WBGene00010202. History: N.A.
Y51H7C.15,15.22,12.59,9.17,7.72,13.84,no,no,yes,Y51H7C.15,WBGene00044439,Public name for WBGene00044439. History: N.A.
C29F7.7,0,0,0,0,0,no,no,yes,C29F7.7,,Public name for Dead gene WBGene00007814. History of WBGene00007814: Killed on 2012-01-23. Remark: Gene retired due to lack of evidence
C52E2.2,0,0,0,0,0,no,no,yes,C52E2.2,WBGene00016881,Public name for WBGene00016881. History: N.A.
C14A6.12,0,0,0,0.37,0,no,no,yes,C14A6.12,WBGene00050955,Public name for WBGene00050955. History: N.A.
K07E8.10,0,3.87,2.71,2.07,0.59,no,no,yes,K07E8.10,,Sequence name for Suppressed gene WBGene00019499. Molecular name for Suppressed gene WBGene00019499. Public name for Suppressed gene WBGene00019499. History of WBGene00019499: Killed on 2009-04-15; Suppressed on 2013-03-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y71A12B.10,0.85,1.08,2.47,1.65,4.92,no,no,yes,Y71A12B.10,WBGene00013507,Public name for WBGene00013507. History: N.A.
Y67D8C.8,220.43,240.37,222.03,185.09,188.94,no,no,yes,Y67D8C.8,WBGene00022072,Sequence name for WBGene00022072(cpg-9). History: N.A.
M4.2,0,0,0,0,0,no,no,yes,M4.2,WBGene00004240,Sequence name for WBGene00004240(puf-4). History: N.A.
Y39B6A.1.1,128.27,157.66,281.67,287.22,196.25,no,no,yes,Y39B6A.1.1,WBGene00012664,Molecule name for WBGene00012664(Y39B6A.1). History: N.A.
C33C12.11,0,0.46,0,0,0,no,yes,yes,C33C12.11,WBGene00044360,Public name for WBGene00044360. History: N.A.
ZC178.2,0,0,0,0.11,0,no,no,yes,ZC178.2,WBGene00022536,Public name for WBGene00022536. History: N.A.
ZC178.1,0,0,0,0,0,no,no,yes,ZC178.1,,"Public name for Dead gene WBGene00022535. History of WBGene00022535: Killed on 2017-03-03. Remark: This is on the opposite, incorrect strand to the Mucin gene ZC178.2."
K06A9.2,0.89,2.68,0.19,0.52,0.89,no,no,yes,K06A9.2,WBGene00019436,Public name for WBGene00019436. History: N.A.
F59H6.12,4.48,4.91,5.62,3.5,16.02,no,no,yes,F59H6.12,WBGene00019142,Sequence name for WBGene00019142(btb-4). History: N.A.
F40D4.9a,0,0,0,0,0,no,no,yes,F40D4.9a,WBGene00009569,Molecule name for WBGene00009569(srz-66). History: N.A.
F11D11.6,0,0,0,0,0,no,no,yes,F11D11.6,WBGene00008701,"Public name for WBGene00008701. History: Split into clec-253(WBGene00045361). History of WBGene00008701: Split into ""WBGene00045361"" on 2007-04-12"
F53F8.2,0,0,0,0,0,no,no,yes,F53F8.2,WBGene00009999,Sequence name for WBGene00009999(srsx-35). History: N.A.
ZK250.5a.1,1.27,1.19,1.36,2.34,1.22,no,no,yes,,,
F11D11.7,0,0,0,0,0,no,no,yes,F11D11.7,WBGene00008702,Sequence name for WBGene00008702(clec-252). History: N.A.
C06C6.2,0,0,0,0,0,no,no,yes,C06C6.2,WBGene00006264,Sequence name for WBGene00006264(str-233). History: N.A.
F15A2.4,0,0,0,0,0,no,no,yes,F15A2.4,WBGene00005128,Sequence name for WBGene00005128(srd-50). History: N.A.
K07G6.1,0,0,0,0,0,no,no,yes,K07G6.1,WBGene00019502,Public name for WBGene00019502. History: N.A.
F16G10.14,0,0,0,0,0,no,no,yes,F16G10.14,WBGene00017528,Public name for WBGene00017528. History: N.A.
Y40H7A.5,0.43,0.47,0.71,0.5,0,no,no,yes,Y40H7A.5,WBGene00005101,Sequence name for WBGene00005101(srd-23). History: N.A.
Y43F4B.2,12.32,12.97,13.56,17.81,17.11,yes,no,yes,Y43F4B.2,,Sequence name for Suppressed gene WBGene00012801. Molecular name for Suppressed gene WBGene00012801. Public name for Suppressed gene WBGene00012801. History of WBGene00012801: Killed on 2008-09-25; Suppressed on 2012-11-25. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y46C8AL.1,2.61,4.3,5.92,4.21,2.63,no,no,yes,Y46C8AL.1,WBGene00021579,Sequence name for WBGene00021579(clec-73). History: N.A.
F38A1.13,0,0,0,0,0,no,no,yes,F38A1.13,WBGene00009525,Public name for WBGene00009525. History: N.A.
F38A1.11,0,0,0.37,0,0,no,no,yes,F38A1.11,WBGene00009524,Public name for WBGene00009524. History: N.A.
F38A1.14,5.18,1.58,23.57,23.6,2.32,no,no,yes,F38A1.14,WBGene00009526,Sequence name for WBGene00009526(clec-169). History: N.A.
F38A1.15,0,0.94,0,0,0,no,no,yes,F38A1.15,WBGene00044908,Public name for WBGene00044908. History: N.A.
Y22D7AR.7,0.18,0,0.3,0.21,0,no,no,yes,Y22D7AR.7,WBGene00021261,Public name for WBGene00021261. History: N.A.
K08A2.5a.1,6.85,7.17,7.63,4.73,9.8,no,no,yes,K08A2.5a.1,WBGene00003678,Molecule name for WBGene00003678(nhr-88). History: N.A.
F44F1.5,2.13,0.94,1.96,1,1.72,no,no,yes,F44F1.5,WBGene00009697,Public name for WBGene00009697. History: N.A.
M01E10.3,0,0,0,0,0,no,no,yes,M01E10.3,WBGene00019709,Public name for WBGene00019709. History: N.A.
ZK402.2,0.84,1.26,0.35,0.49,1.54,no,no,yes,ZK402.2,WBGene00022729,Public name for WBGene00022729. History: N.A.
Y18H1A.10,1.48,3.09,1.69,1.73,0.72,no,no,yes,Y18H1A.10,WBGene00021214,Sequence name for WBGene00021214(hasp-2). History: N.A.
ZK402.3,2.44,3.72,1.45,3.26,5.02,no,no,yes,ZK402.3,WBGene00022730,Public name for WBGene00022730. History: N.A.
Y82E9BR.11,0,0,0.54,0,0,no,no,yes,Y82E9BR.11,WBGene00022344,Sequence name for WBGene00022344(pals-40). History: N.A.
C52E2.3,0,0,0.54,0,0,no,no,yes,C52E2.3,WBGene00016882,Public name for WBGene00016882. History: N.A.
ZK402.5,2.44,2.26,2.34,2.34,1.88,no,no,yes,ZK402.5,WBGene00022731,Public name for WBGene00022731. History: N.A.
C52E2.1,2.8,2.05,3.52,3.83,3.76,no,no,yes,C52E2.1,WBGene00016880,Sequence name for WBGene00016880(fbxb-95). History: N.A.
T22F3.12,0,0,0.66,0.92,0,no,no,yes,T22F3.12,WBGene00044705,Public name for WBGene00044705. History: N.A.
Y53H1B.6,0,0,0,0,0,no,no,yes,Y53H1B.6,WBGene00013184,Sequence name for WBGene00013184(clpr-4). History: N.A.
C06A5.10,2.59,1.89,4.32,2.02,4.62,yes,no,yes,C06A5.10,,Sequence name for Suppressed gene WBGene00015506. Molecular name for Suppressed gene WBGene00015506. Public name for Suppressed gene WBGene00015506. History of WBGene00015506: Suppressed on 2013-10-17. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y48G1BM.8,4.8,5.25,2.93,6.62,30.82,no,no,yes,Y48G1BM.8,WBGene00021673,Public name for WBGene00021673. History: N.A.
