# Table S2. Genes with More Than 25 Reads per Million of Antisense 22G-RNAs in the fem-1 Oocyte Library
# Reads = number of reads antisense to and overlaping exon-exon juntions of the indicated gene, normalized to the number of times each sequence perfectly matches the genome.
# Normalized reads = reads per million, excluding reads considered to be degradation products
gene name,cosmid ID,fem-1 oocyte - Reads,fem-1 oocyte - Normalized reads,Input,Suggested Match,History
F21G4.5,F21G4.5,78.0,34.2115766712136,F21G4.5,WBGene00009026,Public name for WBGene00009026. History: N.A.
ceh-41,T26C11.5,78.0,34.2115766712136,ceh-41,WBGene00000462,Public name for WBGene00000462. History: N.A.
pbs-5,K05C4.1,78.0,34.2115766712136,pbs-5,WBGene00003951,Public name for WBGene00003951. History: N.A.
Y71H2AM.12,Y71H2AM.12,78.0,34.2115766712136,Y71H2AM.12,WBGene00022177,Public name for WBGene00022177. History: N.A.
Y23B4A.2,Y23B4A.2,78.0,34.2115766712136,Y23B4A.2,WBGene00021268,Sequence name for WBGene00021268(capa-1). History: Renamed on 2015-04-14
nhr-65,Y17D7A.3,78.0,34.2115766712136,nhr-65,WBGene00003655,Public name for WBGene00003655. History: N.A.
F52C12.4,F52C12.4,77.5,33.992271692552,F52C12.4,WBGene00018681,Sequence name for WBGene00018681(denn-4). History: N.A.
pms-2,H12C20.2,77.5,33.992271692552,pms-2,WBGene00004064,"Public name for WBGene00004064. History: Split into H12C20.7(WBGene00305173). History of WBGene00004064: Split into ""WBGene00305173"" on 2019-11-21"
hmg-3,C32F10.5,77.5,33.992271692552,hmg-3,WBGene00001973,Public name for WBGene00001973. History: N.A.
Y48G8AL.1,Y48G8AL.1,77.5,33.992271692552,Y48G8AL.1,WBGene00021685,Sequence name for WBGene00021685(herc-1). History: N.A.
srx-7,C14C6.1,77.5,33.992271692552,srx-7,WBGene00005898,Public name for WBGene00005898. History: N.A.
fbxb-75,R08C7.13,77.5,33.992271692552,fbxb-75,WBGene00019956,Public name for WBGene00019956. History: N.A.
rpb-7,Y54E10BR.6,77.4095,33.9525774914142,rpb-7,WBGene00021845,Public name for WBGene00021845. History: N.A.
wee-1.3,Y53C12A.1,77.2262,33.8721802862369,wee-1.3,WBGene00006940,Public name for WBGene00006940. History: N.A.
K08E3.10,K08E3.10,77.1429,33.8356440767918,K08E3.10,WBGene00023451,Sequence name for WBGene00023451(mlc-7). History: N.A.
ooc-3,B0334.11,77.0,33.7729667138903,ooc-3,WBGene00003868,Public name for WBGene00003868. History: N.A.
xpo-3,C49H3.10,77.0,33.7729667138903,xpo-3,WBGene00002080,Public name for WBGene00002080. History: Renamed on 2008-01-30
eft-2,F25H5.4,77.0,33.7729667138903,eft-2,WBGene00001167,Other name for WBGene00001167(eef-2). History: Renamed on 2010-08-03
emb-30,F54C8.3,77.0,33.7729667138903,emb-30,WBGene00001284,Public name for WBGene00001284. History: N.A.
fkb-5,C50F2.6,77.0,33.7729667138903,fkb-5,WBGene00001430,Public name for WBGene00001430. History: N.A.
W02D3.4,W02D3.4,77.0,33.7729667138903,W02D3.4,WBGene00020933,"Public name for WBGene00020933. History: Split into W02D3.13(WBGene00303103). History of WBGene00020933: Split into ""WBGene00303103"" on 2018-03-06"
rab-5,F26H9.6,77.0,33.7729667138903,rab-5,WBGene00004268,Public name for WBGene00004268. History: N.A.
iftb-1,K04G2.1,77.0,33.7729667138903,iftb-1,WBGene00010560,Other name for WBGene00010560(eif-2beta). History: Renamed on 2017-01-09
nasp-2,C50B6.2,77.0,33.7729667138903,nasp-2,WBGene00008218,Public name for WBGene00008218. History: N.A.
C36E6.1,C36E6.1,77.0,33.7729667138903,C36E6.1,WBGene00016489,Sequence name for WBGene00016489(fubl-3). History: Renamed on 2017-12-07
F11F1.1,F11F1.1,77.0,33.7729667138903,F11F1.1,WBGene00008714,Public name for WBGene00008714. History: N.A.
elb-1,Y41C4A.10,76.9,33.729105718158,elb-1,WBGene00001235,Public name for WBGene00001235. History: N.A.
spr-5,Y40B1B.6,76.8543,33.7090612431083,spr-5,WBGene00005010,Public name for WBGene00005010. History: N.A.
rsp-2,W02B12.2,76.8333,33.6998504340046,rsp-2,WBGene00004699,Public name for WBGene00004699. History: N.A.
F26F4.9,F26F4.9,76.8333,33.6998504340046,F26F4.9,WBGene00017829,Public name for WBGene00017829. History: N.A.
fbxa-110,Y102A5C.8,76.8324,33.699455685043,fbxa-110,WBGene00013615,Public name for WBGene00013615. History: N.A.
F43G6.3,F43G6.3,76.5,33.5536617352287,F43G6.3,WBGene00009656,Public name for WBGene00009656. History: N.A.
fbxa-1,Y54F10BM.1,76.5,33.5536617352287,fbxa-1,WBGene00021864,Public name for WBGene00021864. History: N.A.
Y39D8B.3,Y39D8B.3,76.5,33.5536617352287,Y39D8B.3,WBGene00021451,Sequence name for WBGene00021451(mltn-8). History: N.A.
fce-2,F48F5.5,76.3385,33.482826227121,fce-2,WBGene00001406,"Public name for WBGene00001406. History: Split into F48F5.8(WBGene00303059). History of WBGene00001406: Split into ""WBGene00303059"" on 2018-03-02"
E01A2.4,E01A2.4,76.3333,33.4805454553429,E01A2.4,WBGene00002696,"Sequence name for WBGene00002696(let-504). History: N.A.. Public name for Dead gene WBGene00017086. History of WBGene00017086: Merged into ""WBGene00002696"" on 2012-02-07"
C52E12.1,C52E12.1,76.3333,33.4805454553429,C52E12.1,WBGene00016888,Sequence name for WBGene00016888(znf-598). History: N.A.
Y57A10A.13,Y57A10A.13,76.15,33.4001482501656,Y57A10A.13,WBGene00013256,Public name for WBGene00013256. History: N.A.
M57.2,M57.2,76.1397,33.3956305676052,M57.2,WBGene00019778,Public name for WBGene00019778. History: N.A.
H14E04.2,H14E04.2,76.1288,33.3908497190703,H14E04.2,WBGene00019199,Public name for WBGene00019199. History: N.A.
K02D10.2,K02D10.2,76.0,33.3343567565671,K02D10.2,WBGene00019302,Public name for WBGene00019302. History: N.A.
glb-18,F52A8.4,76.0,33.3343567565671,glb-18,WBGene00009917,Public name for WBGene00009917. History: N.A.
ZK512.2,ZK512.2,76.0,33.3343567565671,ZK512.2,WBGene00013983,Public name for WBGene00013983. History: N.A.
K10C3.2,K10C3.2,76.0,33.3343567565671,K10C3.2,WBGene00010730,Sequence name for WBGene00010730(ensa-1). History: N.A.
gei-17,W10D5.3,76.0,33.3343567565671,gei-17,WBGene00001574,Public name for WBGene00001574. History: N.A.
K02B2.1,K02B2.1,76.0,33.3343567565671,K02B2.1,WBGene00019295,Sequence name for WBGene00019295(pfkb-1.2). History: N.A.
C46F11.4,C46F11.4,75.7712,33.2340027983315,C46F11.4,WBGene00008119,Public name for WBGene00008119. History: N.A.
C27A12.7,C27A12.7,75.75,33.2247042672363,C27A12.7,WBGene00016157,Sequence name for WBGene00016157(ari-1.2). History: N.A.
C34C12.5,C34C12.5,75.5,33.1150517779055,C34C12.5,WBGene00007924,Sequence name for WBGene00007924(rsu-1). History: N.A.
gld-1,T23G11.3,75.5,33.1150517779055,gld-1,WBGene00001595,Public name for WBGene00001595. History: N.A.
tpa-1,B0545.1,75.5,33.1150517779055,tpa-1,WBGene00006599,Public name for WBGene00006599. History: Renamed on 2011-03-29
npp-17,F10G8.3,75.25,33.0053992885747,npp-17,WBGene00003803,Other name for WBGene00003803(rae-1). History: N.A.
Y54F10BM.13,Y54F10BM.13,75.125,32.9505730439092,Y54F10BM.13,WBGene00021867,Public name for WBGene00021867. History: N.A.
W02A11.2,W02A11.2,75.0192,32.9041681104244,W02A11.2,WBGene00012193,Sequence name for WBGene00012193(vps-25). History: N.A.
F10B5.8,F10B5.8,75.0,32.8957467992438,F10B5.8,WBGene00008642,Sequence name for WBGene00008642(ints-11). History: N.A.
lrr-1,F33G12.4,75.0,32.8957467992438,lrr-1,WBGene00018016,Public name for WBGene00018016. History: N.A.
W03F8.4,W03F8.4,75.0,32.8957467992438,W03F8.4,WBGene00020994,Public name for WBGene00020994. History: N.A.
ZK546.14,ZK546.14,75.0,32.8957467992438,ZK546.14,WBGene00022765,Public name for WBGene00022765. History: N.A.
W06H8.6,W06H8.6,75.0,32.8957467992438,W06H8.6,WBGene00021068,Public name for WBGene00021068. History: N.A.
C55B7.11,C55B7.11,75.0,32.8957467992438,C55B7.11,WBGene00016947,Public name for WBGene00016947. History: N.A.
csc-1,Y48E1B.12,75.0,32.8957467992438,csc-1,WBGene00000804,Public name for WBGene00000804. History: N.A.
T22A3.6,T22A3.6,75.0,32.8957467992438,T22A3.6,WBGene00011909,"Public name for WBGene00011909. History: Split into T22A3.12(WBGene00206474). History of WBGene00011909: Split into ""WBGene00206474"" on 2011-04-11"
K01A11.1,K01A11.1,75.0,32.8957467992438,K01A11.1,WBGene00010449,Public name for WBGene00010449. History: N.A.
aly-1,C01F6.5,75.0,32.8957467992438,aly-1,WBGene00000120,Public name for WBGene00000120. History: Renamed on 2005-04-27
kin-3,B0205.7,74.8375,32.8244726811788,kin-3,WBGene00002191,Public name for WBGene00002191. History: N.A.
C08H9.2,C08H9.2,74.7599,32.7904365484905,C08H9.2,WBGene00007463,Sequence name for WBGene00007463(vgln-1). History: N.A.
F14D2.2,F14D2.2,74.6665,32.7494703784765,F14D2.2,WBGene00017451,Sequence name for WBGene00017451(lido-14). History: N.A.
Y67D8C.4,Y67D8C.4,74.5,32.6764418205822,Y67D8C.4,WBGene00022067,"Public name for Dead gene WBGene00022068. History of WBGene00022068: Merged into ""WBGene00022067"" on 2013-09-27"
F46B6.5,F46B6.5,74.5,32.6764418205822,F46B6.5,WBGene00009770,Public name for WBGene00009770. History: N.A.
tag-264,B0511.8,74.5,32.6764418205822,tag-264,WBGene00044321,Other name for WBGene00044321(mrps-30). History: Renamed on 2011-06-10
T01C3.3,T01C3.3,74.5,32.6764418205822,T01C3.3,WBGene00011320,Public name for WBGene00011320. History: N.A.
Y39H10A.6,Y39H10A.6,74.5,32.6764418205822,Y39H10A.6,WBGene00021482,Sequence name for WBGene00021482(gid-7). History: N.A.
Y62E10A.14,Y62E10A.14,74.5,32.6764418205822,Y62E10A.14,WBGene00013380,Sequence name for WBGene00013380(memi-2). History: N.A.
emr-1,M01D7.6,74.5,32.6764418205822,emr-1,WBGene00001309,Public name for WBGene00001309. History: N.A.
K03A11.1,K03A11.1,74.5,32.6764418205822,K03A11.1,WBGene00010519,Public name for WBGene00010519. History: N.A.
his-64,F22B3.1,74.3511,32.6111327979368,his-64,WBGene00001938,Public name for WBGene00001938. History: N.A.
ppfr-2,D2092.2,74.3333,32.6033255406964,ppfr-2,WBGene00017064,Public name for WBGene00017064. History: N.A.
C55A6.9,C55A6.9,74.3333,32.6033255406964,C55A6.9,WBGene00008338,Sequence name for WBGene00008338(pafo-1). History: N.A.
dnj-16,R74.4,74.0937,32.4982345949218,dnj-16,WBGene00001034,Public name for WBGene00001034. History: N.A.
T16H12.11,T16H12.11,74.0,32.4571368419206,T16H12.11,WBGene00011819,Sequence name for WBGene00011819(hal-2). History: N.A.
F55A3.7,F55A3.7,74.0,32.4571368419206,F55A3.7,WBGene00018852,Public name for WBGene00018852. History: N.A.
fmo-5,H24K24.5,74.0,32.4571368419206,fmo-5,WBGene00001480,Public name for WBGene00001480. History: N.A.
C24H12.5,C24H12.5,74.0,32.4571368419206,C24H12.5,WBGene00016074,Sequence name for WBGene00016074(dnsn-1). History: N.A.
F44F4.3,F44F4.3,74.0,32.4571368419206,F44F4.3,WBGene00009702,Public name for WBGene00009702. History: N.A.
mua-1,F54H5.4,74.0,32.4571368419206,mua-1,WBGene00003480,Other name for WBGene00003480(klf-3). History: N.A.
Y71F9B.13,Y71F9B.13,74.0,32.4571368419206,Y71F9B.13,WBGene00022131,Public name for WBGene00022131. History: N.A.
F22D3.2,F22D3.2,74.0,32.4571368419206,F22D3.2,WBGene00017699,Sequence name for WBGene00017699(flcn-1). History: N.A.
T07A9.10,T07A9.10,74.0,32.4571368419206,T07A9.10,WBGene00020298,Public name for WBGene00020298. History: N.A.
F33E11.3,F33E11.3,74.0,32.4571368419206,F33E11.3,WBGene00018011,Public name for WBGene00018011. History: N.A.
ima-2,F26B1.3,74.0,32.4571368419206,ima-2,WBGene00002073,Public name for WBGene00002073. History: N.A.
math-31,F52C6.6,74.0,32.4571368419206,math-31,WBGene00018663,Public name for WBGene00018663. History: N.A.
R10E4.3,R10E4.3,74.0,32.4571368419206,R10E4.3,WBGene00011200,Public name for WBGene00011200. History: N.A.
T11G6.5,T11G6.5,73.9999,32.4570929809249,T11G6.5,WBGene00011720,Public name for WBGene00011720. History: N.A.
rnp-5,K02F3.11,73.8333,32.3840205620348,rnp-5,WBGene00004388,Public name for WBGene00004388. History: N.A.
ZK1127.6,ZK1127.6,73.8331,32.3839328400433,ZK1127.6,WBGene00022853,Public name for WBGene00022853. History: N.A.
Y54G11A.11,Y54G11A.11,73.6429,32.3005092261605,Y54G11A.11,WBGene00013219,Sequence name for WBGene00013219(elof-1). History: N.A.
C36E8.1,C36E8.1,73.5,32.237831863259,C36E8.1,WBGene00007980,Public name for WBGene00007980. History: N.A.
T05H4.11,T05H4.11,73.5,32.237831863259,T05H4.11,WBGene00020274,Public name for WBGene00020274. History: N.A.
pxn-1,ZK994.3,73.5,32.237831863259,pxn-1,WBGene00004256,Public name for WBGene00004256. History: N.A.
pccb-1,F52E4.1,73.3333,32.1647155833732,pccb-1,WBGene00018701,Public name for WBGene00018701. History: N.A.
Y43F8C.8,Y43F8C.8,73.1385,32.0792743636866,Y43F8C.8,WBGene00012830,Sequence name for WBGene00012830(mrps-28). History: N.A.
ZC376.6,ZC376.6,73.0,32.0185268845973,ZC376.6,WBGene00013877,Sequence name for WBGene00013877(ints-2). History: N.A.
sec-24.1,F12F6.6,73.0,32.0185268845973,sec-24.1,WBGene00004755,Public name for WBGene00004755. History: N.A.
eor-1,R11E3.6,73.0,32.0185268845973,eor-1,WBGene00001324,Public name for WBGene00001324. History: N.A.
T07C4.3,T07C4.3,73.0,32.0185268845973,T07C4.3,WBGene00011560,Public name for WBGene00011560. History: N.A.
dnj-29,Y63D3A.6,73.0,32.0185268845973,dnj-29,WBGene00001047,Public name for WBGene00001047. History: N.A.
stip-1,C07E3.1,73.0,32.0185268845973,stip-1,WBGene00007412,Public name for WBGene00007412. History: N.A.
tag-353,F25D7.2,73.0,32.0185268845973,tag-353,WBGene00009112,Public name for WBGene00009112. History: N.A.
grs-1,T10F2.1,73.0,32.0185268845973,grs-1,WBGene00001744,Other name for WBGene00001744(gars-1). History: Renamed on 2010-01-29
R05G6.10,R05G6.10,73.0,32.0185268845973,R05G6.10,WBGene00019902,Public name for WBGene00019902. History: N.A.
T28A8.3,T28A8.3,72.8333,31.9454106047115,T28A8.3,WBGene00012109,Public name for WBGene00012109. History: N.A.
vab-10,ZK1151.1,72.7291,31.8997074471585,vab-10,WBGene00006876,Public name for WBGene00006876. History: Renamed on 2011-07-12
F33D11.8,F33D11.8,72.5,31.7992219059357,F33D11.8,WBGene00018005,Sequence name for WBGene00018005(nlp-62). History: N.A.
F53C3.6,F53C3.6,72.5,31.7992219059357,F53C3.6,WBGene00018750,Public name for WBGene00018750. History: N.A.
Y57G11C.38,Y57G11C.38,72.5,31.7992219059357,Y57G11C.38,WBGene00013327,Public name for WBGene00013327. History: N.A.
nas-28,F42A10.8,72.5,31.7992219059357,nas-28,WBGene00003546,Public name for WBGene00003546. History: N.A.
lgg-2,ZK593.6,72.5,31.7992219059357,lgg-2,WBGene00002981,Public name for WBGene00002981. History: Renamed on 2008-02-29
C24G6.2,C24G6.2,72.5,31.7992219059357,C24G6.2,WBGene00016059,Sequence name for WBGene00016059(hir-1). History: N.A.
Y41D4A.8,Y41D4A.8,72.5,31.7992219059357,Y41D4A.8,WBGene00021510,Sequence name for WBGene00021510(frpr-19). History: N.A.
vps-32.1,C56C10.3,72.4998,31.7991341839442,vps-32.1,WBGene00016961,Public name for WBGene00016961. History: Renamed on 2007-06-04
rpa-2,M04F3.1,72.3333,31.7261056260499,rpa-2,WBGene00019767,Public name for WBGene00019767. History: N.A.
F08B4.7,F08B4.7,72.3333,31.7261056260499,F08B4.7,WBGene00017238,Sequence name for WBGene00017238(snrp-3). History: N.A.
Y51A2A.6,Y51A2A.6,72.2833,31.7041751281838,Y51A2A.6,WBGene00013062,Public name for WBGene00013062. History: N.A.
tbb-1,K01G5.7,72.25,31.6895694166049,tbb-1,WBGene00006536,Public name for WBGene00006536. History: N.A.
F40G9.2,F40G9.2,72.1999,31.667595057743,F40G9.2,WBGene00018240,Sequence name for WBGene00018240(cox-17). History: N.A.
E02D9.1,E02D9.1,72.0221,31.5896102073309,E02D9.1,WBGene00017098,"Sequence name for WBGene00017098(mek-5). History: Split into E02D9.3(WBGene00304811). History of WBGene00017098: Split into ""WBGene00304811"" on 2019-05-20"
F56D1.1,F56D1.1,72.0,31.5799169272741,F56D1.1,WBGene00018959,Public name for WBGene00018959. History: N.A.
spe-41,K01A11.4,72.0,31.5799169272741,spe-41,WBGene00004976,Public name for WBGene00004976. History: N.A.
Y19D2B.2,Y19D2B.2,72.0,31.5799169272741,Y19D2B.2,WBGene00012490,Public name for WBGene00012490. History: N.A.
stim-1,Y55B1BM.1,72.0,31.5799169272741,stim-1,WBGene00021910,Public name for WBGene00021910. History: N.A.
crn-3,C14A4.4,72.0,31.5799169272741,crn-3,WBGene00000796,Public name for WBGene00000796. History: Renamed on 2007-06-04
spr-1,D1014.8,72.0,31.5799169272741,spr-1,WBGene00005006,Public name for WBGene00005006. History: Renamed on 2007-02-07
gld-3,T07F8.3,72.0,31.5799169272741,gld-3,WBGene00001597,Public name for WBGene00001597. History: N.A.
gad-1,T05H4.14,72.0,31.5799169272741,gad-1,WBGene00001513,Public name for WBGene00001513. History: N.A.
ZK675.3,ZK675.3,72.0,31.5799169272741,ZK675.3,WBGene00014989,Sequence name for WBGene00014989(best-23). History: N.A.
gei-16,T17H7.4,72.0,31.5799169272741,gei-16,WBGene00003936,Other name for WBGene00003936(pat-12). History: Renamed on 2010-01-11
D2030.12,D2030.12,72.0,31.5799169272741,D2030.12,WBGene00008421,Public name for WBGene00008421. History: N.A.
R09A8.1,R09A8.1,72.0,31.5799169272741,R09A8.1,WBGene00011152,Public name for WBGene00011152. History: N.A.
ugt-29,Y49C4A.8,71.9999,31.5798730662784,ugt-29,WBGene00021709,Public name for WBGene00021709. History: N.A.
W04A8.1,W04A8.1,71.8333,31.5068006473883,W04A8.1,WBGene00012236,Public name for WBGene00012236. History: N.A.
B0035.6,B0035.6,71.8333,31.5068006473883,B0035.6,WBGene00007109,Sequence name for WBGene00007109(edg-1). History: N.A.
itsn-1,Y116A8C.36,71.6796,31.4393862969477,itsn-1,WBGene00006405,Public name for WBGene00006405. History: N.A.
D2005.3,D2005.3,71.5,31.3606119486125,D2005.3,WBGene00008398,Public name for WBGene00008398. History: N.A.
F26C11.1,F26C11.1,71.5,31.3606119486125,F26C11.1,WBGene00009146,"Public name for WBGene00009146. History: Split into C08H9.16(WBGene00086566). History of WBGene00009146: Split into ""WBGene00086566"" on 2008-07-18"
pfd-3,T06G6.9,71.5,31.3606119486125,pfd-3,WBGene00006889,Public name for WBGene00006889. History: Renamed on 2006-08-02
W07E11.1,W07E11.1,71.5,31.3606119486125,W07E11.1,WBGene00012326,Public name for WBGene00012326. History: N.A.
Y38C9A.1,Y38C9A.1,71.3482,31.2940309570908,Y38C9A.1,WBGene00018975,"Public name for Dead gene WBGene00021411. History of WBGene00021411: Merged into ""WBGene00018975"" on 2015-03-09; Merged into ""WBGene00018975"" on 2015-03-09"
Y18H1A.3,Y18H1A.3,71.3333,31.2874956687267,Y18H1A.3,WBGene00021209,Sequence name for WBGene00021209(hgap-1). History: N.A.
ztf-15,R06C7.9,71.0,31.1413069699508,ztf-15,WBGene00011066,Public name for WBGene00011066. History: N.A.
C16A11.2,C16A11.2,71.0,31.1413069699508,C16A11.2,WBGene00015815,Public name for WBGene00015815. History: N.A.
tim-1,Y75B8A.22,71.0,31.1413069699508,tim-1,WBGene00006571,Public name for WBGene00006571. History: N.A.
2L52.1,2L52.1,71.0,31.1413069699508,2L52.1,WBGene00007063,Public name for WBGene00007063. History: N.A.
K07H8.3,K07H8.3,71.0,31.1413069699508,K07H8.3,WBGene00000923,Sequence name for WBGene00000923(daf-31). History: N.A.
Y37E11B.5,Y37E11B.5,71.0,31.1413069699508,Y37E11B.5,WBGene00021377,Public name for WBGene00021377. History: N.A.
C16C8.2,C16C8.2,71.0,31.1413069699508,C16C8.2,WBGene00015841,Sequence name for WBGene00015841(skpo-2). History: N.A.
pdk-1,H42K12.1,71.0,31.1413069699508,pdk-1,WBGene00003965,Public name for WBGene00003965. History: N.A.
Y49F6B.2,Y49F6B.2,70.8525,31.0766120012457,Y49F6B.2,WBGene00021715,Public name for WBGene00021715. History: N.A.
cpg-8,K03B4.7,70.7778,31.0438478374336,cpg-8,WBGene00019357,Public name for WBGene00019357. History: N.A.
Y105C5B.12,Y105C5B.12,70.6666,30.9950744101793,Y105C5B.12,WBGene00013652,Sequence name for WBGene00013652(sams-2). History: N.A.
W05H9.3,W05H9.3,70.6576,30.9911269205634,W05H9.3,WBGene00021050,Public name for WBGene00021050. History: N.A.
Y61A9LA.10,Y61A9LA.10,70.6429,30.9846793541907,Y61A9LA.10,WBGene00022021,Public name for WBGene00022021. History: N.A.
Y66D12A.12,Y66D12A.12,70.6082,30.9694595886716,Y66D12A.12,WBGene00013438,Sequence name for WBGene00013438(ztf-29). History: N.A.
T10B5.3,T10B5.3,70.5417,30.9402920265096,T10B5.3,WBGene00020389,Public name for WBGene00020389. History: N.A.
Y41D4A.3,Y41D4A.3,70.5,30.9220019912892,Y41D4A.3,WBGene00021505,Public name for WBGene00021505. History: N.A.
F53G12.8,F53G12.8,70.5,30.9220019912892,F53G12.8,WBGene00018773,Public name for WBGene00018773. History: N.A.
daf-7,B0412.2,70.5,30.9220019912892,daf-7,WBGene00000903,Public name for WBGene00000903. History: N.A.
F56H1.5,F56H1.5,70.1667,30.7758132925134,F56H1.5,WBGene00018995,Sequence name for WBGene00018995(ccpp-1). History: N.A.
wve-1,R06C1.3,70.1667,30.7758132925134,wve-1,WBGene00006958,Public name for WBGene00006958. History: N.A.
fbxa-111,Y102A5C.14,70.1655,30.7752869605646,fbxa-111,WBGene00013620,Public name for WBGene00013620. History: N.A.
cku-80,R07E5.8,70.0227,30.7126534586588,cku-80,WBGene00000520,Public name for WBGene00000520. History: N.A.
ins-5,ZK84.3,70.0,30.7026970126276,ins-5,WBGene00002088,Public name for WBGene00002088. History: N.A.
tag-61,T27E9.1,70.0,30.7026970126276,tag-61,WBGene00006439,Other name for WBGene00006439(ant-1.1). History: Renamed on 2008-06-04; Renamed on 2014-03-03
K10C9.3,K10C9.3,70.0,30.7026970126276,K10C9.3,WBGene00019624,Sequence name for WBGene00019624(rnst-2). History: N.A.
K05C4.3,K05C4.3,70.0,30.7026970126276,K05C4.3,WBGene00010580,Public name for WBGene00010580. History: N.A.
D1037.1,D1037.1,70.0,30.7026970126276,D1037.1,WBGene00017025,Public name for WBGene00017025. History: N.A.
D1046.2,D1046.2,70.0,30.7026970126276,D1046.2,WBGene00008363,Public name for WBGene00008363. History: N.A.
chk-1,Y39H10A.7,70.0,30.7026970126276,chk-1,WBGene00000498,Public name for WBGene00000498. History: N.A.
tag-170,C05D11.3,70.0,30.7026970126276,tag-170,WBGene00006515,Other name for WBGene00006515(txdc-9). History: N.A.
snr-7,Y71F9B.4,70.0,30.7026970126276,snr-7,WBGene00004920,Public name for WBGene00004920. History: N.A.
C25A1.4,C25A1.4,70.0,30.7026970126276,C25A1.4,WBGene00045383,Sequence name for WBGene00045383(sup-46). History: N.A.
kin-10,T01G9.6,70.0,30.7026970126276,kin-10,WBGene00002196,Public name for WBGene00002196. History: N.A.
egl-18,F55A8.1,70.0,30.7026970126276,egl-18,WBGene00001186,Public name for WBGene00001186. History: N.A.
H28O16.1,H28O16.1,69.8333,30.6295807327418,H28O16.1,WBGene00010419,Sequence name for WBGene00010419(atp-1). History: Renamed on 2005-03-17
Y71F9AL.4,Y71F9AL.4,69.75,30.5930445232968,Y71F9AL.4,WBGene00022110,Public name for WBGene00022110. History: N.A.
F58G11.3,F58G11.3,69.6667,30.5565083138517,F58G11.3,WBGene00010281,Sequence name for WBGene00010281(mip-2). History: Renamed on 2021-12-09
aco-2,F54H12.1,69.5,30.483392033966,aco-2,WBGene00000041,Public name for WBGene00000041. History: N.A.
F41H10.3,F41H10.3,69.5,30.483392033966,F41H10.3,WBGene00018316,Public name for WBGene00018316. History: N.A.
F46H5.4,F46H5.4,69.5,30.483392033966,F46H5.4,WBGene00018520,Public name for WBGene00018520. History: N.A.
H12D21.10,H12D21.10,69.4107,30.444224164777,H12D21.10,WBGene00010386,Public name for WBGene00010386. History: N.A.
H05C05.3,H05C05.3,69.346,30.4158461005382,H05C05.3,WBGene00019159,Public name for WBGene00019159. History: N.A.
R02F11.4,R02F11.4,69.0672,30.2935616444365,R02F11.4,WBGene00019842,Public name for WBGene00019842. History: N.A.
F13G3.7,F13G3.7,69.0667,30.2933423394578,F13G3.7,WBGene00008767,"Public name for WBGene00008767. History: Split into F13G3.15(WBGene00303055). History of WBGene00008767: Split into ""WBGene00303055"" on 2018-03-02"
F38A5.2,F38A5.2,69.0079,30.2675520739672,F38A5.2,WBGene00018161,Public name for WBGene00018161. History: N.A.
ZK863.4,ZK863.4,69.0,30.2640870553043,ZK863.4,WBGene00014124,Sequence name for WBGene00014124(usip-1). History: N.A.
C14B9.8,C14B9.8,69.0,30.2640870553043,C14B9.8,WBGene00015754,Public name for WBGene00015754. History: N.A.
Y71H2B.5,Y71H2B.5,69.0,30.2640870553043,Y71H2B.5,WBGene00022195,Public name for WBGene00022195. History: N.A.
sqv-1,D2096.4,69.0,30.2640870553043,sqv-1,WBGene00005019,Public name for WBGene00005019. History: N.A.
F20G2.2,F20G2.2,69.0,30.2640870553043,F20G2.2,WBGene00008986,Public name for WBGene00008986. History: N.A.
ced-5,C02F4.1,69.0,30.2640870553043,ced-5,WBGene00000419,Public name for WBGene00000419. History: N.A.
C32D5.11,C32D5.11,69.0,30.2640870553043,C32D5.11,WBGene00016318,Public name for WBGene00016318. History: N.A.
rfc-4,F31E3.3,69.0,30.2640870553043,rfc-4,WBGene00004340,Public name for WBGene00004340. History: N.A.
ZK742.6,ZK742.6,69.0,30.2640870553043,ZK742.6,WBGene00045277,Public name for WBGene00045277. History: N.A.
tag-125,C14B1.4,69.0,30.2640870553043,tag-125,WBGene00006474,Other name for WBGene00006474(wdr-5.1). History: Renamed on 2010-07-27; Renamed on 2010-12-02
syn-1,F35C8.4,69.0,30.2640870553043,syn-1,WBGene00006371,Other name for WBGene00006371(syx-3). History: Renamed on 2010-04-16
R07G3.7,R07G3.7,69.0,30.2640870553043,R07G3.7,WBGene00019943,Public name for WBGene00019943. History: N.A.
par-6,T26E3.3,68.75,30.1544345659735,par-6,WBGene00003921,Public name for WBGene00003921. History: N.A.
klp-8,C15C7.2,68.6666,30.1178544955328,klp-8,WBGene00002220,Other name for WBGene00002220(gcc-1). History: Renamed on 2015-03-25
pph-4.1,Y75B8A.30,68.5278,30.0569754334563,pph-4.1,WBGene00004085,Public name for WBGene00004085. History: N.A.
ugtp-1,ZK370.7,68.5,30.0447820766427,ugtp-1,WBGene00022721,Public name for WBGene00022721. History: N.A.
nhr-236,Y38F2AL.5,68.5,30.0447820766427,nhr-236,WBGene00021417,Public name for WBGene00021417. History: N.A.
F23H11.4,F23H11.4,68.5,30.0447820766427,F23H11.4,WBGene00017760,Public name for WBGene00017760. History: N.A.
mel-11,C06C3.1,68.5,30.0447820766427,mel-11,WBGene00003196,Public name for WBGene00003196. History: N.A.
