gene,1: adareri,2: adareri,3: wt,4: wt,ave wt,ave adareri,adareri/wt,fold change,pvalue,gene name,seq name,Input,Suggested Match,History
WBGene00047965,10.04100658,3.367266648,123.3458943,21.736208,72.54105115,6.704136614,0.09241852,0.09241852,0.006009275,21ur-1080,C27H2.28,WBGene00047965,WBGene00047965,History: N.A.
WBGene00000462,1259.353615,1053.954461,198.6077959,297.6188481,248.113322,1156.654038,4.661797394,4.661797394,0.006116619,ceh-41,T26C11.5,WBGene00000462,WBGene00000462,History: N.A.
WBGene00013636,32.76538989,143.6700437,12.54365027,0,6.271825133,88.21771678,14.0657169,14.0657169,0.006156687,0,Y105C5A.12,WBGene00013636,WBGene00013636,History: N.A.
WBGene00219827,70.28704605,111.1197994,1.045304189,16.72016,8.882732096,90.70342273,10.21120774,10.21120774,0.006174385,0,C23G10.12,WBGene00219827,WBGene00219827,History: N.A.
WBGene00014164,220.3736707,160.5063769,16.72486702,46.81644801,31.77065752,190.4400238,5.99421097,5.99421097,0.006348905,lact-2,ZK945.1,WBGene00014164,WBGene00014164,History: N.A.
WBGene00009355,104.109384,19.08117767,7.317129322,0,3.658564661,61.59528084,16.83591423,16.83591423,0.00635172,0,F33A8.7,WBGene00009355,WBGene00009355,History: N.A.
WBGene00012108,175.4533781,225.6068654,44.94808012,28.42427201,36.68617606,200.5301218,5.466094952,5.466094952,0.006412185,0,T28A8.2,WBGene00012108,WBGene00012108,History: N.A.
WBGene00005074,34.87928601,13.46906659,0,0,0,24.1741763,,,,,,WBGene00005074,WBGene00005074,History: N.A.
WBGene00045148,5.284740305,5.612111081,64.80885971,35.11233601,49.96059786,5.448425693,0.109054453,0.109054453,0.006503711,0,C06A1.8,WBGene00045148,WBGene00045148,History: N.A.
WBGene00173972,129.4761375,11.22422216,4.181216755,6.688064001,5.434640378,70.35017981,12.94477185,12.94477185,0.006523849,21ur-5983,Y57G11C.1074,WBGene00173972,WBGene00173972,History: N.A.
WBGene00021639,351.4352303,345.7060426,91.98676862,40.12838401,66.05757631,348.5706364,5.276769992,5.276769992,0.00656602,0,Y47G6A.13,WBGene00021639,WBGene00021639,History: N.A.
WBGene00009716,3.699318213,5.612111081,39.72155918,50.16048001,44.94101959,4.655714647,0.103596106,0.103596106,0.006576116,0,F44G4.7,WBGene00009716,WBGene00009716,History: N.A.
WBGene00001877,90.89753324,356.9302647,18.8154754,46.81644801,32.8159617,223.913899,6.823322778,6.823322778,0.006596141,his-3,T10C6.12,WBGene00001877,WBGene00001877,History: N.A.
WBGene00045387,948.6108847,704.8811518,79.44311835,234.0822401,156.7626792,826.7460182,5.273870174,5.273870174,0.006630376,0,K09H9.8,WBGene00045387,WBGene00045387,History: N.A.
WBGene00001394,1508.264883,1691.49028,79.44311835,449.7723041,264.6077112,1599.877581,6.046224329,6.046224329,0.006677234,fat-2,W02A2.1,WBGene00001394,WBGene00001394,History: N.A.
WBGene00197077,33.29386392,17.95875546,1.045304189,0,0.522652094,25.62630969,49.03129627,49.03129627,0.006811915,0,F14H12.12,WBGene00197077,WBGene00197077,History: N.A.
WBGene00015403,50.73350692,94.28346616,11.49834608,6.688064001,9.093205039,72.50848654,7.973919671,7.973919671,0.00681354,clec-10,C03H5.1,WBGene00015403,WBGene00015403,History: N.A.
WBGene00001414,46.50571468,59.48837746,139.0254571,476.5245601,307.7750086,52.99704607,0.172194118,0.172194118,0.006835804,fer-1,F43G9.6,WBGene00001414,WBGene00001414,History: N.A.
WBGene00219279,5.284740305,6.734533297,48.08399269,53.50451201,50.79425235,6.009636801,0.118313323,0.118313323,0.007115866,0,T24D5.11,WBGene00219279,WBGene00219279,History: N.A.
WBGene00077689,2.642370152,6.734533297,7.317129322,125.4012,66.35916467,4.688451725,0.070652663,0.070652663,0.007289532,0,Y105E8A.34,WBGene00077689,WBGene00077689,History: N.A.
WBGene00013180,59.18909141,197.54631,255.0542221,1511.502464,883.2783432,128.3677007,0.145330973,0.145330973,0.007307292,cutl-10,Y53H1B.1,WBGene00013180,WBGene00013180,History: N.A.
WBGene00009274,213.5035083,171.7305991,20.90608378,48.48846401,34.69727389,192.6170537,5.551359864,5.551359864,0.007392629,0,F30F8.5,WBGene00009274,WBGene00009274,History: N.A.
WBGene00200244,201.3486056,199.7911545,19.86077959,51.83249601,35.8466378,200.56988,5.595221542,5.595221542,0.007412525,0,K06C4.23,WBGene00200244,WBGene00200244,History: N.A.
WBGene00011499,146.9157805,60.61079967,233.1028341,1053.37008,643.2364572,103.7632901,0.16131438,0.16131438,0.00741701,0,T05G5.4,WBGene00011499,WBGene00011499,History: N.A.
WBGene00018984,128.9476634,95.40588837,21.95138797,15.048144,18.49976598,112.1767759,6.063686211,6.063686211,0.007513949,0,F56F10.1,WBGene00018984,WBGene00018984,History: N.A.
WBGene00016968,321.3122105,685.7999741,76.30720579,123.729184,100.0181949,503.5560923,5.034644874,5.034644874,0.007613993,epg-5,C56C10.12,WBGene00016968,WBGene00016968,History: N.A.
WBGene00199403,29.06607168,15.71391103,0,0,0,22.38999135,,,,,,WBGene00199403,WBGene00199403,History: N.A.
WBGene00219413,32.23691586,47.14173308,251.9183095,157.169504,204.5439068,39.68932447,0.194038166,0.194038166,0.007943005,0,Y38F2AL.12,WBGene00219413,WBGene00219413,History: N.A.
WBGene00009889,801.6951042,1251.500771,205.9249252,252.4744161,229.1996706,1026.597938,4.47905503,4.47905503,0.008006325,0,F49E11.2,WBGene00009889,WBGene00009889,History: N.A.
WBGene00007601,95.65379951,236.8310876,33.44973404,23.40822401,28.42897902,166.2424436,5.847640305,5.847640305,0.008146874,0,C15C6.2,WBGene00007601,WBGene00007601,History: N.A.
WBGene00050903,3.170844183,11.22422216,19.86077959,125.4012,72.63098981,7.197533172,0.099097275,0.099097275,0.008202617,0,Y17D7C.4,WBGene00050903,WBGene00050903,History: N.A.
WBGene00003747,126.8337673,164.9960658,24.04199634,30.09628801,27.06914218,145.9149165,5.390452183,5.390452183,0.008275167,nlp-9,E03D2.2,WBGene00003747,WBGene00003747,History: N.A.
WBGene00004000,170.1686378,197.54631,30.31382148,41.80040001,36.05711074,183.8574739,5.099062852,5.099062852,0.008409531,pgp-6,T21E8.1,WBGene00004000,WBGene00004000,History: N.A.
WBGene00194844,76.62873442,61.73322189,5.226520944,13.376128,9.301324474,69.18097815,7.437755596,7.437755596,0.008465763,0,Y55F3C.13,WBGene00194844,WBGene00194844,History: N.A.
WBGene00008051,1037.394522,1865.465723,94.077377,424.6920641,259.3847205,1451.430123,5.595665464,5.595665464,0.008480434,lron-4,C41C4.3,WBGene00008051,WBGene00008051,History: N.A.
WBGene00011474,281.6766582,315.4006427,16.72486702,83.60080002,50.16283352,298.5386505,5.95139129,5.95139129,0.008482921,aldo-1,T05D4.1,WBGene00011474,WBGene00011474,History: N.A.
WBGene00008621,152.2005208,42.65204421,10.45304189,16.72016,13.58660095,97.42628249,7.170762053,7.170762053,0.008677883,0,F09C8.1,WBGene00008621,WBGene00008621,History: N.A.
WBGene00219718,21.13896122,11.22422216,96.16798538,100.32096,98.2444727,16.18159169,0.1647074,0.1647074,0.00871588,linc-42,R10F2.8,WBGene00219718,WBGene00219718,History: N.A.
WBGene00012264,149.0296766,204.2808433,41.81216755,25.08024001,33.44620378,176.65526,5.281773116,5.281773116,0.00875028,0,W04G5.3,WBGene00012264,WBGene00012264,History: N.A.
WBGene00017930,102.5239619,176.2202879,266.5525682,1347.644896,807.0987322,139.3721249,0.172682869,0.172682869,0.008784189,0,F29G9.1,WBGene00017930,WBGene00017930,History: N.A.
WBGene00008567,103.0524359,104.3852661,13.58895446,21.736208,17.66258123,103.718851,5.872236321,5.872236321,0.008862027,acox-1.4,F08A8.4,WBGene00008567,WBGene00008567,History: Renamed on 2017-01-05
WBGene00001171,202.4055537,607.2304189,59.58233877,93.63289602,76.60761739,404.8179863,5.284304617,5.284304617,0.008905541,egl-2,F16B3.1,WBGene00001171,WBGene00001171,History: N.A.
WBGene00009027,151.1435727,310.9109539,41.81216755,48.48846401,45.15031578,231.0272633,5.11684712,5.11684712,0.008978236,0,F21G4.6,WBGene00009027,WBGene00009027,History: N.A.
WBGene00022607,43.3348705,139.1803548,301.0476064,700.5747042,500.8111553,91.25761265,0.182219609,0.182219609,0.008983693,,,WBGene00022607,WBGene00017152,"History: Merged into ""WBGene00017152"" on 2017-11-14; Merged into ""WBGene00017152"" on 2017-11-14"
WBGene00018398,59.18909141,84.18166621,7.317129322,13.376128,10.34662866,71.68537881,6.928380359,6.928380359,0.009316455,sptl-2,F43H9.2,WBGene00018398,WBGene00018398,History: N.A.
WBGene00219599,143.2164623,228.9741321,31.35912567,41.80040001,36.57976284,186.0952972,5.087383918,5.087383918,0.009370509,linc-99,K08E3.14,WBGene00219599,WBGene00219599,History: N.A.
WBGene00017526,121.549027,272.7485985,28.2232131,45.14443201,36.68382255,197.1488128,5.374271247,5.374271247,0.009386262,0,F16G10.11,WBGene00017526,WBGene00017526,History: N.A.
WBGene00004831,67.6446759,76.3247107,289.5492603,361.1554561,325.3523582,71.9846933,0.221251488,0.221251488,0.009450671,slo-2,F08B12.3,WBGene00004831,WBGene00004831,History: N.A.
WBGene00008936,1065.932119,694.7793518,72.12598903,267.5225601,169.8242745,880.3557356,5.183921662,5.183921662,0.009528663,papl-1,F18E2.1,WBGene00008936,WBGene00008936,History: Renamed on 2015-04-29
WBGene00206412,738.2782206,688.0448185,116.028765,205.657968,160.8433665,713.1615195,4.433888292,4.433888292,0.009534611,0,T24H7.8,WBGene00206412,WBGene00206412,History: N.A.
WBGene00005535,312.328152,331.1145538,87.80555186,48.48846401,68.14700794,321.7213529,4.720990145,4.720990145,0.009612937,sri-23,F59E11.3,WBGene00005535,WBGene00005535,History: N.A.
WBGene00021189,2.113896122,3.367266648,12.54365027,60.19257601,36.36811314,2.740581385,0.075356711,0.075356711,0.00963218,0,Y13C8A.2,WBGene00021189,,History: Killed on 2018-11-14. Remark: 192mer repeat region only
WBGene00011165,60.7745135,74.07986627,1.045304189,13.376128,7.210716096,67.42718989,9.350969999,9.350969999,0.009718956,0,R09D1.9,WBGene00011165,WBGene00011165,History: N.A.
WBGene00010043,384.7290942,667.8412186,30.31382148,153.825472,92.06964676,526.2851564,5.716163523,5.716163523,0.009810843,0,F54C9.7,WBGene00010043,WBGene00010043,History: N.A.
WBGene00044582,19.55353913,2.244844432,321.9536902,5.016048001,163.4848691,10.89919178,0.066667893,0.066667893,0.010114231,0,B0222.11,WBGene00044582,WBGene00044582,History: N.A.
WBGene00008010,1034.752152,1959.749189,5119.899917,7903.619634,6511.759775,1497.250671,0.229930268,0.229930268,0.010186061,0,C38D9.2,WBGene00008010,WBGene00008010,History: N.A.
WBGene00011875,3599.965096,1661.18488,371.082987,762.4392962,566.7611416,2630.574988,4.641417335,4.641417335,0.010291816,cox-14,T20G5.14,WBGene00011875,WBGene00011875,"History: Split into Y70G10A.4(WBGene00303019). History of WBGene00011875: Split into ""WBGene00303019"" on 2018-03-06"
WBGene00017497,104.637858,153.7718436,17.77017121,30.09628801,23.93322961,129.2048508,5.398554768,5.398554768,0.010562315,irld-32,F15E11.11,WBGene00017497,WBGene00017497,History: N.A.
WBGene00001548,1900.392614,3091.150783,434.8465426,725.6549442,580.2507434,2495.771698,4.301195176,4.301195176,0.010563283,gcy-23,T26C12.4,WBGene00001548,WBGene00001548,History: N.A.
WBGene00173048,24.3098054,16.83633324,0,0,0,20.57306932,,,,,,WBGene00173048,WBGene00173048,History: N.A.
WBGene00194673,41.22097438,35.91751092,4.181216755,3.344032001,3.762624378,38.56924265,10.25062264,10.25062264,0.010677468,0,ZK593.11,WBGene00194673,WBGene00194673,History: N.A.
WBGene00016539,93.01142936,206.5256878,18.8154754,35.11233601,26.9639057,149.7685586,5.554408928,5.554408928,0.010718777,madd-2,C39F7.2,WBGene00016539,WBGene00016539,History: Renamed on 2010-04-30; Renamed on 2011-03-03; Renamed on 2011-03-24; Renamed on 2014-04-28
WBGene00044367,191.8360731,360.2975314,49.12929688,66.88064001,58.00496845,276.0668022,4.759364751,4.759364751,0.010756486,0,T05A8.8,WBGene00044367,WBGene00044367,History: N.A.
WBGene00003658,70.81552008,75.20228848,7.317129322,15.048144,11.18263666,73.00890428,6.528773713,6.528773713,0.010832439,nhr-68,H12C20.3,WBGene00003658,WBGene00003658,History: N.A.
WBGene00021607,149.0296766,273.8710207,430.6653258,1785.713088,1108.189207,211.4503487,0.190807082,0.190807082,0.01085684,0,Y46H3C.7,WBGene00021607,WBGene00021607,History: N.A.
WBGene00015219,51.79045499,118.9767549,9.4077377,16.72016,13.06394885,85.38360495,6.535818987,6.535818987,0.01087082,0,B0507.2,WBGene00015219,WBGene00015219,History: N.A.
WBGene00171477,0.52847403,0,19.86077959,16.72016,18.2904698,0.264237015,0.014446705,0.014446705,0.01098646,21ur-11268,F13G11.111,WBGene00171477,WBGene00171477,History: N.A.
WBGene00219669,1.585422091,0,7.317129322,45.14443201,26.23078067,0.792711046,0.030220643,0.030220643,0.011008212,anr-28,E02H9.10,WBGene00219669,WBGene00219669,History: N.A.
WBGene00022593,842.3876046,553.3541526,135.8895446,190.609824,163.2496843,697.8708786,4.274868166,4.274868166,0.011252144,0,ZC328.3,WBGene00022593,WBGene00022593,History: N.A.
WBGene00017980,613.5583494,1409.762304,73.17129322,305.9789281,189.5751106,1011.660326,5.336461749,5.336461749,0.011431183,0,F32B5.7,WBGene00017980,WBGene00017980,History: N.A.
WBGene00014137,29.06607168,28.0605554,2.090608378,1.672016,1.881312189,28.56331354,15.1826548,15.1826548,0.011442867,clec-187,ZK896.6,WBGene00014137,WBGene00014137,History: N.A.
WBGene00021187,7.398636427,11.22422216,28.2232131,110.353056,69.28813456,9.311429294,0.134387069,0.134387069,0.011591148,0,Y9D1A.2,WBGene00021187,WBGene00021187,History: N.A.
WBGene00011059,208.747242,301.9315761,630.3184259,1710.472368,1170.395397,255.3394091,0.218165083,0.218165083,0.011674658,0,R06C1.4,WBGene00011059,WBGene00011059,History: N.A.
WBGene00164974,60.7745135,101.0179995,152.6144116,732.3430082,442.4787099,80.89625648,0.182825195,0.182825195,0.011819419,0,F46C3.7,WBGene00164974,WBGene00164974,History: N.A.
WBGene00009136,33.29386392,35.91751092,4.181216755,1.672016,2.926616378,34.60568742,11.82446995,11.82446995,0.011888717,lurp-3,F25H9.3,WBGene00009136,WBGene00009136,History: N.A.
WBGene00020004,431.7632829,234.5862432,40.76686337,96.97692802,68.87189569,333.174763,4.837601168,4.837601168,0.012034443,0,R11E3.2,WBGene00020004,WBGene00020004,History: N.A.
WBGene00017038,244.1550021,374.8890202,44.94808012,88.61684802,66.78246407,309.5220111,4.634779735,4.634779735,0.01210145,dmsr-4,D1069.4,WBGene00017038,WBGene00017038,History: N.A.
WBGene00009433,23.25285734,78.56955513,6.271825133,5.016048001,5.643936567,50.91120624,9.020513542,9.020513542,0.012102378,0,F35E12.9,WBGene00009433,WBGene00009433,History: N.A.
WBGene00017487,87.19821503,95.40588837,9.4077377,21.736208,15.57197285,91.3020517,5.863229571,5.863229571,0.012135139,0,F15E6.6,WBGene00017487,WBGene00017487,History: N.A.
WBGene00008498,61.30298753,30.30539984,215.3326629,217.36208,216.3473715,45.80419369,0.21171597,0.21171597,0.012455861,0,F01D5.8,WBGene00008498,WBGene00008498,History: N.A.
WBGene00016450,50.20503289,86.42651064,3.135912567,15.048144,9.092028285,68.31577177,7.513809859,7.513809859,0.012457384,clec-5,C35D10.14,WBGene00016450,WBGene00016450,History: N.A.
WBGene00012499,202.9340277,344.5836204,549.8300033,2151.884592,1350.857298,273.758824,0.202655621,0.202655621,0.012494733,0,Y24F12A.4,WBGene00012499,WBGene00012499,History: N.A.
WBGene00008681,147.4442545,243.5656209,708.7162401,912.9207362,810.8184881,195.5049377,0.241120473,0.241120473,0.012681185,scrm-4,F11A6.2,WBGene00008681,WBGene00008681,History: Renamed on 2007-05-03
WBGene00170232,0,0,10.45304189,25.08024001,17.76664095,0,0,0,0.012698209,21ur-14518,Y105C5A.920,WBGene00170232,WBGene00170232,History: N.A.
WBGene00005351,6.341688366,7.856955513,25.08730053,85.27281602,55.18005828,7.099321939,0.128657384,0.128657384,0.01274373,srh-134,Y59A8B.4,WBGene00005351,WBGene00005351,History: N.A.
WBGene00021053,208.218768,259.2795319,49.12929688,56.84854401,52.98892044,233.74915,4.411283491,4.411283491,0.01318364,gadr-4,W06A11.2,WBGene00021053,WBGene00021053,History: N.A.
WBGene00045117,101.4670138,237.9535098,24.04199634,41.80040001,32.92119818,169.7102618,5.155045115,5.155045115,0.013190865,0,M163.12,WBGene00045117,WBGene00045117,History: N.A.
WBGene00006930,71.34399411,376.0114424,25.08730053,50.16048001,37.62389027,223.6777183,5.945098092,5.945098092,0.01321856,vit-6,K07H8.6,WBGene00006930,WBGene00006930,History: N.A.
WBGene00003704,126.8337673,186.3220879,24.04199634,40.12838401,32.08519018,156.5779276,4.880068553,4.880068553,0.01325495,nhr-114,Y45G5AM.1,WBGene00003704,WBGene00003704,History: N.A.
WBGene00002021,41.74944841,42.65204421,6.271825133,3.344032001,4.807928567,42.20074631,8.777323898,8.777323898,0.013436659,hsp-17,F52E1.7,WBGene00002021,WBGene00002021,History: N.A.
WBGene00012852,48.6196108,72.95744405,6.271825133,11.704112,8.987968568,60.78852743,6.763322209,6.763322209,0.013454811,0,Y44A6D.1,WBGene00012852,WBGene00012852,History: N.A.
WBGene00044951,17.96811704,29.18297762,0,1.672016,0.836008,23.57554733,28.2001456,28.2001456,0.013497503,0,2RSSE.3,WBGene00044951,WBGene00044951,History: N.A.
WBGene00050609,11.09795464,6.734533297,234.1481383,1.672016,117.9100772,8.916243968,0.075619016,0.075619016,0.013545013,21ur-3134,H04M03.27,WBGene00050609,WBGene00050609,History: N.A.
WBGene00013615,256.3099048,307.5436872,759.9361453,1598.447296,1179.191721,281.926796,0.239084782,0.239084782,0.01354974,fbxa-110,Y102A5C.8,WBGene00013615,WBGene00013615,History: N.A.
WBGene00199880,6.870162396,2.244844432,122.3005901,3.344032001,62.82231105,4.557503414,0.072545937,0.072545937,0.013557782,0,C16E9.20,WBGene00199880,WBGene00199880,History: N.A.
WBGene00044530,437.5764972,541.0075082,71.08068484,153.825472,112.4530784,489.2920027,4.351076996,4.351076996,0.013581573,0,F32D1.11,WBGene00044530,WBGene00044530,History: N.A.
WBGene00022103,1718.597547,3158.496116,5105.265658,17678.22517,11391.74542,2438.546832,0.214062617,0.214062617,0.013594281,cdh-12,Y71D11A.1,WBGene00022103,WBGene00022103,History: N.A.
WBGene00009854,39.10707825,46.01931086,5.226520944,5.016048001,5.121284473,42.56319456,8.311038917,8.311038917,0.013726554,clec-31,F49A5.2,WBGene00009854,WBGene00009854,History: N.A.
WBGene00009798,31.70844183,60.61079967,7.317129322,3.344032001,5.330580661,46.15962075,8.659398231,8.659398231,0.013757797,0,F46G10.4,WBGene00009798,WBGene00009798,History: N.A.
WBGene00000219,73.45789023,199.7911545,26.13260472,25.08024001,25.60642236,136.6245224,5.335556854,5.335556854,0.014040984,asp-6,F21F8.7,WBGene00000219,WBGene00000219,History: N.A.
WBGene00010769,23.78133137,176.2202879,104.5304189,1504.8144,804.6724096,100.0008097,0.124275181,0.124275181,0.014053967,asah-1,K11D2.2,WBGene00010769,WBGene00010769,History: Renamed on 2004-08-25
WBGene00017673,8.455584487,3.367266648,114.9834608,8.360080002,61.67177039,5.911425568,0.095853022,0.095853022,0.014209951,icmt-1,F21F3.3,WBGene00017673,WBGene00017673,History: Renamed on 2015-04-29
WBGene00017131,87.72668906,108.874955,10.45304189,25.08024001,17.76664095,98.30082201,5.532887297,5.532887297,0.014234852,0,E04F6.15,WBGene00017131,WBGene00017131,History: N.A.
WBGene00018912,87.72668906,180.7099768,9.4077377,36.78435201,23.09604485,134.2183329,5.811312447,5.811312447,0.014289385,0,F56A4.4,WBGene00018912,WBGene00018912,History: N.A.
WBGene00011305,472.9842573,456.825842,45.99338431,153.825472,99.90942817,464.9050496,4.653265043,4.653265043,0.014383803,0,R186.1,WBGene00011305,WBGene00011305,History: N.A.
WBGene00018393,293.3030869,351.3181537,40.76686337,101.992976,71.37991969,322.3106203,4.515424249,4.515424249,0.014575065,msra-1,F43E2.5,WBGene00018393,WBGene00018393,History: N.A.
WBGene00008565,85.0843189,90.91619951,14.63425864,18.392176,16.51321732,88.00025921,5.329080183,5.329080183,0.015008979,acox-1.2,F08A8.2,WBGene00008565,WBGene00008565,History: Renamed on 2015-04-29; Renamed on 2017-01-05
WBGene00020229,7.927110457,96.52831059,4.181216755,5.016048001,4.598632378,52.22771052,11.35722672,11.35722672,0.01514775,0,T05A8.3,WBGene00020229,WBGene00020229,History: N.A.
WBGene00202351,91.42600727,33.67266648,2.090608378,13.376128,7.73336819,62.54933688,8.088239864,8.088239864,0.015173577,0,K06C4.26,WBGene00202351,WBGene00202351,History: N.A.
WBGene00195914,21.66743525,15.71391103,0,0,0,18.69067314,,,,,,WBGene00195914,WBGene00195914,History: N.A.
WBGene00021797,15.32574688,71.83502183,5.226520944,3.344032001,4.285276473,43.58038436,10.16979526,10.16979526,0.015370584,plep-1,Y52E8A.4,WBGene00021797,WBGene00021797,History: N.A.
WBGene00016865,43.86334453,33.67266648,6.271825133,1.672016,3.971920567,38.76800551,9.760518836,9.760518836,0.015452562,ets-9,C52B9.2,WBGene00016865,WBGene00016865,"History: Split into C52B9.19(WBGene00304788). History of WBGene00016865: Split into ""WBGene00304788"" on 2019-05-20"
WBGene00006234,1.056948061,1.122422216,26.13260472,15.048144,20.59037436,1.089685139,0.052922065,0.052922065,0.015556403,str-198,ZK285.1,WBGene00006234,WBGene00006234,History: N.A.
WBGene00194913,333.4671132,494.9881973,1119.520786,2240.50144,1680.011113,414.2276553,0.246562449,0.246562449,0.015579342,0,Y105C5A.1272,WBGene00194913,WBGene00194913,History: N.A.
WBGene00000768,180.7381184,807.0215734,63.76355552,130.417248,97.09040177,493.8798459,5.086804019,5.086804019,0.015941436,cor-1,R01H10.3,WBGene00000768,WBGene00000768,History: N.A.
WBGene00008205,262.6515931,575.8025969,89.89616024,107.009024,98.45259213,419.227095,4.258162085,4.258162085,0.016120746,sams-1,C49F5.1,WBGene00008205,WBGene00008205,History: Renamed on 2016-06-14
WBGene00011932,203.4625017,309.7885317,59.58233877,61.86459201,60.72346539,256.6255167,4.226134247,4.226134247,0.016127863,sptl-3,T22G5.5,WBGene00011932,WBGene00011932,History: N.A.
WBGene00003970,689.1301357,754.2677293,166.203366,209.002,187.602683,721.6989325,3.846954216,3.846954216,0.016147791,pek-1,F46C3.1,WBGene00003970,WBGene00003970,History: N.A.
WBGene00017174,13.74032479,12.34664438,246.6917886,5.016048001,125.8539183,13.04348458,0.103639877,0.103639877,0.01631626,tat-6,F02C9.3,WBGene00017174,WBGene00017174,History: N.A.
WBGene00022573,30.65149377,31.42782205,4.181216755,0,2.090608378,31.03965791,14.8471891,14.8471891,0.016340037,0,ZC239.15,WBGene00022573,WBGene00022573,History: N.A.
WBGene00008085,157.4852611,314.2782205,59.58233877,46.81644801,53.19939339,235.8817408,4.433917866,4.433917866,0.016537968,smcl-1,C44C10.4,WBGene00008085,WBGene00008085,History: N.A.
WBGene00017810,117.3212348,59.48837746,20.90608378,10.032096,15.46908989,88.40480611,5.7149326,5.7149326,0.016644028,clec-157,F26A1.12,WBGene00017810,WBGene00017810,History: N.A.
WBGene00021566,90.89753324,199.7911545,11.49834608,41.80040001,26.64937304,145.3443439,5.45394984,5.45394984,0.016786734,0,Y45G12C.3,WBGene00021566,WBGene00021566,History: N.A.
WBGene00000079,88.78363712,176.2202879,384.6719415,734.0150242,559.3434828,132.5019625,0.236888364,0.236888364,0.016972996,adr-1,H15N14.1,WBGene00000079,WBGene00000079,History: N.A.
WBGene00007677,75.04331233,77.44713292,18.8154754,6.688064001,12.7517697,76.24522262,5.979187549,5.979187549,0.016974089,0,C18D4.8,WBGene00007677,WBGene00007677,History: N.A.
WBGene00001559,196.0638653,930.4880172,63.76355552,155.497488,109.6305218,563.2759413,5.137948193,5.137948193,0.017060927,gei-1,F45H7.2,WBGene00001559,WBGene00001559,History: N.A.
WBGene00269386,0,0,7.317129322,26.75225601,17.03469266,0,0,0,0.017124573,0,F41F3.10,WBGene00269386,WBGene00269386,History: N.A.
WBGene00001887,94.06837742,213.2602211,29.26851729,35.11233601,32.19042665,153.6642992,4.773602442,4.773602442,0.017170219,his-13,ZK131.7,WBGene00001887,WBGene00001887,History: N.A.
WBGene00010858,1157.886601,1151.605194,112.8928524,411.3159361,262.1043942,1154.745897,4.405671643,4.405671643,0.017172193,0,M04C9.3,WBGene00010858,WBGene00010858,History: N.A.
WBGene00020540,2925.632233,3378.490871,368.9923787,1131.954832,750.4736055,3152.061552,4.200096484,4.200096484,0.017181009,pals-25,T17A3.2,WBGene00020540,WBGene00020540,History: N.A.
WBGene00005444,25.89522749,33.67266648,2.090608378,3.344032001,2.717320189,29.78394699,10.96077934,10.96077934,0.017413824,srh-237,T05E12.7,WBGene00005444,WBGene00005444,History: N.A.
WBGene00002067,68.70162396,138.0579326,16.72486702,23.40822401,20.06654551,103.3797783,5.151847298,5.151847298,0.01743665,ifp-1,C43C3.1,WBGene00002067,WBGene00002067,History: N.A.
WBGene00000788,972.9206901,924.8759061,180.8376247,312.6669921,246.7523084,948.8982981,3.845549832,3.845549832,0.017703746,cpz-1,F32B5.8,WBGene00000788,WBGene00000788,History: N.A.
WBGene00172928,238.3417877,31.42782205,19.86077959,23.40822401,21.6345018,134.8848049,6.23470816,6.23470816,0.017837168,21ur-5939,Y64G10A.317,WBGene00172928,WBGene00172928,History: N.A.
WBGene00011182,185.4943847,253.6674209,34.49503823,66.88064001,50.68783912,219.5809028,4.332023353,4.332023353,0.018104379,0,R09H10.5,WBGene00011182,WBGene00011182,History: N.A.
WBGene00048065,397.4124709,290.707354,26.13260472,117.04112,71.58686237,344.0599124,4.80618791,4.80618791,0.018127371,21ur-576,Y51H4A.204,WBGene00048065,WBGene00048065,History: N.A.
WBGene00013763,32.23691586,117.8543327,15.67956283,6.688064001,11.18381342,75.04562428,6.710199954,6.710199954,0.018315334,0,Y113G7B.14,WBGene00013763,WBGene00013763,History: N.A.
WBGene00020944,348.2643861,527.5384416,119.1646775,105.337008,112.2508428,437.9014138,3.901096892,3.901096892,0.018650654,0,W02D7.9,WBGene00020944,WBGene00020944,History: N.A.
WBGene00004120,118.9066569,117.8543327,425.4388049,469.8364961,447.6376505,118.3804948,0.264456072,0.264456072,0.018900861,pqn-32,F29C12.1,WBGene00004120,WBGene00004120,History: N.A.
WBGene00219912,1347.080304,1911.485034,453.662018,434.7241601,444.193089,1629.282669,3.667960419,3.667960419,0.018942263,0,F22H10.10,WBGene00219912,WBGene00219912,History: N.A.
WBGene00044748,0.52847403,0,7.317129322,26.75225601,17.03469266,0.264237015,0.015511698,0.015511698,0.018970926,0,ZK402.6,WBGene00044748,WBGene00044748,History: N.A.
WBGene00007717,713.9684152,628.5564411,132.753632,219.034096,175.893864,671.2624281,3.816292466,3.816292466,0.019061731,0,C25D7.5,WBGene00007717,WBGene00007717,History: N.A.
WBGene00045457,69.75857202,105.5076883,17.77017121,16.72016,17.24516561,87.63313017,5.081605603,5.081605603,0.019131186,0,F33H12.7,WBGene00045457,WBGene00045457,History: N.A.
WBGene00019344,91.9544813,113.3646438,15.67956283,26.75225601,21.21590942,102.6595626,4.838800946,4.838800946,0.019231197,dhhc-10,K02G10.1,WBGene00019344,WBGene00019344,History: N.A.
WBGene00021518,52.31892902,94.28346616,11.49834608,15.048144,13.27324504,73.30119759,5.522477538,5.522477538,0.019340389,hpo-6,Y41D4B.16,WBGene00021518,WBGene00021518,History: N.A.
