gene_id,gene_name,mean of normalized counts for all samples,log2 fold change (MLE): group him5gtsf1 vs him5,Benjamini-Hochberg adjusted p-values,him5_adultmale_smRNA_rep1,him5_adultmale_smRNA_rep2,him5_adultmale_smRNA_rep3,him5gtsf1_adultmale_smRNA_rep1,him5gtsf1_adultmale_smRNA_rep2,him5gtsf1_adultmale_smRNA_rep3,Input,Suggested Match,History
WBGene00017681,slc-17.5,805.185286030376,0.247460064946408,0.0165276935506474,149.791485520906,145.228814512419,149.291378721413,151.819785730651,185.44436632888,191.278946141525,WBGene00017681,WBGene00017681,History: N.A.
WBGene00004143,pqn-59,219.382954217167,-0.399233308996541,0.016532759235575,37.6010553298013,44.5428927178389,41.1189702575507,28.227344236257,34.9978437755002,29.7595122834965,WBGene00004143,WBGene00004143,History: N.A.
WBGene00011127,fbxb-79,9.98148247704659,-1.92644480074209,0.0165675113063417,9.85151415664365,8.63638131156891,6.6605863897414,1.64189229771061,3.08562359683038,1.60009651456298,WBGene00011127,WBGene00011127,History: N.A.
WBGene00002276,lem-3,284.013506261265,0.333191673538823,0.016662837673953,44.2178154925118,40.1651653841807,40.0691244485416,51.3066422726491,53.6235580397252,51.4220088694605,WBGene00002276,WBGene00002276,History: N.A.
WBGene00010433,H40L08.1,294.273888789129,-0.34546989524624,0.0167384235551892,65.9122705402277,65.1856978445176,75.5745539018147,57.8324987016684,55.5099809875315,48.6266693253962,WBGene00010433,WBGene00010433,History: N.A.
WBGene00021996,Y59E9AL.6,34.1539945322223,-0.972209085277892,0.0168437677707546,25.3492249834491,22.1038203095616,19.1778766278745,10.8057437174427,9.532014637134,14.2916292721402,WBGene00021996,WBGene00021996,History: N.A.
WBGene00020390,T10B5.4,216.784006270583,-0.377116798294259,0.0168670889642224,73.5229034733684,75.0345165659958,77.2478843427665,58.7635771183853,60.1904728881537,54.1553246502695,WBGene00020390,WBGene00020390,History: N.A.
WBGene00020824,T26A8.1,88.9312432544308,-0.588751493301658,0.0169072567412392,14.6348003095138,16.5373950702696,14.4612731525016,10.8430222198284,9.21169837296996,10.4222502705318,WBGene00020824,WBGene00020824,History: N.A.
WBGene00019197,H14A12.5,66.7571387818037,0.705826534593245,0.0169743706786718,39.7416053682524,25.7975451255646,26.1924661578389,45.0792961232192,50.931621137284,53.0842145899398,WBGene00019197,WBGene00019197,History: N.A.
WBGene00004782,set-2,781.876918410327,0.243639788927788,0.0170584524215138,47.2717585454382,52.7717300144529,49.6476764548745,53.0157272690572,64.5462656017423,59.4761681264926,WBGene00004782,WBGene00004782,History: N.A.
WBGene00016288,C31H1.5,51.2030421470311,-0.783181986804061,0.0171277406690362,23.4297524185966,22.3281070942288,23.5838813328926,15.8721360831857,13.9728911838877,9.71252613830345,WBGene00016288,WBGene00016288,History: N.A.
WBGene00002193,kin-5,98.2148775621516,-0.622120518827166,0.0172385514275572,29.2314053984395,23.1263099565345,28.6643092844228,23.3178025780223,15.1762303435943,13.7722592860599,WBGene00002193,WBGene00002193,History: N.A.
WBGene00022031,Y65B4A.8,169.364061436286,0.427982767316919,0.0173640198996299,26.2470285846074,29.5678848759345,27.6390257712052,40.5533236109325,34.926119146902,36.9775728776403,WBGene00022031,WBGene00022031,History: N.A.
WBGene00012552,enu-3.5,529.648905817053,0.249221403256496,0.0173836546732178,107.317454215376,102.222176782665,99.9878553274277,121.923150734757,125.159264363054,119.899669078639,WBGene00012552,WBGene00012552,History: N.A.
WBGene00003045,lir-2,41.5034947579868,0.868681518094746,0.0174506040859815,6.89187146352033,5.21791394562478,6.53929507073601,9.0381826148627,12.7835433312059,12.2454182844299,WBGene00003045,WBGene00003045,History: N.A.
WBGene00015456,C04G6.6,1325.26139229683,0.206796638091116,0.017669915702922,547.895748865643,487.177320732711,506.696790273874,535.711566920718,630.747481126462,612.12395503734,WBGene00015456,WBGene00015456,History: N.A.
WBGene00019667,K12B6.2,40.2917013891752,-0.880705779270164,0.0176803283982833,8.09084975606213,10.6064910771876,8.11983581348307,5.33762648940995,4.72892429321531,4.42148971683758,WBGene00019667,WBGene00019667,History: Renamed on 2017-10-11
WBGene00021244,Y22D7AL.4,33.4381424380276,-0.97411492864048,0.0177132524518652,11.0014978341172,11.7073762802706,14.5740031798276,6.96750187084239,7.01469194164667,4.66821994875986,WBGene00021244,WBGene00021244,History: N.A.
WBGene00013521,Y73F8A.12,7.41724472139379,-2.41390782859218,0.0177510855633764,6.72854428431491,13.3421018980007,16.9780908838504,3.04381572114044,3.26872653554339,0.0,WBGene00013521,WBGene00013521,History: N.A.
WBGene00000552,cmd-1,69.869293736219,-0.653452886256579,0.0177523284944392,20.6564347853749,23.362292711193,22.112467162269,13.1898681249419,14.0922138904804,14.9527386534365,WBGene00000552,WBGene00000552,History: N.A.
WBGene00022354,Y82E9BR.22,67.0915165688845,0.689952890224657,0.017892361365911,67.1602023725244,71.1868498662056,53.9206469438246,94.0905902072404,121.459276723815,90.4393313377746,WBGene00022354,WBGene00022354,History: N.A.
WBGene00009572,F40D4.13,5397.03185012147,0.112016667638679,0.0179671784618031,1930.44669780906,1930.8095145529,1917.94490553675,2094.90691392039,2043.98454835852,2110.18476005296,WBGene00009572,WBGene00009572,History: N.A.
WBGene00009161,F26E4.6,115.774727907022,0.520615844046375,0.0181567737003619,85.7685538408265,91.8512824751821,99.809272302701,114.945123248208,136.000871408148,150.184894322535,WBGene00009161,WBGene00009161,History: N.A.
WBGene00016561,eri-6,13838.7595849791,0.104296006616731,0.0181829053280127,1114.78191648559,1062.53616276916,1070.41271554274,1163.17568614959,1184.76678946921,1141.80058152769,WBGene00016561,WBGene00016561,History: N.A.
WBGene00195257,W01A8.10,215.693525611253,0.413949629178022,0.0181829053280127,82.0624164313034,82.4090522704868,97.3303039135251,96.9553739034909,128.431680668925,124.464223846407,WBGene00195257,WBGene00195257,History: N.A.
WBGene00012692,Y39B6A.33,223.880966281527,0.374098252167419,0.0181877988127754,39.0410705513801,40.0990543412103,42.3400293628688,56.528006249751,53.0009571159877,47.30928762387,WBGene00012692,WBGene00012692,History: N.A.
WBGene00021398,Y38C1AA.7,48.7325847725177,-0.793207089856562,0.0182008318983066,38.1123972675837,45.0963044152423,34.6121534609405,23.7417626248954,23.3713947291352,20.2452211505081,WBGene00021398,WBGene00021398,History: N.A.
WBGene00004046,plp-1,40.9887089724325,-0.856252515251706,0.0183863270680309,18.8013571097029,21.303663214822,21.2561843158284,11.7453278082901,10.1123090621084,12.4330938488279,WBGene00004046,WBGene00004046,History: N.A.
WBGene00013039,scav-3,250.285810642542,0.350676472899879,0.0184805522303099,50.2123600774044,44.6773303396131,48.7555781560746,58.4370803016888,63.3023414503558,61.2538378092076,WBGene00013039,WBGene00013039,History: N.A.
WBGene00007274,C03C11.1,58.6463297898912,-0.739893533800487,0.0186387899227832,36.8467901283912,47.4385845262247,35.1566528402963,28.1834788994485,22.2455000335592,20.5995331201751,WBGene00007274,WBGene00007274,History: N.A.
WBGene00011290,R102.3,71.6850329084558,-0.789406294213893,0.0186444105611332,28.5591208310078,27.54015259459,25.8254622943456,15.8659199578291,8.68951761453595,24.5846424785641,WBGene00011290,WBGene00011290,History: N.A.
WBGene00022697,cyy-1,151.522283447991,0.460826543940077,0.0186444105611332,31.0936901256141,26.9491754458448,27.2495113086437,35.3630226013337,44.3053733979464,36.8279223198495,WBGene00022697,WBGene00022697,History: N.A.
WBGene00008912,F17C8.7,24.344862268121,-1.12985507952881,0.018644416960929,12.4440178820762,13.6742704099841,13.1130294548034,4.92567689313183,5.62024297994104,7.80047050849452,WBGene00008912,WBGene00008912,History: N.A.
WBGene00045319,M04B2.8,6.28106892707501,-2.63466425999609,0.0187387480178849,10.3414079640702,6.37967171214745,11.7622510511942,0.909646077582201,2.19793680838262,1.32973537934372,WBGene00045319,WBGene00045319,History: N.A.
WBGene00007281,C03E10.3,127.149187672938,0.486295725179506,0.0187808557406343,31.9786728351311,26.1103499509261,28.4793782567814,38.0095124460692,41.3511480544817,41.8795153343844,WBGene00007281,WBGene00007281,History: N.A.
WBGene00012786,Y43C5B.3,40.2719586875973,-0.879522628231036,0.0190263890381627,16.3687311417592,19.3049248352921,15.2033729466609,11.1797683593258,7.6400885633848,8.91423631871687,WBGene00012786,WBGene00012786,History: N.A.
WBGene00011481,imp-2,163.283324121631,-0.441917366071218,0.0190756667116217,37.3808015795273,44.0783514556171,40.6445206007328,33.5947068481426,27.4209837148362,29.0041426332065,WBGene00011481,WBGene00011481,History: N.A.
WBGene00001242,elo-4,43.5172491949149,-0.868176180599668,0.0192914272321447,20.6937940682297,23.5682139684428,23.0044775148871,13.021844327172,8.4580901596465,16.5793439813078,WBGene00001242,WBGene00001242,History: N.A.
WBGene00013697,dsbn-1,61.6194615082139,0.694559685066131,0.0192914272321447,19.2340824683851,18.8453833649829,15.7451839731336,29.8563413290939,25.6499667779059,32.0059546788716,WBGene00013697,WBGene00013697,History: N.A.
WBGene00000912,daf-16,402.022491079148,0.288168381105077,0.0194305979292256,29.490361693051,31.3785910428155,32.615318136141,35.0753010894511,40.0272645244562,39.209256883777,WBGene00000912,WBGene00000912,History: N.A.
WBGene00013249,Y57A10A.4,70.3500065914774,0.65222078601776,0.0194305979292256,9.61220612044987,12.0340526923143,9.83579240151762,15.3185497077003,18.4266446856613,15.4132977228604,WBGene00013249,WBGene00013249,History: N.A.
WBGene00007860,rilp-1,217.21013011445,-0.386754805702141,0.0194476979519113,43.7708369100712,45.2400272454807,42.9357344578113,38.0047047667818,29.7094000794092,33.4969357211796,WBGene00007860,WBGene00007860,History: N.A.
WBGene00012765,Y41E3.7,80.4947837882491,-0.641851286895538,0.0194681648434465,19.6120434413975,21.1728614315956,19.6823050127372,14.2321192846785,9.55234116994627,15.7611686652457,WBGene00012765,WBGene00012765,History: N.A.
WBGene00003463,msp-76,13.3577121946455,-1.65209120056698,0.0195221189585664,15.7580635735694,13.0469226524697,21.3079821229338,3.50173490042706,3.5254517391093,10.2377856639737,WBGene00003463,WBGene00003463,History: N.A.
WBGene00013360,Y60A3A.9,52.1624141391138,-0.75297057601347,0.0196921542202903,25.493242319454,27.0709313872478,30.5337207594938,18.0864412415591,15.2777435900397,16.121373746224,WBGene00013360,WBGene00013360,History: N.A.
WBGene00017138,EEED8.10,478.346091192259,0.257395839002995,0.0197795429843276,69.6591172151918,64.8837180320865,67.9463272646648,77.8814951631656,82.7271529365367,81.3203084983734,WBGene00017138,WBGene00017138,History: N.A.
WBGene00008372,D1054.5,36.9133663545091,-1.00048200067818,0.0198492761747796,12.2709014303615,17.032470508086,16.0093216748106,4.20953238030061,7.04167152603762,12.3071253194578,WBGene00008372,WBGene00008372,History: N.A.
WBGene00013723,Y106G6H.13,28.1572162736266,-1.05412907270347,0.0198716538481369,20.9818678375492,29.123617948994,30.883654126407,15.5030166393907,12.4864133983677,10.7916957092261,WBGene00013723,WBGene00013723,History: N.A.
WBGene00002230,klp-20,865.48400228351,0.214561746603529,0.0200219505778892,143.73827838998,127.19980090681,131.850769502653,146.838285075378,162.229822381613,157.801320810483,WBGene00002230,WBGene00002230,History: N.A.
WBGene00013376,Y62E10A.6,537.26426553996,0.242354077993664,0.0200959458319967,124.874927099651,123.226651578049,128.297759652396,146.662139539401,152.942224829949,144.996413448679,WBGene00013376,WBGene00013376,History: N.A.
WBGene00010139,F56A8.3,107.349942540843,-0.55000755726744,0.0201815956126598,21.8143024963364,25.7838565774566,23.2538333021308,18.7689565983281,13.0908901350124,16.9711948170518,WBGene00010139,WBGene00010139,History: N.A.
WBGene00010766,K11B4.1,1109.56361506973,0.214546942741824,0.0202036969632377,286.400990827034,273.733224019239,280.679929506722,290.952973344307,358.481286050124,324.487865130095,WBGene00010766,WBGene00010766,History: N.A.
WBGene00006790,unc-55,45.9169721664476,0.818463848115046,0.0204658256204061,8.71025648448273,10.8501454219666,13.9863385784583,17.3271726038111,19.9366028642392,22.7445354429301,WBGene00006790,WBGene00006790,History: N.A.
WBGene00013824,Y116F11B.8,53.9619266990424,-0.732182109354781,0.0204881591031201,20.9372255655544,23.9873959655544,22.9466944005619,13.3301858709519,12.9966653474398,14.8711097610115,WBGene00013824,WBGene00013824,History: N.A.
WBGene00004952,spd-1,322.806412140535,-0.313385183522182,0.0205419365113302,72.8402353248161,73.6013214697079,80.8314316253363,63.8504503870722,57.4764770634283,62.3327380082645,WBGene00004952,WBGene00004952,History: N.A.
WBGene00009008,F21D5.3,55.7352797501277,-0.715450547870972,0.0206580510274347,11.1487297753917,10.3165694973388,11.1886709102766,6.53772893429587,6.84528853168318,6.45094672878643,WBGene00009008,WBGene00009008,History: N.A.
WBGene00013795,nhr-229,24650.2722470661,0.0986725225046194,0.0207412771095156,6895.94894338294,7038.02480120476,6734.46442947761,7247.59646313925,7320.41016723661,7567.23237302312,WBGene00013795,WBGene00013795,History: N.A.
WBGene00012660,Y39A1A.24,34.8916674760523,-1.00234228681802,0.0209506614322718,26.1203949544096,16.5614219688731,25.2430852730562,14.2961151289693,6.99085707440408,13.4346168003372,WBGene00012660,WBGene00012660,History: N.A.
WBGene00006720,ubc-25,90.6682643426819,-0.575699365881156,0.0211008556456858,22.7457699495935,22.8350799513578,24.9807732601796,13.1370180523176,16.418474727758,18.2106004297644,WBGene00006720,WBGene00006720,History: N.A.
WBGene00011273,R53.4,202.837290607018,-0.401996601678719,0.0211749395748126,119.304440671466,134.467458344556,143.451249179057,88.9271651862599,111.040563192724,100.331843667676,WBGene00011273,WBGene00011273,History: N.A.
WBGene00011294,R102.7,31.8640822886394,-0.995970920802226,0.021193982500238,11.3598799605317,18.3208429525793,12.2474776033443,6.50928556815315,7.45014944140084,7.01133200017596,WBGene00011294,WBGene00011294,History: N.A.
WBGene00014660,B0457.3,1949.79757825032,0.148616263735706,0.0212552589311956,924.246806405201,874.334212103508,897.537438795878,972.035933555502,1009.08346923981,1007.45309488462,WBGene00014660,WBGene00014660,History: N.A.
WBTransposon00000639,WBTransposon00000639,2581.05427511015,-0.140437893230023,0.0212552589311956,139.239671516231,145.638017139591,142.806702032054,124.251850630521,130.265099483221,133.978677714874,,,
WBGene00011964,saeg-2,7960.39443165923,0.108213077580991,0.0212817552740825,2158.72977015309,2223.69711633536,2227.58137371303,2312.4704449179,2379.76158841294,2436.7828636872,WBGene00011964,WBGene00011964,History: N.A.
WBGene00003431,msp-33,13.8487936497963,-1.55953546777565,0.021516083816551,17.1511913129596,17.3825205555652,17.7044263227317,4.31041441991566,9.72072270374014,2.52041346411554,WBGene00003431,WBGene00003431,History: N.A.
WBGene00019240,H24K24.3,385.587871602154,0.292486223578741,0.0215370792595706,96.1291238100244,94.3064072437668,100.619939460933,113.097546670149,130.430834922133,111.351903882295,WBGene00019240,WBGene00019240,History: N.A.
WBGene00016846,C50F7.6,99.3150604399975,0.570048031932612,0.0217213574190073,22.0515316880909,24.5913250669032,22.6979824650407,36.7048366372818,39.4169964580232,25.3010736205445,WBGene00016846,WBGene00016846,History: N.A.
WBGene00002717,let-526,299.269833273537,-0.332938094299472,0.0217345303568274,17.629887802047,21.5071535207451,18.2960909556251,15.0786939399003,14.7470824418474,15.919423859465,WBGene00002717,WBGene00002717,History: Renamed on 2008-02-07; Renamed on 2008-02-07; Renamed on 2011-02-11; Renamed on 2014-09-04; Renamed on 2014-09-04
WBGene00022618,ZC477.3,48.313747055012,-0.773261255478111,0.0220180429124939,18.4270863875905,16.2523606837397,18.9554303332473,10.3330764112448,11.7493396208472,8.88532857165156,WBGene00022618,WBGene00022618,History: N.A.
WBGene00004980,spk-1,166.027473097122,-0.419914457241496,0.0220613254100535,15.0973404669126,16.3370279402456,16.1615229724232,12.800906344849,10.9413139537005,11.9658626015327,WBGene00004980,WBGene00004980,History: N.A.
WBGene00014105,ZK856.4,251.957076092608,-0.350833547157561,0.0221255197671251,181.700120797279,199.405427686446,166.355366382811,141.992968079732,140.922138904804,146.576188115923,WBGene00014105,WBGene00014105,History: N.A.
WBGene00015890,C17C3.5,20.6995003806369,1.17553579717469,0.0221595406258207,10.7818329713896,9.97705849894742,11.3198655028086,28.0138792034165,22.5628911302995,21.7552945359442,WBGene00015890,WBGene00015890,History: N.A.
WBGene00000493,che-14,360.374296457929,0.291696009048403,0.0221781255458539,42.165757430872,38.3257981975181,42.4670565504993,48.0629137997051,51.9678569835558,50.4325927400344,WBGene00000493,WBGene00000493,History: N.A.
WBGene00008153,C47E12.10,202.14327740464,0.411655806345616,0.0223682103004026,66.671244368999,80.1662821176995,63.1439017623307,99.0293613214489,80.7782739694189,101.025901983366,WBGene00008153,WBGene00008153,History: N.A.
WBGene00019131,bath-12,161.372943752509,0.455774868094719,0.0224052290591391,67.9386995697816,45.6538804967186,53.8963226351121,78.1147529729569,73.9165911556939,77.3742463449839,WBGene00019131,WBGene00019131,History: N.A.
WBGene00014916,fbxa-124,59.6693161832335,0.687272717319115,0.0224327450581997,16.1485062823558,20.279994884961,16.9780908838504,30.8439993075565,26.8035575914558,28.4767945853301,WBGene00014916,WBGene00014916,History: N.A.
WBGene00016954,C55C3.4,18.1992010987361,-1.35691018065448,0.0224654651114591,7.83242443964611,5.49833017698587,7.80627443048402,2.56575244505354,1.60728087932879,4.58413817734848,WBGene00016954,WBGene00016954,History: N.A.
WBGene00022288,Y75B7B.1,138.573993808732,-0.462151710869559,0.0224654651114591,44.225280891476,46.9667339972376,53.3796163396377,36.3426295129041,33.0560646676389,36.1808046802429,WBGene00022288,WBGene00022288,History: N.A.
WBGene00006415,tag-30,482.351052692507,0.257715889083463,0.0226026834304391,83.7305991583502,85.0873668212119,86.7164787505549,94.8379095164105,108.07550063656,102.354363505883,WBGene00006415,WBGene00006415,History: N.A.
WBGene00007538,C12D8.9,283.260247215341,0.326057718838726,0.0226081064711546,251.587929714128,260.634749911211,254.29994172651,293.068994968629,340.856510390888,326.336261478778,WBGene00007538,WBGene00007538,History: N.A.
WBGene00010453,fozi-1,1585.5092661739,0.172246622456801,0.0226081064711546,192.25045039196,184.294919041376,182.586366398126,194.72204917829,214.215638444375,221.815881128016,WBGene00010453,WBGene00010453,History: N.A.
WBGene00014746,F27D4.3,218.94928345145,0.360229126785964,0.0229428135512293,84.1378653245959,82.3416206443004,90.1864725135629,106.479898963985,111.975969832466,111.47276376308,WBGene00014746,WBGene00014746,History: N.A.
WBGene00004464,rpn-8,82.0250636893405,-0.638231835389896,0.0229501017500885,33.4168267882739,32.3281075162253,26.5853338541506,25.6529039707136,15.754255324266,17.8124196276756,WBGene00004464,WBGene00004464,History: N.A.
WBGene00001666,gpa-4,510.365483708194,0.252910047848325,0.0229715418316047,94.9484215066436,88.9114439297644,83.9754348435928,101.419571253337,106.930401992076,110.900735724277,WBGene00001666,WBGene00001666,History: N.A.
WBGene00014244,ZK1307.1,13.7832933880198,-1.50311040279146,0.023119110407289,6.67435083734502,7.54864716682136,8.63331570435879,1.95695372773619,2.83709944108736,3.43284801195559,WBGene00014244,WBGene00014244,History: N.A.
WBTransposon00000618,WBTransposon00000618,12316.0631169267,-0.100242978742303,0.0231557858710906,877.820901087301,903.627304689923,896.766403876907,810.21391258631,845.63835715435,842.911019667172,,,
WBGene00013713,Y106G6G.4,46.255742447663,-0.793688850615395,0.0231722234152027,17.0855031041777,23.5603157734132,19.0967315205873,12.0229360924403,11.1075358815047,11.372267721465,WBGene00013713,WBGene00013713,History: N.A.
WBGene00017815,F26B1.1,7.65462777820866,-2.19739232877264,0.0232855781121182,8.13474225021798,9.40943895157372,8.70814459273604,3.57772191454121,1.72893763408036,0.0,WBGene00017815,WBGene00017815,"History: Split into F26B1.8(WBGene00194703). History of WBGene00017815: Split into ""WBGene00194703"" on 2009-07-23"
WBGene00017593,F19C7.3,74.1119560838037,0.655897304233589,0.023488262987906,23.8118685524621,17.2702915555236,15.5008711151814,24.7946877198479,33.3746799487456,30.2871487475412,WBGene00017593,WBGene00017593,History: N.A.
WBGene00022690,math-49,7.71533245614701,-2.12800498062289,0.0235530055258107,3.83128026970761,4.09073878948134,3.31262064843565,0.93324538619872,0.751652917961039,0.909488820777542,WBGene00022690,WBGene00022690,History: N.A.
WBGene00001119,dyf-3,117.52967380497,0.485888135742811,0.0235701590159255,28.0063032801279,28.0755202585166,30.9173016873229,39.415637042628,43.402837753081,38.712373962061,WBGene00001119,WBGene00001119,History: N.A.
WBGene00015573,C07G1.7,31.9386073260904,-0.952088401223915,0.0237527047660563,24.8704168067951,30.3111829527394,22.8897032878036,14.0862669295496,14.4395201327402,11.2317454371751,WBGene00015573,WBGene00015573,History: N.A.
WBGene00013404,fbxb-101,28.2652621123339,-1.03406240662488,0.0241282173100747,17.4091039642823,11.4557572540109,15.8408024992863,8.98381110677158,6.24903602383295,6.56634034072207,WBGene00013404,WBGene00013404,History: N.A.
WBGene00000229,atp-2,418.554286894912,-0.298670352411189,0.0242125854750916,88.0346529445246,90.4551625827128,92.9918338527309,71.7955496692017,64.7645039857275,86.6602816040411,WBGene00000229,WBGene00000229,History: N.A.
WBGene00001433,fkb-8,15710.2233200353,-0.112652211154918,0.0243038128893384,5794.26454997974,5833.93288528523,5600.64773031016,5555.86556240609,5074.42555255315,5306.06894016094,WBGene00001433,WBGene00001433,History: N.A.
WBGene00006529,tba-2,186.198974380624,-0.409021153802348,0.0243914584274335,34.4528930802982,41.2969820652402,38.983460626815,28.2640031248755,26.1031161909822,33.0534222865438,WBGene00006529,WBGene00006529,History: N.A.
WBGene00021655,Y48A5A.1,764.945571364214,0.205917378343543,0.0245018737627906,179.665266676934,185.592174736159,184.349896658927,207.397450530188,206.03976627595,222.565702072207,WBGene00021655,WBGene00021655,History: N.A.
WBGene00018314,F41H10.1,94.2625134560157,0.556049053387634,0.0245507051524918,41.1510511020063,36.6863149912897,39.4853738335623,61.9764887798475,62.7162290102752,45.686289840504,WBGene00018314,WBGene00018314,"History: Merged into ""WBGene00018315"" on 2004-11-29; Resurrected on 2013-10-08"
WBGene00000266,bre-1,70.9137876566875,-0.651753979260849,0.024718323298252,15.0091678235004,15.5228411154318,16.019878928859,7.26902765246445,11.7092158750859,10.6259824354998,WBGene00000266,WBGene00000266,History: Renamed on 2006-12-15
WBGene00003579,ndx-2,465.582575617614,-0.258120206690958,0.024718323298252,234.57947066513,228.758445057417,232.522393364975,209.037982196733,185.237670728131,187.243063073291,WBGene00003579,WBGene00003579,History: N.A.
WBGene00006556,tbx-37,67.9288420547488,0.649531157891997,0.024718323298252,15.6047140987361,23.5068978261,19.2297834792885,29.8783072723757,31.4690081277628,30.237641878784,WBGene00006556,WBGene00006556,History: N.A.
WBGene00000156,apr-1,279.349725947718,0.337351508131815,0.0249813545222738,23.1724141417129,22.7718837503041,26.1383356693204,30.1193923466106,33.2946723936479,27.1857010888049,WBGene00000156,WBGene00000156,History: N.A.
WBGene00013332,Y57G11C.43,975.921745282431,0.20877312517486,0.0251403888099728,304.89917814067,320.068129798438,293.216774440122,321.832782248583,380.457977227013,357.344220942301,WBGene00013332,WBGene00013332,History: N.A.
WBGene00013153,Y53F4B.6,846.697606177369,0.208311527697005,0.0252150662603818,406.160657754319,461.19518848571,420.066172750858,475.404599323446,497.081593585008,517.67841955256,WBGene00013153,WBGene00013153,History: N.A.
WBGene00045511,F11A5.18,75.3565349141507,0.59903796903885,0.025323166886848,47.0461960915246,43.5345874679783,46.1655260088761,70.1532826565636,74.2788803868749,61.0698190652777,WBGene00045511,WBGene00045511,History: N.A.
WBGene00044482,F29B9.12,233.950763271705,-0.356975967096438,0.0253310752086397,192.713010512434,199.806111350547,170.533817525149,155.16036237033,144.700942975884,137.825949403084,WBGene00044482,WBGene00044482,History: N.A.
WBGene00045050,ZC15.10,1981.24186220275,0.146039560908603,0.0253310752086397,888.910606911603,893.078522753294,923.826801312543,962.260833660535,1009.21931784902,1026.13765210909,WBGene00045050,WBGene00045050,History: N.A.
WBGene00007412,stip-1,138.751374867477,0.484695541262503,0.0254509890163266,19.0113693554352,15.1163708957063,15.3766467536273,26.9049526365269,19.3950171408369,23.0330947939665,WBGene00007412,WBGene00007412,History: N.A.
WBGene00020757,ucr-2.3,107.132330557389,-0.540801515636268,0.0254509890163266,33.2270398845573,34.4663018294314,35.9277100287601,18.1018919227223,28.4757717311902,24.3943234530783,WBGene00020757,WBGene00020757,History: N.A.
WBGene00007986,C36F7.5,44.8569157593441,-0.787956878092719,0.0254695547979568,22.6038427786089,19.3076799266058,18.1478581508521,10.6448842937843,11.8256340339696,12.3413752043914,WBGene00007986,WBGene00007986,History: N.A.
WBGene00020042,R13A1.3,58.3804408845985,-0.703994545161097,0.025507317749121,24.3105701786942,26.4083332680352,26.3070470077433,17.8509493420266,12.2807653438296,17.9401798594728,WBGene00020042,WBGene00020042,History: N.A.
WBGene00044177,C30G7.3,67.8508845359907,-0.647829181109535,0.025517280453466,29.4725169445817,28.935603541014,31.4537890470009,18.9691296140104,16.1947692928288,23.2926801348128,WBGene00044177,WBGene00044177,History: N.A.
WBGene00000647,col-71,1734.03870064037,0.18331082577368,0.0255268312996028,507.388895365611,502.720541372526,542.311403111586,630.920895951252,531.970834915512,604.175485455969,WBGene00000647,WBGene00000647,History: N.A.
WBGene00009039,F22B3.8,40.8219481166718,-0.844600823631457,0.0256300012903772,12.2285766633959,10.2027838043535,9.49601048219247,7.19447352269559,4.77199114547243,5.87714594132397,WBGene00009039,WBGene00009039,History: N.A.
WBTransposon00000008,WBTransposon00000008,22.2973311241576,1.17575568348524,0.0257271263196128,3.54772276369917,1.75088782005309,4.55735390515744,8.73776752756404,7.64077716983486,5.83909037238629,,,
WBGene00001854,hil-3,1089.00964385396,0.201455293616546,0.0257597945410251,418.90366924013,417.697548131707,479.432634821614,476.459546406111,525.474812558249,513.138363091555,WBGene00001854,WBGene00001854,History: Renamed on 2010-11-12
WBGene00044038,C47G2.6,49.7899948398437,0.745565292545563,0.0261638203311214,33.5034140864956,39.3817597085914,29.8067274080773,49.7009523548536,63.1243204146604,58.6818004362553,WBGene00044038,WBGene00044038,History: N.A.
WBGene00002042,hus-1,639.692828193445,0.238667248009452,0.0262616030562745,253.712199725887,238.913343097604,235.03490042325,269.51964801942,314.898549569742,269.76898341241,WBGene00002042,WBGene00002042,History: N.A.
WBGene00011790,T15H9.5,16.4699327795871,-1.36462566157968,0.0263136139116229,16.3536526948593,14.5509500565444,14.6447687535348,9.29487351086511,4.27786358678497,3.88211335580213,WBGene00011790,WBGene00011790,History: N.A.
WBGene00013803,snx-13,439.907426308523,0.268836352984111,0.0263251961143033,43.9509838472984,52.0885696042948,46.7030556444475,56.9355749468496,59.244387607768,55.4862308289787,WBGene00013803,WBGene00013803,History: N.A.
WBGene00011510,pdha-1,74.3203965565396,-0.622326906183412,0.026416584912048,17.9338845673208,17.309043717468,17.3401377152681,8.95608329471364,11.6397939517999,13.9847941515855,WBGene00011510,WBGene00011510,History: N.A.
WBGene00077582,F14H8.8,46.7043837998048,-0.774257416169707,0.0264888125965647,62.6625636532553,72.2273316824319,63.5490258622394,42.9347613451188,42.0572952337144,28.8369300007237,WBGene00077582,WBGene00077582,History: N.A.
WBGene00007923,C34C12.4,114.860821634838,-0.498355240478142,0.026525729429091,79.0667751235235,81.3514000683405,66.587444134168,51.9424010230013,57.8174085213924,49.4826307092064,WBGene00007923,WBGene00007923,History: N.A.
WBGene00006768,unc-32,203.408324277665,-0.36953711072322,0.0265551416811099,24.8673989185768,23.7782954776972,23.542287185921,19.6863703357342,17.4413393501009,18.8654828694618,WBGene00006768,WBGene00006768,History: N.A.
WBGene00000257,bmk-1,370.879371105398,-0.281523368611774,0.02656819619071,50.1059803357176,49.2000907898823,52.4247735000889,44.3541643809321,40.9311859561058,39.3184500402024,WBGene00000257,WBGene00000257,History: N.A.
