# CSR-1 22G-RNA targets,,,
# CSR-1 targets > 1 RPM,> 1 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 50 RPM,> 50 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 150 RPM,> 150 RPM in IP and log2FC (IP/Input) > 1,,
# Sorted embryos,1 cell,early vs 1-cell,late vs 1-cell
# Stable,> 1TPM,has to be -0.5< log2FC <0.5,has to be -0.5< log2FC <0.5
# Late degraded,> 1TPM,has to be -0.5< log2FC <0.5,has to be log2FC < -1
# Early degraded,> 1TPM,has to be log2FC < -1,has to be log2FC < -1
# Maternal cleared ,> 1TPM,has to be log2FC < -0.5,has to be log2FC < -1
# Newly zygotic,< 1TPM,> 1TPM and log2FC > 1,> 1TPM and log2FC > 1
# Maternal and zygotic,> 1TPM,log2FC > 0.5,
# Maternal and zygotic,> 1TPM,,log2FC > 0.5
# all in 1-Cell,> 1TPM,,
CSR-1 Embryo Targets 1–50 RPM (1432),Unnamed: 1,Unnamed: 2,Unnamed: 3,Input,Suggested Match,History
WBGene00018446,,,,WBGene00018446,WBGene00018446,History: N.A.
WBGene00018509,,,,WBGene00018509,WBGene00018509,History: N.A.
WBGene00018518,,,,WBGene00018518,WBGene00018518,History: N.A.
WBGene00018520,,,,WBGene00018520,WBGene00018520,History: N.A.
WBGene00018635,,,,WBGene00018635,WBGene00018635,"History: Split into F49E8.8(WBGene00302976). History of WBGene00018635: Split into ""WBGene00302976"" on 2018-03-06"
WBGene00018657,,,,WBGene00018657,WBGene00018657,History: N.A.
WBGene00018679,,,,WBGene00018679,WBGene00018679,History: N.A.
WBGene00018682,,,,WBGene00018682,WBGene00018682,History: N.A.
WBGene00018700,,,,WBGene00018700,WBGene00018700,History: Renamed on 2014-08-08
WBGene00018703,,,,WBGene00018703,WBGene00018703,History: N.A.
WBGene00018710,,,,WBGene00018710,WBGene00018710,"History: Split into F52G3.7(WBGene00303060). History of WBGene00018710: Split into ""WBGene00303060"" on 2018-03-02"
WBGene00018713,,,,WBGene00018713,WBGene00018713,History: N.A.
WBGene00018735,,,,WBGene00018735,WBGene00018735,History: N.A.
WBGene00018740,,,,WBGene00018740,WBGene00018740,History: N.A.
WBGene00018785,,,,WBGene00018785,WBGene00018785,History: N.A.
WBGene00018786,,,,WBGene00018786,WBGene00018786,History: N.A.
WBGene00018795,,,,WBGene00018795,WBGene00018795,History: N.A.
WBGene00018808,,,,WBGene00018808,WBGene00018808,History: N.A.
WBGene00018819,,,,WBGene00018819,WBGene00018819,History: Renamed on 2011-05-06
WBGene00018828,,,,WBGene00018828,WBGene00018828,History: N.A.
WBGene00018830,,,,WBGene00018830,WBGene00018830,History: N.A.
WBGene00018872,,,,WBGene00018872,WBGene00018872,History: N.A.
WBGene00018903,,,,WBGene00018903,WBGene00018903,History: N.A.
WBGene00018925,,,,WBGene00018925,WBGene00018925,History: N.A.
WBGene00018954,,,,WBGene00018954,WBGene00018954,History: N.A.
WBGene00018957,,,,WBGene00018957,WBGene00018957,History: N.A.
WBGene00018961,,,,WBGene00018961,WBGene00018961,History: N.A.
WBGene00018987,,,,WBGene00018987,WBGene00018987,History: N.A.
WBGene00018997,,,,WBGene00018997,WBGene00018997,History: Renamed on 2005-03-17
WBGene00019005,,,,WBGene00019005,WBGene00019005,History: N.A.
WBGene00019007,,,,WBGene00019007,WBGene00019007,History: N.A.
WBGene00019020,,,,WBGene00019020,WBGene00019020,History: N.A.
WBGene00019061,,,,WBGene00019061,WBGene00019061,History: Renamed on 2005-03-17
WBGene00019077,,,,WBGene00019077,WBGene00019077,History: N.A.
WBGene00019118,,,,WBGene00019118,WBGene00019118,History: N.A.
WBGene00019120,,,,WBGene00019120,WBGene00019120,History: N.A.
WBGene00019127,,,,WBGene00019127,WBGene00019127,History: N.A.
WBGene00019157,,,,WBGene00019157,WBGene00019157,History: N.A.
WBGene00019163,,,,WBGene00019163,WBGene00019163,"History: Split into H06H21.37(WBGene00302995). History of WBGene00019163: Split into ""WBGene00302995"" on 2018-03-06"
WBGene00019173,,,,WBGene00019173,WBGene00000100,"History: Merged into ""WBGene00000100"" on 2016-07-01"
WBGene00019196,,,,WBGene00019196,WBGene00019196,History: N.A.
WBGene00019209,,,,WBGene00019209,WBGene00019209,History: N.A.
WBGene00019218,,,,WBGene00019218,WBGene00019218,History: N.A.
WBGene00019219,,,,WBGene00019219,WBGene00019219,History: N.A.
WBGene00019249,,,,WBGene00019249,WBGene00019249,History: N.A.
WBGene00019274,,,,WBGene00019274,WBGene00019274,History: N.A.
WBGene00019275,,,,WBGene00019275,WBGene00019275,History: N.A.
WBGene00019305,,,,WBGene00019305,WBGene00019305,History: Renamed on 2009-07-21
WBGene00019326,,,,WBGene00019326,WBGene00019326,History: N.A.
WBGene00019333,,,,WBGene00019333,WBGene00019333,History: N.A.
WBGene00019344,,,,WBGene00019344,WBGene00019344,History: N.A.
WBGene00019402,,,,WBGene00019402,WBGene00019402,History: N.A.
WBGene00019403,,,,WBGene00019403,WBGene00019403,History: N.A.
WBGene00019427,,,,WBGene00019427,WBGene00019427,History: N.A.
WBGene00019457,,,,WBGene00019457,WBGene00019457,History: N.A.
WBGene00019481,,,,WBGene00019481,WBGene00019481,History: N.A.
WBGene00019487,,,,WBGene00019487,WBGene00019487,History: Renamed on 2006-06-29; Renamed on 2012-12-21
WBGene00019503,,,,WBGene00019503,WBGene00019503,History: N.A.
WBGene00019505,,,,WBGene00019505,WBGene00000923,"History: Merged into ""WBGene00000923"" on 2014-10-27. Remark: All name identifiers for this gene were either transferred or lost when the gene was merged."
WBGene00019537,,,,WBGene00019537,WBGene00019537,History: N.A.
WBGene00019546,,,,WBGene00019546,WBGene00019546,History: N.A.
WBGene00019554,,,,WBGene00019554,WBGene00019554,History: N.A.
WBGene00019584,,,,WBGene00019584,WBGene00019584,History: N.A.
WBGene00019606,,,,WBGene00019606,WBGene00019606,History: Renamed on 2006-06-15
WBGene00019620,,,,WBGene00019620,WBGene00019620,History: Renamed on 2005-03-17
WBGene00019631,,,,WBGene00019631,WBGene00019631,History: N.A.
WBGene00019645,,,,WBGene00019645,WBGene00019645,History: N.A.
WBGene00019657,,,,WBGene00019657,WBGene00019657,History: N.A.
WBGene00019664,,,,WBGene00019664,WBGene00019664,History: N.A.
WBGene00019666,,,,WBGene00019666,WBGene00019666,History: Renamed on 2011-10-14
WBGene00019677,,,,WBGene00019677,WBGene00019677,History: N.A.
WBGene00019678,,,,WBGene00019678,WBGene00019678,History: N.A.
WBGene00019693,,,,WBGene00019693,WBGene00019693,History: N.A.
WBGene00019724,,,,WBGene00019724,WBGene00019724,History: N.A.
WBGene00019748,,,,WBGene00019748,WBGene00019748,History: N.A.
WBGene00019757,,,,WBGene00019757,WBGene00019757,History: Renamed on 2010-03-26
WBGene00019760,,,,WBGene00019760,WBGene00019760,History: N.A.
WBGene00019774,,,,WBGene00019774,WBGene00019774,History: N.A.
WBGene00019787,,,,WBGene00019787,WBGene00019787,History: N.A.
WBGene00019795,,,,WBGene00019795,WBGene00019795,"History: Split into M151.9(WBGene00219238). History of WBGene00019795: Split into ""WBGene00219238"" on 2011-09-19"
WBGene00019800,,,,WBGene00019800,WBGene00019800,History: N.A.
WBGene00019825,,,,WBGene00019825,WBGene00019825,History: N.A.
WBGene00019827,,,,WBGene00019827,WBGene00019827,History: N.A.
WBGene00019838,,,,WBGene00019838,WBGene00019838,History: N.A.
WBGene00019893,,,,WBGene00019893,WBGene00019893,History: N.A.
WBGene00019898,,,,WBGene00019898,WBGene00019898,History: N.A.
WBGene00019900,,,,WBGene00019900,WBGene00019900,History: N.A.
WBGene00019918,,,,WBGene00019918,WBGene00019918,History: N.A.
WBGene00019941,,,,WBGene00019941,WBGene00019941,History: N.A.
WBGene00019944,,,,WBGene00019944,WBGene00019944,History: N.A.
WBGene00019956,,,,WBGene00019956,WBGene00019956,History: N.A.
WBGene00019971,,,,WBGene00019971,WBGene00019971,History: N.A.
WBGene00019987,,,,WBGene00019987,WBGene00019987,History: N.A.
WBGene00019989,,,,WBGene00019989,WBGene00019989,History: N.A.
WBGene00020006,,,,WBGene00020006,WBGene00020006,"History: Split into R11E3.19(WBGene00235374). History of WBGene00020006: Split into ""WBGene00235374"" on 2013-09-27"
WBGene00020025,,,,WBGene00020025,WBGene00020025,History: N.A.
WBGene00020026,,,,WBGene00020026,WBGene00020026,History: N.A.
WBGene00020050,,,,WBGene00020050,WBGene00020050,History: N.A.
WBGene00020064,,,,WBGene00020064,WBGene00020064,History: N.A.
WBGene00020089,,,,WBGene00020089,WBGene00020089,History: N.A.
WBGene00020101,,,,WBGene00020101,WBGene00020101,History: N.A.
WBGene00020188,,,,WBGene00020188,WBGene00020188,History: N.A.
WBGene00020199,,,,WBGene00020199,WBGene00020199,History: N.A.
WBGene00020216,,,,WBGene00020216,WBGene00020216,History: N.A.
WBGene00020246,,,,WBGene00020246,WBGene00020246,History: Renamed on 2008-04-30
WBGene00020261,,,,WBGene00020261,WBGene00020261,History: N.A.
WBGene00020268,,,,WBGene00020268,WBGene00020268,History: N.A.
WBGene00020274,,,,WBGene00020274,WBGene00020274,History: N.A.
WBGene00020275,,,,WBGene00020275,WBGene00020275,History: N.A.
WBGene00020286,,,,WBGene00020286,WBGene00020286,History: N.A.
WBGene00020316,,,,WBGene00020316,WBGene00020316,History: N.A.
WBGene00020320,,,,WBGene00020320,WBGene00020320,History: N.A.
WBGene00020334,,,,WBGene00020334,WBGene00020334,History: Renamed on 2013-04-05; Renamed on 2016-01-05
WBGene00020376,,,,WBGene00020376,WBGene00020376,History: N.A.
WBGene00020379,,,,WBGene00020379,WBGene00020379,History: N.A.
WBGene00020443,,,,WBGene00020443,WBGene00020443,History: N.A.
WBGene00020447,,,,WBGene00020447,WBGene00020447,History: N.A.
WBGene00020553,,,,WBGene00020553,WBGene00020553,History: N.A.
WBGene00020596,,,,WBGene00020596,WBGene00020596,History: N.A.
WBGene00020636,,,,WBGene00020636,WBGene00020636,History: N.A.
WBGene00020665,,,,WBGene00020665,WBGene00020665,History: N.A.
WBGene00020682,,,,WBGene00020682,WBGene00020682,History: N.A.
WBGene00020705,,,,WBGene00020705,WBGene00020705,History: N.A.
WBGene00020725,,,,WBGene00020725,WBGene00020725,History: N.A.
WBGene00020738,,,,WBGene00020738,WBGene00020738,History: N.A.
WBGene00020762,,,,WBGene00020762,WBGene00020762,History: N.A.
WBGene00020770,,,,WBGene00020770,WBGene00020770,History: Renamed on 2013-07-17
WBGene00020784,,,,WBGene00020784,WBGene00020784,"History: Split into T24H7.9(WBGene00305157). History of WBGene00020784: Split into ""WBGene00305157"" on 2019-11-21"
WBGene00020796,,,,WBGene00020796,WBGene00020796,History: N.A.
WBGene00020798,,,,WBGene00020798,WBGene00020798,History: N.A.
WBGene00020830,,,,WBGene00020830,WBGene00020830,History: N.A.
WBGene00020838,,,,WBGene00020838,WBGene00020838,History: N.A.
WBGene00020839,,,,WBGene00020839,WBGene00020839,History: N.A.
WBGene00020842,,,,WBGene00020842,WBGene00020842,History: Renamed on 2019-08-12; Renamed on 2019-09-11
WBGene00020858,,,,WBGene00020858,WBGene00020858,History: N.A.
WBGene00020867,,,,WBGene00020867,WBGene00020867,History: N.A.
WBGene00020896,,,,WBGene00020896,WBGene00020896,"History: Split into T28D9.16(WBGene00270303). History of WBGene00020896: Split into ""WBGene00270303"" on 2016-07-01"
WBGene00020901,,,,WBGene00020901,WBGene00020901,History: N.A.
WBGene00020909,,,,WBGene00020909,WBGene00020909,History: N.A.
WBGene00020910,,,,WBGene00020910,WBGene00020910,History: N.A.
WBGene00020911,,,,WBGene00020911,WBGene00020911,History: N.A.
WBGene00020937,,,,WBGene00020937,WBGene00020937,History: N.A.
WBGene00020970,,,,WBGene00020970,WBGene00020970,History: N.A.
WBGene00021024,,,,WBGene00021024,WBGene00021024,History: N.A.
WBGene00021038,,,,WBGene00021038,WBGene00021038,History: N.A.
WBGene00021049,,,,WBGene00021049,WBGene00021049,History: N.A.
WBGene00021056,,,,WBGene00021056,WBGene00021056,History: N.A.
WBGene00021061,,,,WBGene00021061,WBGene00021061,History: N.A.
WBGene00021063,,,,WBGene00021063,WBGene00021063,History: N.A.
WBGene00021149,,,,WBGene00021149,WBGene00021149,History: N.A.
WBGene00021153,,,,WBGene00021153,WBGene00021153,History: N.A.
WBGene00021165,,,,WBGene00021165,WBGene00021165,History: N.A.
WBGene00021170,,,,WBGene00021170,WBGene00021170,History: Renamed on 2006-03-03
WBGene00021191,,,,WBGene00021191,WBGene00021191,History: N.A.
WBGene00021208,,,,WBGene00021208,WBGene00021208,History: N.A.
WBGene00021276,,,,WBGene00021276,WBGene00021276,History: N.A.
WBGene00021293,,,,WBGene00021293,WBGene00021293,History: N.A.
WBGene00021294,,,,WBGene00021294,WBGene00021294,History: N.A.
WBGene00021295,,,,WBGene00021295,WBGene00021295,History: N.A.
WBGene00021305,,,,WBGene00021305,WBGene00021305,History: Renamed on 2015-11-05
WBGene00021311,,,,WBGene00021311,WBGene00021311,History: N.A.
WBGene00021316,,,,WBGene00021316,WBGene00021316,History: N.A.
WBGene00021327,,,,WBGene00021327,WBGene00021327,History: N.A.
WBGene00021344,,,,WBGene00021344,WBGene00021344,History: N.A.
WBGene00021377,,,,WBGene00021377,WBGene00021377,History: N.A.
WBGene00021401,,,,WBGene00021401,WBGene00021401,History: N.A.
WBGene00021406,,,,WBGene00021406,WBGene00021406,History: N.A.
WBGene00021419,,,,WBGene00021419,WBGene00021419,History: N.A.
WBGene00021425,,,,WBGene00021425,WBGene00021425,History: N.A.
WBGene00021427,,,,WBGene00021427,WBGene00021427,History: N.A.
WBGene00021440,,,,WBGene00021440,WBGene00021440,History: N.A.
WBGene00021442,,,,WBGene00021442,WBGene00021442,History: N.A.
WBGene00021467,,,,WBGene00021467,WBGene00021467,History: N.A.
WBGene00021475,,,,WBGene00021475,WBGene00021475,History: N.A.
WBGene00021514,,,,WBGene00021514,WBGene00021514,History: N.A.
WBGene00021535,,,,WBGene00021535,WBGene00021535,History: N.A.
WBGene00021546,,,,WBGene00021546,WBGene00021546,History: N.A.
WBGene00021548,,,,WBGene00021548,WBGene00021548,History: N.A.
WBGene00021552,,,,WBGene00021552,WBGene00021552,History: N.A.
WBGene00021561,,,,WBGene00021561,WBGene00021561,History: N.A.
WBGene00021596,,,,WBGene00021596,WBGene00021596,History: N.A.
WBGene00021628,,,,WBGene00021628,WBGene00021628,"History: Split into Y47D9A.7(WBGene00303090). History of WBGene00021628: Split into ""WBGene00303090"" on 2018-03-02"
WBGene00021634,,,,WBGene00021634,WBGene00021634,History: N.A.
WBGene00021636,,,,WBGene00021636,WBGene00021636,History: N.A.
WBGene00021640,,,,WBGene00021640,WBGene00021640,History: N.A.
WBGene00021644,,,,WBGene00021644,WBGene00021644,History: N.A.
WBGene00021686,,,,WBGene00021686,WBGene00021686,History: N.A.
WBGene00021691,,,,WBGene00021691,WBGene00021691,History: N.A.
WBGene00021705,,,,WBGene00021705,,History: Killed on 2020-01-21. Remark: No evidence for this gene.
WBGene00021714,,,,WBGene00021714,WBGene00021714,History: N.A.
WBGene00021730,,,,WBGene00021730,WBGene00021730,History: N.A.
WBGene00021748,,,,WBGene00021748,WBGene00021748,History: N.A.
WBGene00021749,,,,WBGene00021749,WBGene00021749,History: N.A.
WBGene00021756,,,,WBGene00021756,WBGene00021756,History: N.A.
WBGene00021757,,,,WBGene00021757,WBGene00021757,History: N.A.
WBGene00021758,,,,WBGene00021758,WBGene00021758,History: N.A.
WBGene00021763,,,,WBGene00021763,WBGene00021763,History: N.A.
WBGene00021771,,,,WBGene00021771,WBGene00021771,History: N.A.
WBGene00021781,,,,WBGene00021781,WBGene00021781,History: N.A.
WBGene00021789,,,,WBGene00021789,WBGene00021789,History: Renamed on 2010-02-05
WBGene00021800,,,,WBGene00021800,WBGene00021800,History: N.A.
WBGene00021811,,,,WBGene00021811,WBGene00021811,History: N.A.
WBGene00021818,,,,WBGene00021818,WBGene00021818,History: N.A.
WBGene00021820,,,,WBGene00021820,WBGene00021820,History: N.A.
WBGene00021828,,,,WBGene00021828,WBGene00021828,History: N.A.
WBGene00021829,,,,WBGene00021829,WBGene00021829,History: N.A.
WBGene00021830,,,,WBGene00021830,WBGene00021830,History: N.A.
WBGene00021844,,,,WBGene00021844,WBGene00021844,History: N.A.
WBGene00021847,,,,WBGene00021847,WBGene00021847,History: N.A.
WBGene00021855,,,,WBGene00021855,WBGene00021855,History: N.A.
WBGene00021882,,,,WBGene00021882,WBGene00021882,History: N.A.
WBGene00021883,,,,WBGene00021883,WBGene00021883,History: N.A.
WBGene00021888,,,,WBGene00021888,WBGene00021888,History: N.A.
WBGene00021901,,,,WBGene00021901,WBGene00021901,History: Renamed on 2017-12-07
WBGene00021903,,,,WBGene00021903,WBGene00015155,"History: Merged into ""WBGene00015155"" on 2017-06-29"
WBGene00021904,,,,WBGene00021904,WBGene00021904,History: N.A.
WBGene00021912,,,,WBGene00021912,WBGene00021912,History: Renamed on 2019-10-15
WBGene00021926,,,,WBGene00021926,WBGene00021926,History: N.A.
WBGene00021932,,,,WBGene00021932,WBGene00021932,History: N.A.
WBGene00021933,,,,WBGene00021933,WBGene00021933,History: N.A.
WBGene00021952,,,,WBGene00021952,WBGene00021952,History: N.A.
WBGene00021956,,,,WBGene00021956,WBGene00021956,History: N.A.
WBGene00021959,,,,WBGene00021959,WBGene00021959,History: N.A.
WBGene00021973,,,,WBGene00021973,WBGene00021973,History: Renamed on 2014-11-12
WBGene00021985,,,,WBGene00021985,WBGene00021985,History: N.A.
WBGene00021988,,,,WBGene00021988,WBGene00021988,History: N.A.
WBGene00022025,,,,WBGene00022025,WBGene00022025,History: N.A.
WBGene00022027,,,,WBGene00022027,WBGene00022027,History: N.A.
WBGene00022035,,,,WBGene00022035,WBGene00022035,History: N.A.
WBGene00022044,,,,WBGene00022044,WBGene00022044,History: N.A.
WBGene00022046,,,,WBGene00022046,WBGene00022046,History: N.A.
WBGene00022051,,,,WBGene00022051,WBGene00022051,History: N.A.
WBGene00022053,,,,WBGene00022053,WBGene00022053,History: N.A.
WBGene00022074,,,,WBGene00022074,WBGene00022074,History: N.A.
WBGene00022075,,,,WBGene00022075,WBGene00022075,History: N.A.
WBGene00022078,,,,WBGene00022078,WBGene00022078,History: N.A.
WBGene00022122,,,,WBGene00022122,WBGene00022122,History: N.A.
WBGene00022124,,,,WBGene00022124,WBGene00022124,History: N.A.
WBGene00022150,,,,WBGene00022150,WBGene00022150,History: N.A.
WBGene00022159,,,,WBGene00022159,WBGene00022159,History: N.A.
WBGene00022169,,,,WBGene00022169,WBGene00022169,History: N.A.
WBGene00022174,,,,WBGene00022174,WBGene00022174,History: N.A.
WBGene00022182,,,,WBGene00022182,WBGene00022182,History: N.A.
WBGene00022185,,,,WBGene00022185,WBGene00022185,History: N.A.
WBGene00022193,,,,WBGene00022193,WBGene00022193,History: N.A.
WBGene00022199,,,,WBGene00022199,WBGene00022199,History: Renamed on 2014-03-03
WBGene00022214,,,,WBGene00022214,WBGene00022214,History: N.A.
WBGene00022232,,,,WBGene00022232,WBGene00022232,History: N.A.
WBGene00022268,,,,WBGene00022268,WBGene00022268,History: N.A.
WBGene00022273,,,,WBGene00022273,WBGene00022273,History: N.A.
WBGene00022284,,,,WBGene00022284,WBGene00022284,History: N.A.
WBGene00022336,,,,WBGene00022336,WBGene00022336,History: N.A.
WBGene00022347,,,,WBGene00022347,WBGene00022347,History: N.A.
WBGene00022357,,,,WBGene00022357,WBGene00022357,History: N.A.
WBGene00022393,,,,WBGene00022393,WBGene00022393,History: N.A.
WBGene00022394,,,,WBGene00022394,WBGene00022394,History: N.A.
WBGene00022401,,,,WBGene00022401,WBGene00022401,History: N.A.
WBGene00022402,,,,WBGene00022402,WBGene00022402,History: N.A.
WBGene00022429,,,,WBGene00022429,WBGene00022429,History: N.A.
WBGene00022447,,,,WBGene00022447,WBGene00022447,History: Renamed on 2018-12-11
WBGene00022448,,,,WBGene00022448,WBGene00022448,History: N.A.
WBGene00022456,,,,WBGene00022456,WBGene00022456,History: N.A.
WBGene00022470,,,,WBGene00022470,WBGene00022470,History: N.A.
WBGene00022471,,,,WBGene00022471,WBGene00022471,History: N.A.
WBGene00022489,,,,WBGene00022489,WBGene00022489,History: N.A.
WBGene00022491,,,,WBGene00022491,WBGene00022491,History: N.A.
WBGene00022502,,,,WBGene00022502,WBGene00022502,History: N.A.
WBGene00022516,,,,WBGene00022516,WBGene00022516,History: Renamed on 2007-07-20
WBGene00022532,,,,WBGene00022532,WBGene00022532,History: N.A.
WBGene00022534,,,,WBGene00022534,WBGene00022534,History: Renamed on 2012-10-09
WBGene00022586,,,,WBGene00022586,WBGene00022586,History: N.A.
WBGene00022618,,,,WBGene00022618,WBGene00022618,History: N.A.
WBGene00022669,,,,WBGene00022669,WBGene00022669,History: N.A.
WBGene00022694,,,,WBGene00022694,WBGene00022694,History: N.A.
WBGene00022702,,,,WBGene00022702,WBGene00022702,History: N.A.
WBGene00022703,,,,WBGene00022703,WBGene00022703,History: N.A.
WBGene00022724,,,,WBGene00022724,WBGene00022724,History: N.A.
WBGene00022734,,,,WBGene00022734,WBGene00022734,History: N.A.
WBGene00022741,,,,WBGene00022741,WBGene00022741,History: N.A.
WBGene00022748,,,,WBGene00022748,WBGene00022748,History: N.A.
WBGene00022750,,,,WBGene00022750,WBGene00022750,History: N.A.
WBGene00022762,,,,WBGene00022762,WBGene00022762,History: N.A.
WBGene00022766,,,,WBGene00022766,WBGene00022766,History: N.A.
WBGene00022776,,,,WBGene00022776,WBGene00022776,History: Renamed on 2012-12-11
WBGene00022783,,,,WBGene00022783,WBGene00022783,History: N.A.
WBGene00022791,,,,WBGene00022791,WBGene00022791,History: N.A.
WBGene00022826,,,,WBGene00022826,WBGene00022826,History: N.A.
WBGene00022832,,,,WBGene00022832,WBGene00022832,History: N.A.
WBGene00022835,,,,WBGene00022835,WBGene00022835,History: N.A.
WBGene00022836,,,,WBGene00022836,WBGene00022836,History: N.A.
WBGene00022850,,,,WBGene00022850,WBGene00022850,History: N.A.
WBGene00022851,,,,WBGene00022851,WBGene00022851,History: N.A.
WBGene00022862,,,,WBGene00022862,WBGene00022862,History: N.A.
WBGene00022865,,,,WBGene00022865,WBGene00022865,History: N.A.
WBGene00022877,,,,WBGene00022877,WBGene00022877,History: N.A.
WBGene00022883,,,,WBGene00022883,WBGene00022883,History: N.A.
WBGene00023409,,,,WBGene00023409,WBGene00023409,History: N.A.
WBGene00023418,,,,WBGene00023418,WBGene00023418,History: N.A.
WBGene00023419,,,,WBGene00023419,WBGene00023419,History: N.A.
WBGene00023487,,,,WBGene00023487,WBGene00023487,History: N.A.
WBGene00043057,,,,WBGene00043057,WBGene00043057,History: N.A.
WBGene00043705,,,,WBGene00043705,WBGene00043705,History: Killed on 2004-10-04; Resurrected on 2007-03-26
WBGene00043948,,,,WBGene00043948,WBGene00043948,History: Killed on 2004-10-04; Resurrected on 2006-04-26
WBGene00044026,,,,WBGene00044026,WBGene00044026,History: N.A.
WBGene00044067,,,,WBGene00044067,WBGene00044067,History: Renamed on 2007-08-01; Renamed on 2016-11-29
WBGene00044071,,,,WBGene00044071,WBGene00044071,History: N.A.
WBGene00044323,,,,WBGene00044323,WBGene00044323,History: N.A.
WBGene00044326,,,,WBGene00044326,WBGene00044326,History: N.A.
WBGene00044341,,,,WBGene00044341,WBGene00044341,History: N.A.
WBGene00044370,,,,WBGene00044370,WBGene00044370,History: N.A.
WBGene00044423,,,,WBGene00044423,WBGene00044423,History: N.A.
WBGene00044661,,,,WBGene00044661,WBGene00044661,History: N.A.
WBGene00044666,,,,WBGene00044666,WBGene00044666,History: N.A.
WBGene00044760,,,,WBGene00044760,WBGene00044760,History: N.A.
WBGene00044762,,,,WBGene00044762,WBGene00044762,History: N.A.
WBGene00044794,,,,WBGene00044794,WBGene00044794,History: N.A.
WBGene00044916,,,,WBGene00044916,WBGene00044916,History: N.A.
WBGene00044987,,,,WBGene00044987,WBGene00044987,History: N.A.
WBGene00045407,,,,WBGene00045407,WBGene00045407,History: N.A.
WBGene00045434,,,,WBGene00045434,WBGene00045434,History: N.A.
WBGene00045483,,,,WBGene00045483,WBGene00045483,History: N.A.
WBGene00050941,,,,WBGene00050941,WBGene00050941,History: N.A.
WBGene00077543,,,,WBGene00077543,WBGene00077543,History: N.A.
WBGene00077592,,,,WBGene00077592,WBGene00077592,History: N.A.
WBGene00077658,,,,WBGene00077658,WBGene00077658,History: N.A.
WBGene00077732,,,,WBGene00077732,WBGene00077732,History: Renamed on 2012-08-15
WBGene00175030,,,,WBGene00175030,WBGene00175030,History: N.A.
WBGene00185088,,,,WBGene00185088,WBGene00185088,History: N.A.
WBGene00194642,,,,WBGene00194642,WBGene00194642,History: N.A.
WBGene00194949,,,,WBGene00194949,,History: Killed on 2017-01-13; Killed on 2017-03-03. Remark: no evidence for existance...no evidence for existance
WBGene00206487,,,,WBGene00206487,WBGene00206487,History: N.A.
WBGene00219238,,,,WBGene00219238,WBGene00219238,History: N.A.
WBGene00219275,,,,WBGene00219275,WBGene00219275,History: N.A.
WBGene00219313,,,,WBGene00219313,WBGene00219313,History: N.A.
WBGene00235102,,,,WBGene00235102,WBGene00235102,History: N.A.
WBGene00235289,,,,WBGene00235289,WBGene00235289,History: N.A.
