# The gene names are based on WS215 annotation,
# ALG-3/4 targets,
Public name,Cosmid name,Input,Suggested Match,History
K08F8.5,K08F8.5,K08F8.5,WBGene00010682,"Sequence name for WBGene00010682(nsph-1.1). History: Split into K08F8.15(WBGene00303068). History of WBGene00010682: Split into ""WBGene00303068"" on 2018-03-02"
K09B11.5,K09B11.5,K09B11.5,WBGene00010712,Public name for WBGene00010712. History: N.A.
K09E4.1,K09E4.1,K09E4.1,WBGene00010719,Public name for WBGene00010719. History: N.A.
K09F6.3,K09F6.3,K09F6.3,WBGene00019586,Public name for WBGene00019586. History: N.A.
K09G1.2,K09G1.2,K09G1.2,WBGene00010728,Public name for WBGene00010728. History: N.A.
K10B2.4,K10B2.4,K10B2.4,WBGene00019607,Public name for WBGene00019607. History: N.A.
K10C9.7,K10C9.7,K10C9.7,WBGene00019626,Public name for WBGene00019626. History: N.A.
K10D2.8,K10D2.8,K10D2.8,WBGene00189952,Public name for WBGene00189952. History: N.A.
K10H10.1,K10H10.1,K10H10.1,WBGene00010758,Sequence name for WBGene00010758(vnut-1). History: N.A.
K10H10.7,K10H10.7,K10H10.7,WBGene00010763,Public name for WBGene00010763. History: N.A.
K11C4.1,K11C4.1,K11C4.1,WBGene00019642,Public name for WBGene00019642. History: N.A.
K11C4.2,K11C4.2,K11C4.2,WBGene00019643,Public name for WBGene00019643. History: N.A.
K11H12.8,K11H12.8,K11H12.8,WBGene00019664,Public name for WBGene00019664. History: N.A.
K11H3.2,K11H3.2,K11H3.2,WBGene00010779,Public name for WBGene00010779. History: N.A.
K12B6.2,K12B6.2,K12B6.2,WBGene00019667,Sequence name for WBGene00019667(spe-49). History: Renamed on 2017-10-11
K12H4.4,K12H4.4,K12H4.4,WBGene00019679,Sequence name for WBGene00019679(spcs-3). History: Renamed on 2005-03-17; Renamed on 2018-11-12
kars-1,T02G5.9,kars-1,WBGene00002238,Public name for WBGene00002238. History: Renamed on 2010-01-29
kbp-1,R13F6.1,kbp-1,WBGene00020064,Public name for WBGene00020064. History: N.A.
kbp-2,F26F4.13,kbp-2,WBGene00017832,Public name for WBGene00017832. History: N.A.
kcc-1,R13A1.2,kcc-1,WBGene00006504,Public name for WBGene00006504. History: Renamed on 2006-02-02
kel-10,T16H12.6,kel-10,WBGene00002186,Public name for WBGene00002186. History: N.A.
kin-14,F22D6.1,kin-14,WBGene00002198,Public name for WBGene00002198. History: N.A.
kin-19,C03C10.1,kin-19,WBGene00002202,Public name for WBGene00002202. History: N.A.
kin-21,W08D2.8,kin-21,WBGene00002204,Public name for WBGene00002204. History: N.A.
kin-24,K07F5.4,kin-24,WBGene00002206,Public name for WBGene00002206. History: N.A.
kin-26,T06C10.6,kin-26,WBGene00002208,Public name for WBGene00002208. History: N.A.
kin-31,B0523.1,kin-31,WBGene00002212,Public name for WBGene00002212. History: N.A.
kin-5,T13H10.1,kin-5,WBGene00002193,Public name for WBGene00002193. History: N.A.. Other name for WBGene00002196(kin-10). History: N.A.
klp-17,W02B12.7,klp-17,WBGene00002227,"Public name for WBGene00002227. History: Split into cisd-1(WBGene00044026). History of WBGene00002227: Split into ""WBGene00044026"" on 2004-12-14"
klp-19,Y43F4B.6,klp-19,WBGene00002229,Public name for WBGene00002229. History: N.A.
klp-7,K11D9.1,klp-7,WBGene00002219,Public name for WBGene00002219. History: N.A.
knl-1,C02F5.1,knl-1,WBGene00002231,Public name for WBGene00002231. History: N.A.
knl-2,K06A5.4,knl-2,WBGene00019432,Public name for WBGene00019432. History: Renamed on 2015-03-02
lab-1,C03D6.6,lab-1,WBGene00007278,Public name for WBGene00007278. History: N.A.
lap-1,ZK353.6,lap-1,WBGene00002249,Public name for WBGene00002249. History: N.A.
larp-5,T12F5.5,larp-5,WBGene00004147,Public name for WBGene00004147. History: Renamed on 2006-12-05; Renamed on 2008-04-18
lbp-9,Y40B10A.1,lbp-9,WBGene00021486,Public name for WBGene00021486. History: N.A.
let-502,C10H11.9,let-502,WBGene00002694,Public name for WBGene00002694. History: Renamed on 2015-03-05
let-607,F57B10.1,let-607,WBGene00002783,Public name for WBGene00002783. History: N.A.
let-70,M7.1,let-70,WBGene00002344,Public name for WBGene00002344. History: N.A.
let-711,F57B9.2,let-711,WBGene00002845,Public name for WBGene00002845. History: Renamed on 2007-04-12
let-721,C05D11.12,let-721,WBGene00002855,Public name for WBGene00002855. History: N.A.
let-754,C29E4.8,let-754,WBGene00002879,Public name for WBGene00002879. History: N.A.
let-767,C56G2.6,let-767,WBGene00002891,Public name for WBGene00002891. History: N.A.
let-92,F38H4.9,let-92,WBGene00002363,Public name for WBGene00002363. History: N.A.
lin-33,H32C10.2,lin-33,WBGene00003019,Public name for WBGene00003019. History: N.A.
lin-61,R06C7.7,lin-61,WBGene00003041,Public name for WBGene00003041. History: N.A.
lmn-1,DY3.2,lmn-1,WBGene00003052,Public name for WBGene00003052. History: N.A.
lpd-9,T21C9.5,lpd-9,WBGene00003065,Public name for WBGene00003065. History: N.A.
lst-1,T22A3.3,lst-1,WBGene00003083,Public name for WBGene00003083. History: N.A.
M01E5.4,M01E5.4,M01E5.4,WBGene00010807,Public name for WBGene00010807. History: N.A.
M01H9.4,M01H9.4,M01H9.4,WBGene00019720,"Public name for WBGene00019720. History: Split into M01H9.10(WBGene00271788). History of WBGene00019720: Split into ""WBGene00271788"" on 2017-09-21"
M02B1.4,M02B1.4,M02B1.4,WBGene00010829,Public name for WBGene00010829. History: N.A.
M02G9.4,M02G9.4,M02G9.4,WBGene00194935,Public name for WBGene00194935. History: N.A.
M03E7.3,M03E7.3,M03E7.3,WBGene00019755,Public name for WBGene00019755. History: N.A.
M04F3.3,M04F3.3,M04F3.3,WBGene00019769,Sequence name for WBGene00019769(kin-35). History: N.A.
M04G7.2,M04G7.2,M04G7.2,WBGene00019773,Public name for WBGene00019773. History: N.A.
M05B5.3,M05B5.3,M05B5.3,WBGene00010871,Public name for WBGene00010871. History: N.A.
M05D6.1,M05D6.1,M05D6.1,WBGene00010874,Public name for WBGene00010874. History: N.A.
M05D6.3,M05D6.3,M05D6.3,WBGene00010876,Public name for WBGene00010876. History: N.A.
M106.4,M106.4,M106.4,WBGene00010912,Sequence name for WBGene00010912(gmps-1). History: N.A.
M110.7,M110.7,M110.7,WBGene00010915,Public name for WBGene00010915. History: N.A.
M117.4,M117.4,M117.4,WBGene00010920,Public name for WBGene00010920. History: N.A.
M176.2,M176.2,M176.2,WBGene00010941,Sequence name for WBGene00010941(gss-1). History: N.A.
M176.3,M176.3,M176.3,WBGene00010942,Sequence name for WBGene00010942(chch-3). History: N.A.
M176.4,M176.4,M176.4,WBGene00010943,"Public name for WBGene00010943. History: Split into M176.16(WBGene00303071). History of WBGene00010943: Split into ""WBGene00303071"" on 2018-03-02"
M18.8,M18.8,M18.8,WBGene00010892,Sequence name for WBGene00010892(dhhc-6). History: N.A.
M28.9,M28.9,M28.9,WBGene00010900,Public name for WBGene00010900. History: N.A.
M7.7,M7.7,M7.7,WBGene00010883,Public name for WBGene00010883. History: N.A.
M70.1,M70.1,M70.1,WBGene00019783,Public name for WBGene00019783. History: N.A.
M70.3,M70.3,M70.3,WBGene00019785,Public name for WBGene00019785. History: N.A.
M88.3,M88.3,M88.3,WBGene00010906,Public name for WBGene00010906. History: N.A.
marc-6,F55A3.1,marc-6,WBGene00018847,Public name for WBGene00018847. History: N.A.
mboa-4,C08F8.4,mboa-4,WBGene00007446,Public name for WBGene00007446. History: N.A.
mca-3,Y67D8C.10,mca-3,WBGene00003153,Public name for WBGene00003153. History: Renamed on 2007-10-09
mdh-1,F20H11.3,mdh-1,WBGene00018491,Public name for WBGene00018491. History: N.A.. Other name for WBGene00003162(mdh-2). History: Renamed on 2010-08-18
mel-32,C05D11.11,mel-32,WBGene00003214,Public name for WBGene00003214. History: N.A.
memb-2,M03E7.5,memb-2,WBGene00019757,Public name for WBGene00019757. History: Renamed on 2010-03-26
mev-1,T07C4.7,mev-1,WBGene00003225,Public name for WBGene00003225. History: Renamed on 2006-07-19
mex-5,W02A2.7,mex-5,WBGene00003230,Public name for WBGene00003230. History: N.A.
mlc-4,C56G7.1,mlc-4,WBGene00003372,Public name for WBGene00003372. History: N.A.
mnk-1,R166.5,mnk-1,WBGene00011304,Public name for WBGene00011304. History: N.A.
mop-25.2,Y53C12A.4,mop-25.2,WBGene00013140,Public name for WBGene00013140. History: Renamed on 2007-03-09
mps-3,T06A4.2,mps-3,WBGene00020282,Public name for WBGene00020282. History: N.A.
msd-1,F44D12.3,msd-1,WBGene00009680,Public name for WBGene00009680. History: N.A.
msd-2,F44D12.5,msd-2,WBGene00009682,Public name for WBGene00009682. History: N.A.
msd-3,F44D12.7,msd-3,WBGene00009684,Public name for WBGene00009684. History: N.A.
msd-4,C35D10.11,msd-4,WBGene00016447,Public name for WBGene00016447. History: N.A.
msp-10,K07F5.2,msp-10,WBGene00003425,Public name for WBGene00003425. History: N.A.
msp-113,ZK354.4,msp-113,WBGene00003468,Public name for WBGene00003468. History: N.A.
msp-142,K05F1.2,msp-142,WBGene00003469,Public name for WBGene00003469. History: N.A.
msp-152,ZK546.6,msp-152,WBGene00003470,Public name for WBGene00003470. History: N.A.
msp-19,F36H12.7,msp-19,WBGene00003426,Public name for WBGene00003426. History: N.A.
msp-3,F26G1.7,msp-3,WBGene00003424,Public name for WBGene00003424. History: N.A.
msp-33,R05F9.8,msp-33,WBGene00003431,Public name for WBGene00003431. History: N.A.
msp-36,C04G2.4,msp-36,WBGene00003432,Public name for WBGene00003432. History: N.A.
msp-38,K08F4.8,msp-38,WBGene00003434,Public name for WBGene00003434. History: N.A.
msp-40,C33F10.9,msp-40,WBGene00003435,Public name for WBGene00003435. History: N.A.
msp-45,F58A6.8,msp-45,WBGene00003438,Public name for WBGene00003438. History: N.A.
msp-49,C34F11.6,msp-49,WBGene00003442,Public name for WBGene00003442. History: N.A.
msp-50,C34F11.4,msp-50,WBGene00003443,Public name for WBGene00003443. History: N.A.
msp-51,ZK354.5,msp-51,WBGene00003444,Public name for WBGene00003444. History: N.A.
msp-53,R13H9.4,msp-53,WBGene00003446,Public name for WBGene00003446. History: N.A.
msp-55,C09B9.6,msp-55,WBGene00003448,Public name for WBGene00003448. History: N.A.
msp-56,K07F5.3,msp-56,WBGene00003449,Public name for WBGene00003449. History: N.A.
msp-57,R13H9.2,msp-57,WBGene00003450,Public name for WBGene00003450. History: N.A.
msp-59,ZK354.11,msp-59,WBGene00003452,Public name for WBGene00003452. History: N.A.
msp-65,ZK354.1,msp-65,WBGene00003458,Public name for WBGene00003458. History: N.A.
msp-76,ZK1251.6,msp-76,WBGene00003463,Public name for WBGene00003463. History: N.A.
msp-77,F32B6.6,msp-77,WBGene00003464,Public name for WBGene00003464. History: N.A.
msp-78,T13F2.11,msp-78,WBGene00003465,Public name for WBGene00003465. History: N.A.
msp-79,T13F2.10,msp-79,WBGene00003466,Public name for WBGene00003466. History: N.A.
msp-81,K07F5.1,msp-81,WBGene00003467,Public name for WBGene00003467. History: N.A.
mspn-1,K04D7.2,mspn-1,WBGene00010557,Public name for WBGene00010557. History: N.A.
ncr-2,F09G8.4,ncr-2,WBGene00003562,Public name for WBGene00003562. History: N.A.
ndc-80,W01B6.9,ndc-80,WBGene00003576,Public name for WBGene00003576. History: Renamed on 2006-01-16
nduf-6,F22D6.4,nduf-6,WBGene00009051,Public name for WBGene00009051. History: N.A.
ndx-2,W02G9.1,ndx-2,WBGene00003579,Public name for WBGene00003579. History: N.A.
ned-8,F45H11.2,ned-8,WBGene00003587,Public name for WBGene00003587. History: N.A.
nhr-23,C01H6.5,nhr-23,WBGene00003622,Public name for WBGene00003622. History: Renamed on 2015-03-05
nhx-8,Y18D10A.6,nhx-8,WBGene00003735,Public name for WBGene00003735. History: N.A.
nipa-1,Y53G8B.4,nipa-1,WBGene00021820,Public name for WBGene00021820. History: N.A.
nkb-2,C43F9.6,nkb-2,WBGene00008074,Public name for WBGene00008074. History: N.A.
nlp-4,F59C6.6,nlp-4,WBGene00003742,"Public name for WBGene00003742. History: Split into F59C6.18(WBGene00206464). History of WBGene00003742: Split into ""WBGene00206464"" on 2011-03-28"
nmy-2,F20G4.3,nmy-2,WBGene00003777,Public name for WBGene00003777. History: N.A.
npp-19,R06F6.5,npp-19,WBGene00003805,Public name for WBGene00003805. History: N.A.
nra-2,T05F1.1,nra-2,WBGene00011488,Public name for WBGene00011488. History: N.A.
nra-4,C02E11.1,nra-4,WBGene00015344,Public name for WBGene00015344. History: N.A.
nsf-1,H15N14.2,nsf-1,WBGene00003818,Public name for WBGene00003818. History: N.A.
nspa-1,H12D21.1,nspa-1,WBGene00010377,Public name for WBGene00010377. History: N.A.
nspa-2,H12D21.12,nspa-2,WBGene00044271,Public name for WBGene00044271. History: N.A.
nspa-3,ZC412.7,nspa-3,WBGene00013888,Public name for WBGene00013888. History: N.A.
nspa-4,H12D21.13,nspa-4,WBGene00044272,Public name for WBGene00044272. History: N.A.
nspa-5,ZC412.6,nspa-5,WBGene00013887,Public name for WBGene00013887. History: N.A.
nspa-6,H12D21.14,nspa-6,WBGene00044273,Public name for WBGene00044273. History: N.A.
nspa-7,H12D21.15,nspa-7,WBGene00044274,Public name for WBGene00044274. History: N.A.
nspa-8,W06A7.5,nspa-8,WBGene00012294,Public name for WBGene00012294. History: N.A.
nspd-1,ZK484.8,nspd-1,WBGene00022754,Public name for WBGene00022754. History: N.A.
nspd-10,T27C10.7,nspd-10,WBGene00020860,Public name for WBGene00020860. History: N.A.
nspd-2,K07F5.5,nspd-2,WBGene00010633,Public name for WBGene00010633. History: N.A.
nspd-3,C24D10.7,nspd-3,WBGene00016058,Public name for WBGene00016058. History: N.A.
nspd-4,T23B7.1,nspd-4,WBGene00020715,Public name for WBGene00020715. History: N.A.
nspd-5,F11G11.8,nspd-5,WBGene00017386,Public name for WBGene00017386. History: N.A.
nspd-6,C24D10.8,nspd-6,WBGene00043147,Public name for WBGene00043147. History: Killed on 2004-10-04; Resurrected on 2006-10-03
nspd-7,Y43C5A.1,nspd-7,WBGene00012781,Public name for WBGene00012781. History: N.A.
nspd-9,F26A1.10,nspd-9,WBGene00017808,Public name for WBGene00017808. History: N.A.
nuo-1,C09H10.3,nuo-1,WBGene00003831,Public name for WBGene00003831. History: N.A.
nuo-5,Y45G12B.1,nuo-5,WBGene00021562,Public name for WBGene00021562. History: Renamed on 2008-02-26
oac-23,F37C4.3,oac-23,WBGene00018143,Public name for WBGene00018143. History: N.A.
oac-50,T27E4.6,oac-50,WBGene00020864,Public name for WBGene00020864. History: N.A.
oac-9,C48E7.8,oac-9,WBGene00016753,Public name for WBGene00016753. History: N.A.
obr-2,F14H8.1,obr-2,WBGene00008832,Public name for WBGene00008832. History: N.A.
obr-4,C32F10.1,obr-4,WBGene00016331,Public name for WBGene00016331. History: N.A.
oma-1,C09G9.6,oma-1,WBGene00003864,Public name for WBGene00003864. History: N.A.
ostb-1,T09A5.11,ostb-1,WBGene00011638,Public name for WBGene00011638. History: N.A.
ostd-1,M01A10.3,ostd-1,WBGene00019693,Public name for WBGene00019693. History: N.A.
pab-1,Y106G6H.2,pab-1,WBGene00003902,Public name for WBGene00003902. History: N.A.
pabp-2,C17E4.5,pabp-2,WBGene00003904,Public name for WBGene00003904. History: Renamed on 2007-02-23
paf-1,W03G9.6,paf-1,WBGene00003906,Public name for WBGene00003906. History: N.A.
par-5,M117.2,par-5,WBGene00003920,Public name for WBGene00003920. History: N.A.
pas-1,C15H11.7,pas-1,WBGene00003922,Public name for WBGene00003922. History: N.A.
pas-2,D1054.2,pas-2,WBGene00003923,Public name for WBGene00003923. History: N.A.
pas-3,Y110A7A.14,pas-3,WBGene00003924,Public name for WBGene00003924. History: N.A.
pas-4,C36B1.4,pas-4,WBGene00003925,Public name for WBGene00003925. History: N.A.
pas-5,F25H2.9,pas-5,WBGene00003926,Public name for WBGene00003926. History: Renamed on 2009-01-09
pas-6,CD4.6,pas-6,WBGene00003927,Public name for WBGene00003927. History: N.A.
pas-7,ZK945.2,pas-7,WBGene00003928,Public name for WBGene00003928. History: N.A.
pbs-1,K08D12.1,pbs-1,WBGene00003947,Public name for WBGene00003947. History: N.A.
pbs-2,C47B2.4,pbs-2,WBGene00003948,Public name for WBGene00003948. History: N.A.
pbs-3,Y38A8.2,pbs-3,WBGene00003949,Public name for WBGene00003949. History: N.A.
pbs-5,K05C4.1,pbs-5,WBGene00003951,Public name for WBGene00003951. History: N.A.
pbs-6,C02F5.9,pbs-6,WBGene00003952,Public name for WBGene00003952. History: N.A.
pbs-7,F39H11.5,pbs-7,WBGene00003953,Public name for WBGene00003953. History: N.A.
pdhk-2,ZK370.5,pdhk-2,WBGene00022719,Public name for WBGene00022719. History: N.A.
pdi-1,C14B1.1,pdi-1,WBGene00003962,Public name for WBGene00003962. History: N.A.
pdi-3,H06O01.1,pdi-3,WBGene00003964,Public name for WBGene00003964. History: N.A.
pfn-1,Y18D10A.20,pfn-1,WBGene00003989,Public name for WBGene00003989. History: N.A.
pgam-5,R07G3.5,pgam-5,WBGene00019941,Public name for WBGene00019941. History: N.A.
pgk-1,T03F1.3,pgk-1,WBGene00020185,Public name for WBGene00020185. History: N.A.
pgl-1,ZK381.4,pgl-1,WBGene00003992,Public name for WBGene00003992. History: N.A.
pgl-3,C18G1.4,pgl-3,WBGene00003994,Public name for WBGene00003994. History: Renamed on 2005-10-06
plk-1,C14B9.4,plk-1,WBGene00004042,Public name for WBGene00004042. History: N.A.
plk-2,Y71F9B.7,plk-2,WBGene00004043,Public name for WBGene00004043. History: N.A.
plp-1,F45E4.2,plp-1,WBGene00004046,Public name for WBGene00004046. History: N.A.
pod-1,Y76A2B.1,pod-1,WBGene00004075,Public name for WBGene00004075. History: N.A.
pod-2,W09B6.1,pod-2,WBGene00004076,Public name for WBGene00004076. History: N.A.
ppfr-1,F16A11.3,ppfr-1,WBGene00008878,Public name for WBGene00008878. History: N.A.
pph-2,C29E6.3,pph-2,WBGene00004084,Public name for WBGene00004084. History: N.A.
pptr-2,C13G3.3,pptr-2,WBGene00007554,Public name for WBGene00007554. History: N.A.
pqe-1,F52C9.8,pqe-1,WBGene00004095,Public name for WBGene00004095. History: N.A.
prdx-3,R07E5.2,prdx-3,WBGene00011110,Public name for WBGene00011110. History: N.A.
ptc-1,ZK675.1,ptc-1,WBGene00004208,Public name for WBGene00004208. History: N.A.
puf-6,F18A11.1,puf-6,WBGene00004242,Public name for WBGene00004242. History: N.A.
puf-7,B0273.2,puf-7,WBGene00004243,Public name for WBGene00004243. History: N.A.
pup-2,K10D2.2,pup-2,WBGene00019628,Public name for WBGene00019628. History: N.A.
pyk-1,F25H5.3,pyk-1,WBGene00009126,Public name for WBGene00009126. History: N.A.
pyp-1,C47E12.4,pyp-1,WBGene00008149,Public name for WBGene00008149. History: N.A.
R01H2.2,R01H2.2,R01H2.2,WBGene00019810,Public name for WBGene00019810. History: N.A.
R02D3.1,R02D3.1,R02D3.1,WBGene00019819,Sequence name for WBGene00019819(aass-1). History: N.A.
R02D5.10,R02D5.10,R02D5.10,WBGene00194788,Public name for WBGene00194788. History: N.A.
R02D5.7,R02D5.7,R02D5.7,WBGene00010980,Public name for WBGene00010980. History: N.A.
R02F2.5,R02F2.5,R02F2.5,WBGene00019834,Public name for WBGene00019834. History: N.A.
R03D7.4,R03D7.4,R03D7.4,WBGene00010990,Sequence name for WBGene00010990(tceb-3). History: N.A.
R03D7.5,R03D7.5,R03D7.5,WBGene00010991,Sequence name for WBGene00010991(gskl-1). History: N.A.
R03D7.8,R03D7.8,R03D7.8,WBGene00010992,Public name for WBGene00010992. History: N.A.
R04B5.1,R04B5.1,R04B5.1,WBGene00011001,Public name for WBGene00011001. History: N.A.
R04B5.11,R04B5.11,R04B5.11,WBGene00011008,Public name for WBGene00011008. History: N.A.
R04F11.2,R04F11.2,R04F11.2,WBGene00011015,Public name for WBGene00011015. History: N.A.
R05D11.5,R05D11.5,R05D11.5,WBGene00011033,Sequence name for WBGene00011033(tmem-208). History: N.A.
R05D3.2,R05D3.2,R05D3.2,WBGene00019877,Public name for WBGene00019877. History: N.A.
R05D3.5,R05D3.5,R05D3.5,WBGene00019879,Public name for WBGene00019879. History: N.A.
R05D7.2,R05D7.2,R05D7.2,WBGene00011027,Public name for WBGene00011027. History: N.A.
R05G6.7,R05G6.7,R05G6.7,WBGene00019900,Sequence name for WBGene00019900(vdac-1). History: N.A.
R05H5.4,R05H5.4,R05H5.4,WBGene00011039,Public name for WBGene00011039. History: N.A.
R05H5.5,R05H5.5,R05H5.5,WBGene00011040,Sequence name for WBGene00011040(arv-1). History: N.A.
R06A10.1,R06A10.1,R06A10.1,WBGene00019909,Public name for WBGene00019909. History: N.A.
R06C7.1,R06C7.1,R06C7.1,WBGene00011061,Sequence name for WBGene00011061(wago-1). History: N.A.
R07E5.15,R07E5.15,R07E5.15,WBGene00011120,Public name for WBGene00011120. History: N.A.
R07E5.6,R07E5.6,R07E5.6,WBGene00011114,Public name for WBGene00011114. History: N.A.
R07G3.7,R07G3.7,R07G3.7,WBGene00019943,Public name for WBGene00019943. History: N.A.
R08A2.1,R08A2.1,R08A2.1,WBGene00011132,Public name for WBGene00011132. History: N.A.
R08A2.2,R08A2.2,R08A2.2,WBGene00011133,Public name for WBGene00011133. History: N.A.
R08A2.3,R08A2.3,R08A2.3,WBGene00011134,Sequence name for WBGene00011134(ssp-33). History: N.A.
R08C7.8,R08C7.8,R08C7.8,WBGene00019951,Public name for WBGene00019951. History: N.A.
R09A1.2,R09A1.2,R09A1.2,WBGene00019972,Sequence name for WBGene00019972(pei-2). History: N.A.
R09B3.2,R09B3.2,R09B3.2,WBGene00011155,Sequence name for WBGene00011155(rbm-3.1). History: N.A.
R09B3.3,R09B3.3,R09B3.3,WBGene00011156,Sequence name for WBGene00011156(rbm-3.2). History: N.A.
R09E10.1,R09E10.1,R09E10.1,WBGene00011171,Public name for WBGene00011171. History: N.A.
R102.10,R102.10,R102.10,WBGene00011297,Public name for WBGene00011297. History: N.A.
R102.3,R102.3,R102.3,WBGene00011290,Public name for WBGene00011290. History: N.A.
R10D12.10,R10D12.10,R10D12.10,WBGene00011191,Public name for WBGene00011191. History: N.A.
R10E11.6,R10E11.6,R10E11.6,WBGene00011218,Public name for WBGene00011218. History: N.A.
R10E4.3,R10E4.3,R10E4.3,WBGene00011200,Public name for WBGene00011200. History: N.A.
R10E9.2,R10E9.2,R10E9.2,WBGene00011214,Public name for WBGene00011214. History: N.A.
R10E9.3,R10E9.3,R10E9.3,WBGene00011215,Public name for WBGene00011215. History: N.A.
R10F2.6,R10F2.6,R10F2.6,WBGene00019997,Public name for WBGene00019997. History: N.A.
R11A8.7,R11A8.7,R11A8.7,WBGene00011240,Sequence name for WBGene00011240(mask-1). History: N.A.
R11A8.8,R11A8.8,R11A8.8,WBGene00011241,Sequence name for WBGene00011241(mpz-5). History: N.A.
R11E3.1,R11E3.1,R11E3.1,WBGene00020003,Public name for WBGene00020003. History: N.A.
R11F4.1,R11F4.1,R11F4.1,WBGene00020007,Public name for WBGene00020007. History: N.A.
R12B2.3,R12B2.3,R12B2.3,WBGene00020019,Public name for WBGene00020019. History: N.A.
R12C12.1,R12C12.1,R12C12.1,WBGene00020022,Sequence name for WBGene00020022(gldc-1). History: N.A.
R13A1.3,R13A1.3,R13A1.3,WBGene00020042,Public name for WBGene00020042. History: N.A.
R13A5.11,R13A5.11,R13A5.11,WBGene00020053,Public name for WBGene00020053. History: N.A.
R13F6.5,R13F6.5,R13F6.5,WBGene00020066,Sequence name for WBGene00020066(dhhc-5). History: N.A.
R13G10.4,R13G10.4,R13G10.4,WBGene00011260,Sequence name for WBGene00011260(cnnm-5). History: N.A.
R13H9.6,R13H9.6,R13H9.6,WBGene00020072,Public name for WBGene00020072. History: N.A.
R148.3,R148.3,R148.3,WBGene00020102,Public name for WBGene00020102. History: N.A.
R148.7,R148.7,R148.7,WBGene00020105,Public name for WBGene00020105. History: N.A.
R155.2,R155.2,R155.2,WBGene00020116,"Sequence name for WBGene00020116(moa-1). History: Split into R155.5(WBGene00189953). History of WBGene00020116: Split into ""WBGene00189953"" on 2009-04-20"
R186.3,R186.3,R186.3,WBGene00011306,Public name for WBGene00011306. History: N.A.
R53.4,R53.4,R53.4,WBGene00011273,Public name for WBGene00011273. History: N.A.
rab-1,C39F7.4,rab-1,WBGene00004266,Public name for WBGene00004266. History: N.A.
rab-11.1,F53G12.1,rab-11.1,WBGene00004274,Public name for WBGene00004274. History: N.A.
rab-6.1,F59B2.7,rab-6.1,WBGene00004269,Public name for WBGene00004269. History: N.A.
rad-23,ZK20.3,rad-23,WBGene00013924,Public name for WBGene00013924. History: N.A.
ran-1,K01G5.4,ran-1,WBGene00004302,Public name for WBGene00004302. History: N.A.
rbx-1,ZK287.5,rbx-1,WBGene00004320,Public name for WBGene00004320. History: N.A.
rer-1,F46C5.8,rer-1,WBGene00009783,Public name for WBGene00009783. History: N.A.
ril-1,C53A5.1,ril-1,WBGene00008262,Public name for WBGene00008262. History: N.A.
rmd-3,B0491.3,rmd-3,WBGene00007190,Public name for WBGene00007190. History: N.A.
rmd-4,F36H12.11,rmd-4,WBGene00018125,Public name for WBGene00018125. History: N.A.
rmd-6,R13H9.1,rmd-6,WBGene00020070,Public name for WBGene00020070. History: N.A.
rme-1,W06H8.1,rme-1,WBGene00004373,Public name for WBGene00004373. History: N.A.
rnh-1.1,ZK1290.6,rnh-1.1,WBGene00022888,Public name for WBGene00022888. History: N.A.
rpl-25.2,F52B5.6,rpl-25.2,WBGene00004439,Public name for WBGene00004439. History: N.A.
rpn-1,T22D1.9,rpn-1,WBGene00004458,Public name for WBGene00004458. History: N.A.
rpn-10,B0205.3,rpn-10,WBGene00004466,Public name for WBGene00004466. History: N.A.
rpn-12,ZK20.5,rpn-12,WBGene00004468,Public name for WBGene00004468. History: N.A.
rpn-3,C30C11.2,rpn-3,WBGene00004460,Public name for WBGene00004460. History: N.A.
rpn-5,F10G7.8,rpn-5,WBGene00004461,Public name for WBGene00004461. History: N.A.
rpn-8,R12E2.3,rpn-8,WBGene00004464,Public name for WBGene00004464. History: N.A.
rpn-9,T06D8.8,rpn-9,WBGene00004465,Public name for WBGene00004465. History: N.A.
rps-0,B0393.1,rps-0,WBGene00004469,Public name for WBGene00004469. History: N.A.
rps-10,D1007.6,rps-10,WBGene00004479,Public name for WBGene00004479. History: N.A.
rps-27,F56E10.4,rps-27,WBGene00004496,Public name for WBGene00004496. History: N.A.
rps-29,B0412.4,rps-29,WBGene00004498,Public name for WBGene00004498. History: N.A.
rps-8,F42C5.8,rps-8,WBGene00004477,Public name for WBGene00004477. History: N.A.
rpt-1,C52E4.4,rpt-1,WBGene00004501,Public name for WBGene00004501. History: N.A.
rpt-2,F29G9.5,rpt-2,WBGene00004502,Public name for WBGene00004502. History: N.A.
rpt-3,F23F12.6,rpt-3,WBGene00004503,Public name for WBGene00004503. History: N.A.
rpt-4,F23F1.8,rpt-4,WBGene00004504,Public name for WBGene00004504. History: N.A.
rpt-5,F56H1.4,rpt-5,WBGene00004505,Public name for WBGene00004505. History: N.A.
rpt-6,Y49E10.1,rpt-6,WBGene00004506,Public name for WBGene00004506. History: N.A.
rsp-1,W02B12.3,rsp-1,WBGene00004698,Public name for WBGene00004698. History: N.A.
rsp-2,W02B12.2,rsp-2,WBGene00004699,Public name for WBGene00004699. History: N.A.
rsp-3,Y111B2A.18,rsp-3,WBGene00004700,Public name for WBGene00004700. History: N.A.
rsp-6,C33H5.12,rsp-6,WBGene00004703,Public name for WBGene00004703. History: N.A.
rsp-7,D2089.1,rsp-7,WBGene00004704,Public name for WBGene00004704. History: N.A.
