Gene,Location,PD1/CON1 ratio,PD2/CON2 ratio,fold change,"Composite 
Chi-square
P-value",CON1 rpm,CON2 rpm,PD1 rpm,PD2 rpm,...10,Dauer/L3 ratio,L3 rpm,Dauer rpm,Input,Suggested Match,History
taf-12,chrIII:11862287-11869160,0.865593168,1.174400482,1.019996825,-0.448078658,12.90033635,17.66776694,11.166443,20.749034,,0.54,9.903507066,5.390089448,taf-12,WBGene00006396,Public name for WBGene00006396. History: N.A.
taf-3,chrX:16332367-16335858,0.759855213,1.029723357,0.894789285,-0.259957417,33.53063,50.09588755,25.47842399,51.5849055,,0.92,14.81335504,13.61917011,taf-3,WBGene00006384,Public name for WBGene00006384. History: N.A.
taf-7.2,chrIII:12671273-12673303,1.145546881,0.613445349,0.879496115,-0.462704575,3.228064458,4.073241727,3.697899173,2.498711192,,0.03,1.236741998,0.031337118,taf-7.2,WBGene00006389,Public name for WBGene00006389. History: N.A.
tag-114,chrV:14447628-14449565,0.998219417,3.631222602,2.31472101,-2.95e-09,29.15234102,23.55194178,29.10043287,85.52234332,,2.22,6.25672598,13.91523902,tag-114,WBGene00006465,Other name for WBGene00006465(fntb-1). History: Renamed on 2008-09-10; Renamed on 2016-08-02
tag-169,chrII:8997745-8999638,1.170074042,0.869906939,1.019990491,-0.451008147,14.34841785,18.62207288,16.78871127,16.19947041,,0.8,8.531899064,6.809585053,tag-169,WBGene00006514,Other name for WBGene00006514(tdp-1). History: Renamed on 2008-11-20
tag-197,chrX:7565268-7568082,0.756047843,0.155938217,0.45599303,0.025045103,5.921569271,6.96428386,4.476989672,1.08599801,,1.39,3.412759626,4.737102646,tag-197,WBGene00007059,Other name for WBGene00007059(vps-52). History: N.A.
tag-203,chrI:6814528-6834677,1.450528833,0.564063312,1.007296073,-0.00200279,31.202115,45.61674204,45.25956747,25.73073059,,1.89,18.77592332,35.5331233,tag-203,WBGene00019323,Other name for WBGene00019323(teg-4). History: Renamed on 2005-03-17; Renamed on 2010-02-19; Renamed on 2015-03-02
tag-224,chrIV:7449067-7451429,0.511907393,1.65684356,1.084375477,-0.324586765,2.733031971,1.392856772,1.399059273,2.307745772,,13.01,0.568793271,7.401722884,tag-224,WBGene00015217,Other name for WBGene00015217(tes-1). History: Renamed on 2010-11-23
tag-232,chrV:9213733-9217216,1.112593132,1.335541559,1.224067346,0.034800578,65.13726198,70.40539248,72.47127032,94.02932765,,2.24,32.99000971,73.72115993,tag-232,WBGene00044077,Other name for WBGene00044077(pacs-1). History: Renamed on 2019-07-15
tag-235,chrIII:10405152-10407565,1.172944035,0.666445402,0.919694719,-0.052694132,24.14178241,42.16557319,28.31695968,28.10105239,,0.8,15.64181495,12.53358399,tag-235,WBGene00044069,Other name for WBGene00044069(hat-1). History: N.A.
tag-298,chrI:7224731-7227758,1.706357978,1.118134129,1.412246054,0.022986449,24.59728774,23.80518847,41.97177818,26.61739367,,0.45,19.90776448,8.882067461,tag-298,WBGene00007256,Other name for WBGene00007256(swsn-9). History: Renamed on 2012-08-29
tag-30,chrIV:11850921-11854906,1.047126262,0.896620064,0.971873163,-0.425357577,74.01961588,64.20406466,77.5078837,57.56665258,,0.84,38.10914915,31.97544286,tag-30,WBGene00006415,Public name for WBGene00006415. History: N.A.
tag-315,chrV:10206590-10210315,1.569275774,1.393896812,1.481586293,0.011666322,27.10256705,27.61293321,42.53140189,38.48957958,,1.83,19.90776448,36.41647659,tag-315,WBGene00014114,Other name for WBGene00014114(tftc-3). History: Renamed on 2012-07-04
tag-333,chrV:14784157-14815578,0.97188339,1.273388028,1.122635709,-0.214128665,41.73206106,42.22738944,40.55869697,53.77185218,,2.37,20.17832352,47.80672532,tag-333,WBGene00008183,Other name for WBGene00008183(rin-1). History: Renamed on 2012-09-25
tag-349,chrIV:15524058-15528604,0.914210787,1.724971337,1.319591062,-0.064283194,16.74931059,15.84985409,15.31240042,27.340544,,0.07,8.531899064,0.603980587,tag-349,WBGene00013538,Other name for WBGene00013538(ari-1.4). History: Renamed on 2018-05-24
tat-6,chrV:3129123-3133248,0.0,13.93697818,6.968489089,-0.046016996,0.455505329,0.253246686,0.0,3.529493534,,,,,,,
tba-2,chrI:12964666-12966864,0.774151998,1.158977238,0.966564618,-0.051730484,63.01157052,95.6006239,48.78053321,110.798947,,3.81,11.94465869,45.44657851,tba-2,WBGene00006529,Public name for WBGene00006529. History: N.A.
tba-7,chrIII:11368313-11371656,0.898479439,1.905911546,1.402195492,-0.747556107,0.406975335,0.284902522,0.365658971,0.542999005,,2.37,0.251894082,0.597371441,tba-7,WBGene00006533,Public name for WBGene00006533. History: N.A.
tbb-1,chrIII:10740749-10742343,0.695113738,1.394454262,1.044784,-5.45e-05,117.2736428,122.0311364,81.51852019,170.1668383,,0.93,31.2836299,29.01475371,tbb-1,WBGene00006536,Public name for WBGene00006536. History: N.A.
tbb-6,chrV:12261780-12263345,0.860004421,1.634914748,1.247459584,-0.477526121,4.555053285,2.025973487,3.917365963,3.312293932,,1.56,1.706379813,2.664620238,tbb-6,WBGene00006539,Public name for WBGene00006539. History: N.A.
tbc-17,chrII:12694319-12725391,0.720718284,1.027251744,0.873985014,-0.080680286,63.43293162,45.7540691,45.71727363,47.00094726,,0.82,30.51332512,25.11698009,tbc-17,WBGene00012894,Public name for WBGene00012894. History: N.A.
tbx-32,chrX:1655517-1656932,0.0,5.360376222,2.680188111,-0.340912929,0.227752664,0.126623343,0.0,0.678748757,,0.0,0.568793271,0.0,tbx-32,WBGene00006551,Public name for WBGene00006551. History: N.A.
tcl-2,chrIV:179007-183261,1.005926325,0.531534214,0.768730269,-0.109038529,17.31937118,17.76752765,17.4220114,9.44404884,,2.73,10.50758941,28.71868479,tcl-2,WBGene00006561,Public name for WBGene00006561. History: N.A.
thn-5,chrIV:5230821-5232468,4.914310977,0.555529221,2.734920099,-0.532926164,0.113876332,0.105519537,0.559623709,0.058619186,,,,,,,
tim-1,chrIII:12240246-12250034,0.787244502,0.72406152,0.755653011,0.022030476,41.54213265,73.17391944,32.70381551,52.98241932,,1.79,18.32098028,32.81986723,tim-1,WBGene00006571,Public name for WBGene00006571. History: N.A.
toh-1,chrIII:3804750-3809009,1.053066638,2.467202496,1.760134567,0.027640371,6.377074599,7.597400575,6.715484508,18.74432566,,1.98,19.33897121,38.19289008,toh-1,WBGene00006591,Public name for WBGene00006591. History: N.A.
top-2,chrII:11875072-11880504,1.018629149,0.885320016,0.951974583,-0.060035654,367.8205528,454.7254279,374.6727368,402.5775232,,3.35,62.89905569,210.6135575,top-2,WBGene00010785,Public name for WBGene00010785. History: Renamed on 2015-07-16
tpa-1,chrIV:92015-110707,0.676955021,1.516641544,1.096798283,-0.087360919,12.08971565,13.79229441,8.184193708,20.9179667,,1.26,9.400256412,11.84275661,tpa-1,WBGene00006599,Public name for WBGene00006599. History: Renamed on 2011-03-29
tra-4,chrX:2853689-2857597,0.150416737,0.316329952,0.233373345,0.045907676,3.888537163,2.098016091,0.584901073,0.66366533,,7.03,1.518681446,10.68185471,tra-4,WBGene00018740,Public name for WBGene00018740. History: N.A.
tre-1,chrI:6554729-6558594,1.891619702,1.707703366,1.799661534,0.004531917,14.34841785,14.94460558,27.14174989,25.52095325,,0.75,13.08224523,9.770274207,tre-1,WBGene00006607,Public name for WBGene00006607. History: N.A.
tre-5,chrII:53012-55304,4.914310977,0.329869306,2.622090142,-0.264587722,0.227752664,0.823051729,1.119247418,0.271499503,,,,,,,
trm-1,chrV:14183101-14185601,1.641859393,1.68595821,1.663908802,0.010176443,13.20965453,19.10957275,21.68839536,32.21794107,,0.94,12.22905533,11.5466877,trm-1,WBGene00006613,Public name for WBGene00006613. History: N.A.
trt-1,chrI:8768317-8771178,1.392494209,0.310455123,0.851474666,-0.050686161,12.5589326,6.07792046,17.48824091,1.886921543,,0.93,5.119139439,4.737102646,trt-1,WBGene00006618,Public name for WBGene00006618. History: N.A.
ttr-11,chrV:20598753-20599766,0.245715549,5.628395033,2.937055291,-0.17213931,1.138763321,0.253246686,0.279811855,1.425372389,,,,,,,
ttr-24,chrV:18555352-18556609,0.0,1.429433659,0.71471683,-0.636561862,0.113876332,0.379870029,0.0,0.542999005,,,,,,,
twk-26,chrX:3050356-3054405,0.834267199,10.19587408,5.515070639,-0.471884646,0.605910227,0.05729605,0.505491028,0.584183308,,0.55,1.714505594,0.947420529,twk-26,WBGene00006679,Public name for WBGene00006679. History: N.A.
twk-28,chrX:4274761-4279188,,2.680188111,2.680188111,-0.6593922,0.0,0.253246686,0.0,0.678748757,,,,,,,
ugt-39,chrV:7157122-7159159,0.0,,0.0,-0.304386543,0.303670143,0.0,0.0,0.407249254,,0.26,1.137586542,0.296068915,ugt-39,WBGene00017329,Public name for WBGene00017329. History: N.A.
ugt-44,chrIV:10469734-10471862,0.307144436,1.072075244,0.68960984,-0.383430491,1.822021314,3.292206916,0.559623709,3.529493534,,1.56,10.23827888,15.98772143,ugt-44,WBGene00008486,Public name for WBGene00008486. History: N.A.
ulp-5,chrI:6812700-6814049,1.179679128,2.119505078,1.649592103,0.000242694,45.77828551,29.37661556,54.00368792,62.26388584,,5.92,23.32052411,137.9681146,ulp-5,WBGene00006740,Public name for WBGene00006740. History: Renamed on 2014-03-28; Renamed on 2014-09-02
unc-108,chrI:3824948-3826516,1.744141619,1.162571636,1.453356627,0.012101374,25.5082984,33.90128976,44.49008487,39.41267789,,1.26,16.21060822,20.42875516,unc-108,WBGene00006833,Public name for WBGene00006833. History: Renamed on 2008-11-18
unc-26,chrIV:13261523-13272482,1.288072834,0.90114234,1.094607587,-0.216629996,27.05946577,34.63098463,34.85456275,31.20744653,,0.84,16.77103511,14.08642311,unc-26,WBGene00006763,Public name for WBGene00006763. History: N.A.
unc-37,chrI:6742298-6745340,1.547408747,0.948758338,1.248083542,-0.106463251,20.17846357,22.18067429,31.22433104,21.04409966,,0.93,12.13425626,11.25061878,unc-37,WBGene00006773,Public name for WBGene00006773. History: N.A.
unc-43,chrIV:10324241-10348937,1.016753995,0.95573747,0.986245732,-0.918117684,3.302413632,6.826270748,3.357742254,6.524122731,,1.62,3.412759626,5.510171448,unc-43,WBGene00006779,Public name for WBGene00006779. History: N.A.
unc-76,chrV:15071731-15080130,1.026279361,0.998791751,1.012535556,-0.908306523,35.98938673,31.8038688,36.9351648,31.76544181,,0.92,13.15334439,12.13882553,unc-76,WBGene00006808,Public name for WBGene00006808. History: N.A.
unc-84,chrX:13584695-13589744,0.921433308,1.549732988,1.235583148,-0.69463895,1.822021314,0.930982934,1.678871127,1.442774964,,1.82,1.137586542,2.072482408,unc-84,WBGene00006816,Public name for WBGene00006816. History: N.A.
unc-85,chrII:4702056-4703200,0.624318078,1.046542459,0.835430269,-0.001294042,111.5988055,139.2464842,69.67315177,145.727358,,1.41,17.6325914,24.86978889,unc-85,WBGene00006817,Public name for WBGene00006817. History: Renamed on 2008-06-05
uri-1,chrI:6494291-6496108,1.088476773,2.473381351,1.780929062,0.001047769,25.96380372,16.35551504,28.26099731,40.45342589,,0.14,10.80707215,1.480344577,uri-1,WBGene00016944,Public name for WBGene00016944. History: N.A.
vab-7,chrIII:10920217-10925923,8.60005281,0.007603522,4.303828166,-0.315997719,0.032536062,0.510111254,0.279811855,0.003878642,,,,,,,
valv-1,chrIV:7444642-7445331,0.409525915,1.429433659,0.919479787,-0.454510478,1.366515986,0.759740057,0.559623709,1.08599801,,0.0,0.568793271,0.0,valv-1,WBGene00015216,Public name for WBGene00015216. History: N.A.
vet-6,chrI:13269982-13272769,0.955138494,1.446113372,1.200625933,-0.023180646,73.67798689,58.16232226,70.37268141,84.10931194,,0.79,90.43813008,71.84605689,vet-6,WBGene00006902,Public name for WBGene00006902. History: N.A.
vha-3,chrIV:2314585-2315987,0.955560468,2.56744338,1.761501924,-0.001160442,25.62217473,14.95549823,24.48353727,38.39739491,,0.64,9.669485606,6.217447223,vha-3,WBGene00006912,Public name for WBGene00006912. History: N.A.
vit-3,chrX:3567388-3572537,1.755111082,2.285966275,2.020538679,0.019897148,2.125691457,8.446379953,3.730824634,19.30813972,,,,,,,
vit-4,chrX:3558826-3563962,1.169130432,2.462757666,1.815944049,0.019216394,2.353444121,8.446379953,2.751483143,20.80138698,,,,,,,
vps-33.2,chrII:6601171-6603367,1.36139696,0.524632566,0.943014763,-0.061547182,16.85369715,11.90259423,22.94457207,6.24448856,,0.83,5.687932709,4.737102646,vps-33.2,WBGene00016960,Public name for WBGene00016960. History: N.A.
W01B11.1,chrI:3299606-3300491,1.228577744,0.178679207,0.703628476,-0.46769354,0.455505329,0.759740057,0.559623709,0.135749751,,,,,,,
W01D2.3,chrII:14800819-14804211,1.671379691,0.634555764,1.152967727,-0.216688603,3.588106801,5.661982025,5.997088837,3.592843327,,2.88,2.181051448,6.286529871,W01D2.3,WBGene00012180,Public name for WBGene00012180. History: N.A.
W02A11.3,chrI:12738075-12741130,0.266980533,0.632324784,0.449652659,0.002311335,15.08834253,19.62069193,4.028293735,12.40664978,,1.36,20.87942436,28.35852761,W02A11.3,WBGene00012194,Sequence name for WBGene00012194(toe-4). History: N.A.
W02B12.9,chrII:11469925-11471949,0.807548293,0.726866822,0.767207557,0.023810617,81.07994847,55.77188779,65.47597396,40.53873483,,1.84,10.80707215,19.83661733,W02B12.9,WBGene00012204,Sequence name for WBGene00012204(mfn-1). History: N.A.
W02B3.4,chrIII:680789-683323,,0.0,0.0,-0.643266332,0.0,0.01332888,0.139905927,0.0,,,,,,,
W02B8.2,chrII:13908828-13915095,0.629758354,0.943770229,0.786764292,3.18e-05,194.7285279,157.7899711,122.6319173,148.9174772,,1.61,23.32052411,37.60075225,W02B8.2,WBGene00012198,Public name for WBGene00012198. History: N.A.
W03C9.1,chrII:11960927-11961976,0.668039148,0.615481735,0.641760442,6.16e-12,182.2021314,355.3051002,121.7181567,218.6837995,,1.99,63.70484635,126.7174958,W03C9.1,WBGene00012219,Public name for WBGene00012219. History: N.A.
W03D8.2,chrI:2798213-2800941,0.614288872,0.161822678,0.388055775,0.033937392,0.911010657,6.711037174,0.559623709,1.08599801,,,,,,,
W03D8.8,chrI:2791689-2794896,,0.00996985,0.00996985,-0.093625438,0.0,2.415973383,0.105989373,0.024086893,,17.49,0.010156941,0.177641349,W03D8.8,WBGene00020989,Public name for WBGene00020989. History: N.A.
W03F11.4,chrI:2235636-2241358,0.546034553,0.147187103,0.346610828,0.001373111,4.099547957,13.90535336,2.238494836,2.046688683,,0.0,0.568793271,0.0,W03F11.4,WBGene00021007,Public name for WBGene00021007. History: N.A.
W03F11.5,chrI:2216100-2219418,1.089990107,2.763282997,1.926636552,0.002989505,31.83922712,9.961036225,34.70444257,27.52516203,,1.01,17.07959807,17.23779012,W03F11.5,WBGene00021008,Public name for WBGene00021008. History: N.A.
W03F9.2,chrV:127050-127982,0.816539401,1.405609765,1.111074583,-0.018926137,55.68552641,51.28245388,45.46942636,72.08311794,,1.93,4.834742803,9.326170834,W03F9.2,WBGene00021000,Public name for WBGene00021000. History: N.A.
W04A8.2,chrI:13840692-13841833,1.370036807,0.530034635,0.950035721,-2.08e-08,160.8806861,136.4723367,220.4124614,72.33506514,,1.65,37.99969968,62.51405439,W04A8.2,WBGene00012237,Public name for WBGene00012237. History: N.A.
W04A8.3,chrI:13844715-13846913,1.660788988,1.014487832,1.33763841,0.013337033,36.81528439,31.31710942,61.14241892,31.77082646,,0.65,28.57106389,18.44461172,W04A8.3,WBGene00012238,Public name for WBGene00012238. History: N.A.
W04A8.5,chrI:13849604-13850855,2.041329175,0.960374743,1.500851959,-0.019203974,14.80392318,24.17098912,30.21968029,23.21320747,,8.52,4.550346168,38.78502791,W04A8.5,WBGene00012240,Public name for WBGene00012240. History: N.A.
W04B5.3,chrIII:2418332-2423898,0.959191083,1.32922451,1.144207797,-0.376716548,23.049441,13.74175929,22.10881827,18.26588326,,2.38,14.43410302,34.35093907,W04B5.3,WBGene00021020,Public name for WBGene00021020. History: N.A.
W04B5.6,chrIII:2436092-2437770,0.023180805,1.893995811,0.958588308,-0.603148094,0.227752664,0.023891292,0.00527949,0.045250008,,0.0,1.717111804,0.0,W04B5.6,WBGene00021023,Public name for WBGene00021023. History: N.A.
W04B5.6,chrIII:2436092-2437770,0.023180805,1.893995811,0.958588308,-0.603148094,0.227752664,0.023891292,0.00527949,0.045250008,,0.0,1.717111804,0.0,W04B5.6,WBGene00021023,Public name for WBGene00021023. History: N.A.
W04E12.7,chrV:19730488-19732996,7.243392742,0.562710622,3.903051682,-0.473218764,0.061558129,0.510111254,0.445889704,0.287045021,,,,,,,
W05H7.1,chrX:1450763-1452234,0.526533319,4.764778745,2.645656032,-0.107918828,1.59426865,0.759740057,0.839435564,3.619993278,,0.0,1.137586542,0.0,W05H7.1,WBGene00021044,Public name for WBGene00021044. History: N.A.
W06B4.1,chrII:4471391-4473543,0.764963501,0.482823236,0.623893369,0.041049577,12.07089121,17.43181346,9.233791199,8.416484581,,0.52,5.687932709,2.960689154,W06B4.1,WBGene00021056,Public name for WBGene00021056. History: N.A.
W07A12.4,chrII:9148274-9152231,0.0,1.814627988,0.907313994,-0.507680018,0.227752664,0.267316059,0.0,0.485079202,,,,,,,
W08A12.2,chrV:3684646-3685747,1.917496952,1.480792982,1.699144967,0.004031448,20.23988186,13.76974026,38.80991178,20.39013474,,1.63,19.9633407,32.56758069,W08A12.2,WBGene00021079,Public name for WBGene00021079. History: N.A.
W10G11.2,chrII:3560871-3561616,0.0,,0.0,-0.35608081,0.455505329,0.0,0.0,0.135749751,,,,,,,
wapl-1,chrIV:4442395-4445834,1.322427433,0.838714979,1.080571206,-0.102177298,32.79638365,39.83797632,43.37083745,33.41270748,,1.1,18.77017794,20.72482408,wapl-1,WBGene00019953,Public name for WBGene00019953. History: N.A.
wee-1.3,chrII:9713658-9716389,1.226669375,0.861884577,1.044276976,-0.264074131,25.54798248,27.34009004,31.33892771,23.56400194,,1.79,21.04535103,37.7276388,wee-1.3,WBGene00006940,Public name for WBGene00006940. History: N.A.
wht-3,chrIII:4147426-4151512,0.72305485,2.270158451,1.496606651,-0.392754742,0.845480066,1.086196561,0.611328463,2.465838304,,0.55,1.175307205,0.651351614,wht-3,WBGene00007631,Public name for WBGene00007631. History: N.A.
wht-6,chrIII:6471710-6475146,1.322175725,0.435171794,0.878673759,-0.020518797,20.76995842,15.76561108,27.46153482,6.860749263,,0.4,15.35741832,6.217447223,wht-6,WBGene00007060,Public name for WBGene00007060. History: Renamed on 2007-06-04
wip-1,chrIII:5018610-5021093,1.054808684,1.347636217,1.20122245,0.034409354,91.78432369,75.83049921,96.81490166,102.1919271,,1.15,37.54035588,43.22606164,wip-1,WBGene00020094,Public name for WBGene00020094. History: N.A.
xrn-1,chrII:14068899-14088795,0.800211587,1.012089563,0.906150575,-0.224587592,62.69044382,72.74891959,50.16561952,73.62842225,,1.45,22.80676784,33.08033208,xrn-1,WBGene00012730,Public name for WBGene00012730. History: N.A.
xrn-2,chrII:14155670-14165920,0.780294732,1.395003781,1.087649257,-1.58e-05,210.6313281,168.091671,164.3545157,234.4885167,,0.63,35.22264958,22.05226416,xrn-2,WBGene00006964,Public name for WBGene00006964. History: N.A.
Y105C5A.15,chrIV:15710936-15722227,0.993246633,1.117840628,1.055543631,-0.486696345,59.06333665,68.93100699,58.66446026,77.05388016,,1.58,35.98871173,56.86643917,Y105C5A.15,WBGene00013639,"Public name for WBGene00013639. History: Split into ""WBGene00219211"" on 2011-08-15"
Y105C5B.19,chrIV:15981532-15983930,0.409525915,2.626584349,1.518055132,-0.080210722,3.416289964,2.025973487,1.399059273,5.321390251,,0.0,0.568793271,0.0,Y105C5B.19,WBGene00013658,Public name for WBGene00013658. History: N.A.
Y105E8A.21,chrI:14499713-14510541,1.349275407,0.588346331,0.968810869,-3.12e-05,94.38707431,98.86941487,127.3541581,58.1694575,,1.34,41.84765669,56.09409396,Y105E8A.21,WBGene00013679,Public name for WBGene00013679. History: N.A.
Y105E8A.27,chrI:14441526-14444262,0.491917288,0.066144249,0.279030768,0.031498389,3.005248332,4.104657738,1.478333608,0.271499503,,2.39,2.947082318,7.03163674,Y105E8A.27,WBGene00013684,Public name for WBGene00013684. History: N.A.
Y106G6D.7,chrI:10122459-10130194,1.104013487,1.667892999,1.385953243,0.022119122,26.42916847,27.81191293,29.17815845,46.38729485,,2.46,19.01394624,46.77888863,Y106G6D.7,WBGene00013703,Sequence name for WBGene00013703(rbm-12). History: N.A.
Y106G6H.13,chrI:10471204-10471947,0.614288872,1.038572893,0.826430883,-0.691339288,1.366515986,4.051946973,0.839435564,4.208242291,,0.0,0.568793271,0.0,Y106G6H.13,WBGene00013723,Public name for WBGene00013723. History: N.A.
Y106G6H.14,chrI:10472212-10473380,1.228577744,0.462941579,0.845759662,-0.16332594,6.832579928,7.090907203,8.394355635,3.28267578,,0.28,7.394312522,2.072482408,Y106G6H.14,WBGene00013724,Public name for WBGene00013724. History: N.A.
Y110A7A.19,chrI:5162608-5164889,1.294101891,0.62650286,0.960302375,-0.045426606,25.62217473,25.4597334,33.15770476,15.95059578,,1.33,13.93543514,18.50430721,Y110A7A.19,WBGene00002804,Sequence name for WBGene00002804(let-630). History: Renamed on 2014-09-04
Y111B2A.4,chrIII:12499440-12506438,0.878613881,3.594222858,2.236418369,-0.553659418,0.453231674,0.207623282,0.39821564,0.746244347,,4.75,0.120283851,0.571039368,Y111B2A.4,WBGene00013730,Sequence name for WBGene00013730(sql-1). History: N.A.
Y116A8A.4,chrIV:16822827-16824452,0.25784965,0.632459026,0.445154338,0.005784636,9.223982902,27.68830423,2.378400763,17.51171792,,0.35,2.559569719,0.888206746,Y116A8A.4,WBGene00013775,Public name for WBGene00013775. History: N.A.
Y116A8A.6,chrIV:16826282-16827976,0.344601075,0.413474796,0.379037935,0.003029813,9.337859234,18.06493017,3.217836327,7.469393318,,0.99,5.687932709,5.625309392,Y116A8A.6,WBGene00013776,Public name for WBGene00013776. History: N.A.
Y116A8C.10,chrIV:16934299-16939069,1.200544995,0.301613236,0.751079116,-0.50550879,0.809707866,0.907930648,0.972090726,0.273843901,,0.15,0.789458327,0.115023662,Y116A8C.10,WBGene00013790,Public name for WBGene00013790. History: N.A.
Y116A8C.13,chrIV:16950024-16962760,0.971373836,1.454826949,1.213100393,-0.128634445,14.55646945,26.22283378,14.13977358,38.14968528,,2.62,5.99886867,15.69165251,Y116A8C.13,WBGene00013792,Sequence name for WBGene00013792(rad-54.B). History: N.A.
Y119C1B.1,chrI:4554150-4555204,0.245715549,3.015211625,1.630463587,-0.071700298,1.138763321,2.025973487,0.279811855,6.108738809,,,,,,,
Y119C1B.4,chrI:4508600-4511127,0.999243232,1.405147179,1.202195205,-0.440330886,17.08144982,8.694802796,17.06852313,12.21747762,,0.0,5.687932709,0.0,Y119C1B.4,WBGene00022470,Sequence name for WBGene00022470(mrpl-19). History: N.A.
Y13C8A.1,chrX:16883589-16884458,0.992820625,3.181151723,2.086986174,-7.16e-10,15.47362442,33.34835626,15.36253347,106.086181,,0.3,38.23165869,11.61412568,Y13C8A.1,WBGene00021188,Public name for WBGene00021188. History: N.A.
Y17G9B.8,chrIV:4757171-4758699,2.624688817,0.581983704,1.603336261,-0.057003093,2.505279307,8.863634004,6.575578581,5.15849055,,0.0,6.825519251,0.0,Y17G9B.8,WBGene00021205,Public name for WBGene00021205. History: N.A.
Y17G9B.9,chrIV:4758974-4760419,0.862011557,1.410207679,1.136109618,-0.038616533,44.14605801,44.79752978,38.05441221,63.1738205,,0.51,12.22905533,6.217447223,Y17G9B.9,WBGene00003216,Sequence name for WBGene00003216(memi-1). History: Renamed on 2016-10-14
Y18D10A.3,chrI:12810157-12815630,0.831584096,1.351684811,1.091634454,-0.827284078,0.232732476,0.518175388,0.193536626,0.700409801,,0.0,1.986826748,0.0,Y18D10A.3,WBGene00012476,Public name for WBGene00012476. History: N.A.
Y18H1A.1,chrI:688281-691270,1.260648955,0.830156366,1.045402661,-0.444654477,6.821131484,10.5575089,8.599052277,8.764383229,,2.03,16.64582153,33.77877168,Y18H1A.1,WBGene00021207,Sequence name for WBGene00021207(ptp-5.3). History: N.A.
Y20F4.4,chrI:2034384-2043813,1.107119942,1.501863883,1.304491912,7.57e-15,388.7048635,562.7462575,430.3429058,845.1682792,,2.4,187.3081364,449.6459614,Y20F4.4,WBGene00021239,Public name for WBGene00021239. History: N.A.
Y22D7AL.14,chrIII:1653719-1657469,0.664847914,1.174097989,0.919472951,-0.819379258,0.458123118,0.25691699,0.304582199,0.301645721,,6.76,2.319784109,15.69165251,Y22D7AL.14,WBGene00021252,Sequence name for WBGene00021252(cht-4). History: N.A.
Y24F12A.3,chrIV:11616517-11617954,0.947178896,2.217760186,1.582469541,0.0,37.03103403,160.9370993,35.07501392,356.9198914,,0.17,117.8370948,19.85717754,Y24F12A.3,WBGene00012498,Public name for WBGene00012498. History: N.A.
Y25C1A.8,chrII:3071171-3076941,1.510830921,0.591942643,1.051386782,-0.039135725,15.31636667,16.49578737,23.14044037,9.764559975,,0.46,9.100692335,4.144964815,Y25C1A.8,WBGene00021295,Public name for WBGene00021295. History: N.A.
Y34B4A.11,chrX:5283183-5283686,1.638103659,0.0,0.81905183,-0.271532867,0.683257993,0.823051729,1.119247418,0.0,,,,,,,
Y34B4A.2,chrX:5279495-5281121,0.248476398,0.253745617,0.251111007,2.14e-06,20.26998712,24.96590236,5.036613381,6.334988304,,2.46,6.25672598,15.3955836,Y34B4A.2,WBGene00021319,Public name for WBGene00021319. History: N.A.
Y34B4A.7,chrX:5244303-5246894,1.023814787,0.253674139,0.638744463,-0.101110347,1.366515986,5.993504982,1.399059273,1.520397215,,0.0,0.568793271,0.0,Y34B4A.7,WBGene00021323,Public name for WBGene00021323. History: N.A.
Y37D8A.21,chrIII:12927936-12931747,1.341435732,0.669938322,1.005687027,-0.121129561,12.12739983,18.1070375,16.26812747,12.13059832,,1.25,4.031565751,5.033171561,Y37D8A.21,WBGene00012558,Sequence name for WBGene00012558(rbm-7). History: N.A.
Y37E11B.1,chrIV:3579617-3581015,0.80307033,1.180113835,0.991592083,-0.153610886,46.68929617,32.66882247,37.4947885,38.55292937,,0.87,26.73328373,23.38944431,Y37E11B.1,WBGene00021374,Public name for WBGene00021374. History: N.A.
Y38C1AA.6,chrIV:162829-164814,0.614288872,1.690580111,1.152434491,-0.69710895,0.455505329,0.253246686,0.279811855,0.42813381,,2.6,1.137586542,2.960689154,Y38C1AA.6,WBGene00021397,Public name for WBGene00021397. History: N.A.
Y38C1AA.7,chrIV:158966-159830,0.076786109,1.085616269,0.581201189,-0.071023931,3.644042628,19.38181294,0.279811855,21.04121145,,,,,,,
Y38E10A.22,chrII:12673245-12676099,1.334060833,0.856458939,1.095259886,-0.628329031,1.713160779,5.150654934,2.285460696,4.411324461,,14.54,0.267489824,3.888267736,Y38E10A.22,WBGene00012600,Public name for WBGene00012600. History: N.A.
Y38F1A.7,chrII:12996952-12997713,1.228577744,0.71471683,0.971647287,-0.799913623,0.227752664,0.759740057,0.279811855,0.542999005,,,,,,,
Y38H8A.2,chrIV:13474399-13476185,,0.7441753,0.7441753,-0.649624309,0.0,0.852324767,0.095679145,0.634279039,,0.0,0.587141404,0.0,Y38H8A.2,WBGene00012636,Public name for WBGene00012636. History: N.A.
Y38H8A.3,chrIV:13472473-13473947,0.81905183,1.608112867,1.213582348,-0.660652284,0.341628996,1.012986743,0.279811855,1.628997016,,,,,,,
Y39A1A.12,chrIII:10642946-10648459,0.939023078,1.518350175,1.228686626,-0.022342557,51.69985478,44.31394916,48.54735676,67.28409246,,2.3,17.6522051,40.56144141,Y39A1A.12,WBGene00012650,Sequence name for WBGene00012650(orc-1). History: N.A.
