# Table S14. mRNAs expressed in whole animals but not in distal gonads.
# * Fold changes were calculated using DESeq2, which applies statistical methods to calulate a finite estimate for genes in which 0  reads were captured in the dataset.
gene_id,public_name,whole_1,whole_2,whole_3,gonad_1,gonad_2,gonad_3,fold_change*,pvalue_adj,Input,Suggested Match,History
F36G9.14,fbxa-99,7.900490644,9.596333486,5.866665161,0,0,0,-42.47,0.00267,F36G9.14,WBGene00009490,Sequence name for WBGene00009490(fbxa-99). History: N.A.
F02D8.3,xbx-1,7.900403202,11.72882273,3.520103394,0,0,0,-42.13,0.00363,F02D8.3,WBGene00006960,Sequence name for WBGene00006960(xbx-1). History: N.A.
C12D8.6,fipr-8,0.98784715,4.265315604,17.58637172,0,0,0,-42.04,0.00907,C12D8.6,WBGene00007537,"Sequence name for WBGene00007537(fipr-8). History: Split into C12D8.21(WBGene00195157). History of WBGene00007537: Split into ""WBGene00195157"" on 2010-05-26"
R07B1.8,R07B1.8,5.925261988,5.33127485,11.73389223,0,0,0,-41.85,0.0033,R07B1.8,WBGene00001608,"Public name for WBGene00001608. History: N.A.. Other name for Dead gene WBGene00011080. History of WBGene00011080: Merged into ""WBGene00001608"" on 2005-04-29"
C09D1.2,clec-89,9.875729792,9.596359039,3.519887952,0,0,0,-41.63,0.00366,C09D1.2,WBGene00015631,Sequence name for WBGene00015631(clec-89). History: N.A.
F32H2.11,F32H2.11,5.925307601,8.530054585,8.213555291,0,0,0,-41.33,0.00304,F32H2.11,WBGene00043049,Public name for WBGene00043049. History: N.A.
T02E9.1,npr-25,6.912846942,7.463794855,8.213593222,0,0,0,-41.08,0.00302,T02E9.1,WBGene00011381,Sequence name for WBGene00011381(npr-25). History: N.A.
F59B10.5,F59B10.5,7.901895376,5.3315103,9.382198883,0,0,0,-40.98,0.00325,F59B10.5,WBGene00010321,Public name for WBGene00010321. History: N.A.
F21A10.4,arrd-28,7.900227453,6.397507539,8.214063763,0,0,0,-40.84,0.00312,F21A10.4,WBGene00009000,Sequence name for WBGene00009000(arrd-28). History: N.A.
C17H11.1,C17H11.1,6.912772766,9.596284423,5.867020837,0,0,0,-40.74,0.00335,C17H11.1,WBGene00015921,Public name for WBGene00015921. History: N.A.
D1044.7,D1044.7,6.912825375,9.596300911,5.866901303,0,0,0,-40.74,0.00335,D1044.7,WBGene00017032,Public name for WBGene00017032. History: N.A.
F28A12.1,acd-4,6.912710961,10.66251672,4.693729017,0,0,0,-40.57,0.00378,F28A12.1,WBGene00017879,Sequence name for WBGene00017879(acd-4). History: N.A.
F21F8.6,F21F8.6,3.950898188,5.331495229,12.90095595,0,0,0,-40.52,0.00463,F21F8.6,WBGene00017680,Public name for WBGene00017680. History: N.A.
Y116F11A.1,Y116F11A.1,3.950440686,6.397627079,11.73177714,0,0,0,-40.36,0.00435,Y116F11A.1,WBGene00013816,Public name for WBGene00013816. History: N.A.
T20D4.12,T20D4.12,0.0,5.331341506,16.42501381,0,0,0,-40.25,0.0221,T20D4.12,WBGene00020618,Public name for WBGene00020618. History: N.A.
C49C3.13,clec-198,8.887833564,8.530026885,4.693640895,0,0,0,-40.08,0.00379,C49C3.13,WBGene00008203,Sequence name for WBGene00008203(clec-198). History: N.A.
T07H3.3,math-38,3.950168547,8.53003678,9.387152664,0,0,0,-40.02,0.0042,T07H3.3,WBGene00020326,Sequence name for WBGene00020326(math-38). History: N.A.
C30A5.7,unc-86,5.577195022,10.03613272,6.232905562,0,0,0,-39.99,0.00377,C30A5.7,WBGene00006818,Sequence name for WBGene00006818(unc-86). History: N.A.
W06A11.1,W06A11.1,8.888573122,9.596460499,3.519446681,0,0,0,-39.89,0.00443,W06A11.1,WBGene00021052,Public name for WBGene00021052. History: N.A.
ZC21.3,ZC21.3,11.18150345,7.042416745,5.535725887,0,0,0,-39.59,0.00334,ZC21.3,WBGene00022505,Sequence name for WBGene00022505(idpp-15). History: N.A.
C49F5.8,C49F5.8,1.975233662,4.265091211,15.25103501,0,0,0,-39.45,0.0081,C49F5.8,WBGene00008212,Public name for WBGene00008212. History: N.A.
F53H2.2,cnc-7,5.927371334,8.530724821,7.033633109,0,0,0,-39.13,0.004,F53H2.2,WBGene00010005,Sequence name for WBGene00010005(cnc-7). History: N.A.
F37B1.8,gst-19,7.900752953,4.265069071,9.385830048,0,0,0,-39.02,0.00447,F37B1.8,WBGene00001767,Sequence name for WBGene00001767(gst-19). History: N.A.
R03H4.2,srx-2,7.900447409,4.265031836,9.38680177,0,0,0,-39.02,0.00447,R03H4.2,WBGene00005893,Sequence name for WBGene00005893(srx-2). History: N.A.
K08D10.14,K08D10.14,5.925687135,9.596450162,5.865819396,0,0,0,-39.0,0.00428,K08D10.14,WBGene00219216,Public name for WBGene00219216. History: N.A.
F46C8.2,col-174,0.0,12.79510708,8.213363483,0,0,0,-38.97,0.0223,F46C8.2,WBGene00000747,Sequence name for WBGene00000747(col-174). History: N.A.
K10D6.1,lgc-49,8.887864796,3.19876262,9.387193477,0,0,0,-38.77,0.00521,K10D6.1,WBGene00010741,Sequence name for WBGene00010741(lgc-49). History: N.A.
T20F10.4,T20F10.4,6.912812463,8.530041657,5.86693064,0,0,0,-38.76,0.0042,T20F10.4,,Sequence name for Suppressed gene WBGene00011865. Molecular name for Suppressed gene WBGene00011865. Public name for Suppressed gene WBGene00011865. History of WBGene00011865: Killed on 2012-10-15; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F10D2.8,F10D2.8,1.975342104,8.530288114,10.55685758,0,0,0,-38.72,0.00692,F10D2.8,WBGene00017334,Public name for WBGene00017334. History: N.A.
C18A11.2,C18A11.2,6.914835422,9.596930488,4.689870813,0,0,0,-38.56,0.00468,C18A11.2,WBGene00015948,Public name for WBGene00015948. History: N.A.
Y75B7AR.1,Y75B7AR.1,5.92584287,1.066278565,14.07697631,0,0,0,-38.25,0.0104,Y75B7AR.1,WBGene00022287,Public name for WBGene00022287. History: N.A.
F52F10.2,F52F10.2,2.962609192,9.596278786,8.213886381,0,0,0,-38.12,0.006,F52F10.2,WBGene00018706,Public name for WBGene00018706. History: N.A.
F58E6.7,hrg-3,2.963608874,9.597009347,8.206474045,0,0,0,-38.08,0.00603,F58E6.7,WBGene00010256,Sequence name for WBGene00010256(hrg-3). History: N.A.
T01C4.1,lmd-5,9.875129186,5.331237373,5.867435167,0,0,0,-38.02,0.00488,T01C4.1,WBGene00020141,Sequence name for WBGene00020141(lmd-5). History: N.A.
F59E11.7,F59E11.7,9.693444943,9.63709177,2.660399657,0,0,0,-37.94,0.00639,F59E11.7,WBGene00019113,Public name for WBGene00019113. History: N.A.
F48E3.7,lgc-11,0.0,8.530037946,11.73392182,0,0,0,-37.53,0.0248,F48E3.7,WBGene00000061,Sequence name for WBGene00000061(lgc-11). History: Renamed on 2007-05-18
ZC449.7,ZC449.7,4.938021188,8.53015787,7.039179488,0,0,0,-37.44,0.00522,ZC449.7,WBGene00045365,Public name for WBGene00045365. History: N.A.
F16G10.15,F16G10.15,5.925199374,6.397514557,8.213956931,0,0,0,-37.37,0.00502,F16G10.15,WBGene00017529,Public name for WBGene00017529. History: N.A.
T05A10.6,T05A10.6,3.950512112,11.72903084,4.692483763,0,0,0,-37.35,0.00669,T05A10.6,WBGene00011463,Public name for WBGene00011463. History: N.A.
C54E4.4,C54E4.4,4.938096179,11.72900728,3.519446681,0,0,0,-36.92,0.00718,C54E4.4,WBGene00016919,Public name for WBGene00016919. History: N.A.
K05F6.12,K05F6.12,7.90044186,6.397546739,5.866762138,0,0,0,-36.53,0.00554,K05F6.12,WBGene00045486,Public name for WBGene00045486. History: N.A.
K08D8.1,K08D8.1,7.902198608,6.397867747,5.86327226,0,0,0,-36.5,0.00555,K08D8.1,WBGene00010655,"Public name for WBGene00010655. History: Split into K08D8.12(WBGene00194926). History of WBGene00010655: Split into ""WBGene00194926"" on 2010-01-27"
F58A6.6,srb-16,6.912883066,9.596318992,3.520062138,0,0,0,-36.43,0.00671,F58A6.6,WBGene00019025,Sequence name for WBGene00019025(srb-16). History: N.A.
M03F8.5,M03F8.5,8.887900746,5.331275901,5.866932394,0,0,0,-36.28,0.00594,M03F8.5,WBGene00019764,Public name for WBGene00019764. History: N.A.
Y43F8C.18,Y43F8C.18,3.950590673,5.331401585,10.55752653,0,0,0,-36.21,0.00704,Y43F8C.18,WBGene00012839,Public name for WBGene00012839. History: N.A.
F29F11.5,ceh-22,8.265388971,8.942012301,3.982691417,0,0,0,-36.15,0.00535,F29F11.5,WBGene00000445,Sequence name for WBGene00000445(ceh-22). History: Renamed on 2006-12-04
C25E10.7,C25E10.7,2.962924882,8.53023076,8.211543949,0,0,0,-36.13,0.00742,C25E10.7,WBGene00016096,Public name for WBGene00016096. History: N.A.
B0244.7,B0244.7,8.888029999,6.397552086,4.693363193,0,0,0,-36.11,0.00622,B0244.7,WBGene00015082,Public name for WBGene00015082. History: N.A.
K07H8.11,K07H8.11,2.96268723,9.596335854,7.039977592,0,0,0,-35.96,0.00771,K07H8.11,WBGene00044510,Public name for WBGene00044510. History: N.A.
Y69A2AR.29,ngn-1,5.925644711,4.265082068,9.385490888,0,0,0,-35.55,0.00703,Y69A2AR.29,WBGene00003595,Sequence name for WBGene00003595(ngn-1). History: N.A.
K11H12.11,K11H12.11,5.925312987,6.397542252,7.040173118,0,0,0,-35.21,0.00657,K11H12.11,WBGene00044723,Public name for WBGene00044723. History: N.A.
K10C2.2,K10C2.2,6.912877277,5.331287321,7.040140058,0,0,0,-34.96,0.00683,K10C2.2,WBGene00019618,Public name for WBGene00019618. History: N.A.
F58G4.4,sdz-23,4.937856049,10.66261684,3.519904833,0,0,0,-34.95,0.00875,F58G4.4,WBGene00019066,Sequence name for WBGene00019066(sdz-23). History: N.A.
Y73F8A.36,Y73F8A.36,6.913906673,5.331466493,7.037334884,0,0,0,-34.95,0.00684,Y73F8A.36,WBGene00044259,Public name for WBGene00044259. History: N.A.
F49E12.8,F49E12.8,5.925396847,8.53008359,4.693270926,0,0,0,-34.87,0.00737,F49E12.8,WBGene00009901,Public name for WBGene00009901. History: N.A.
F11C7.7,F11C7.7,2.963069642,3.198871804,12.90216768,0,0,0,-34.84,0.0113,F11C7.7,WBGene00017379,Public name for WBGene00017379. History: N.A.
F58H1.2,F58H1.2,10.8636398,8.530156662,0.0,0,0,0,-34.82,0.0288,F58H1.2,WBGene00010285,Public name for WBGene00010285. History: N.A.
F59B10.6,F59B10.6,2.96313238,5.331478478,10.55572091,0,0,0,-34.48,0.00963,F59B10.6,WBGene00010322,Public name for WBGene00010322. History: N.A.
H22K11.3,H22K11.3,7.900666904,6.397587878,4.693051843,0,0,0,-34.37,0.00764,H22K11.3,WBGene00019226,Sequence name for WBGene00019226(idpp-6). History: N.A.
C31B8.12,C31B8.12,2.962656493,6.397542252,9.38689749,0,0,0,-34.33,0.00933,C31B8.12,WBGene00016285,Public name for WBGene00016285. History: N.A.
Y15E3A.2,glb-28,6.913125189,9.596394867,2.346488081,0,0,0,-34.27,0.0102,Y15E3A.2,WBGene00012441,Sequence name for WBGene00012441(glb-28). History: N.A.
F13E9.12,F13E9.12,3.951447262,5.331662355,9.379025795,0,0,0,-34.03,0.00889,F13E9.12,WBGene00008761,Public name for WBGene00008761. History: N.A.
R13H4.8,R13H4.8,10.86350817,1.066266667,7.039419608,0,0,0,-33.95,0.0146,R13H4.8,WBGene00011266,Sequence name for WBGene00011266(idpb-5). History: N.A.
F54E4.4,F54E4.4,3.95015196,6.39752152,8.213850918,0,0,0,-33.9,0.00867,F54E4.4,WBGene00010060,Public name for WBGene00010060. History: N.A.
C39B10.5,C39B10.5,4.938553967,5.331478478,8.21000515,0,0,0,-33.63,0.0086,C39B10.5,WBGene00008025,Public name for WBGene00008025. History: N.A.
R07A4.2,R07A4.2,9.876289798,6.397654579,2.346235829,0,0,0,-33.52,0.0111,R07A4.2,WBGene00011073,Public name for WBGene00011073. History: N.A.
ZC334.2,ins-30,5.926068682,4.265150939,8.210732123,0,0,0,-33.39,0.00901,ZC334.2,WBGene00002113,Sequence name for WBGene00002113(ins-30). History: N.A.
T07C12.8,mam-5,4.338366745,1.18303626,11.7172119,0,0,0,-33.36,0.0174,T07C12.8,WBGene00011572,Sequence name for WBGene00011572(mam-5). History: N.A.
F54F7.4,xtr-1,2.962667253,12.79509499,2.346701556,0,0,0,-33.3,0.0149,F54F7.4,WBGene00006965,"Sequence name for WBGene00006965(xtr-1). History: Split into F54F7.14(WBGene00269392). History of WBGene00006965: Split into ""WBGene00269392"" on 2016-02-18"
K03H6.7,clec-172,10.86379384,5.331364977,2.346308051,0,0,0,-33.26,0.012,K03H6.7,WBGene00044719,Sequence name for WBGene00044719(clec-172). History: N.A.
T15B7.10,T15B7.10,5.925251066,6.397527158,5.866975067,0,0,0,-33.06,0.00878,T15B7.10,WBGene00020522,Public name for WBGene00020522. History: N.A.
C38C6.3,C38C6.3,6.912900288,4.265033062,7.040077324,0,0,0,-32.98,0.00929,C38C6.3,WBGene00007996,Public name for WBGene00007996. History: N.A.
T26H2.4,fbxb-116,7.90045455,2.132516353,8.213431676,0,0,0,-32.9,0.012,T26H2.4,WBGene00012066,Sequence name for WBGene00012066(fbxb-116). History: N.A.
ZC21.6,ZC21.6,4.808376307,11.01233749,2.285153178,0,0,0,-32.67,0.0132,ZC21.6,WBGene00022506,Public name for WBGene00022506. History: N.A.
C03G6.14,cyp-35A1,1.975079642,6.397524198,9.387211595,0,0,0,-32.6,0.0134,C03G6.14,WBGene00015399,Sequence name for WBGene00015399(cyp-35A1). History: N.A.
ZK84.6,ins-6,5.926164955,9.596624792,2.345821476,0,0,0,-32.53,0.0127,ZK84.6,WBGene00002089,Sequence name for WBGene00002089(ins-6). History: N.A.
Y71H2AM.14,Y71H2AM.14,8.375115689,3.92934564,5.405004563,0,0,0,-32.32,0.0103,Y71H2AM.14,WBGene00022179,Public name for WBGene00022179. History: N.A.
T21B4.9,srh-70,9.875561024,1.066258002,7.040097965,0,0,0,-32.22,0.0173,T21B4.9,WBGene00005291,Sequence name for WBGene00005291(srh-70). History: N.A.
C01H6.1,col-61,3.950245322,5.331296381,8.213331225,0,0,0,-31.91,0.0113,C01H6.1,WBGene00000637,Sequence name for WBGene00000637(col-61). History: N.A.
Y34F4.4,Y34F4.4,1.975567837,10.66313505,4.690502287,0,0,0,-31.89,0.0156,Y34F4.4,WBGene00021339,Public name for WBGene00021339. History: N.A.
F02D8.5,nlp-59,8.889860101,6.397849347,2.345388902,0,0,0,-31.78,0.0135,F02D8.5,WBGene00008522,Sequence name for WBGene00008522(nlp-59). History: N.A.
T26F2.3,eol-1,2.962678441,9.596329427,4.693355666,0,0,0,-31.66,0.0135,T26F2.3,WBGene00045401,Sequence name for WBGene00045401(eol-1). History: N.A.
C18H7.13,C18H7.13,2.962711073,9.596353288,4.693217287,0,0,0,-31.65,0.0135,C18H7.13,WBGene00015996,"Public name for Dead gene WBGene00194818. History of WBGene00194818: Merged into ""WBGene00015996"" on 2013-09-04"
T22B7.8,T22B7.8,4.939734134,4.265412646,8.204758981,0,0,0,-31.62,0.0116,T22B7.8,WBGene00044570,Public name for WBGene00044570. History: N.A.
F20A1.4,F20A1.4,3.9501274,7.463764629,5.867134029,0,0,0,-31.58,0.0116,F20A1.4,WBGene00017616,Public name for WBGene00017616. History: N.A.
F59B1.4,F59B1.4,4.937857493,5.331308773,7.039804156,0,0,0,-31.49,0.0112,F59B1.4,WBGene00019098,Public name for WBGene00019098. History: N.A.
C54C6.5,C54C6.5,2.963481783,10.66324059,3.517463794,0,0,0,-31.46,0.0152,C54C6.5,WBGene00008287,Public name for WBGene00008287. History: N.A.
R13D7.1,str-41,4.937779631,6.397547753,5.866751106,0,0,0,-31.32,0.0113,R13D7.1,WBGene00006106,Sequence name for WBGene00006106(str-41). History: N.A.
F11F1.7,ttr-52,5.925696307,4.265090451,7.038954113,0,0,0,-31.24,0.0117,F11F1.7,WBGene00008719,Sequence name for WBGene00008719(ttr-52). History: N.A.
C03G6.8,nhr-147,5.925299869,5.331282545,5.866845702,0,0,0,-31.08,0.0116,C03G6.8,WBGene00015395,Sequence name for WBGene00015395(nhr-147). History: N.A.
C49A9.1,C49A9.1,5.925284787,7.463791274,3.520131407,0,0,0,-30.74,0.0133,C49A9.1,WBGene00016755,Public name for WBGene00016755. History: N.A.
Y40C7B.3,Y40C7B.3,3.95017855,12.79506249,0.0,0,0,0,-30.7,0.0458,Y40C7B.3,,Sequence name for Suppressed gene WBGene00021499. Molecular name for Suppressed gene WBGene00021499. Public name for Suppressed gene WBGene00021499. History of WBGene00021499: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
ZC449.4,ZC449.4,2.963481783,2.132648118,11.72487931,0,0,0,-30.69,0.0194,ZC449.4,WBGene00022614,Public name for WBGene00022614. History: N.A.
Y37H2C.1,Y37H2C.1,6.912680397,5.33125304,4.693784578,0,0,0,-30.66,0.0125,Y37H2C.1,WBGene00012573,Public name for WBGene00012573. History: N.A.
K08F8.7,K08F8.7,12.83879325,4.265074298,0.0,0,0,0,-30.33,0.0463,K08F8.7,WBGene00010683,Public name for WBGene00010683. History: N.A.
R01E6.2,R01E6.2,8.888595684,2.132547999,5.865704617,0,0,0,-30.32,0.0166,R01E6.2,WBGene00010968,Public name for WBGene00010968. History: N.A.
F22E5.6,F22E5.6,3.950343246,2.132530486,10.55929657,0,0,0,-30.29,0.0184,F22E5.6,WBGene00017705,Public name for WBGene00017705. History: N.A.
B0496.11,B0496.11,6.915472504,8.530782104,1.172178815,0,0,0,-30.1,0.0209,B0496.11,WBGene00194883,Public name for WBGene00194883. History: N.A.
F57B1.6,F57B1.6,1.975201257,10.66268854,2.346416116,0,0,0,-30.02,0.0238,F57B1.6,WBGene00010189,Public name for WBGene00010189. History: N.A.
W06G6.17,W06G6.17,2.963057365,6.397737626,7.037624045,0,0,0,-30.0,0.0153,W06G6.17,WBGene00086565,Public name for WBGene00086565. History: N.A.
C04E6.8,C04E6.8,6.913542576,9.59652564,0.0,0,0,0,-29.91,0.0449,C04E6.8,WBGene00015424,Public name for WBGene00015424. History: N.A.
D1054.19,D1054.19,3.953355673,3.159688364,9.4450271,0,0,0,-29.74,0.0168,D1054.19,WBGene00194677,Public name for WBGene00194677. History: N.A.
C35C5.11,gcp-2.3,3.950105693,6.397504602,5.867220348,0,0,0,-29.59,0.0149,C35C5.11,WBGene00044121,Sequence name for WBGene00044121(gcp-2.3). History: N.A.
T25E4.1,T25E4.1,2.962750089,9.596381817,3.519788882,0,0,0,-29.5,0.0186,T25E4.1,WBGene00020803,Public name for WBGene00020803. History: N.A.
K09C8.3,nas-10,4.969203706,8.584495163,2.36182575,0,0,0,-29.39,0.0187,K09C8.3,WBGene00003529,Sequence name for WBGene00003529(nas-10). History: N.A.
F56C4.1,F56C4.1,4.937894342,6.397581305,4.693109019,0,0,0,-29.17,0.0155,F56C4.1,WBGene00010144,Public name for WBGene00010144. History: N.A.
F44G3.8,fbxa-144,3.505567086,1.276923645,11.24085347,0,0,0,-29.01,0.0276,F44G3.8,WBGene00009709,"Sequence name for WBGene00009709(fbxa-144). History: Split into fbxa-142(WBGene00044659), fbxa-87(WBGene00044660), fbxa-143(WBGene00044661). History of WBGene00009709: Split into ""WBGene00044659"" on 2005-11-07; Split into ""WBGene00044660"" on 2005-11-07; Split into ""WBGene00044661"" on 2005-11-07"
C15A7.2,C15A7.2,4.937680191,7.463771776,3.520240447,0,0,0,-29.0,0.0169,C15A7.2,WBGene00007595,Public name for WBGene00007595. History: N.A.
C33G8.3,drd-10,4.938225952,7.463957992,3.519199139,0,0,0,-28.99,0.0169,C33G8.3,WBGene00016361,Sequence name for WBGene00016361(drd-10). History: N.A.
Y32B12C.3,Y32B12C.3,5.925199374,5.33126213,4.693689675,0,0,0,-28.93,0.0158,Y32B12C.3,WBGene00012526,Public name for WBGene00012526. History: N.A.
F49H12.7,F49H12.7,5.925816391,5.331387448,4.692381557,0,0,0,-28.92,0.0158,F49H12.7,WBGene00044753,Public name for WBGene00044753. History: N.A.
Y38C1AB.3,Y38C1AB.3,5.925481865,6.397583415,3.519818001,0,0,0,-28.75,0.017,Y38C1AB.3,WBGene00021405,Public name for WBGene00021405. History: N.A.
Y38C1AB.7,Y38C1AB.7,5.925481865,6.397583415,3.519818001,0,0,0,-28.75,0.017,Y38C1AB.7,WBGene00021409,Public name for WBGene00021409. History: N.A.
K03A11.4,K03A11.4,6.912694863,4.265004447,4.69375828,0,0,0,-28.68,0.0168,K03A11.4,WBGene00010521,Public name for WBGene00010521. History: N.A.
ZC262.10,ZC262.10,1.975227547,4.26508823,9.38533009,0,0,0,-28.63,0.0221,ZC262.10,WBGene00044802,"Public name for WBGene00044802. History: Split into ZC262.12(WBGene00206477). History of WBGene00044802: Split into ""WBGene00206477"" on 2011-04-26"
ZC262.9,ZC262.9,1.975227547,4.26508823,9.38533009,0,0,0,-28.63,0.0221,ZC262.9,WBGene00044801,"Public name for WBGene00044801. History: Split into ZC262.11(WBGene00206468). History of WBGene00044801: Split into ""WBGene00206468"" on 2011-03-28"
C14C11.5,srx-117,0.987558309,8.530068318,5.86671321,0,0,0,-28.38,0.0272,C14C11.5,WBGene00006008,Sequence name for WBGene00006008(srx-117). History: N.A.
C07B5.3,C07B5.3,6.914092621,6.397798616,2.345609481,0,0,0,-28.32,0.0201,C07B5.3,WBGene00007408,Public name for WBGene00007408. History: N.A.
C05B5.1,C05B5.1,1.975283255,6.39767307,7.038466242,0,0,0,-28.28,0.0215,C05B5.1,WBGene00007319,Public name for WBGene00007319. History: N.A.
C43C3.2,npr-18,2.962611414,4.265013516,8.213869886,0,0,0,-28.2,0.0201,C43C3.2,WBGene00008065,Sequence name for WBGene00008065(npr-18). History: N.A.
Y43F8A.1,Y43F8A.1,2.96384048,4.265412646,8.204758981,0,0,0,-28.16,0.0202,Y43F8A.1,WBGene00012808,Public name for WBGene00012808. History: N.A.
W07B8.4,W07B8.4,3.950223705,2.132515918,9.38680177,0,0,0,-28.13,0.0231,W07B8.4,WBGene00021072,Public name for WBGene00021072. History: N.A.
R05A10.4,R05A10.4,1.975388318,8.530333149,4.691642953,0,0,0,-27.93,0.0235,R05A10.4,WBGene00011021,Public name for WBGene00011021. History: N.A.
H12I19.4,oac-37,2.96258414,6.397506976,5.867194523,0,0,0,-27.86,0.02,H12I19.4,WBGene00010391,Sequence name for WBGene00010391(oac-37). History: N.A.
R09H10.1,R09H10.1,3.950256882,4.265039922,7.039943044,0,0,0,-27.78,0.0195,R09H10.1,WBGene00011179,Public name for WBGene00011179. History: N.A.
ZK1025.7,bah-1,2.962620521,7.463778833,4.69360131,0,0,0,-27.69,0.0211,ZK1025.7,WBGene00050875,"Sequence name for WBGene00050875(bah-1). History: N.A.. Public name for Dead gene WBGene00014187. History of WBGene00014187: Merged into ""WBGene00050875"" on 2009-09-07"
C06E1.6,fipr-16,3.952707794,5.332045655,5.856894097,0,0,0,-27.55,0.0195,C06E1.6,WBGene00015521,Sequence name for WBGene00015521(fipr-16). History: N.A.
C12D8.17,fipr-6,4.939235752,3.198986703,7.03454869,0,0,0,-27.5,0.0207,C12D8.17,WBGene00007544,Sequence name for WBGene00007544(fipr-6). History: N.A.
T28F3.6,ifta-2,4.937879038,4.265051219,5.866434943,0,0,0,-27.36,0.0198,T28F3.6,WBGene00012132,Sequence name for WBGene00012132(ifta-2). History: N.A.
T06G6.3,T06G6.3,2.876213982,8.281275537,3.625960209,0,0,0,-27.13,0.024,T06G6.3,WBGene00011545,Public name for WBGene00011545. History: N.A.
F18C5.5,F18C5.5,5.925522548,3.198796665,5.866255523,0,0,0,-27.11,0.0214,F18C5.5,WBGene00017560,Public name for WBGene00017560. History: N.A.
F08F1.3,F08F1.3,5.926139285,5.331453007,3.518773003,0,0,0,-26.76,0.0222,F08F1.3,WBGene00017257,Public name for WBGene00017257. History: N.A.
F09A5.3,F09A5.3,1.085155155,5.858059057,7.474639086,0,0,0,-26.74,0.0324,F09A5.3,WBGene00008600,Public name for WBGene00008600. History: N.A.
C54F6.6,C54F6.6,7.90117135,1.066280012,5.865312376,0,0,0,-26.6,0.0316,C54F6.6,WBGene00016924,"Public name for WBGene00016924. History: Split into C54F6.20(WBGene00271796). History of WBGene00016924: Split into ""WBGene00271796"" on 2017-09-21"
R12H7.4,R12H7.4,2.962635934,1.066255371,10.56045586,0,0,0,-26.59,0.036,R12H7.4,WBGene00011255,Public name for WBGene00011255. History: N.A.
W05B10.3,W05B10.3,5.926441398,6.397817198,2.345528682,0,0,0,-26.59,0.025,W05B10.3,WBGene00012278,Public name for WBGene00012278. History: N.A.
C41C4.2,sre-2,0.987550543,6.39753988,7.040204071,0,0,0,-26.57,0.0327,C41C4.2,WBGene00005150,"Sequence name for WBGene00005150(sre-2). History: Split into sfxn-5(WBGene00044049). History of WBGene00005150: Split into ""WBGene00044049"" on 2004-12-17"
C29F5.4,mps-1,1.975148419,5.331312076,7.039752431,0,0,0,-26.3,0.0276,C29F5.4,WBGene00003403,Sequence name for WBGene00003403(mps-1). History: N.A.
Y37H2A.13,Y37H2A.13,1.975287966,5.331397095,7.038421313,0,0,0,-26.29,0.0276,Y37H2A.13,WBGene00045417,Public name for WBGene00045417. History: N.A.
Y41D4B.17,Y41D4B.17,1.975092964,6.397533941,5.866901303,0,0,0,-26.13,0.028,Y41D4B.17,WBGene00021519,Public name for WBGene00021519. History: N.A.
F55B12.1,ceh-24,2.96268923,4.265038807,7.039964872,0,0,0,-26.05,0.026,F55B12.1,WBGene00000447,Sequence name for WBGene00000447(ceh-24). History: N.A.
T19D7.5,T19D7.5,2.962935571,4.265118853,7.038398279,0,0,0,-26.04,0.0261,T19D7.5,WBGene00020573,Public name for WBGene00020573. History: N.A.
T21C12.3,nlp-68,1.975283255,7.463951915,4.692310828,0,0,0,-25.95,0.0293,T21C12.3,WBGene00011899,Sequence name for WBGene00011899(nlp-68). History: N.A.
Y38E10A.26,nspe-2,2.963585447,5.331662355,5.861891122,0,0,0,-25.85,0.026,Y38E10A.26,WBGene00012604,Sequence name for WBGene00012604(nspe-2). History: N.A.
F47C10.7,nhr-188,1.975105875,8.530057843,3.520079182,0,0,0,-25.79,0.0316,F47C10.7,WBGene00018544,Sequence name for WBGene00018544(nhr-188). History: N.A.
K12G11.4,sodh-2,2.96265976,6.397543844,4.693434891,0,0,0,-25.7,0.0269,K12G11.4,WBGene00010791,Sequence name for WBGene00010791(sodh-2). History: Renamed on 2004-08-25
ZK470.1,ZK470.1,3.950149773,4.265013814,5.867045065,0,0,0,-25.63,0.0258,ZK470.1,WBGene00022744,"Public name for WBGene00022744. History: Split into ZK470.14(WBGene00219362). History of WBGene00022744: Split into ""WBGene00219362"" on 2012-02-13"
T23G4.4,oac-48,4.937634196,2.132501737,7.040656478,0,0,0,-25.55,0.0294,T23G4.4,WBGene00011960,Sequence name for WBGene00011960(oac-48). History: N.A.
R12G8.2,twk-36,4.937664364,2.132504678,7.040541313,0,0,0,-25.55,0.0294,R12G8.2,WBGene00006688,Sequence name for WBGene00006688(twk-36). History: N.A.
F44G3.10,F44G3.10,9.876252557,3.198824567,1.173129754,0,0,0,-25.4,0.0389,F44G3.10,WBGene00009710,Public name for WBGene00009710. History: N.A.
B0507.9,B0507.9,4.9378758,3.198787941,5.866445242,0,0,0,-25.38,0.0272,B0507.9,WBGene00015226,Public name for WBGene00015226. History: N.A.
F07B10.5,lgc-36,5.925206862,1.06625273,7.040510693,0,0,0,-25.31,0.0365,F07B10.5,WBGene00008551,Sequence name for WBGene00008551(lgc-36). History: N.A.
