# EV1.1. Genes with significantly deregulated 26G-RNA mapped reads in the directly cloned libraries.,,,,,,,
Gene stable ID (Ensembl),Gene name (Ensembl),Gene type (Ensembl),Sequence Name (WormBase),logFC (mutant vs. wildype),logCPM,PValue,FDR,Input,Suggested Match,History
WBGene00008772,irld-4,protein_coding,F13G11.2,-5.426408,1.555075,6.48855e-05,0.000267332,WBGene00008772,WBGene00008772,History: N.A.
WBGene00008661,F10G8.1,protein_coding,F10G8.1,-5.426031,1.554905,6.48999e-05,0.000267332,WBGene00008661,WBGene00008661,History: N.A.
WBGene00019664,K11H12.8,protein_coding,K11H12.8,-5.426031,1.554905,6.48999e-05,0.000267332,WBGene00019664,WBGene00019664,History: N.A.
WBGene00020416,T10E9.6,protein_coding,T10E9.6,-5.426031,1.554905,6.48999e-05,0.000267332,WBGene00020416,WBGene00020416,History: N.A.
WBGene00004373,rme-1,protein_coding,W06H8.1,-5.425654,1.554734,6.49142e-05,0.000267332,WBGene00004373,WBGene00004373,History: N.A.
WBGene00013318,Y57G11C.23,protein_coding,Y57G11C.23,-5.425654,1.554734,6.49142e-05,0.000267332,WBGene00013318,WBGene00013318,History: N.A.
WBGene00019679,K12H4.4,protein_coding,K12H4.4,-5.42316,1.552822,6.50768e-05,0.000267332,WBGene00019679,WBGene00019679,History: Renamed on 2005-03-17; Renamed on 2018-11-12
WBGene00019507,K07H8.7,protein_coding,K07H8.7,-5.422782,1.552651,6.50914e-05,0.000267332,WBGene00019507,WBGene00019507,History: N.A.
WBGene00011001,R04B5.1,protein_coding,R04B5.1,-5.422782,1.552651,6.50914e-05,0.000267332,WBGene00011001,WBGene00011001,History: N.A.
WBGene00020868,eif-1,protein_coding,T27F7.3,-5.422782,1.552651,6.50914e-05,0.000267332,WBGene00020868,WBGene00020868,"History: Split into pigb-1(WBGene00194986). History of WBGene00020868: Split into ""WBGene00194986"" on 2010-02-19"
WBGene00014042,ZK666.2,protein_coding,ZK666.2,-5.422782,1.552651,6.50914e-05,0.000267332,WBGene00014042,WBGene00014042,History: N.A.
WBGene00008687,F11A10.6,protein_coding,F11A10.6,-5.419895,1.550571,6.52707e-05,0.000267332,WBGene00008687,WBGene00008687,History: N.A.
WBGene00009049,F22B8.7,protein_coding,F22B8.7,-5.419895,1.550571,6.52707e-05,0.000267332,WBGene00009049,WBGene00009049,History: N.A.
WBGene00007489,C09G5.7,protein_coding,C09G5.7,-5.419516,1.550399,6.52856e-05,0.000267332,WBGene00007489,WBGene00007489,History: N.A.
WBGene00015855,C16C8.18,protein_coding,C16C8.18,-5.419516,1.550399,6.52856e-05,0.000267332,WBGene00015855,WBGene00015855,History: N.A.
WBGene00000275,bub-1,protein_coding,R06C7.8,-5.419516,1.550399,6.52856e-05,0.000267332,WBGene00000275,WBGene00000275,History: N.A.
WBGene00007611,C15H7.4,protein_coding,C15H7.4,-5.41699,1.548493,0.00011949,0.000485912,WBGene00007611,WBGene00007611,History: N.A.
WBGene00006624,try-6,protein_coding,F48A9.3,-5.416611,1.548321,0.000119514,0.000485912,WBGene00006624,WBGene00006624,History: N.A.
WBGene00011132,R08A2.1,protein_coding,R08A2.1,-5.413309,1.546073,0.000119837,0.000485928,WBGene00011132,WBGene00011132,History: N.A.
WBGene00013513,Y71A12C.2,protein_coding,Y71A12C.2,-5.413309,1.546073,0.000119837,0.000485928,WBGene00013513,WBGene00013513,History: N.A.
WBGene00013978,ZK507.1,protein_coding,ZK507.1,-5.413309,1.546073,0.000119837,0.000485928,WBGene00013978,WBGene00013978,History: N.A.
WBGene00010139,F56A8.3,protein_coding,F56A8.3,-5.410369,1.543999,0.000120138,0.00048629,WBGene00010139,WBGene00010139,History: N.A.
WBGene00019298,K02D7.1,protein_coding,K02D7.1,-5.410369,1.543999,0.000120138,0.00048629,WBGene00019298,WBGene00019298,History: N.A.
WBGene00004768,sel-11,protein_coding,F55A11.3,-5.407411,1.541928,0.000120444,0.000486769,WBGene00004768,WBGene00004768,History: Renamed on 2008-11-05
WBGene00195185,F19G12.9,protein_coding,F19G12.9,-5.407031,1.541755,0.000120469,0.000486769,WBGene00195185,WBGene00195185,History: N.A.
WBGene00019667,K12B6.2,protein_coding,K12B6.2,-5.403673,1.539512,0.000120805,0.000487695,WBGene00019667,WBGene00019667,History: Renamed on 2017-10-11
WBGene00009454,F36A2.7,protein_coding,F36A2.7,-5.400677,1.537446,0.000121119,0.000488531,WBGene00009454,WBGene00009454,History: N.A.
WBGene00016389,C34B2.4,protein_coding,C34B2.4,-5.387356,1.528676,0.000224142,0.000883827,WBGene00016389,WBGene00016389,History: N.A.
WBGene00018980,F56F4.3,protein_coding,F56F4.3,-5.37861,1.531772,6.70081e-05,0.00027414,WBGene00018980,WBGene00018980,History: N.A.
WBGene00016351,C33F10.1,protein_coding,C33F10.1,-5.37686,1.521984,0.000225925,0.000890091,WBGene00016351,WBGene00016351,History: N.A.
WBGene00194649,Y57G11C.1130,protein_coding,Y57G11C.1130,-5.369416,1.52524,6.76659e-05,0.000276585,WBGene00194649,WBGene00194649,History: N.A.
WBGene00007675,C18D4.6,protein_coding,C18D4.6,-5.362676,1.520653,6.81465e-05,0.000278052,WBGene00007675,WBGene00007675,History: N.A.
WBGene00012156,ebp-2,protein_coding,VW02B12L.3,-5.362676,1.520653,6.81465e-05,0.000278052,WBGene00012156,WBGene00012156,History: N.A.
WBGene00016977,akap-1,protein_coding,C56G2.1,-5.359659,1.518546,0.000124202,0.000500525,WBGene00016977,WBGene00016977,History: N.A.
WBGene00016395,C34B2.10,protein_coding,C34B2.10,-5.356237,1.516257,0.000124604,0.000501262,WBGene00016395,WBGene00016395,History: Renamed on 2005-03-17
WBGene00021820,nipa-1,protein_coding,Y53G8B.4,-5.356237,1.516257,0.000124604,0.000501262,WBGene00021820,WBGene00021820,History: N.A.
WBGene00010685,aipl-1,protein_coding,K08F9.2,-5.352793,1.51397,0.000125012,0.000502462,WBGene00010685,WBGene00010685,History: Renamed on 2009-02-16
WBGene00001426,fkb-1,protein_coding,F36H1.1,-5.349713,1.51187,0.000125393,0.00050355,WBGene00001426,WBGene00001426,History: N.A.
WBGene00006713,ubc-18,protein_coding,R01H2.6,-5.346225,1.509586,0.000125813,0.000504797,WBGene00006713,WBGene00006713,History: N.A.
WBGene00003456,msp-63,protein_coding,K05F1.7,-5.342714,1.507305,0.000126241,0.000506069,WBGene00003456,WBGene00003456,History: N.A.
WBGene00195233,F31E9.11,ncRNA,F31E9.11,-5.342079527,4.652121221,3.45574e-28,1.83958e-26,WBGene00195233,WBGene00195233,History: N.A.
WBGene00007363,stdh-1,protein_coding,C06B3.4,-5.339567,1.505212,0.000126639,0.000506337,WBGene00007363,WBGene00007363,History: Renamed on 2004-08-25
WBGene00003962,pdi-1,protein_coding,C14B1.1,-5.339567,1.505212,0.000126639,0.000506337,WBGene00003962,WBGene00003962,History: N.A.
WBGene00044094,fitm-2,protein_coding,ZK265.9,-5.339567,1.505212,0.000126639,0.000506337,WBGene00044094,WBGene00044094,History: N.A.
WBGene00167822,21ur-12937,piRNA,F21C3.8,-5.335622,1.502746,0.000127117,0.000506354,WBGene00167822,WBGene00167822,History: N.A.
WBGene00007224,C01G6.2,protein_coding,C01G6.2,-5.332817,1.500846,0.000127491,0.000506354,WBGene00007224,WBGene00007224,History: N.A.
WBGene00018284,F41E6.1,protein_coding,F41E6.1,-5.332817,1.500846,0.000127491,0.000506354,WBGene00018284,WBGene00018284,"History: Split into F41E6.17(WBGene00194909). History of WBGene00018284: Split into ""WBGene00194909"" on 2009-12-22"
WBGene00020628,T20F5.6,protein_coding,T20F5.6,-5.332817,1.500846,0.000127491,0.000506354,WBGene00020628,WBGene00020628,History: N.A.
WBGene00020895,T28D9.3,protein_coding,T28D9.3,-5.332817,1.500846,0.000127491,0.000506354,WBGene00020895,WBGene00020895,History: N.A.
WBGene00018783,cbs-2,protein_coding,F54A3.4,-5.332428,1.500658,0.000127529,0.000506354,WBGene00018783,WBGene00018783,History: N.A.
WBGene00001038,dnj-20,protein_coding,T15H9.7,-5.332428,1.500658,0.000127529,0.000506354,WBGene00001038,WBGene00001038,History: N.A.
WBGene00013526,Y73F8A.20,protein_coding,Y73F8A.20,-5.332428,1.500658,0.000127529,0.000506354,WBGene00013526,WBGene00013526,History: N.A.
WBGene00003994,pgl-3,protein_coding,C18G1.4,-5.329211,1.498572,0.000127947,0.000507133,WBGene00003994,WBGene00003994,History: Renamed on 2005-10-06
WBGene00005011,F26F4.8,protein_coding,F26F4.8,-5.329211,1.498572,0.000127947,0.000507133,WBGene00005011,WBGene00005011,History: N.A.
WBGene00044559,ZK380.5,protein_coding,ZK380.5,-5.322891569,5.247462216,4.35636e-33,3.69322e-31,WBGene00044559,WBGene00044559,History: N.A.
WBGene00002068,ify-1,protein_coding,C27A2.3,-5.321925,1.494029,0.000234362,0.000921743,WBGene00002068,WBGene00002068,History: N.A.
WBGene00008920,eef-1G,protein_coding,F17C11.9,-5.321925,1.494029,0.000234362,0.000921743,WBGene00008920,WBGene00008920,History: N.A.
WBGene00008498,F01D5.8,protein_coding,F01D5.8,-5.320346775,2.855542707,8.50723e-12,9.03622e-11,WBGene00008498,WBGene00008498,History: N.A.
WBGene00009149,F26D2.10,protein_coding,F26D2.10,-5.318244,1.49176,0.000235127,0.000923957,WBGene00009149,WBGene00009149,History: N.A.
WBGene00219477,F57G8.14,pseudogene,F57G8.14,-5.311193,1.487418,0.000236628,0.00092906,WBGene00219477,WBGene00219477,History: N.A.
WBGene00219689,linc-41,lincRNA,F36A4.22,-5.299596715,2.834359547,1.32007e-11,1.36418e-10,WBGene00219689,WBGene00219689,History: N.A.
WBGene00011499,T05G5.4,protein_coding,T05G5.4,-5.29001314,2.824272782,1.34371e-11,1.38548e-10,WBGene00011499,WBGene00011499,History: N.A.
WBGene00044042,Y46G5A.37,pseudogene,Y46G5A.37,-5.273993,1.469158,0.000134625,0.000532684,WBGene00044042,WBGene00044042,History: N.A.
WBGene00021993,Y59E9AL.3,protein_coding,Y59E9AL.3,-5.273993,1.469158,0.000134625,0.000532684,WBGene00021993,WBGene00021993,History: N.A.
WBGene00000098,air-1,protein_coding,K07C11.2,-5.271486697,2.814423407,2.04756e-11,2.07843e-10,WBGene00000098,WBGene00000098,History: N.A.
WBGene00012514,Y26E6A.3,protein_coding,Y26E6A.3,-5.259149,1.460105,0.000247146,0.000968285,WBGene00012514,WBGene00012514,History: N.A.
WBGene00003902,pab-1,protein_coding,Y106G6H.2,-5.256036,1.458202,0.000247919,0.000968285,WBGene00003902,WBGene00003902,History: N.A.
WBGene00009893,F49E11.7,protein_coding,F49E11.7,-5.255651,1.457999,0.000248002,0.000968285,WBGene00009893,WBGene00009893,History: N.A.
WBGene00011962,T23G5.2,protein_coding,T23G5.2,-5.255651,1.457999,0.000248002,0.000968285,WBGene00011962,WBGene00011962,History: N.A.
WBGene00044393,ZK1248.20,protein_coding,ZK1248.20,-5.255651,1.457999,0.000248002,0.000968285,WBGene00044393,WBGene00044393,History: N.A.
WBGene00044324,ufm-1,protein_coding,ZK652.3,-5.255265,1.457796,0.000248085,0.000968285,WBGene00044324,WBGene00044324,History: Renamed on 2013-03-15
WBGene00018548,clec-79,protein_coding,F47C12.4,-5.252122,1.455896,0.000248862,0.000968285,WBGene00018548,WBGene00018548,History: N.A.
WBGene00016177,C28C12.1,protein_coding,C28C12.1,-5.251737,1.455692,0.000248945,0.000968285,WBGene00016177,WBGene00016177,History: N.A.
WBGene00004759,sel-1,protein_coding,F45D3.5,-5.251737,1.455692,0.000248945,0.000968285,WBGene00004759,WBGene00004759,History: N.A.
WBGene00010317,idh-1,protein_coding,F59B8.2,-5.251737,1.455692,0.000248945,0.000968285,WBGene00010317,WBGene00010317,History: N.A.
WBGene00043743,Y59E9AL.2,protein_coding,Y59E9AL.2,-5.251737,1.455692,0.000248945,0.000968285,WBGene00043743,WBGene00043743,History: Killed on 2004-10-04; Resurrected on 2005-06-22
WBGene00018120,F36H12.4,protein_coding,F36H12.4,-5.250523291,3.476437278,8.03028e-17,1.42491e-15,WBGene00018120,WBGene00018120,History: N.A.
WBGene00219451,F52D2.12,protein_coding,F52D2.12,-5.250408636,3.477172726,8.02564e-17,1.42491e-15,WBGene00219451,WBGene00219451,History: N.A.
WBGene00015572,C07G1.6,protein_coding,C07G1.6,-5.248178,1.453591,0.00024981,0.000968684,WBGene00015572,WBGene00015572,History: N.A.
WBGene00000371,cco-1,protein_coding,F26E4.9,-5.248178,1.453591,0.00024981,0.000968684,WBGene00000371,WBGene00000371,History: Renamed on 2017-09-05
WBGene00011467,decr-1.3,protein_coding,T05C12.3,-5.248178,1.453591,0.00024981,0.000968684,WBGene00011467,WBGene00011467,History: N.A.
WBGene00013500,Y71A12B.2,protein_coding,Y71A12B.2,-5.247792,1.453387,0.000249894,0.000968684,WBGene00013500,WBGene00013500,History: N.A.
WBGene00020966,W03A5.1,protein_coding,W03A5.1,-5.244204,1.451288,0.000250764,0.000969007,WBGene00020966,WBGene00020966,History: N.A.
WBGene00022008,Y59H11AM.4,protein_coding,Y59H11AM.4,-5.244204,1.451288,0.000250764,0.000969007,WBGene00022008,WBGene00022008,History: N.A.
WBGene00013478,Y69E1A.8,protein_coding,Y69E1A.8,-5.242123457,2.788576701,3.21465e-11,3.14459e-10,WBGene00013478,WBGene00013478,History: N.A.
WBGene00018784,F54A3.5,protein_coding,F54A3.5,-5.240199,1.448987,0.000251724,0.000969007,WBGene00018784,WBGene00018784,History: N.A.
WBGene00011155,R09B3.2,protein_coding,R09B3.2,-5.240199,1.448987,0.000251724,0.000969007,WBGene00011155,WBGene00011155,History: N.A.
WBGene00012249,W04E12.4,protein_coding,W04E12.4,-5.240199,1.448987,0.000251724,0.000969007,WBGene00012249,WBGene00012249,History: N.A.
WBGene00006625,try-7,protein_coding,ZC581.6,-5.240199,1.448987,0.000251724,0.000969007,WBGene00006625,WBGene00006625,"History: Split into ZC581.10(WBGene00195178). History of WBGene00006625: Split into ""WBGene00195178"" on 2010-06-23"
WBGene00001424,fis-1,protein_coding,F41G3.4,-5.236552,1.446893,0.000252604,0.000969007,WBGene00001424,WBGene00001424,History: N.A.
WBGene00009708,F44G3.7,protein_coding,F44G3.7,-5.236552,1.446893,0.000252604,0.000969007,WBGene00009708,WBGene00009708,History: N.A.
WBGene00009884,F49C12.15,protein_coding,F49C12.15,-5.236552,1.446893,0.000252604,0.000969007,WBGene00009884,WBGene00009884,History: N.A.
WBGene00000517,cki-2,protein_coding,T05A6.2,-5.236552,1.446893,0.000252604,0.000969007,WBGene00000517,WBGene00000517,History: N.A.
WBGene00007554,pptr-2,protein_coding,C13G3.3,-5.236164,1.446688,0.00025269,0.000969007,WBGene00007554,WBGene00007554,History: N.A.
WBGene00050956,C14A6.13,protein_coding,C14A6.13,-5.232876,1.444802,0.000253488,0.000969007,WBGene00050956,WBGene00050956,History: N.A.
WBGene00007791,C28A5.6,protein_coding,C28A5.6,-5.232487,1.444596,0.000253576,0.000969007,WBGene00007791,WBGene00007791,History: N.A.
WBGene00044529,irld-1,protein_coding,D2063.4,-5.232487,1.444596,0.000253576,0.000969007,WBGene00044529,WBGene00044529,History: N.A.
WBGene00008581,acl-13,protein_coding,F08G5.2,-5.232487,1.444596,0.000253576,0.000969007,WBGene00008581,WBGene00008581,History: N.A.
WBGene00003742,nlp-4,protein_coding,F59C6.6,-5.232487,1.444596,0.000253576,0.000969007,WBGene00003742,WBGene00003742,"History: Split into F59C6.18(WBGene00206464). History of WBGene00003742: Split into ""WBGene00206464"" on 2011-03-28"
WBGene00014238,ZK1225.4,protein_coding,ZK1225.4,-5.232487,1.444596,0.000253576,0.000969007,WBGene00014238,WBGene00014238,History: N.A.
WBGene00007825,C30H6.8,protein_coding,C30H6.8,-5.228392,1.442301,0.000254555,0.000969848,WBGene00007825,WBGene00007825,History: N.A.
WBGene00017737,F23C8.8,protein_coding,F23C8.8,-5.228392,1.442301,0.000254555,0.000969848,WBGene00017737,WBGene00017737,History: N.A.
WBGene00010634,K07F5.6,protein_coding,K07F5.6,-5.228392,1.442301,0.000254555,0.000969848,WBGene00010634,WBGene00010634,History: N.A.
WBGene00021016,W03G9.5,protein_coding,W03G9.5,-5.228003,1.442094,0.000254643,0.000969848,WBGene00021016,WBGene00021016,History: N.A.
WBGene00194787,T16G1.13,protein_coding,T16G1.13,-5.224656,1.440214,0.000462059,0.001742575,WBGene00194787,WBGene00194787,History: N.A.
WBGene00021154,Y4C6A.4,protein_coding,Y4C6A.4,-5.224266,1.440007,0.000462199,0.001742575,WBGene00021154,WBGene00021154,History: N.A.
WBGene00015970,C18E3.1,protein_coding,C18E3.1,-5.220891,1.438131,0.000463479,0.001742575,WBGene00015970,WBGene00015970,History: N.A.
WBGene00016807,C50D2.3,protein_coding,C50D2.3,-5.220501,1.437923,0.000463621,0.001742575,WBGene00016807,WBGene00016807,History: N.A.
WBGene00005019,sqv-1,protein_coding,D2096.4,-5.220501,1.437923,0.000463621,0.001742575,WBGene00005019,WBGene00005019,History: N.A.
WBGene00012637,Y38H8A.3,protein_coding,Y38H8A.3,-5.220501,1.437923,0.000463621,0.001742575,WBGene00012637,WBGene00012637,History: N.A.
WBGene00016413,C34F11.1,protein_coding,C34F11.1,-5.216315,1.435634,0.000465194,0.001743438,WBGene00016413,WBGene00016413,History: N.A.
WBGene00014062,ZK673.6,protein_coding,ZK673.6,-5.216315,1.435634,0.000465194,0.001743438,WBGene00014062,WBGene00014062,History: N.A.
WBGene00018123,F36H12.9,protein_coding,F36H12.9,-5.215904855,2.767148185,5.01695e-11,4.81501e-10,WBGene00018123,WBGene00018123,History: N.A.
WBGene00007300,C04F12.6,pseudogene,C04F12.6,-5.199887,1.426703,0.000468944,0.001743438,WBGene00007300,WBGene00007300,History: N.A.
WBGene00004426,rpl-14,protein_coding,C04F12.4,-5.175438,1.413461,0.000262337,0.00099832,WBGene00004426,WBGene00004426,History: N.A.
WBGene00011469,dylt-3,protein_coding,T05C12.5,-5.171132,1.411121,0.000262794,0.000998658,WBGene00011469,WBGene00011469,History: N.A.
WBGene00019900,vdac-1,protein_coding,R05G6.7,-5.166816,1.408782,0.000263255,0.000998658,WBGene00019900,WBGene00019900,History: N.A.
WBGene00022243,Y73B6BL.22,protein_coding,Y73B6BL.22,-5.166816,1.408782,0.000263255,0.000998658,WBGene00022243,WBGene00022243,History: N.A.
WBGene00004420,rpl-9,protein_coding,R13A5.8,-5.166412,1.408561,0.000263299,0.000998658,WBGene00004420,WBGene00004420,History: N.A.
WBGene00000099,air-2,protein_coding,B0207.4,-5.16249,1.406445,0.000475055,0.001743438,WBGene00000099,WBGene00000099,History: N.A.
WBGene00195184,F19G12.8,protein_coding,F19G12.8,-5.158154,1.40411,0.00047579,0.001743438,WBGene00195184,WBGene00195184,History: N.A.
WBGene00194703,F26B1.8,protein_coding,F26B1.8,-5.154215,1.401998,0.000476461,0.001743438,WBGene00194703,WBGene00194703,History: N.A.
WBGene00011008,R04B5.11,protein_coding,R04B5.11,-5.154215,1.401998,0.000476461,0.001743438,WBGene00011008,WBGene00011008,History: N.A.
WBGene00001037,dnj-19,protein_coding,T05C3.5,-5.154215,1.401998,0.000476461,0.001743438,WBGene00001037,WBGene00001037,History: Renamed on 2005-12-16
WBGene00021271,spe-47,protein_coding,Y23H5A.4,-5.154215,1.401998,0.000476461,0.001743438,WBGene00021271,WBGene00021271,History: N.A.
WBGene00194699,Y43F8B.22,protein_coding,Y43F8B.22,-5.153808,1.401776,0.000476532,0.001743438,WBGene00194699,WBGene00194699,History: N.A.
WBGene00014225,ZK1098.9,protein_coding,ZK1098.9,-5.153808,1.401776,0.000476532,0.001743438,WBGene00014225,WBGene00014225,"History: Split into ZK1098.12(WBGene00194691). History of WBGene00014225: Split into ""WBGene00194691"" on 2009-07-03"
WBGene00001230,eif-3.G,protein_coding,F22B5.2,-5.150268,1.399889,0.000477136,0.001743438,WBGene00001230,WBGene00001230,History: N.A.
WBGene00013463,Y67H2A.5,protein_coding,Y67H2A.5,-5.150268,1.399889,0.000477136,0.001743438,WBGene00013463,WBGene00013463,History: N.A.
WBGene00014888,Y43F8B.8,pseudogene,Y43F8B.8,-5.14986,1.399667,0.000477208,0.001743438,WBGene00014888,WBGene00014888,History: N.A.
WBGene00007049,tag-191,protein_coding,C53A5.4,-5.145904,1.397561,0.000477889,0.001743438,WBGene00007049,WBGene00007049,History: N.A.
WBGene00194647,Y51H4A.935,protein_coding,Y51H4A.935,-5.145904,1.397561,0.000477889,0.001743438,WBGene00194647,WBGene00194647,History: N.A.
WBGene00004502,rpt-2,protein_coding,F29G9.5,-5.145494,1.397338,0.000477961,0.001743438,WBGene00004502,WBGene00004502,History: N.A.
WBGene00020686,T22D1.8,protein_coding,T22D1.8,-5.141939,1.395457,0.000478575,0.001743438,WBGene00020686,WBGene00020686,History: N.A.
WBGene00021792,Y52D5A.1,pseudogene,Y52D5A.1,-5.141939,1.395457,0.000478575,0.001743438,WBGene00021792,WBGene00021792,History: N.A.
WBGene00007427,C08B6.6,protein_coding,C08B6.6,-5.141529,1.395234,0.000478648,0.001743438,WBGene00007427,WBGene00007427,History: N.A.
WBGene00008506,tkt-1,protein_coding,F01G10.1,-5.141529,1.395234,0.000478648,0.001743438,WBGene00008506,WBGene00008506,History: N.A.
WBGene00022140,Y71G12A.4,protein_coding,Y71G12A.4,-5.141529,1.395234,0.000478648,0.001743438,WBGene00022140,WBGene00022140,History: N.A.
WBGene00009129,F25H5.7,protein_coding,F25H5.7,-5.141118,1.395011,0.000478721,0.001743438,WBGene00009129,WBGene00009129,History: N.A.
WBGene00022089,Y69A2AR.18,protein_coding,Y69A2AR.18,-5.141118,1.395011,0.000478721,0.001743438,WBGene00022089,WBGene00022089,History: N.A.
WBGene00018163,F38A5.6,protein_coding,F38A5.6,-5.137555,1.393132,0.000479339,0.001743438,WBGene00018163,WBGene00018163,History: N.A.
WBGene00020356,T08B6.9,protein_coding,T08B6.9,-5.137555,1.393132,0.000479339,0.001743438,WBGene00020356,WBGene00020356,History: N.A.
WBGene00020707,wago-10,protein_coding,T22H9.3,-5.137555,1.393132,0.000479339,0.001743438,WBGene00020707,WBGene00020707,History: N.A.
WBGene00022646,acl-9,protein_coding,ZK40.1,-5.137555,1.393132,0.000479339,0.001743438,WBGene00022646,WBGene00022646,History: N.A.
WBGene00000546,clp-6,protein_coding,Y77E11A.10,-5.137143,1.392909,0.000479413,0.001743438,WBGene00000546,WBGene00000546,"History: Split into Y77E11A.23(WBGene00235267). History of WBGene00000546: Split into ""WBGene00235267"" on 2013-09-04"
WBGene00015206,B0495.7,protein_coding,B0495.7,-5.13316,1.39081,0.000480111,0.001743438,WBGene00015206,WBGene00015206,History: N.A.
WBGene00016336,C33C12.4,protein_coding,C33C12.4,-5.13316,1.39081,0.000480111,0.001743438,WBGene00016336,WBGene00016336,History: N.A.
WBGene00020913,W01B11.1,protein_coding,W01B11.1,-5.13316,1.39081,0.000480111,0.001743438,WBGene00020913,WBGene00020913,History: N.A.
WBGene00235342,Y69A2AR.50,protein_coding,Y69A2AR.50,-5.13316,1.39081,0.000480111,0.001743438,WBGene00235342,WBGene00235342,History: N.A.
WBGene00077699,C45B11.8,protein_coding,C45B11.8,-5.132747,1.390586,0.000480185,0.001743438,WBGene00077699,WBGene00077699,History: N.A.
WBGene00013175,Y53F4B.36,protein_coding,Y53F4B.36,-5.132747,1.390586,0.000480185,0.001743438,WBGene00013175,WBGene00013175,History: N.A.
WBGene00018954,F56C9.11,protein_coding,F56C9.11,-5.129169,1.388713,0.000480813,0.001743438,WBGene00018954,WBGene00018954,History: N.A.
WBGene00011379,T02E1.7,protein_coding,T02E1.7,-5.129169,1.388713,0.000480813,0.001743438,WBGene00011379,WBGene00011379,History: N.A.
WBGene00007503,C09H10.9,protein_coding,C09H10.9,-5.128754,1.388489,0.000480888,0.001743438,WBGene00007503,WBGene00007503,History: N.A.
WBGene00015992,C18H2.5,protein_coding,C18H2.5,-5.128754,1.388489,0.000480888,0.001743438,WBGene00015992,WBGene00015992,History: N.A.
WBGene00006059,stc-1,protein_coding,F54C9.2,-5.128754,1.388489,0.000480888,0.001743438,WBGene00006059,WBGene00006059,History: N.A.
WBGene00000065,act-3,protein_coding,T04C12.4,-5.128754,1.388489,0.000480888,0.001743438,WBGene00000065,WBGene00000065,History: N.A.
WBGene00012297,W06D4.3,protein_coding,W06D4.3,-5.124754,1.386395,0.000481597,0.001743438,WBGene00012297,WBGene00012297,History: N.A.
WBGene00001405,fce-1,protein_coding,C04F12.10,-5.124338,1.38617,0.000481673,0.001743438,WBGene00001405,WBGene00001405,History: N.A.
WBGene00006518,tag-173,protein_coding,F27D4.5,-5.124338,1.38617,0.000481673,0.001743438,WBGene00006518,WBGene00006518,History: Renamed on 2016-11-29
WBGene00009353,sdhd-1,protein_coding,F33A8.5,-5.124338,1.38617,0.000481673,0.001743438,WBGene00009353,WBGene00009353,History: N.A.
WBGene00010544,K03H1.9,protein_coding,K03H1.9,-5.124338,1.38617,0.000481673,0.001743438,WBGene00010544,WBGene00010544,History: N.A.
WBGene00018122,ttbk-2,protein_coding,F36H12.8,-5.123921,1.385945,0.00048175,0.001743438,WBGene00018122,WBGene00018122,History: N.A.
WBGene00009783,rer-1,protein_coding,F46C5.8,-5.120327,1.384078,0.000873082,0.003142705,WBGene00009783,WBGene00009783,History: N.A.
WBGene00017975,F32B5.1,protein_coding,F32B5.1,-5.11991,1.383853,0.000873202,0.003142705,WBGene00017975,WBGene00017975,History: N.A.
WBGene00004442,rpl-28,protein_coding,R11D1.8,-5.116308,1.381989,0.000874203,0.003143833,WBGene00004442,WBGene00004442,History: N.A.
WBGene00017700,F22D3.4,protein_coding,F22D3.4,-5.107401,1.377366,0.000876717,0.003148514,WBGene00017700,WBGene00017700,History: N.A.
WBGene00019812,R01H2.4,protein_coding,R01H2.4,-5.102931,1.375058,0.00087799,0.003148514,WBGene00019812,WBGene00019812,History: N.A.
WBGene00001046,dnj-28,protein_coding,Y54E10BL.4,-5.102931,1.375058,0.00087799,0.003148514,WBGene00001046,WBGene00001046,History: N.A.
WBGene00044005,F37C12.18,protein_coding,F37C12.18,-5.089583181,2.673458788,4.65955e-10,4.02479e-09,WBGene00044005,WBGene00044005,History: N.A.
WBGene00006537,tbb-2,protein_coding,C36E8.5,-5.079892958,2.652797427,3.175e-10,2.79522e-09,WBGene00006537,WBGene00006537,History: N.A.
WBGene00006449,alg-4,protein_coding,ZK757.3,-5.078357529,2.660675801,4.7621e-10,4.10563e-09,WBGene00006449,WBGene00006449,History: Renamed on 2013-12-23
WBGene00018008,vpr-1,protein_coding,F33D11.11,-5.071223,1.357391,0.000492081,0.001778018,WBGene00018008,WBGene00018008,History: N.A.
WBGene00206390,F14F7.7,protein_coding,F14F7.7,-5.058265,1.350771,0.000494668,0.001784888,WBGene00206390,WBGene00206390,History: N.A.
WBGene00008529,F02E9.3,protein_coding,F02E9.3,-5.057828,1.350532,0.000494763,0.001784888,WBGene00008529,WBGene00008529,History: N.A.
WBGene00004496,rps-27,protein_coding,F56E10.4,-5.053192,1.34817,0.000893788,0.003148514,WBGene00004496,WBGene00004496,History: N.A.
WBGene00015143,B0336.3,protein_coding,B0336.3,-5.048983,1.34605,0.000895115,0.003148514,WBGene00015143,WBGene00015143,History: N.A.
WBGene00019586,K09F6.3,protein_coding,K09F6.3,-5.048983,1.34605,0.000895115,0.003148514,WBGene00019586,WBGene00019586,History: N.A.
WBGene00015009,B0041.5,protein_coding,B0041.5,-5.044764,1.343933,0.000896453,0.003148514,WBGene00015009,WBGene00015009,"History: Split into B0041.12(WBGene00303032). History of WBGene00015009: Split into ""WBGene00303032"" on 2018-03-02"
