# CSR-1 22G-RNA targets,,,
# CSR-1 targets > 1 RPM,> 1 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 50 RPM,> 50 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 150 RPM,> 150 RPM in IP and log2FC (IP/Input) > 1,,
# Sorted embryos,1 cell,early vs 1-cell,late vs 1-cell
# Stable,> 1TPM,has to be -0.5< log2FC <0.5,has to be -0.5< log2FC <0.5
# Late degraded,> 1TPM,has to be -0.5< log2FC <0.5,has to be log2FC < -1
# Early degraded,> 1TPM,has to be log2FC < -1,has to be log2FC < -1
# Maternal cleared ,> 1TPM,has to be log2FC < -0.5,has to be log2FC < -1
# Newly zygotic,< 1TPM,> 1TPM and log2FC > 1,> 1TPM and log2FC > 1
# Maternal and zygotic,> 1TPM,log2FC > 0.5,
# Maternal and zygotic,> 1TPM,,log2FC > 0.5
# all in 1-Cell,> 1TPM,,
CSR-1 Embryo Targets > 1 RPM (2351),Unnamed: 1,Unnamed: 2,Unnamed: 3,Input,Suggested Match,History
WBGene00010303,,,,WBGene00010303,WBGene00010303,History: N.A.
WBGene00010304,,,,WBGene00010304,WBGene00010304,History: N.A.
WBGene00010317,,,,WBGene00010317,WBGene00010317,History: N.A.
WBGene00010325,,,,WBGene00010325,WBGene00010325,History: N.A.
WBGene00010326,,,,WBGene00010326,WBGene00010326,History: N.A.
WBGene00010333,,,,WBGene00010333,WBGene00010333,History: N.A.
WBGene00010337,,,,WBGene00010337,WBGene00010337,History: N.A.
WBGene00010351,,,,WBGene00010351,WBGene00010351,History: N.A.
WBGene00010353,,,,WBGene00010353,WBGene00010353,History: N.A.
WBGene00010354,,,,WBGene00010354,WBGene00010354,History: N.A.
WBGene00010363,,,,WBGene00010363,WBGene00010363,"History: Split into H04D03.6(WBGene00194861). History of WBGene00010363: Split into ""WBGene00194861"" on 2009-11-16"
WBGene00010367,,,,WBGene00010367,WBGene00010367,"History: Split into H05L14.3(WBGene00271605). History of WBGene00010367: Split into ""WBGene00271605"" on 2017-03-02"
WBGene00010397,,,,WBGene00010397,WBGene00010397,History: N.A.
WBGene00010405,,,,WBGene00010405,WBGene00010405,History: N.A.
WBGene00010408,,,,WBGene00010408,WBGene00010408,History: N.A.
WBGene00010409,,,,WBGene00010409,WBGene00010409,History: N.A.
WBGene00010416,,,,WBGene00010416,WBGene00010416,History: N.A.
WBGene00010419,,,,WBGene00010419,WBGene00010419,History: Renamed on 2005-03-17
WBGene00010427,,,,WBGene00010427,WBGene00010427,History: N.A.
WBGene00010428,,,,WBGene00010428,WBGene00010428,History: N.A.
WBGene00010437,,,,WBGene00010437,WBGene00010437,History: N.A.
WBGene00010444,,,,WBGene00010444,WBGene00010444,History: N.A.
WBGene00010458,,,,WBGene00010458,WBGene00010458,History: N.A.
WBGene00010465,,,,WBGene00010465,WBGene00010465,"History: Split into ""WBGene00303067"" on 2018-03-02"
WBGene00010471,,,,WBGene00010471,WBGene00010471,History: N.A.
WBGene00010476,,,,WBGene00010476,WBGene00010476,History: Renamed on 2008-08-22
WBGene00010478,,,,WBGene00010478,WBGene00010478,History: N.A.
WBGene00010480,,,,WBGene00010480,WBGene00010480,History: N.A.
WBGene00010481,,,,WBGene00010481,WBGene00010481,History: N.A.
WBGene00010492,,,,WBGene00010492,WBGene00010492,History: N.A.
WBGene00010493,,,,WBGene00010493,WBGene00010493,History: N.A.
WBGene00010498,,,,WBGene00010498,WBGene00010498,History: N.A.
WBGene00010502,,,,WBGene00010502,WBGene00010502,History: N.A.
WBGene00010519,,,,WBGene00010519,WBGene00010519,History: N.A.
WBGene00010537,,,,WBGene00010537,WBGene00010537,History: N.A.
WBGene00010542,,,,WBGene00010542,WBGene00010542,History: N.A.
WBGene00010551,,,,WBGene00010551,WBGene00010551,History: N.A.
WBGene00010565,,,,WBGene00010565,WBGene00010565,History: N.A.
WBGene00010608,,,,WBGene00010608,WBGene00010608,"History: Split into K07A1.17(WBGene00044987). History of WBGene00010608: Split into ""WBGene00044987"" on 2006-09-04"
WBGene00010616,,,,WBGene00010616,WBGene00010616,History: N.A.
WBGene00010621,,,,WBGene00010621,WBGene00010621,History: N.A.
WBGene00010624,,,,WBGene00010624,WBGene00010624,History: N.A.
WBGene00010627,,,,WBGene00010627,WBGene00010627,History: N.A.
WBGene00010629,,,,WBGene00010629,WBGene00010629,History: N.A.
WBGene00010631,,,,WBGene00010631,WBGene00010631,History: N.A.
WBGene00010638,,,,WBGene00010638,WBGene00010638,History: N.A.
WBGene00010663,,,,WBGene00010663,WBGene00010663,"History: Split into mlc-7(WBGene00023451). History of WBGene00010663: Split into ""WBGene00023451"" on 2004-07-22"
WBGene00010664,,,,WBGene00010664,WBGene00010664,History: N.A.
WBGene00010665,,,,WBGene00010665,WBGene00010665,History: N.A.
WBGene00010670,,,,WBGene00010670,WBGene00010670,History: N.A.
WBGene00010677,,,,WBGene00010677,WBGene00010677,History: N.A.
WBGene00010678,,,,WBGene00010678,WBGene00010678,History: N.A.
WBGene00010681,,,,WBGene00010681,WBGene00010681,History: N.A.
WBGene00010685,,,,WBGene00010685,WBGene00010685,History: Renamed on 2009-02-16
WBGene00010702,,,,WBGene00010702,WBGene00010702,History: N.A.
WBGene00010721,,,,WBGene00010721,WBGene00010721,History: N.A.
WBGene00010723,,,,WBGene00010723,WBGene00010723,History: N.A.
WBGene00010730,,,,WBGene00010730,WBGene00010730,History: N.A.
WBGene00010736,,,,WBGene00010736,WBGene00010736,History: N.A.
WBGene00010738,,,,WBGene00010738,WBGene00010738,History: N.A.
WBGene00010744,,,,WBGene00010744,WBGene00010744,History: N.A.
WBGene00010758,,,,WBGene00010758,WBGene00010758,History: N.A.
WBGene00010771,,,,WBGene00010771,WBGene00010771,History: N.A.
WBGene00010776,,,,WBGene00010776,WBGene00010776,"History: Split into K11E4.6(WBGene00077679). History of WBGene00010776: Renamed on 2006-12-15; Split into ""WBGene00077679"" on 2008-02-22"
WBGene00010778,,,,WBGene00010778,WBGene00010778,History: N.A.
WBGene00010794,,,,WBGene00010794,WBGene00010794,History: N.A.
WBGene00010806,,,,WBGene00010806,WBGene00010806,History: N.A.
WBGene00010815,,,,WBGene00010815,WBGene00010815,History: N.A.
WBGene00010828,,,,WBGene00010828,WBGene00010828,History: N.A.
WBGene00010839,,,,WBGene00010839,WBGene00010839,History: N.A.
WBGene00010844,,,,WBGene00010844,WBGene00010844,History: N.A.
WBGene00010847,,,,WBGene00010847,WBGene00010847,History: N.A.
WBGene00010878,,,,WBGene00010878,WBGene00010878,History: N.A.
WBGene00010882,,,,WBGene00010882,WBGene00010882,History: Renamed on 2007-03-15; Renamed on 2008-02-29
WBGene00010892,,,,WBGene00010892,WBGene00010892,History: N.A.
WBGene00010905,,,,WBGene00010905,WBGene00010905,History: N.A.
WBGene00010908,,,,WBGene00010908,WBGene00010908,History: Renamed on 2018-03-19
WBGene00010913,,,,WBGene00010913,WBGene00010913,History: N.A.
WBGene00010922,,,,WBGene00010922,WBGene00010922,"History: Split into M142.8(WBGene00043057). History of WBGene00010922: Split into ""WBGene00043057"" on 2004-09-14"
WBGene00010923,,,,WBGene00010923,WBGene00010923,History: N.A.
WBGene00010942,,,,WBGene00010942,WBGene00010942,History: N.A.
WBGene00010951,,,,WBGene00010951,WBGene00010951,History: N.A.
WBGene00011011,,,,WBGene00011011,WBGene00011011,History: N.A.
WBGene00011015,,,,WBGene00011015,WBGene00011015,History: N.A.
WBGene00011016,,,,WBGene00011016,WBGene00011016,History: N.A.
WBGene00011017,,,,WBGene00011017,WBGene00011017,History: N.A.
WBGene00011028,,,,WBGene00011028,WBGene00011028,History: N.A.
WBGene00011032,,,,WBGene00011032,WBGene00011032,History: N.A.
WBGene00011034,,,,WBGene00011034,WBGene00011034,History: N.A.
WBGene00011036,,,,WBGene00011036,WBGene00011036,History: N.A.
WBGene00011038,,,,WBGene00011038,WBGene00011038,History: N.A.
WBGene00011043,,,,WBGene00011043,WBGene00011043,History: N.A.
WBGene00011047,,,,WBGene00011047,WBGene00011047,History: Renamed on 2021-04-19
WBGene00011050,,,,WBGene00011050,WBGene00011050,History: N.A.
WBGene00011054,,,,WBGene00011054,WBGene00011054,History: N.A.
WBGene00011056,,,,WBGene00011056,WBGene00011056,History: N.A.
WBGene00011061,,,,WBGene00011061,WBGene00011061,History: N.A.
WBGene00011062,,,,WBGene00011062,WBGene00011062,History: N.A.
WBGene00011063,,,,WBGene00011063,WBGene00011063,History: N.A.
WBGene00011071,,,,WBGene00011071,WBGene00011071,"History: Split into R06F6.12(WBGene00023418). History of WBGene00011071: Split into ""WBGene00023418"" on 2004-07-05"
WBGene00011111,,,,WBGene00011111,WBGene00011111,History: Renamed on 2011-02-11
WBGene00011142,,,,WBGene00011142,WBGene00011142,History: N.A.
WBGene00011146,,,,WBGene00011146,WBGene00011146,History: N.A.
WBGene00011195,,,,WBGene00011195,WBGene00011195,History: N.A.
WBGene00011221,,,,WBGene00011221,WBGene00011221,History: N.A.
WBGene00011225,,,,WBGene00011225,WBGene00011225,History: N.A.
WBGene00011230,,,,WBGene00011230,WBGene00011230,History: N.A.
WBGene00011232,,,,WBGene00011232,WBGene00011232,History: N.A.
WBGene00011240,,,,WBGene00011240,WBGene00011240,History: N.A.
WBGene00011242,,,,WBGene00011242,WBGene00011242,History: N.A.
WBGene00011250,,,,WBGene00011250,WBGene00011250,History: N.A.
WBGene00011259,,,,WBGene00011259,WBGene00011259,History: N.A.
WBGene00011270,,,,WBGene00011270,WBGene00011270,History: N.A.
WBGene00011274,,,,WBGene00011274,WBGene00011274,History: N.A.
WBGene00011276,,,,WBGene00011276,WBGene00011276,History: N.A.
WBGene00011280,,,,WBGene00011280,WBGene00011280,History: N.A.
WBGene00011282,,,,WBGene00011282,WBGene00011282,History: N.A.
WBGene00011299,,,,WBGene00011299,WBGene00011299,History: N.A.
WBGene00011300,,,,WBGene00011300,WBGene00011300,History: N.A.
WBGene00011304,,,,WBGene00011304,WBGene00011304,History: N.A.
WBGene00011306,,,,WBGene00011306,WBGene00011306,History: N.A.
WBGene00011309,,,,WBGene00011309,WBGene00011309,History: N.A.
WBGene00011318,,,,WBGene00011318,WBGene00011318,History: N.A.
WBGene00011320,,,,WBGene00011320,WBGene00011320,History: N.A.
WBGene00011338,,,,WBGene00011338,WBGene00011338,History: N.A.
WBGene00011344,,,,WBGene00011344,WBGene00011344,History: N.A.
WBGene00011350,,,,WBGene00011350,WBGene00011350,History: N.A.
WBGene00011352,,,,WBGene00011352,WBGene00011352,History: N.A.
WBGene00011361,,,,WBGene00011361,WBGene00011361,History: N.A.
WBGene00011375,,,,WBGene00011375,WBGene00011375,History: N.A.
WBGene00011391,,,,WBGene00011391,WBGene00011391,History: N.A.
WBGene00011408,,,,WBGene00011408,WBGene00011408,History: N.A.
WBGene00011409,,,,WBGene00011409,WBGene00011409,History: N.A.
WBGene00011410,,,,WBGene00011410,WBGene00011410,History: N.A.
WBGene00011411,,,,WBGene00011411,WBGene00011411,History: N.A.
WBGene00011412,,,,WBGene00011412,WBGene00011412,History: N.A.
WBGene00011431,,,,WBGene00011431,WBGene00011431,History: N.A.
WBGene00011432,,,,WBGene00011432,WBGene00011432,History: N.A.
WBGene00011440,,,,WBGene00011440,WBGene00011440,History: N.A.
WBGene00011444,,,,WBGene00011444,WBGene00011444,History: Renamed on 2021-04-19
WBGene00011480,,,,WBGene00011480,WBGene00011480,History: N.A.
WBGene00011481,,,,WBGene00011481,WBGene00011481,History: N.A.
WBGene00011489,,,,WBGene00011489,WBGene00011489,History: N.A.
WBGene00011501,,,,WBGene00011501,WBGene00011501,History: N.A.
WBGene00011503,,,,WBGene00011503,WBGene00011503,History: N.A.
WBGene00011509,,,,WBGene00011509,WBGene00011509,History: N.A.
WBGene00011510,,,,WBGene00011510,WBGene00011510,History: N.A.
WBGene00011511,,,,WBGene00011511,WBGene00011511,History: N.A.
WBGene00011522,,,,WBGene00011522,WBGene00011522,History: N.A.
WBGene00011527,,,,WBGene00011527,WBGene00011527,History: N.A.
WBGene00011529,,,,WBGene00011529,WBGene00011529,History: N.A.
WBGene00011532,,,,WBGene00011532,WBGene00011532,History: N.A.
WBGene00011538,,,,WBGene00011538,WBGene00011538,History: N.A.
WBGene00011543,,,,WBGene00011543,WBGene00011543,History: N.A.
WBGene00011558,,,,WBGene00011558,WBGene00011558,History: N.A.
WBGene00011559,,,,WBGene00011559,WBGene00011559,History: Renamed on 2014-11-12
WBGene00011560,,,,WBGene00011560,WBGene00011560,History: N.A.
WBGene00011578,,,,WBGene00011578,WBGene00011578,History: N.A.
WBGene00011625,,,,WBGene00011625,WBGene00011625,History: N.A.
WBGene00011629,,,,WBGene00011629,WBGene00011629,History: N.A.
WBGene00011631,,,,WBGene00011631,WBGene00011631,History: N.A.
WBGene00011637,,,,WBGene00011637,WBGene00011637,History: Renamed on 2018-08-01
WBGene00011642,,,,WBGene00011642,WBGene00011642,History: N.A.
WBGene00011647,,,,WBGene00011647,WBGene00011647,History: N.A.
WBGene00011662,,,,WBGene00011662,WBGene00011662,"History: Split into T09F3.7(WBGene00303079). History of WBGene00011662: Split into ""WBGene00303079"" on 2018-03-02"
WBGene00011664,,,,WBGene00011664,WBGene00011664,History: N.A.
WBGene00011679,,,,WBGene00011679,WBGene00011679,History: N.A.
WBGene00011680,,,,WBGene00011680,WBGene00011680,History: N.A.
WBGene00011722,,,,WBGene00011722,WBGene00011722,History: N.A.
WBGene00011729,,,,WBGene00011729,WBGene00011729,History: Renamed on 2007-05-03
WBGene00011734,,,,WBGene00011734,WBGene00011734,History: N.A.
WBGene00011735,,,,WBGene00011735,WBGene00011735,History: N.A.
WBGene00011738,,,,WBGene00011738,WBGene00011738,History: N.A.
WBGene00011739,,,,WBGene00011739,WBGene00011739,History: N.A.
WBGene00011740,,,,WBGene00011740,WBGene00011740,History: N.A.
WBGene00011741,,,,WBGene00011741,WBGene00011741,History: N.A.
WBGene00011743,,,,WBGene00011743,WBGene00011743,History: N.A.
WBGene00011747,,,,WBGene00011747,WBGene00011747,History: N.A.
WBGene00011759,,,,WBGene00011759,WBGene00011759,History: N.A.
WBGene00011773,,,,WBGene00011773,WBGene00011773,History: N.A.
WBGene00011775,,,,WBGene00011775,WBGene00011775,History: N.A.
WBGene00011776,,,,WBGene00011776,WBGene00011776,History: Renamed on 2018-12-11
WBGene00011788,,,,WBGene00011788,WBGene00011788,History: N.A.
WBGene00011802,,,,WBGene00011802,WBGene00011802,History: N.A.
WBGene00011820,,,,WBGene00011820,WBGene00011820,History: N.A.
WBGene00011823,,,,WBGene00011823,WBGene00011823,History: N.A.
WBGene00011834,,,,WBGene00011834,WBGene00011834,History: N.A.
WBGene00011858,,,,WBGene00011858,WBGene00011858,History: N.A.
WBGene00011867,,,,WBGene00011867,WBGene00011867,History: Renamed on 2008-04-30
WBGene00011884,,,,WBGene00011884,WBGene00011884,History: N.A.
WBGene00011885,,,,WBGene00011885,WBGene00011885,History: N.A.
WBGene00011886,,,,WBGene00011886,WBGene00011886,History: N.A.
WBGene00011887,,,,WBGene00011887,WBGene00011887,History: N.A.
WBGene00011898,,,,WBGene00011898,WBGene00011898,History: N.A.
WBGene00011904,,,,WBGene00011904,WBGene00011904,History: N.A.
WBGene00011914,,,,WBGene00011914,WBGene00011914,History: N.A.
WBGene00011916,,,,WBGene00011916,WBGene00011916,History: N.A.
WBGene00011920,,,,WBGene00011920,WBGene00011920,History: N.A.
WBGene00011935,,,,WBGene00011935,WBGene00011935,History: Renamed on 2007-05-03
WBGene00011940,,,,WBGene00011940,WBGene00011940,History: N.A.
WBGene00011945,,,,WBGene00011945,WBGene00011945,History: N.A.
WBGene00011956,,,,WBGene00011956,WBGene00011956,History: N.A.
WBGene00011962,,,,WBGene00011962,WBGene00011962,History: N.A.
WBGene00011967,,,,WBGene00011967,WBGene00011967,History: N.A.
WBGene00011970,,,,WBGene00011970,WBGene00011970,History: N.A.
WBGene00011976,,,,WBGene00011976,WBGene00011976,History: N.A.
WBGene00011985,,,,WBGene00011985,WBGene00011985,History: N.A.
WBGene00011986,,,,WBGene00011986,WBGene00011986,History: N.A.
WBGene00011988,,,,WBGene00011988,WBGene00011988,History: N.A.
WBGene00012000,,,,WBGene00012000,WBGene00012000,History: N.A.
WBGene00012002,,,,WBGene00012002,WBGene00012002,History: N.A.
WBGene00012019,,,,WBGene00012019,WBGene00012019,History: N.A.
WBGene00012020,,,,WBGene00012020,WBGene00012020,History: N.A.
WBGene00012031,,,,WBGene00012031,WBGene00012031,History: N.A.
WBGene00012041,,,,WBGene00012041,WBGene00012041,History: N.A.
WBGene00012059,,,,WBGene00012059,WBGene00012059,History: N.A.
WBGene00012074,,,,WBGene00012074,WBGene00012074,History: N.A.
WBGene00012094,,,,WBGene00012094,WBGene00012094,History: N.A.
WBGene00012104,,,,WBGene00012104,WBGene00012104,History: N.A.
WBGene00012105,,,,WBGene00012105,WBGene00012105,History: N.A.
WBGene00012117,,,,WBGene00012117,WBGene00012117,History: N.A.
WBGene00012121,,,,WBGene00012121,WBGene00012121,"History: Split into ""WBGene00044793"" on 2006-03-22"
WBGene00012136,,,,WBGene00012136,WBGene00012136,History: N.A.
WBGene00012149,,,,WBGene00012149,WBGene00012149,History: N.A.
WBGene00012151,,,,WBGene00012151,WBGene00012151,History: N.A.
WBGene00012166,,,,WBGene00012166,WBGene00012166,History: N.A.
WBGene00012167,,,,WBGene00012167,WBGene00012167,History: N.A.
WBGene00012182,,,,WBGene00012182,WBGene00012182,History: N.A.
WBGene00012187,,,,WBGene00012187,WBGene00012187,History: N.A.
WBGene00012192,,,,WBGene00012192,WBGene00012192,History: N.A.
WBGene00012203,,,,WBGene00012203,WBGene00012203,History: N.A.
WBGene00012205,,,,WBGene00012205,WBGene00012205,History: N.A.
WBGene00012208,,,,WBGene00012208,WBGene00012208,History: N.A.
WBGene00012243,,,,WBGene00012243,WBGene00012243,History: N.A.
WBGene00012245,,,,WBGene00012245,WBGene00012245,History: N.A.
WBGene00012316,,,,WBGene00012316,WBGene00012316,History: N.A.
WBGene00012317,,,,WBGene00012317,WBGene00012317,History: Renamed on 2015-07-03
WBGene00012319,,,,WBGene00012319,WBGene00012319,History: N.A.
WBGene00012324,,,,WBGene00012324,WBGene00012324,History: Renamed on 2006-05-15
WBGene00012326,,,,WBGene00012326,WBGene00012326,History: N.A.
WBGene00012337,,,,WBGene00012337,WBGene00012337,History: N.A.
WBGene00012341,,,,WBGene00012341,WBGene00012341,History: N.A.
WBGene00012342,,,,WBGene00012342,WBGene00012342,History: N.A.
WBGene00012344,,,,WBGene00012344,WBGene00012344,History: Renamed on 2012-12-21
WBGene00012347,,,,WBGene00012347,WBGene00012347,History: N.A.
WBGene00012353,,,,WBGene00012353,WBGene00012353,History: N.A.
WBGene00012354,,,,WBGene00012354,WBGene00012354,History: N.A.
WBGene00012361,,,,WBGene00012361,WBGene00012361,History: N.A.
WBGene00012376,,,,WBGene00012376,WBGene00012376,History: N.A.
WBGene00012385,,,,WBGene00012385,WBGene00012385,History: N.A.
WBGene00012389,,,,WBGene00012389,WBGene00012389,History: N.A.
WBGene00012435,,,,WBGene00012435,WBGene00012435,History: N.A.
WBGene00012436,,,,WBGene00012436,WBGene00012436,History: N.A.
WBGene00012458,,,,WBGene00012458,WBGene00012458,History: N.A.
WBGene00012463,,,,WBGene00012463,WBGene00012463,History: N.A.
WBGene00012465,,,,WBGene00012465,WBGene00012465,History: N.A.
WBGene00012466,,,,WBGene00012466,WBGene00012466,History: N.A.
WBGene00012469,,,,WBGene00012469,WBGene00012469,History: N.A.
WBGene00012484,,,,WBGene00012484,WBGene00012484,History: Renamed on 2005-12-05
WBGene00012497,,,,WBGene00012497,WBGene00012497,History: N.A.
WBGene00012512,,,,WBGene00012512,WBGene00012512,History: N.A.
WBGene00012522,,,,WBGene00012522,WBGene00012522,History: N.A.
WBGene00012524,,,,WBGene00012524,WBGene00012524,History: N.A.
WBGene00012528,,,,WBGene00012528,WBGene00012528,History: N.A.
WBGene00012546,,,,WBGene00012546,WBGene00012546,History: N.A.
WBGene00012550,,,,WBGene00012550,WBGene00012550,History: Renamed on 2018-11-12
WBGene00012553,,,,WBGene00012553,WBGene00012553,History: Renamed on 2017-09-05
WBGene00012562,,,,WBGene00012562,WBGene00012562,History: N.A.
WBGene00012578,,,,WBGene00012578,WBGene00012578,History: N.A.
WBGene00012600,,,,WBGene00012600,WBGene00012600,History: N.A.
WBGene00012643,,,,WBGene00012643,WBGene00012643,History: N.A.
WBGene00012645,,,,WBGene00012645,WBGene00012645,History: N.A.
WBGene00012646,,,,WBGene00012646,WBGene00012646,History: N.A.
WBGene00012647,,,,WBGene00012647,WBGene00012647,History: N.A.
WBGene00012650,,,,WBGene00012650,WBGene00012650,History: N.A.
WBGene00012652,,,,WBGene00012652,WBGene00012652,History: N.A.
WBGene00012658,,,,WBGene00012658,WBGene00012658,History: N.A.
WBGene00012660,,,,WBGene00012660,WBGene00012660,History: N.A.
WBGene00012672,,,,WBGene00012672,WBGene00012672,History: N.A.
WBGene00012697,,,,WBGene00012697,WBGene00012697,History: N.A.
WBGene00012713,,,,WBGene00012713,WBGene00012713,History: N.A.
WBGene00012714,,,,WBGene00012714,WBGene00012714,History: N.A.
WBGene00012716,,,,WBGene00012716,WBGene00012716,History: N.A.
WBGene00012733,,,,WBGene00012733,WBGene00012734,"History: Merged into ""WBGene00012734"" on 2019-10-21"
WBGene00012735,,,,WBGene00012735,WBGene00012735,History: N.A.
WBGene00012738,,,,WBGene00012738,WBGene00012738,History: N.A.
WBGene00012765,,,,WBGene00012765,WBGene00012765,History: N.A.
WBGene00012766,,,,WBGene00012766,WBGene00012766,History: N.A.
WBGene00012780,,,,WBGene00012780,WBGene00012780,History: N.A.
WBGene00012802,,,,WBGene00012802,WBGene00012802,History: N.A.
WBGene00012828,,,,WBGene00012828,WBGene00012828,History: N.A.
WBGene00012830,,,,WBGene00012830,WBGene00012830,History: N.A.
WBGene00012835,,,,WBGene00012835,WBGene00012835,History: N.A.
WBGene00012861,,,,WBGene00012861,WBGene00012861,History: N.A.
WBGene00012868,,,,WBGene00012868,WBGene00012868,History: N.A.
WBGene00012885,,,,WBGene00012885,WBGene00012885,History: N.A.
WBGene00012888,,,,WBGene00012888,WBGene00012888,History: N.A.
WBGene00012916,,,,WBGene00012916,WBGene00012916,History: N.A.
WBGene00012932,,,,WBGene00012932,WBGene00012932,History: N.A.
WBGene00012934,,,,WBGene00012934,WBGene00012934,History: Renamed on 2005-09-28
WBGene00012935,,,,WBGene00012935,WBGene00012935,History: N.A.
WBGene00012961,,,,WBGene00012961,WBGene00012961,History: N.A.
WBGene00012964,,,,WBGene00012964,WBGene00012964,History: N.A.
WBGene00012977,,,,WBGene00012977,WBGene00012977,History: N.A.
WBGene00012978,,,,WBGene00012978,WBGene00012978,History: N.A.
WBGene00012983,,,,WBGene00012983,WBGene00012983,History: N.A.
WBGene00012987,,,,WBGene00012987,WBGene00012987,History: N.A.
WBGene00012988,,,,WBGene00012988,WBGene00012988,History: N.A.
WBGene00013000,,,,WBGene00013000,WBGene00013000,History: N.A.
WBGene00013001,,,,WBGene00013001,WBGene00013001,"History: Split into Y48E1B.17(WBGene00303002). History of WBGene00013001: Split into ""WBGene00303002"" on 2018-03-06"
WBGene00013004,,,,WBGene00013004,WBGene00013004,History: N.A.
WBGene00013006,,,,WBGene00013006,WBGene00013006,History: N.A.
WBGene00013016,,,,WBGene00013016,WBGene00008444,"History: Merged into ""WBGene00008444"" on 2016-04-19"
WBGene00013025,,,,WBGene00013025,WBGene00013025,History: Renamed on 2005-03-17
WBGene00013038,,,,WBGene00013038,WBGene00013038,History: N.A.
WBGene00013082,,,,WBGene00013082,WBGene00013082,History: N.A.
WBGene00013093,,,,WBGene00013093,WBGene00013093,History: N.A.
WBGene00013095,,,,WBGene00013095,WBGene00013095,History: N.A.
WBGene00013096,,,,WBGene00013096,WBGene00013096,History: N.A.
WBGene00013129,,,,WBGene00013129,WBGene00013129,History: N.A.
WBGene00013131,,,,WBGene00013131,WBGene00013131,"History: Merged into ""WBGene00009220"" on 2005-11-18"
WBGene00013140,,,,WBGene00013140,WBGene00013140,History: Renamed on 2007-03-09
WBGene00013168,,,,WBGene00013168,WBGene00013168,History: N.A.
WBGene00013176,,,,WBGene00013176,WBGene00013176,History: N.A.
WBGene00013177,,,,WBGene00013177,WBGene00013177,History: N.A.
WBGene00013208,,,,WBGene00013208,WBGene00013208,History: N.A.
WBGene00013210,,,,WBGene00013210,WBGene00013210,History: N.A.
WBGene00013214,,,,WBGene00013214,WBGene00013214,History: N.A.
WBGene00013217,,,,WBGene00013217,WBGene00013217,History: N.A.
WBGene00013223,,,,WBGene00013223,WBGene00013223,History: N.A.
WBGene00013237,,,,WBGene00013237,WBGene00013237,History: N.A.
WBGene00013238,,,,WBGene00013238,WBGene00013238,History: N.A.
WBGene00013253,,,,WBGene00013253,WBGene00013253,History: N.A.
WBGene00013256,,,,WBGene00013256,WBGene00013256,History: N.A.
WBGene00013265,,,,WBGene00013265,WBGene00013265,History: N.A.
WBGene00013270,,,,WBGene00013270,WBGene00013270,History: N.A.
WBGene00013306,,,,WBGene00013306,WBGene00013306,History: N.A.
WBGene00013308,,,,WBGene00013308,WBGene00013308,"History: Split into Y57G11C.1147(WBGene00303007). History of WBGene00013308: Split into ""WBGene00303007"" on 2018-03-06"
WBGene00013311,,,,WBGene00013311,WBGene00013311,History: Renamed on 2019-05-20
WBGene00013324,,,,WBGene00013324,WBGene00013324,History: N.A.
WBGene00013340,,,,WBGene00013340,WBGene00013340,History: N.A.
WBGene00013349,,,,WBGene00013349,WBGene00013349,History: N.A.
WBGene00013354,,,,WBGene00013354,WBGene00013354,History: N.A.
WBGene00013358,,,,WBGene00013358,WBGene00013358,History: N.A.
WBGene00013360,,,,WBGene00013360,WBGene00013360,History: N.A.
WBGene00013371,,,,WBGene00013371,WBGene00013371,History: N.A.
WBGene00013373,,,,WBGene00013373,WBGene00013373,"History: Split into Y62E10A.24(WBGene00302968). History of WBGene00013373: Split into ""WBGene00302968"" on 2018-03-06"
WBGene00013380,,,,WBGene00013380,WBGene00013380,History: N.A.
WBGene00013381,,,,WBGene00013381,WBGene00013381,History: N.A.
WBGene00013383,,,,WBGene00013383,WBGene00013383,History: Renamed on 2013-11-11
WBGene00013419,,,,WBGene00013419,WBGene00013419,History: N.A.
WBGene00013438,,,,WBGene00013438,WBGene00013438,History: N.A.
WBGene00013441,,,,WBGene00013441,WBGene00013441,History: N.A.
WBGene00013442,,,,WBGene00013442,WBGene00013442,History: N.A.
WBGene00013443,,,,WBGene00013443,WBGene00013443,History: Renamed on 2013-09-25
WBGene00013460,,,,WBGene00013460,WBGene00013460,History: N.A.
WBGene00013465,,,,WBGene00013465,WBGene00013465,History: N.A.
WBGene00013482,,,,WBGene00013482,WBGene00013482,History: N.A.
WBGene00013522,,,,WBGene00013522,WBGene00013522,History: N.A.
WBGene00013529,,,,WBGene00013529,WBGene00013529,History: Renamed on 2021-12-09
WBGene00013538,,,,WBGene00013538,WBGene00013538,History: Renamed on 2018-05-24
WBGene00013553,,,,WBGene00013553,WBGene00013553,History: N.A.
WBGene00013557,,,,WBGene00013557,WBGene00013557,History: N.A.
WBGene00013595,,,,WBGene00013595,WBGene00013595,History: N.A.
WBGene00013596,,,,WBGene00013596,WBGene00013596,History: N.A.
WBGene00013597,,,,WBGene00013597,WBGene00013597,History: N.A.
WBGene00013606,,,,WBGene00013606,WBGene00013606,History: N.A.
WBGene00013610,,,,WBGene00013610,WBGene00013610,History: N.A.
WBGene00013668,,,,WBGene00013668,WBGene00013668,History: N.A.
