# The gene names are based on WS215 annotation,
# CSR-1 not ALG-3/4 targets,
Public name,Cosmid name,Input,Suggested Match,History
xrn-1,Y39G8C.1,xrn-1,WBGene00012730,Public name for WBGene00012730. History: N.A.
xrn-2,Y48B6A.3,xrn-2,WBGene00006964,Public name for WBGene00006964. History: N.A.
Y104H12D.2,Y104H12D.2,Y104H12D.2,WBGene00022426,Public name for WBGene00022426. History: N.A.
Y104H12D.3,Y104H12D.3,Y104H12D.3,WBGene00022427,Sequence name for WBGene00022427(spl-3). History: N.A.
Y105E8A.14,Y105E8A.14,Y105E8A.14,WBGene00013674,Public name for WBGene00013674. History: N.A.
Y105E8A.19,Y105E8A.19,Y105E8A.19,WBGene00013677,Sequence name for WBGene00013677(yars-1). History: N.A.
Y105E8A.2,Y105E8A.2,Y105E8A.2,WBGene00013667,Public name for WBGene00013667. History: N.A.
Y105E8A.20,Y105E8A.20,Y105E8A.20,WBGene00013678,Public name for WBGene00013678. History: N.A.
Y105E8A.23,Y105E8A.23,Y105E8A.23,WBGene00013680,Sequence name for WBGene00013680(rpom-1). History: N.A.
Y105E8A.24,Y105E8A.24,Y105E8A.24,WBGene00013682,"Public name for Dead gene WBGene00013681. History of WBGene00013681: Merged into ""WBGene00013682"" on 2014-10-09"
Y105E8A.25,Y105E8A.25,Y105E8A.25,WBGene00013682,Public name for WBGene00013682. History: N.A.
Y105E8A.29,Y105E8A.29,Y105E8A.29,WBGene00013682,"Public name for Dead gene WBGene00013686. History of WBGene00013686: Merged into ""WBGene00013682"" on 2014-10-09"
Y105E8A.8,Y105E8A.8,Y105E8A.8,WBGene00013669,Sequence name for WBGene00013669(tcab-1). History: N.A.
Y106G6D.7,Y106G6D.7,Y106G6D.7,WBGene00013703,Sequence name for WBGene00013703(rbm-12). History: N.A.
Y106G6H.14,Y106G6H.14,Y106G6H.14,WBGene00013724,Public name for WBGene00013724. History: N.A.
Y106G6H.15,Y106G6H.15,Y106G6H.15,WBGene00013725,Sequence name for WBGene00013725(ska-1). History: N.A.
Y106G6H.6,Y106G6H.6,Y106G6H.6,WBGene00013719,Public name for WBGene00013719. History: N.A.
Y106G6H.8,Y106G6H.8,Y106G6H.8,WBGene00013720,Public name for WBGene00013720. History: N.A.
Y108G3AL.2,Y108G3AL.2,Y108G3AL.2,WBGene00022434,Public name for WBGene00022434. History: N.A.
Y108G3AL.7,Y108G3AL.7,Y108G3AL.7,WBGene00044689,Sequence name for WBGene00044689(arid-1). History: N.A.
Y10G11A.1,Y10G11A.1,Y10G11A.1,WBGene00012423,Public name for WBGene00012423. History: N.A.
Y10G11A.90,Y10G11A.90,Y10G11A.90,,Public name for Dead gene WBGene00194949. History of WBGene00194949: Killed on 2017-01-13; Killed on 2017-03-03. Remark: no evidence for existance...no evidence for existance
Y110A2AL.13,Y110A2AL.13,Y110A2AL.13,WBGene00022448,Sequence name for WBGene00022448(pinn-1). History: N.A.
Y110A2AR.3,Y110A2AR.3,Y110A2AR.3,WBGene00022453,Sequence name for WBGene00022453(ncap-1). History: N.A.
Y110A7A.15,Y110A7A.15,Y110A7A.15,WBGene00022462,Public name for WBGene00022462. History: N.A.
Y110A7A.19,Y110A7A.19,Y110A7A.19,WBGene00002804,Sequence name for WBGene00002804(let-630). History: Renamed on 2014-09-04
Y110A7A.4,Y110A7A.4,Y110A7A.4,WBGene00022455,Sequence name for WBGene00022455(tyms-1). History: Renamed on 2015-03-31
Y110A7A.6,Y110A7A.6,Y110A7A.6,WBGene00022456,Sequence name for WBGene00022456(pfkb-1.1). History: N.A.
Y110A7A.8,Y110A7A.8,Y110A7A.8,WBGene00022458,Sequence name for WBGene00022458(prp-31). History: Renamed on 2005-03-17
Y111B2A.1,Y111B2A.1,Y111B2A.1,WBGene00013727,Public name for WBGene00013727. History: N.A.
Y111B2A.12,Y111B2A.12,Y111B2A.12,WBGene00013735,Public name for WBGene00013735. History: N.A.
Y111B2A.19,Y111B2A.19,Y111B2A.19,WBGene00013739,Sequence name for WBGene00013739(spin-4). History: N.A.
Y111B2A.2,Y111B2A.2,Y111B2A.2,WBGene00013728,Public name for WBGene00013728. History: N.A.
Y111B2A.28,Y111B2A.28,Y111B2A.28,WBGene00013735,"Public name for Dead gene WBGene00013745. History of WBGene00013745: Merged into ""WBGene00013735"" on 2010-08-16"
Y111B2A.3,Y111B2A.3,Y111B2A.3,WBGene00013729,Public name for WBGene00013729. History: N.A.
Y111B2A.4,Y111B2A.4,Y111B2A.4,WBGene00013730,Sequence name for WBGene00013730(sql-1). History: N.A.
Y113G7B.24,Y113G7B.24,Y113G7B.24,WBGene00013768,Sequence name for WBGene00013768(sld-5). History: N.A.
Y116A8C.13,Y116A8C.13,Y116A8C.13,WBGene00013792,Sequence name for WBGene00013792(rad-54.B). History: N.A.
Y116A8C.27,Y116A8C.27,Y116A8C.27,WBGene00013804,Public name for WBGene00013804. History: N.A.
Y119C1B.4,Y119C1B.4,Y119C1B.4,WBGene00022470,Sequence name for WBGene00022470(mrpl-19). History: N.A.
Y119C1B.5,Y119C1B.5,Y119C1B.5,WBGene00022471,Sequence name for WBGene00022471(rnf-145). History: N.A.
Y119D3B.11,Y119D3B.11,Y119D3B.11,WBGene00022488,Sequence name for WBGene00022488(orc-3). History: N.A.
Y119D3B.12,Y119D3B.12,Y119D3B.12,WBGene00022489,Public name for WBGene00022489. History: N.A.
Y119D3B.16,Y119D3B.16,Y119D3B.16,WBGene00022493,Sequence name for WBGene00022493(mrpl-45). History: N.A.
Y14H12B.1,Y14H12B.1,Y14H12B.1,WBGene00021191,Public name for WBGene00021191. History: N.A.
Y14H12B.2,Y14H12B.2,Y14H12B.2,WBGene00021192,Public name for WBGene00021192. History: N.A.
Y17G7B.10,Y17G7B.10,Y17G7B.10,WBGene00012463,Sequence name for WBGene00012463(nadk-2). History: N.A.
Y17G7B.13,Y17G7B.13,Y17G7B.13,WBGene00012466,Sequence name for WBGene00012466(ippk-1). History: N.A.
Y17G7B.17,Y17G7B.17,Y17G7B.17,WBGene00012468,Public name for WBGene00012468. History: N.A.
Y17G7B.18,Y17G7B.18,Y17G7B.18,WBGene00012469,Public name for WBGene00012469. History: N.A.
Y17G7B.20,Y17G7B.20,Y17G7B.20,WBGene00012471,Public name for WBGene00012471. History: N.A.
Y17G7B.21,Y17G7B.21,Y17G7B.21,WBGene00012472,Public name for WBGene00012472. History: N.A.
Y17G7B.3,Y17G7B.3,Y17G7B.3,WBGene00012459,Public name for WBGene00012459. History: N.A.
Y17G9B.9,Y17G9B.9,Y17G9B.9,WBGene00003216,Sequence name for WBGene00003216(memi-1). History: Renamed on 2016-10-14
Y18D10A.1,Y18D10A.1,Y18D10A.1,WBGene00012474,Sequence name for WBGene00012474(attf-6). History: N.A.
Y18D10A.11,Y18D10A.11,Y18D10A.11,WBGene00012481,Public name for WBGene00012481. History: N.A.
Y18D10A.16,Y18D10A.16,Y18D10A.16,WBGene00012483,Sequence name for WBGene00012483(coa-5). History: N.A.
Y18D10A.9,Y18D10A.9,Y18D10A.9,WBGene00012479,Sequence name for WBGene00012479(ciao-1). History: N.A.
Y18H1A.2,Y18H1A.2,Y18H1A.2,WBGene00021208,Public name for WBGene00021208. History: N.A.
Y23H5A.3,Y23H5A.3,Y23H5A.3,WBGene00021270,Sequence name for WBGene00021270(pid-3). History: Renamed on 2019-11-21
Y23H5B.5,Y23H5B.5,Y23H5B.5,WBGene00021276,Public name for WBGene00021276. History: N.A.
Y23H5B.6,Y23H5B.6,Y23H5B.6,WBGene00021277,Sequence name for WBGene00021277(ddx-10). History: N.A.
Y24D9A.1,Y24D9A.1,Y24D9A.1,WBGene00021281,Sequence name for WBGene00021281(ell-1). History: N.A.
Y24D9A.8,Y24D9A.8,Y24D9A.8,WBGene00021286,Sequence name for WBGene00021286(tald-1). History: N.A.
Y24F12A.1,Y24F12A.1,Y24F12A.1,WBGene00012496,Public name for WBGene00012496. History: N.A.
Y25C1A.6,Y25C1A.6,Y25C1A.6,WBGene00021293,Public name for WBGene00021293. History: N.A.
Y25C1A.8,Y25C1A.8,Y25C1A.8,WBGene00021295,Public name for WBGene00021295. History: N.A.
Y32B12B.2,Y32B12B.2,Y32B12B.2,WBGene00012522,Public name for WBGene00012522. History: N.A.
Y32B12B.4,Y32B12B.4,Y32B12B.4,WBGene00012524,Public name for WBGene00012524. History: N.A.
Y32G9A.8,Y32G9A.8,Y32G9A.8,WBGene00021305,Sequence name for WBGene00021305(zig-11). History: Renamed on 2015-11-05
Y32H12A.2,Y32H12A.2,Y32H12A.2,WBGene00021311,Sequence name for WBGene00021311(thoc-5). History: N.A.
Y32H12A.4,Y32H12A.4,Y32H12A.4,WBGene00021312,Sequence name for WBGene00021312(szy-2). History: N.A.
Y32H12A.6,Y32H12A.6,Y32H12A.6,WBGene00021314,Public name for WBGene00021314. History: N.A.
Y32H12A.7,Y32H12A.7,Y32H12A.7,WBGene00021315,Public name for WBGene00021315. History: N.A.
Y32H12A.8,Y32H12A.8,Y32H12A.8,WBGene00021316,Public name for WBGene00021316. History: N.A.
Y34B4A.8,Y34B4A.8,Y34B4A.8,WBGene00021324,Sequence name for WBGene00021324(rga-8). History: N.A.
Y34D9A.1,Y34D9A.1,Y34D9A.1,WBGene00021327,Sequence name for WBGene00021327(mrpl-38). History: N.A.
Y34F4.3,Y34F4.3,Y34F4.3,WBGene00021338,Public name for WBGene00021338. History: N.A.
Y35H6.1,Y35H6.1,Y35H6.1,WBGene00022222,"Public name for Dead gene WBGene00021341. History of WBGene00021341: Merged into ""WBGene00022222"" on 2011-04-26"
Y35H6.3,Y35H6.3,Y35H6.3,WBGene00021342,Public name for WBGene00021342. History: N.A.
Y37A1B.17,Y37A1B.17,Y37A1B.17,WBGene00044989,Sequence name for WBGene00044989(dnbp-1). History: N.A.
Y37D8A.11,Y37D8A.11,Y37D8A.11,WBGene00012551,Sequence name for WBGene00012551(cec-7). History: N.A.
Y37D8A.18,Y37D8A.18,Y37D8A.18,WBGene00012556,Sequence name for WBGene00012556(mrps-10). History: N.A.
Y37D8A.21,Y37D8A.21,Y37D8A.21,WBGene00012558,Sequence name for WBGene00012558(rbm-7). History: N.A.
Y37D8A.22,Y37D8A.22,Y37D8A.22,WBGene00012559,Sequence name for WBGene00012559(epg-3). History: N.A.
Y37E11AM.2,Y37E11AM.2,Y37E11AM.2,WBGene00021366,Public name for WBGene00021366. History: N.A.
Y37E11B.3,Y37E11B.3,Y37E11B.3,WBGene00021376,Sequence name for WBGene00021376(blos-7). History: N.A.
Y37E11B.5,Y37E11B.5,Y37E11B.5,WBGene00021377,Public name for WBGene00021377. History: N.A.
Y37E3.1,Y37E3.1,Y37E3.1,WBGene00021346,Public name for WBGene00021346. History: N.A.
Y37E3.10,Y37E3.10,Y37E3.10,WBGene00021351,Sequence name for WBGene00021351(eif-2alpha). History: N.A.
Y37E3.8,Y37E3.8,Y37E3.8,WBGene00021350,Public name for WBGene00021350. History: N.A.
Y37H2A.1,Y37H2A.1,Y37H2A.1,WBGene00012562,Public name for WBGene00012562. History: N.A.
Y37H2A.12,Y37H2A.12,Y37H2A.12,WBGene00044758,Public name for WBGene00044758. History: N.A.
Y37H9A.3,Y37H9A.3,Y37H9A.3,WBGene00012578,Sequence name for WBGene00012578(ccct-1). History: N.A.
Y38A10A.7,Y38A10A.7,Y38A10A.7,WBGene00021392,Public name for WBGene00021392. History: N.A.
Y38C1AA.14,Y38C1AA.14,Y38C1AA.14,WBGene00195063,Sequence name for WBGene00195063(coa-1). History: N.A.
Y38C1BA.1,Y38C1BA.1,Y38C1BA.1,WBGene00021410,Public name for WBGene00021410. History: N.A.
Y38C9A.1,Y38C9A.1,Y38C9A.1,WBGene00018975,"Public name for Dead gene WBGene00021411. History of WBGene00021411: Merged into ""WBGene00018975"" on 2015-03-09; Merged into ""WBGene00018975"" on 2015-03-09"
Y38E10A.22,Y38E10A.22,Y38E10A.22,WBGene00012600,Public name for WBGene00012600. History: N.A.
Y38E10A.6,Y38E10A.6,Y38E10A.6,WBGene00012584,Sequence name for WBGene00012584(ceh-100). History: N.A.
Y38F2AR.3,Y38F2AR.3,Y38F2AR.3,WBGene00021421,Public name for WBGene00021421. History: N.A.
Y38F2AR.6,Y38F2AR.6,Y38F2AR.6,WBGene00021423,"Public name for Dead gene WBGene00021424. History of WBGene00021424: Merged into ""WBGene00021423"" on 2013-09-12"
Y39A1A.1,Y39A1A.1,Y39A1A.1,WBGene00012641,Sequence name for WBGene00012641(epg-6). History: N.A.
Y39A1A.12,Y39A1A.12,Y39A1A.12,WBGene00012650,Sequence name for WBGene00012650(orc-1). History: N.A.
Y39A1A.13,Y39A1A.13,Y39A1A.13,WBGene00012651,Sequence name for WBGene00012651(orc-4). History: N.A.
Y39A1A.14,Y39A1A.14,Y39A1A.14,WBGene00012652,Public name for WBGene00012652. History: N.A.
Y39A1A.20,Y39A1A.20,Y39A1A.20,WBGene00012657,Public name for WBGene00012657. History: N.A.
Y39A1A.21,Y39A1A.21,Y39A1A.21,WBGene00012658,Public name for WBGene00012658. History: N.A.
Y39A1A.24,Y39A1A.24,Y39A1A.24,WBGene00012660,Public name for WBGene00012660. History: N.A.
Y39A1A.3,Y39A1A.3,Y39A1A.3,WBGene00012643,Public name for WBGene00012643. History: N.A.
Y39A1A.6,Y39A1A.6,Y39A1A.6,WBGene00012645,Sequence name for WBGene00012645(mrpl-22). History: N.A.
Y39A3CL.1,Y39A3CL.1,Y39A3CL.1,WBGene00021440,Public name for WBGene00021440. History: N.A.
Y39A3CL.7,Y39A3CL.7,Y39A3CL.7,WBGene00021443,Public name for WBGene00021443. History: N.A.
Y39A3CR.3,Y39A3CR.3,Y39A3CR.3,WBGene00021444,Sequence name for WBGene00021444(ttc-7). History: N.A.
Y39A3CR.9,Y39A3CR.9,Y39A3CR.9,WBGene00021444,"Public name for Dead gene WBGene00194728. History of WBGene00194728: Merged into ""WBGene00021444"" on 2011-06-13"
Y39B6A.10,Y39B6A.10,Y39B6A.10,WBGene00012672,Public name for WBGene00012672. History: N.A.
Y39B6A.16,Y39B6A.16,Y39B6A.16,WBGene00012678,Sequence name for WBGene00012678(zhp-4). History: N.A.
Y39B6A.33,Y39B6A.33,Y39B6A.33,WBGene00012692,Public name for WBGene00012692. History: N.A.
Y39B6A.34,Y39B6A.34,Y39B6A.34,WBGene00012693,Public name for WBGene00012693. History: N.A.
Y39B6A.36,Y39B6A.36,Y39B6A.36,WBGene00012694,Sequence name for WBGene00012694(gtf-2F2). History: N.A.
Y39B6A.39,Y39B6A.39,Y39B6A.39,WBGene00012697,Sequence name for WBGene00012697(mrps-35). History: N.A.
Y39B6A.43,Y39B6A.43,Y39B6A.43,WBGene00012701,Public name for WBGene00012701. History: N.A.
Y39E4B.2,Y39E4B.2,Y39E4B.2,WBGene00012715,Sequence name for WBGene00012715(snpc-1.2). History: N.A.
Y39E4B.5,Y39E4B.5,Y39E4B.5,WBGene00012716,Public name for WBGene00012716. History: N.A.
Y39E4B.7,Y39E4B.7,Y39E4B.7,WBGene00012718,Sequence name for WBGene00012718(dhhc-8). History: N.A.
Y39G10AR.18,Y39G10AR.18,Y39G10AR.18,WBGene00021474,Sequence name for WBGene00021474(dot-1.1). History: N.A.
Y39G10AR.20,Y39G10AR.20,Y39G10AR.20,WBGene00021475,Sequence name for WBGene00021475(tbca-1). History: N.A.
Y39G10AR.21,Y39G10AR.21,Y39G10AR.21,WBGene00021476,Sequence name for WBGene00021476(nsun-4). History: N.A.
Y39G10AR.7,Y39G10AR.7,Y39G10AR.7,WBGene00021465,Sequence name for WBGene00021465(ekl-7). History: N.A.
Y39G10AR.9,Y39G10AR.9,Y39G10AR.9,WBGene00021467,Public name for WBGene00021467. History: N.A.
Y40B1A.3,Y40B1A.3,Y40B1A.3,WBGene00012734,Sequence name for WBGene00012734(wac-1.1). History: N.A.
Y41C4A.9,Y41C4A.9,Y41C4A.9,WBGene00012756,Public name for WBGene00012756. History: N.A.
Y41D4A.5,Y41D4A.5,Y41D4A.5,WBGene00021507,Sequence name for WBGene00021507(ptpn-22). History: N.A.
Y41D4A.6,Y41D4A.6,Y41D4A.6,WBGene00021508,Public name for WBGene00021508. History: N.A.
Y41D4B.11,Y41D4B.11,Y41D4B.11,WBGene00021514,Public name for WBGene00021514. History: N.A.
Y41D4B.4,Y41D4B.4,Y41D4B.4,WBGene00021512,Public name for WBGene00021512. History: N.A.
Y41E3.1,Y41E3.1,Y41E3.1,WBGene00012762,Public name for WBGene00012762. History: N.A.
Y41E3.11,Y41E3.11,Y41E3.11,WBGene00012769,Sequence name for WBGene00012769(hrpu-1). History: N.A.
Y42A5A.5,Y42A5A.5,Y42A5A.5,WBGene00012780,Public name for WBGene00012780. History: N.A.
Y42H9AR.1,Y42H9AR.1,Y42H9AR.1,WBGene00021536,Public name for WBGene00021536. History: N.A.
Y42H9AR.4,Y42H9AR.4,Y42H9AR.4,WBGene00021539,Public name for WBGene00021539. History: N.A.
Y42H9B.3,Y42H9B.3,Y42H9B.3,WBGene00021541,Public name for WBGene00021541. History: N.A.
Y43B11AR.3,Y43B11AR.3,Y43B11AR.3,WBGene00021544,Public name for WBGene00021544. History: N.A.
Y43D4A.3,Y43D4A.3,Y43D4A.3,WBGene00012789,Public name for WBGene00012789. History: N.A.
Y43D4A.4,Y43D4A.4,Y43D4A.4,WBGene00012790,Public name for WBGene00012790. History: N.A.
Y43E12A.3,Y43E12A.3,Y43E12A.3,WBGene00012795,Public name for WBGene00012795. History: N.A.
Y43F4B.10,Y43F4B.10,Y43F4B.10,WBGene00012807,Public name for WBGene00012807. History: N.A.
Y43F4B.5,Y43F4B.5,Y43F4B.5,WBGene00012803,Public name for WBGene00012803. History: N.A.
Y43F4B.7,Y43F4B.7,Y43F4B.7,WBGene00012804,Sequence name for WBGene00012804(slc-36.1). History: N.A.
Y43H11AL.1,Y43H11AL.1,Y43H11AL.1,WBGene00021545,Public name for WBGene00021545. History: N.A.
Y43H11AL.2,Y43H11AL.2,Y43H11AL.2,WBGene00021546,Sequence name for WBGene00021546(laat-1). History: N.A.
Y44E3A.4,Y44E3A.4,Y44E3A.4,WBGene00021549,Sequence name for WBGene00021549(cdap-2). History: N.A.
Y44E3A.6,Y44E3A.6,Y44E3A.6,WBGene00021551,Sequence name for WBGene00021551(edc-4). History: N.A.
Y44F5A.1,Y44F5A.1,Y44F5A.1,WBGene00012858,Public name for WBGene00012858. History: N.A.
Y45F10D.4,Y45F10D.4,Y45F10D.4,WBGene00012885,Sequence name for WBGene00012885(iscu-1). History: N.A.
Y45F10D.7,Y45F10D.7,Y45F10D.7,WBGene00012887,Public name for WBGene00012887. History: N.A.
Y45F3A.9,Y45F3A.9,Y45F3A.9,WBGene00012864,Public name for WBGene00012864. History: N.A.
Y45G12C.16,Y45G12C.16,Y45G12C.16,WBGene00044131,Public name for WBGene00044131. History: N.A.
Y45G5AL.1,Y45G5AL.1,Y45G5AL.1,WBGene00021554,Public name for WBGene00021554. History: N.A.
Y45G5AM.2,Y45G5AM.2,Y45G5AM.2,WBGene00021555,Sequence name for WBGene00021555(pid-5). History: N.A.
Y45G5AM.9,Y45G5AM.9,Y45G5AM.9,WBGene00021561,Public name for WBGene00021561. History: N.A.
Y46E12BL.2,Y46E12BL.2,Y46E12BL.2,WBGene00021595,Public name for WBGene00021595. History: N.A.
Y46G5A.2,Y46G5A.2,Y46G5A.2,WBGene00012895,Sequence name for WBGene00012895(cox-10). History: N.A.
Y46G5A.4,Y46G5A.4,Y46G5A.4,WBGene00012896,Sequence name for WBGene00012896(snrp-200). History: Renamed on 2005-03-17
Y46H3C.4,Y46H3C.4,Y46H3C.4,WBGene00021604,Public name for WBGene00021604. History: N.A.
Y47A7.1,Y47A7.1,Y47A7.1,WBGene00021613,Sequence name for WBGene00021613(ttc-37). History: N.A.
Y47D3A.14,Y47D3A.14,Y47D3A.14,WBGene00012927,Public name for WBGene00012927. History: N.A.
Y47D3A.21,Y47D3A.21,Y47D3A.21,WBGene00012932,Public name for WBGene00012932. History: N.A.
Y47D3A.28,Y47D3A.28,Y47D3A.28,WBGene00012935,Sequence name for WBGene00012935(mcm-10). History: N.A.
Y47D3A.29,Y47D3A.29,Y47D3A.29,WBGene00012936,Sequence name for WBGene00012936(pola-1). History: N.A.
Y47D9A.1,Y47D9A.1,Y47D9A.1,WBGene00021628,"Public name for WBGene00021628. History: Split into Y47D9A.7(WBGene00303090). History of WBGene00021628: Split into ""WBGene00303090"" on 2018-03-02"
Y47G6A.22,Y47G6A.22,Y47G6A.22,WBGene00021647,Public name for WBGene00021647. History: N.A.
Y47G6A.25,Y47G6A.25,Y47G6A.25,WBGene00021649,Public name for WBGene00021649. History: N.A.
Y47G6A.29,Y47G6A.29,Y47G6A.29,WBGene00003060,"Public name for Dead gene WBGene00021652. History of WBGene00021652: Merged into ""WBGene00003060"" on 2014-09-03"
Y47G6A.4,Y47G6A.4,Y47G6A.4,WBGene00021634,Sequence name for WBGene00021634(rde-10). History: N.A.
Y47G6A.9,Y47G6A.9,Y47G6A.9,WBGene00021638,Public name for WBGene00021638. History: N.A.
Y47H9C.7,Y47H9C.7,Y47H9C.7,WBGene00012950,Sequence name for WBGene00012950(eif-2Bbeta). History: N.A.
Y48A6B.3,Y48A6B.3,Y48A6B.3,WBGene00012964,Public name for WBGene00012964. History: N.A.
Y48A6C.4,Y48A6C.4,Y48A6C.4,WBGene00012977,Public name for WBGene00012977. History: N.A.
Y48B6A.1,Y48B6A.1,Y48B6A.1,WBGene00012978,Public name for WBGene00012978. History: N.A.
Y48B6A.13,Y48B6A.13,Y48B6A.13,WBGene00012984,Public name for WBGene00012984. History: N.A.
Y48C3A.14,Y48C3A.14,Y48C3A.14,WBGene00012995,Public name for WBGene00012995. History: N.A.
Y48C3A.18,Y48C3A.18,Y48C3A.18,WBGene00012997,Public name for WBGene00012997. History: N.A.
Y48C3A.20,Y48C3A.20,Y48C3A.20,WBGene00012998,Public name for WBGene00012998. History: N.A.
Y48E1A.1,Y48E1A.1,Y48E1A.1,WBGene00012999,Sequence name for WBGene00012999(rpoa-1). History: N.A.
Y48E1B.3,Y48E1B.3,Y48E1B.3,WBGene00013002,Public name for WBGene00013002. History: N.A.
Y48E1B.5,Y48E1B.5,Y48E1B.5,WBGene00013004,Sequence name for WBGene00013004(mrpl-37). History: N.A.
Y48E1B.7,Y48E1B.7,Y48E1B.7,WBGene00013006,Sequence name for WBGene00013006(lin-38). History: N.A.
Y48E1C.1,Y48E1C.1,Y48E1C.1,WBGene00013014,Public name for WBGene00013014. History: N.A.
Y48E1C.4,Y48E1C.4,Y48E1C.4,WBGene00013017,Public name for WBGene00013017. History: N.A.
Y48G10A.1,Y48G10A.1,Y48G10A.1,WBGene00013018,Public name for WBGene00013018. History: N.A.
Y48G10A.2,Y48G10A.2,Y48G10A.2,WBGene00013019,Public name for WBGene00013019. History: N.A.
Y48G10A.4,Y48G10A.4,Y48G10A.4,WBGene00013021,Sequence name for WBGene00013021(ints-8). History: N.A.
Y48G1A.4,Y48G1A.4,Y48G1A.4,WBGene00021660,Sequence name for WBGene00021660(nol-14). History: N.A.
Y48G1BL.1,Y48G1BL.1,Y48G1BL.1,WBGene00021662,"Sequence name for WBGene00021662(snpc-3.3). History: Split into Y48G1BL.8(WBGene00255594). History of WBGene00021662: Split into ""WBGene00255594"" on 2014-09-03"
Y48G1BL.4,Y48G1BL.4,Y48G1BL.4,,Sequence name for Suppressed gene WBGene00021663. Molecular name for Suppressed gene WBGene00021663. Public name for Suppressed gene WBGene00021663. History of WBGene00021663: Suppressed on 2013-10-17. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y48G1BM.1,Y48G1BM.1,Y48G1BM.1,WBGene00021667,Sequence name for WBGene00021667(snpc-3.2). History: N.A.
Y48G1C.1,Y48G1C.1,Y48G1C.1,WBGene00021676,Sequence name for WBGene00021676(pid-2). History: Renamed on 2021-03-11
Y48G1C.10,Y48G1C.10,Y48G1C.10,WBGene00021683,Sequence name for WBGene00021683(mtm-10). History: N.A.
Y48G1C.11,Y48G1C.11,Y48G1C.11,WBGene00021683,"Public name for Dead gene WBGene00021684. History of WBGene00021684: Merged into ""WBGene00021683"" on 2013-10-17"
Y48G1C.12,Y48G1C.12,Y48G1C.12,WBGene00044345,Public name for WBGene00044345. History: N.A.
Y48G1C.7,Y48G1C.7,Y48G1C.7,WBGene00021681,"Public name for Dead gene WBGene00021680. History of WBGene00021680: Merged into ""WBGene00021681"" on 2010-11-23"
Y48G1C.8,Y48G1C.8,Y48G1C.8,WBGene00021681,Public name for WBGene00021681. History: N.A.
Y48G1C.9,Y48G1C.9,Y48G1C.9,WBGene00021682,Sequence name for WBGene00021682(natc-3). History: N.A.
Y48G8AL.1,Y48G8AL.1,Y48G8AL.1,WBGene00021685,Sequence name for WBGene00021685(herc-1). History: N.A.
Y48G8AL.10,Y48G8AL.10,Y48G8AL.10,WBGene00021689,Sequence name for WBGene00021689(znf-236). History: N.A.
Y48G8AL.5,Y48G8AL.5,Y48G8AL.5,WBGene00021686,Sequence name for WBGene00021686(nsun-2). History: N.A.
Y48G8AL.9,Y48G8AL.9,Y48G8AL.9,WBGene00021689,"Public name for Dead gene WBGene00021688. History of WBGene00021688: Merged into ""WBGene00021689"" on 2012-01-23"
Y49A3A.3,Y49A3A.3,Y49A3A.3,WBGene00013026,Public name for WBGene00013026. History: N.A.
Y49E10.28,Y49E10.28,Y49E10.28,WBGene00013040,"Public name for Dead gene WBGene00044910. History of WBGene00044910: Merged into ""WBGene00013040"" on 2010-08-16"
Y49F6B.9,Y49F6B.9,Y49F6B.9,WBGene00021721,Public name for WBGene00021721. History: N.A.
Y49F6C.8,Y49F6C.8,Y49F6C.8,WBGene00021730,Public name for WBGene00021730. History: N.A.
Y4C6B.1,Y4C6B.1,Y4C6B.1,WBGene00021155,Public name for WBGene00021155. History: N.A.
Y50C1A.1,Y50C1A.1,Y50C1A.1,WBGene00021733,Sequence name for WBGene00021733(otub-2). History: N.A.
Y50D4A.1,Y50D4A.1,Y50D4A.1,WBGene00021735,Public name for WBGene00021735. History: N.A.
Y50D4A.2,Y50D4A.2,Y50D4A.2,WBGene00021736,Sequence name for WBGene00021736(wrb-1). History: N.A.
Y50D4A.4,Y50D4A.4,Y50D4A.4,WBGene00021738,Public name for WBGene00021738. History: N.A.
Y50D4C.3,Y50D4C.3,Y50D4C.3,WBGene00021748,Public name for WBGene00021748. History: N.A.
Y50D4C.5,Y50D4C.5,Y50D4C.5,WBGene00021749,Public name for WBGene00021749. History: N.A.
Y50D7A.1,Y50D7A.1,Y50D7A.1,WBGene00021751,Public name for WBGene00021751. History: N.A.
Y50D7A.11,Y50D7A.11,Y50D7A.11,WBGene00021752,"Public name for Dead gene WBGene00021759. History of WBGene00021759: Merged into ""WBGene00021752"" on 2017-11-24"
Y50D7A.2,Y50D7A.2,Y50D7A.2,WBGene00021752,Sequence name for WBGene00021752(xpd-1). History: N.A.
Y50D7A.4,Y50D7A.4,Y50D7A.4,WBGene00021754,Sequence name for WBGene00021754(hpo-29). History: N.A.
Y50D7A.8,Y50D7A.8,Y50D7A.8,WBGene00021756,Public name for WBGene00021756. History: N.A.
Y50D7A.9,Y50D7A.9,Y50D7A.9,WBGene00021757,Sequence name for WBGene00021757(taco-1). History: N.A.
Y51A2D.7,Y51A2D.7,Y51A2D.7,WBGene00013075,Sequence name for WBGene00013075(ints-5). History: N.A.
Y51F10.10,Y51F10.10,Y51F10.10,WBGene00021771,Sequence name for WBGene00021771(spe-48). History: N.A.
Y51F10.2,Y51F10.2,Y51F10.2,WBGene00021763,Public name for WBGene00021763. History: N.A.
