# Table S1,,,,,,,
# Differentially expressed STGs following L1 starvation. First condition: Fed P0, second condition: Starved P0. log2foldChange=log2(starved/fed),,,,,,
# *All of the comparisons were made using triplicates,,,,,,,
gene,baseMean,log2FoldChange,pvalue,padj,Input,Suggested Match,History
C47F8.8,63.21625448,0.766600545,0.000732973,0.01409544,C47F8.8,WBGene00003671,Sequence name for WBGene00003671(nhr-81). History: N.A.
F31D5.4,97.84843538,0.765370997,2.45E-05,0.000843654,F31D5.4,WBGene00017947,Sequence name for WBGene00017947(mth-2). History: N.A.
F11A6.2,387.7676537,0.764915285,7.60E-08,4.90E-06,F11A6.2,WBGene00008681,Sequence name for WBGene00008681(scrm-4). History: Renamed on 2007-05-03
Y18H1A.10,29.35430169,0.764863813,0.004306192,0.053572427,Y18H1A.10,WBGene00021214,Sequence name for WBGene00021214(hasp-2). History: N.A.
Y71G12B.28,2274.047781,0.764070685,0.004477409,0.055377285,Y71G12B.28,WBGene00022163,Public name for WBGene00022163. History: N.A.
F42H11.1,30.69691095,-0.7632662,0.00431119,0.053575857,F42H11.1,WBGene00009646,Public name for WBGene00009646. History: N.A.
Y53G8AL.1,30.92922407,0.763101026,0.002885997,0.039594344,Y53G8AL.1,WBGene00021799,Public name for WBGene00021799. History: N.A.
Y104H12D.3,102.7921011,0.763045634,0.002506953,0.036249948,Y104H12D.3,WBGene00022427,Sequence name for WBGene00022427(spl-3). History: N.A.
T03G6.2,44.25207207,-0.7622172,0.002045102,0.031612707,T03G6.2,WBGene00003630,"Sequence name for WBGene00003630(nhr-40). History: Split into T03G6.7(WBGene00303074). History of WBGene00003630: Split into ""WBGene00303074"" on 2018-03-02"
F39G3.5,28.31144699,-0.761443669,0.005781906,0.065504415,F39G3.5,WBGene00018210,Public name for WBGene00018210. History: N.A.
C55C3.3,407.8824462,0.760658446,3.86E-05,0.001215046,C55C3.3,WBGene00016953,Public name for WBGene00016953. History: N.A.
C29F7.6,343.5777501,0.759718541,5.14E-07,2.79E-05,C29F7.6,WBGene00007813,Sequence name for WBGene00007813(jmjd-3.3). History: N.A.
H06I04.4,61.47949496,-0.759475136,0.006011932,0.067005934,H06I04.4,WBGene00006725,Sequence name for WBGene00006725(ubl-1). History: N.A.
Y60A3A.24,114.6256791,0.759442506,8.86E-05,0.002475493,Y60A3A.24,WBGene00023519,Public name for WBGene00023519. History: N.A.
F55F8.8,50.47167579,0.75904144,0.000711418,0.013847149,F55F8.8,WBGene00018896,Public name for WBGene00018896. History: N.A.
R05A10.1,45.75097893,0.758839265,0.00066685,0.013250573,R05A10.1,WBGene00011018,"Public name for WBGene00011018. History: Split into K01G12.22(WBGene00271789). History of WBGene00011018: Split into ""WBGene00271789"" on 2017-09-21"
C18D4.2,319.6758652,0.75832947,1.47E-07,8.79E-06,C18D4.2,WBGene00007672,Sequence name for WBGene00007672(fbxa-136). History: N.A.
F39E9.7,9802.601978,-0.758123576,6.33E-07,3.39E-05,F39E9.7,WBGene00018199,Public name for WBGene00018199. History: N.A.
VH15N14R.1,5942.15301,-0.757682668,2.73E-07,1.56E-05,VH15N14R.1,WBGene00012151,Public name for WBGene00012151. History: N.A.
T28D6.2,44.08536803,0.756726258,0.001355731,0.022890071,T28D6.2,WBGene00006533,Sequence name for WBGene00006533(tba-7). History: N.A.
K03H1.7,61.14916261,-0.75539506,0.000520905,0.010750405,K03H1.7,WBGene00010542,Public name for WBGene00010542. History: N.A.
F08A8.8,46.10236765,0.755127117,0.000675357,0.013353571,F08A8.8,WBGene00045468,Public name for WBGene00045468. History: N.A.
R07C3.6,43.90820358,-0.754705242,0.00261145,0.037083239,R07C3.6,WBGene00019922,Sequence name for WBGene00019922(fbxc-28). History: N.A.
F40F12.9,34.42507363,0.754128224,0.003695322,0.047446423,F40F12.9,WBGene00043995,Public name for WBGene00043995. History: N.A.
T07C12.11,49.00861099,-0.75396277,0.001842337,0.029228486,T07C12.11,WBGene00011575,Sequence name for WBGene00011575(madf-4). History: N.A.
Y38E10A.5,27.74823109,0.753922604,0.006376663,0.069768195,Y38E10A.5,WBGene00012583,Sequence name for WBGene00012583(clec-4). History: N.A.
C07D10.5,63.21016565,-0.753070219,0.000488618,0.010172219,C07D10.5,WBGene00015569,Public name for WBGene00015569. History: N.A.
W02A2.1,41.89113703,-0.75204463,0.002332773,0.034418256,W02A2.1,WBGene00001394,Sequence name for WBGene00001394(fat-2). History: N.A.
C49C3.6,112.1734109,0.746899308,0.000172466,0.004208178,C49C3.6,WBGene00008196,Public name for WBGene00008196. History: N.A.
F43C11.9,52.1552446,-0.746880815,0.003681983,0.047364829,F43C11.9,WBGene00018386,Sequence name for WBGene00018386(enri-1). History: Renamed on 2020-01-28
K01A2.4,88.09703983,-0.746608379,0.005178037,0.060943995,K01A2.4,WBGene00019279,Public name for WBGene00019279. History: N.A.
T01B4.1,37.88689177,0.746162668,0.007729778,0.079947189,T01B4.1,WBGene00006674,Sequence name for WBGene00006674(twk-21). History: N.A.
C14B4.2,183.0736245,-0.746094809,3.02E-08,2.05E-06,C14B4.2,WBGene00007583,Public name for WBGene00007583. History: N.A.
K04G7.10,114.3025106,-0.742457242,0.003386877,0.044579478,K04G7.10,WBGene00004390,Sequence name for WBGene00004390(rnp-7). History: N.A.
Y66H1A.4,49.9566372,-0.741351229,0.00060887,0.012226969,Y66H1A.4,WBGene00022046,Sequence name for WBGene00022046(garr-1). History: N.A.
C11G6.1,95.07633058,-0.740658582,0.000270362,0.00626025,C11G6.1,WBGene00006384,Sequence name for WBGene00006384(taf-3). History: N.A.
F58H12.1,45.50905684,-0.74040997,0.005533472,0.063868535,F58H12.1,WBGene00002210,Sequence name for WBGene00002210(kin-29). History: N.A.
T04C10.1,46.74566915,-0.739059171,0.000585205,0.011814475,T04C10.1,WBGene00003149,Sequence name for WBGene00003149(mbk-1). History: N.A.
C16C8.2,50.14865351,0.73744337,0.000726494,0.014042253,C16C8.2,WBGene00015841,Sequence name for WBGene00015841(skpo-2). History: N.A.
T20F10.8,388.604052,-0.73569497,3.25E-05,0.001055274,T20F10.8,WBGene00077765,Public name for WBGene00077765. History: N.A.
Y71G12B.11,538.7086806,-0.735556537,3.50E-07,1.95E-05,Y71G12B.11,WBGene00006771,"Sequence name for WBGene00006771(tln-1). History: Renamed on 2011-08-12. Public name for Dead gene WBGene00022151. History of WBGene00022151: Merged into ""WBGene00006771"" on 2013-01-31"
C33C12.10,37.50696579,0.73470738,0.006330168,0.069393319,C33C12.10,WBGene00021985,"Public name for Dead gene WBGene00016342. History of WBGene00016342: Merged into ""WBGene00021985"" on 2020-10-07. Remark: [2020-10-07T16:15:41Z WBPerson1983] Gene Merged into WBGene00021985: Merged the annotation based on RNASeq splice data and lack of any information suggesting that they should be 2 genes."
F56B3.9,40.6605438,-0.732775045,0.001322309,0.022526907,F56B3.9,WBGene00018933,Public name for WBGene00018933. History: N.A.
Y51A2A.8,71.31551446,0.732402945,0.001092377,0.01957995,Y51A2A.8,WBGene00014906,Sequence name for WBGene00014906(fbxa-109). History: N.A.
W09D10.1,808.3764101,-0.732010746,2.24E-08,1.57E-06,W09D10.1,WBGene00012359,Public name for WBGene00012359. History: N.A.
ZK84.4,61.68603953,-0.731832106,0.001885078,0.029705692,ZK84.4,WBGene00022651,Public name for WBGene00022651. History: Killed on 2005-07-26; Resurrected on 2007-10-29
T26C12.4,129.971161,0.731697393,1.30E-06,6.47E-05,T26C12.4,WBGene00001548,Sequence name for WBGene00001548(gcy-23). History: N.A.
C14A4.5,227.7404865,0.73157772,0.001334467,0.022665959,C14A4.5,WBGene00000798,Sequence name for WBGene00000798(crn-5). History: Renamed on 2007-06-04
F53H4.1,440.2839481,0.730975358,9.21E-08,5.80E-06,F53H4.1,WBGene00000803,Sequence name for WBGene00000803(csb-1). History: N.A.
F58B3.6,66.88580313,-0.730538159,0.000138177,0.003538965,F58B3.6,WBGene00010232,Public name for WBGene00010232. History: N.A.
Y39B6A.40,599.6392522,-0.7300489,0.001750746,0.02805645,Y39B6A.40,WBGene00012698,Sequence name for WBGene00012698(sws-1). History: N.A.
F08G12.4,54.14632973,0.72982822,0.003813547,0.048561739,F08G12.4,WBGene00006922,Sequence name for WBGene00006922(vhl-1). History: N.A.
C15H11.5,194.2036337,-0.728240814,1.35E-06,6.58E-05,C15H11.5,WBGene00007615,Sequence name for WBGene00007615(set-31). History: Renamed on 2007-05-03
ZK546.11,41.27971542,0.727306141,0.003011972,0.04078023,ZK546.11,WBGene00001778,Sequence name for WBGene00001778(gst-30). History: N.A.
F58D12.2,88.99729274,-0.72686264,0.000109003,0.002930056,F58D12.2,WBGene00014778,Public name for WBGene00014778. History: N.A.
C15B12.7,225.9573847,-0.725827821,3.53E-05,0.001128115,C15B12.7,WBGene00000393,Sequence name for WBGene00000393(cdf-1). History: N.A.
R07E5.4,33.42397005,0.723809677,0.008807652,0.088213553,R07E5.4,WBGene00011112,Public name for WBGene00011112. History: N.A.
T20H12.1,220.8251346,-0.722882427,0.002297562,0.03412302,T20H12.1,WBGene00004751,"Public name for Dead gene WBGene00020643. History of WBGene00020643: Merged into ""WBGene00004751"" on 2014-11-13"
Y23H5A.2,167.9959407,0.722601074,0.00077165,0.014640706,Y23H5A.2,WBGene00021269,Public name for WBGene00021269. History: N.A.
D2024.10,62.09265373,-0.721837795,0.00331694,0.04391519,D2024.10,WBGene00044505,Public name for WBGene00044505. History: N.A.
K02F2.2,68.87977131,-0.721556093,0.002574451,0.036834457,K02F2.2,WBGene00019322,Sequence name for WBGene00019322(ahcy-1). History: Renamed on 2005-02-01; Renamed on 2015-03-05
F59E10.1,72.19839169,-0.721465969,0.000755204,0.014400909,F59E10.1,WBGene00003882,Sequence name for WBGene00003882(orc-2). History: N.A.
Y110A2AL.4,661.9773032,-0.719800267,0.000233966,0.005507417,Y110A2AL.4,WBGene00022441,Public name for WBGene00022441. History: N.A.
F40H6.6,33.16597616,0.719133062,0.004719507,0.057392844,F40H6.6,WBGene00044412,Public name for WBGene00044412. History: N.A.
H37A05.4,6335.18061,-0.719031674,0.001259611,0.02167113,H37A05.4,WBGene00044200,Public name for WBGene00044200. History: N.A.
F40E3.7,46.69303894,0.717190198,0.002532445,0.036412287,F40E3.7,WBGene00077781,Public name for WBGene00077781. History: N.A.
Y39C12A.9,573.6673233,-0.712871091,1.12E-07,6.86E-06,Y39C12A.9,WBGene00012710,Public name for WBGene00012710. History: N.A.
C52E2.7,519.1253355,0.711236438,0.009906219,0.096643127,C52E2.7,WBGene00016886,Sequence name for WBGene00016886(fbxb-96). History: N.A.
F17A9.4,52.13200158,0.708975537,0.003810687,0.048561739,F17A9.4,WBGene00017536,Public name for WBGene00017536. History: N.A.
Y39G8C.2,189.015711,0.708951557,8.90E-07,4.61E-05,Y39G8C.2,WBGene00012731,Public name for WBGene00012731. History: N.A.
W02D7.11,52.19113552,0.708508071,0.005616099,0.064323943,W02D7.11,WBGene00020946,Public name for WBGene00020946. History: N.A.
F59A1.10,130.0237622,0.708288872,1.10E-05,0.000416211,F59A1.10,WBGene00010296,Sequence name for WBGene00010296(dgat-2). History: N.A.
ZC504.4,48.7912565,-0.706810326,0.008749342,0.0879274,ZC504.4,WBGene00003247,Sequence name for WBGene00003247(mig-15). History: Renamed on 2014-11-04; Renamed on 2014-11-04
Y105C5B.14,165.028074,0.705281057,0.002180096,0.03298049,Y105C5B.14,WBGene00013653,Sequence name for WBGene00013653(ifas-3). History: N.A.
Y54G2A.16,118.4484856,0.704557154,0.000493927,0.01026392,Y54G2A.16,WBGene00021881,Public name for WBGene00021881. History: N.A.
C46E1.3,92.17172992,0.7040413,0.000183003,0.004446145,C46E1.3,WBGene00001362,Sequence name for WBGene00001362(exc-1). History: N.A.
T28F4.6,122.0610394,0.703248116,0.000196222,0.004736871,T28F4.6,WBGene00012139,"Public name for Dead gene WBGene00012141. History of WBGene00012141: Merged into ""WBGene00012139"" on 2017-03-03"
K10F12.4,123.9964403,-0.700849469,1.96E-06,9.32E-05,K10F12.4,WBGene00019636,Sequence name for WBGene00019636(gsto-3). History: N.A.
Y41C4A.12,583.1014785,0.700513742,8.18E-11,8.84E-09,Y41C4A.12,WBGene00012758,Public name for WBGene00012758. History: N.A.
F31B9.3,36.87375449,0.699325399,0.007315531,0.07699486,F31B9.3,WBGene00009280,Public name for WBGene00009280. History: N.A.
F53B3.3,1690.200634,-0.698697168,0.003473976,0.045505367,F53B3.3,WBGene00018742,Public name for WBGene00018742. History: N.A.
H27D07.6,62.77226814,0.697514113,0.003191263,0.042647909,H27D07.6,WBGene00005308,Sequence name for WBGene00005308(srh-87). History: N.A.
H15N14.4,687.7214451,-0.696916871,0.002216299,0.033350298,H15N14.4,WBGene00077552,Public name for WBGene00077552. History: N.A.
K10B4.6,614.2830178,-0.695357381,0.001383505,0.02322078,K10B4.6,WBGene00000857,Sequence name for WBGene00000857(cwn-1). History: N.A.
ZC416.8,202.4817655,0.695336117,1.18E-05,0.000445589,ZC416.8,"WBGene00000481, WBGene00006756",Sequence name for WBGene00000481(cha-1). History: N.A.. Sequence name for WBGene00006756(unc-17). History: N.A.
R08A2.7,141.1090836,0.69532519,0.000857894,0.015983034,R08A2.7,WBGene00011137,Public name for WBGene00011137. History: N.A.
Y22F5A.3,82.06849755,0.695016073,7.84E-05,0.002235048,Y22F5A.3,WBGene00004364,"Sequence name for WBGene00004364(ric-4). History: Renamed on 2004-09-23. Public name for Dead gene WBGene00012495. History of WBGene00012495: Merged into ""WBGene00004364"" on 2004-09-23"
B0280.8,79.52127163,-0.694858621,0.004804256,0.057955409,B0280.8,WBGene00003609,Sequence name for WBGene00003609(nhr-10). History: N.A.
T14B4.7,42.29841948,-0.6933442,0.002011864,0.031183886,T14B4.7,WBGene00001072,"Sequence name for WBGene00001072(dpy-10). History: Split into T14B4.19(WBGene00302993). History of WBGene00001072: Split into ""WBGene00302993"" on 2018-03-06"
C06A5.12,498.759617,0.692528195,0.000711518,0.013847149,C06A5.12,WBGene00044414,Public name for WBGene00044414. History: N.A.
T05E12.4,78.60309606,-0.692457839,0.007498207,0.078409819,T05E12.4,WBGene00005767,Sequence name for WBGene00005767(srw-20). History: N.A.
Y87G2A.2,47.13436585,0.691511647,0.006188777,0.06850523,Y87G2A.2,WBGene00013594,Public name for WBGene00013594. History: N.A.
F46C5.8,40.91792284,-0.691170925,0.003226045,0.043011413,F46C5.8,WBGene00009783,Sequence name for WBGene00009783(rer-1). History: N.A.
C04G6.1,39.57831557,0.689821105,0.005102889,0.060435677,C04G6.1,WBGene00003402,Sequence name for WBGene00003402(mpk-2). History: N.A.
Y6G8.9,60.001251,0.685607074,0.003152097,0.042174167,Y6G8.9,WBGene00050974,Public name for WBGene00050974. History: N.A.
F18G5.6,127.7004446,0.684796715,0.000155969,0.003889284,F18G5.6,WBGene00017582,Public name for WBGene00017582. History: N.A.
F14F11.1,1261.006003,-0.684549575,1.54E-09,1.37E-07,F14F11.1,WBGene00008819,Sequence name for WBGene00008819(shw-1). History: N.A.
C02B10.4,96.83099296,-0.684317385,0.002765754,0.038741046,C02B10.4,WBGene00015329,Public name for WBGene00015329. History: N.A.
T23G11.11,201.4133792,0.682746387,0.003626451,0.046916438,T23G11.11,WBGene00077728,Public name for WBGene00077728. History: N.A.
C06C3.10,460.8240863,0.68253875,6.28E-06,0.000259156,C06C3.10,WBGene00044169,Public name for WBGene00044169. History: N.A.
Y67H2A.7,3091.255032,0.68209906,1.75E-05,0.000625553,Y67H2A.7,WBGene00013464,Public name for WBGene00013464. History: N.A.
C06H2.3,58.39604457,0.681082463,0.000735655,0.01412309,C06H2.3,WBGene00007387,Sequence name for WBGene00007387(jmjd-5). History: N.A.
F23C8.8,166.2221751,-0.679328857,7.83E-05,0.002235048,F23C8.8,WBGene00017737,Public name for WBGene00017737. History: N.A.
F16G10.9,73.50197249,-0.678856378,0.009232188,0.091563293,F16G10.9,WBGene00017524,Public name for WBGene00017524. History: N.A.
Y67D8A.3,65.04946983,-0.677656998,0.000472108,0.009890353,Y67D8A.3,WBGene00022060,Sequence name for WBGene00022060(dmd-9). History: N.A.
F07B7.2,1576.361847,0.676965281,3.50E-13,5.37E-11,F07B7.2,WBGene00017186,Public name for WBGene00017186. History: N.A.
W09B7.2,1576.361847,0.676965281,3.50E-13,5.37E-11,W09B7.2,WBGene00021107,Public name for WBGene00021107. History: N.A.
Y51H7C.15,12372.38041,-0.676330094,0.000124754,0.003276515,Y51H7C.15,WBGene00044439,Public name for WBGene00044439. History: N.A.
K10C8.2,110.1037466,0.673883617,0.000456355,0.009642087,K10C8.2,WBGene00010735,Sequence name for WBGene00010735(frpr-15). History: N.A.
Y35H6.3,59.62499034,0.673622581,0.003088178,0.041564019,Y35H6.3,WBGene00021342,Public name for WBGene00021342. History: N.A.
Y113G7B.24,81.08642282,0.673028596,0.002714819,0.038216302,Y113G7B.24,WBGene00013768,Sequence name for WBGene00013768(sld-5). History: N.A.
F42E8.1,59.69317844,0.672485451,0.007057156,0.074972368,F42E8.1,WBGene00009630,Public name for WBGene00009630. History: N.A.
T06A10.2,453.4389445,0.672217604,0.008908314,0.088845805,T06A10.2,WBGene00020285,Public name for WBGene00020285. History: N.A.
F07G6.7,354.0841792,-0.672179838,3.49E-05,0.001122704,F07G6.7,WBGene00017226,Sequence name for WBGene00017226(fbxa-53). History: N.A.
Y45F10B.19,63.46900758,-0.671153296,0.009447429,0.093096692,Y45F10B.19,WBGene00045203,Sequence name for WBGene00045203(smy-8). History: N.A.
ZK402.1,465.9873906,-0.67113491,5.75E-08,3.76E-06,ZK402.1,WBGene00022728,Public name for WBGene00022728. History: N.A.
K07D4.5,63.21034596,-0.669894196,0.005086826,0.060371478,K07D4.5,WBGene00019485,Public name for WBGene00019485. History: N.A.
T27E7.10,1352.899955,0.667189014,0.000414331,0.008903402,T27E7.10,WBGene00044268,Public name for WBGene00044268. History: N.A.
Y37A1B.17,2249.38963,0.665731386,2.63E-09,2.21E-07,Y37A1B.17,WBGene00044989,Sequence name for WBGene00044989(dnbp-1). History: N.A.
B0238.10,84.0859251,0.663889395,0.007990712,0.081825464,B0238.10,WBGene00015074,Sequence name for WBGene00015074(natc-2). History: N.A.
R03D7.2,438.606642,-0.662286056,4.25E-05,0.001315164,R03D7.2,WBGene00010989,Public name for WBGene00010989. History: N.A.
F52D2.4,155.5089587,-0.661930191,0.000705387,0.013775069,F52D2.4,WBGene00001569,Sequence name for WBGene00001569(meg-3). History: Renamed on 2014-08-15
C01A2.6,120.0825895,0.661133692,0.000399775,0.008702668,C01A2.6,WBGene00007218,Public name for WBGene00007218. History: N.A.
F40H3.6,1773.917823,-0.659954823,0.000134678,0.003457139,F40H3.6,WBGene00018252,Public name for WBGene00018252. History: N.A.
Y47H10A.5,5889.318467,0.65977659,5.59E-10,5.37E-08,Y47H10A.5,WBGene00012961,Public name for WBGene00012961. History: N.A.
Y67H2A.8,63.63285282,-0.659039152,0.001546353,0.025501345,Y67H2A.8,WBGene00001393,Sequence name for WBGene00001393(fat-1). History: N.A.
C13F10.7,116.1538025,0.658979094,5.73E-05,0.001699455,C13F10.7,WBGene00015746,Public name for WBGene00015746. History: N.A.
Y62F5A.9,180.6153419,-0.658514557,0.000313142,0.007120055,Y62F5A.9,WBGene00013387,Public name for WBGene00013387. History: N.A.
Y55F3AM.11,59.07999822,0.657654373,0.005600819,0.064318712,Y55F3AM.11,WBGene00021928,Public name for WBGene00021928. History: N.A.
R01E6.1,101.4918755,0.657298404,0.000359324,0.007962675,R01E6.1,WBGene00003848,Sequence name for WBGene00003848(odr-1). History: N.A.
Y39G10AR.11,190.0638792,0.657172367,1.24E-06,6.18E-05,Y39G10AR.11,WBGene00021469,Public name for WBGene00021469. History: N.A.
C02B8.1,268.2583781,-0.656584335,9.77E-05,0.002682695,C02B8.1,WBGene00015320,Public name for WBGene00015320. History: N.A.
C07A9.9,1127.07566,-0.65602736,2.47E-06,0.000115153,C07A9.9,WBGene00007405,Public name for WBGene00007405. History: N.A.
C34F6.7,881.3861616,-0.655120063,4.45E-05,0.001363787,C34F6.7,WBGene00007941,Public name for WBGene00007941. History: N.A.
Y66D12A.1,138.5277304,-0.652963208,0.00797173,0.081778704,Y66D12A.1,WBGene00013427,Public name for WBGene00013427. History: N.A.
F09C6.10,177.9554383,0.650548058,8.09E-05,0.002282551,F09C6.10,WBGene00008620,Public name for WBGene00008620. History: N.A.
C18G1.9,152.4494594,-0.650112822,0.002305995,0.034201073,C18G1.9,WBGene00015987,Public name for WBGene00015987. History: N.A.
T26C11.7,628.5005767,-0.646349454,0.001312322,0.022424104,T26C11.7,WBGene00000460,Sequence name for WBGene00000460(ceh-39). History: N.A.
R11G11.2,363.3403263,0.645419039,4.10E-08,2.76E-06,R11G11.2,WBGene00003648,Sequence name for WBGene00003648(nhr-58). History: N.A.
F39E9.10,5472.672812,-0.644488577,0.005332084,0.062311722,F39E9.10,WBGene00023036,Public name for WBGene00023036. History: N.A.
K09F6.10,109.8316776,0.644326516,0.004480552,0.055377285,K09F6.10,WBGene00019593,Public name for WBGene00019593. History: N.A.
C26C6.3,264.0308004,-0.644291417,5.74E-05,0.001699455,C26C6.3,WBGene00003552,Sequence name for WBGene00003552(nas-36). History: N.A.
F25H2.11,86.14767654,-0.643858827,0.000355528,0.007940584,F25H2.11,WBGene00009122,Sequence name for WBGene00009122(tct-1). History: N.A.
W03D8.7,640.4697765,-0.642963591,3.92E-06,0.000170609,W03D8.7,WBGene00020988,Public name for WBGene00020988. History: N.A.
T04C10.2,62.6279054,-0.642197217,0.001175706,0.020713604,T04C10.2,WBGene00001329,Sequence name for WBGene00001329(epn-1). History: N.A.
Y56A3A.10,723.8252214,-0.641251507,0.005323962,0.062311722,Y56A3A.10,WBGene00013230,Sequence name for WBGene00013230(fbxb-22). History: N.A.
C52A11.4,54.60736174,0.641121552,0.001796556,0.028669096,C52A11.4,WBGene00003404,Sequence name for WBGene00003404(mpz-1). History: N.A.
T08B2.11,487.7661632,0.640051152,9.62E-07,4.94E-05,T08B2.11,WBGene00020349,Public name for WBGene00020349. History: N.A.
Y19D10A.11,147.7569814,-0.639434363,2.86E-06,0.000129808,Y19D10A.11,WBGene00021226,Public name for WBGene00021226. History: N.A.
F49E7.1,160.2278462,-0.638936067,0.004816922,0.058017829,F49E7.1,WBGene00004377,"Sequence name for WBGene00004377(rme-6). History: N.A.. Public name for Dead gene WBGene00018633. History of WBGene00018633: Merged into ""WBGene00004377"" on 2005-05-20"
T13H5.7,58.37040058,-0.637156024,0.00307682,0.041460327,T13H5.7,WBGene00004383,Sequence name for WBGene00004383(rnh-2). History: N.A.
F32D8.6,46.31026971,-0.633493504,0.00500535,0.059654096,F32D8.6,WBGene00001303,Sequence name for WBGene00001303(sec-61.G). History: Renamed on 2019-05-20
Y48A6B.3,107.2532766,-0.632742272,0.003417108,0.044821395,Y48A6B.3,WBGene00012964,Public name for WBGene00012964. History: N.A.
Y55F3C.10,144.2641496,0.632656336,0.001445761,0.024122945,Y55F3C.10,WBGene00044460,Public name for WBGene00044460. History: N.A.
C01G12.4,330.3290618,0.632410546,0.000107481,0.002903522,C01G12.4,WBGene00006939,Sequence name for WBGene00006939(wee-1.2). History: N.A.
ZK652.8,185.3212327,-0.632031729,0.000700047,0.013718027,ZK652.8,WBGene00022786,Public name for WBGene00022786. History: N.A.
Y71A12B.2,1728.329965,-0.631578079,0.001055429,0.01905375,Y71A12B.2,WBGene00013500,Public name for WBGene00013500. History: N.A.
F57B10.4,82.23929697,-0.631220496,0.003380087,0.044579478,F57B10.4,WBGene00019002,Sequence name for WBGene00019002(syp-6). History: N.A.
M7.2,105.1786323,-0.630756937,0.000461646,0.009717685,M7.2,WBGene00002214,Sequence name for WBGene00002214(klc-1). History: N.A.
K02B9.1,72.41849515,0.629812257,0.002811294,0.039041541,K02B9.1,WBGene00010492,Sequence name for WBGene00010492(meg-1). History: N.A.
Y47D3A.27,112.8756346,-0.629524726,0.000164273,0.004069518,Y47D3A.27,WBGene00006563,Sequence name for WBGene00006563(teg-1). History: N.A.
F41F3.4,1099.648122,-0.629406088,0.007642818,0.079337064,F41F3.4,WBGene00000712,Sequence name for WBGene00000712(col-139). History: N.A.
F31E3.1,729.4653326,-0.627958627,8.84E-05,0.002475493,F31E3.1,WBGene00000443,Sequence name for WBGene00000443(ceh-20). History: N.A.
Y53F4B.4,44.62126703,-0.627948903,0.010212856,0.098869509,Y53F4B.4,WBGene00013151,"Sequence name for WBGene00013151(nsun-5). History: Split into metl-2(WBGene00044720). History of WBGene00013151: Split into ""WBGene00044720"" on 2006-01-16"
Y18D10A.25,10337.50672,0.627903647,0.000516646,0.01071639,Y18D10A.25,WBGene00001433,Sequence name for WBGene00001433(fkb-8). History: N.A.
F53G12.3,91.95905886,0.627141635,0.009549236,0.093643592,F53G12.3,WBGene00018771,Sequence name for WBGene00018771(duox-2). History: N.A.
Y39A3CR.8,45.93783733,0.626197618,0.006931692,0.074075852,Y39A3CR.8,WBGene00015243,"Public name for Dead gene WBGene00021447. History of WBGene00021447: Merged into ""WBGene00015243"" on 2020-01-21"
C36A4.11,2500.336002,-0.625758457,6.49E-06,0.000266664,C36A4.11,WBGene00044167,Public name for WBGene00044167. History: N.A.
T28F3.3,211.3184312,0.623929454,2.81E-05,0.000940109,T28F3.3,WBGene00044067,"Sequence name for WBGene00044067(zipt-7.1). History: Renamed on 2007-08-01; Renamed on 2016-11-29. Public name for Dead gene WBGene00012129. History of WBGene00012129: Merged into ""WBGene00044067"" on 2005-10-05"
Y48C3A.20,135.2159589,0.622888303,0.000303968,0.006939273,Y48C3A.20,WBGene00012998,Public name for WBGene00012998. History: N.A.
C17F4.5,280.2808009,0.622131565,0.000115509,0.003069234,C17F4.5,WBGene00015912,Sequence name for WBGene00015912(fbxc-50). History: N.A.
F56A4.12,147.7327045,-0.620916127,6.86E-06,0.000278789,F56A4.12,WBGene00018920,Public name for WBGene00018920. History: N.A.
C38C3.3,207.1428968,0.620346986,0.002593875,0.036972496,C38C3.3,WBGene00016512,"Public name for WBGene00016512. History: Split into C38C3.10(WBGene00045390). History of WBGene00016512: Split into ""WBGene00045390"" on 2007-04-20"
Y48G1C.7,388.3731681,-0.619425002,6.97E-07,3.71E-05,Y48G1C.7,WBGene00021681,"Public name for Dead gene WBGene00021680. History of WBGene00021680: Merged into ""WBGene00021681"" on 2010-11-23"
ZK1151.1,847.4925746,-0.619034457,1.92E-07,1.12E-05,ZK1151.1,WBGene00006876,Sequence name for WBGene00006876(vab-10). History: Renamed on 2011-07-12
F49B2.7,356.4468316,0.618715081,8.29E-05,0.002334877,F49B2.7,WBGene00086555,Public name for WBGene00086555. History: N.A.
K05C4.3,250.5575376,0.618554383,0.000257936,0.006009327,K05C4.3,WBGene00010580,Public name for WBGene00010580. History: N.A.
C17B7.11,109.8213681,-0.617755438,0.001202073,0.021014972,C17B7.11,WBGene00015885,Sequence name for WBGene00015885(fbxa-65). History: N.A.
F44E5.1,127.534293,-0.616785067,0.010176847,0.098773746,F44E5.1,WBGene00009688,Public name for WBGene00009688. History: N.A.
Y43F8B.9,136.3284177,-0.616027684,0.005619494,0.064323943,Y43F8B.9,WBGene00012819,Public name for WBGene00012819. History: N.A.
W01D2.2,256.2871403,0.615713258,0.001531748,0.025334132,W01D2.2,WBGene00003651,Sequence name for WBGene00003651(nhr-61). History: N.A.
M01E11.4,257.9229125,-0.614708414,9.91E-07,5.07E-05,M01E11.4,WBGene00019713,Sequence name for WBGene00019713(pqn-52). History: N.A.
F28C6.2,82.77453234,-0.613397749,0.002604861,0.03703603,F28C6.2,WBGene00009203,Sequence name for WBGene00009203(aptf-3). History: N.A.
