# CSR-1 22G-RNA targets,,,
# CSR-1 targets > 1 RPM,> 1 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 50 RPM,> 50 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 150 RPM,> 150 RPM in IP and log2FC (IP/Input) > 1,,
# Sorted embryos,1 cell,early vs 1-cell,late vs 1-cell
# Stable,> 1TPM,has to be -0.5< log2FC <0.5,has to be -0.5< log2FC <0.5
# Late degraded,> 1TPM,has to be -0.5< log2FC <0.5,has to be log2FC < -1
# Early degraded,> 1TPM,has to be log2FC < -1,has to be log2FC < -1
# Maternal cleared ,> 1TPM,has to be log2FC < -0.5,has to be log2FC < -1
# Newly zygotic,< 1TPM,> 1TPM and log2FC > 1,> 1TPM and log2FC > 1
# Maternal and zygotic,> 1TPM,log2FC > 0.5,
# Maternal and zygotic,> 1TPM,,log2FC > 0.5
# all in 1-Cell,> 1TPM,,
CSR-1 Targets Adults > 50 RPM (1367),Unnamed: 1,Unnamed: 2,Unnamed: 3,Input,Suggested Match,History
WBGene00018064,,,,WBGene00018064,WBGene00018064,History: N.A.
WBGene00018090,,,,WBGene00018090,WBGene00018090,History: N.A.
WBGene00018118,,,,WBGene00018118,WBGene00018118,History: N.A.
WBGene00018152,,,,WBGene00018152,WBGene00018152,History: N.A.
WBGene00018154,,,,WBGene00018154,WBGene00018154,History: N.A.
WBGene00018161,,,,WBGene00018161,WBGene00018161,History: N.A.
WBGene00018285,,,,WBGene00018285,WBGene00018285,History: Renamed on 2007-10-22
WBGene00018294,,,,WBGene00018294,WBGene00018294,History: Renamed on 2006-04-27; Renamed on 2007-10-19; Renamed on 2008-02-29
WBGene00018305,,,,WBGene00018305,WBGene00018305,History: N.A.
WBGene00018316,,,,WBGene00018316,WBGene00018316,History: N.A.
WBGene00018317,,,,WBGene00018317,WBGene00018317,History: N.A.
WBGene00018339,,,,WBGene00018339,WBGene00018339,History: N.A.
WBGene00018341,,,,WBGene00018341,WBGene00018341,History: N.A.
WBGene00018362,,,,WBGene00018362,WBGene00018362,History: N.A.
WBGene00018426,,,,WBGene00018426,WBGene00018426,History: N.A.
WBGene00018482,,,,WBGene00018482,WBGene00018482,History: N.A.
WBGene00018512,,,,WBGene00018512,WBGene00018512,History: N.A.
WBGene00018599,,,,WBGene00018599,WBGene00018599,History: N.A.
WBGene00018612,,,,WBGene00018612,WBGene00018612,History: Renamed on 2017-03-13
WBGene00018625,,,,WBGene00018625,WBGene00018625,History: N.A.
WBGene00018680,,,,WBGene00018680,WBGene00018680,History: N.A.
WBGene00018762,,,,WBGene00018762,WBGene00018762,History: N.A.
WBGene00018769,,,,WBGene00018769,WBGene00018769,"History: Split into F53G2.12(WBGene00302998). History of WBGene00018769: Split into ""WBGene00302998"" on 2018-03-06"
WBGene00018781,,,,WBGene00018781,WBGene00018781,History: N.A.
WBGene00018802,,,,WBGene00018802,WBGene00018802,History: N.A.
WBGene00018806,,,,WBGene00018806,WBGene00018806,History: N.A.
WBGene00018812,,,,WBGene00018812,WBGene00018812,"History: Merged into ""WBGene00018814"" on 2012-01-23; Resurrected on 2012-06-29"
WBGene00018849,,,,WBGene00018849,WBGene00018849,History: N.A.
WBGene00018864,,,,WBGene00018864,WBGene00018864,History: N.A.
WBGene00018866,,,,WBGene00018866,WBGene00018866,History: Renamed on 2015-03-05
WBGene00018891,,,,WBGene00018891,WBGene00018891,History: N.A.
WBGene00018892,,,,WBGene00018892,WBGene00018892,History: N.A.
WBGene00018893,,,,WBGene00018893,WBGene00018893,History: Renamed on 2015-02-09
WBGene00018898,,,,WBGene00018898,WBGene00018898,History: N.A.
WBGene00018900,,,,WBGene00018900,WBGene00018900,History: N.A.
WBGene00018921,,,,WBGene00018921,WBGene00018921,History: Renamed on 2014-03-26
WBGene00018950,,,,WBGene00018950,WBGene00018950,History: N.A.
WBGene00018953,,,,WBGene00018953,WBGene00018953,History: N.A.
WBGene00018963,,,,WBGene00018963,WBGene00018963,History: N.A.
WBGene00018967,,,,WBGene00018967,WBGene00018967,History: N.A.
WBGene00018998,,,,WBGene00018998,WBGene00018998,History: N.A.
WBGene00019002,,,,WBGene00019002,WBGene00019002,History: N.A.
WBGene00019008,,,,WBGene00019008,WBGene00019008,History: N.A.
WBGene00019013,,,,WBGene00019013,WBGene00019013,History: N.A.
WBGene00019075,,,,WBGene00019075,WBGene00019075,"History: Split into F59A3.12(WBGene00185086). History of WBGene00019075: Split into ""WBGene00185086"" on 2009-03-13"
WBGene00019087,,,,WBGene00019087,WBGene00019087,History: N.A.
WBGene00019118,,,,WBGene00019118,WBGene00019118,History: N.A.
WBGene00019121,,,,WBGene00019121,WBGene00019121,History: N.A.
WBGene00019124,,,,WBGene00019124,WBGene00019124,History: N.A.
WBGene00019129,,,,WBGene00019129,WBGene00019129,History: N.A.
WBGene00019157,,,,WBGene00019157,WBGene00019157,History: N.A.
WBGene00019162,,,,WBGene00019162,WBGene00019162,History: N.A.
WBGene00019168,,,,WBGene00019168,WBGene00019168,History: N.A.
WBGene00019199,,,,WBGene00019199,WBGene00019199,History: N.A.
WBGene00019219,,,,WBGene00019219,WBGene00019219,History: N.A.
WBGene00019241,,,,WBGene00019241,WBGene00019241,History: N.A.
WBGene00019247,,,,WBGene00019247,WBGene00019247,History: N.A.
WBGene00019259,,,,WBGene00019259,WBGene00019259,History: N.A.
WBGene00019275,,,,WBGene00019275,WBGene00019275,History: N.A.
WBGene00019295,,,,WBGene00019295,WBGene00019295,History: N.A.
WBGene00019323,,,,WBGene00019323,WBGene00019323,History: Renamed on 2005-03-17; Renamed on 2010-02-19; Renamed on 2015-03-02
WBGene00019334,,,,WBGene00019334,WBGene00019334,History: N.A.
WBGene00019399,,,,WBGene00019399,WBGene00019399,History: N.A.
WBGene00019402,,,,WBGene00019402,WBGene00019402,History: N.A.
WBGene00019432,,,,WBGene00019432,WBGene00019432,History: Renamed on 2015-03-02
WBGene00019505,,,,WBGene00019505,WBGene00000923,"History: Merged into ""WBGene00000923"" on 2014-10-27. Remark: All name identifiers for this gene were either transferred or lost when the gene was merged."
WBGene00019510,,,,WBGene00019510,WBGene00019510,History: N.A.
WBGene00019543,,,,WBGene00019543,WBGene00019543,History: N.A.
WBGene00019544,,,,WBGene00019544,WBGene00019544,History: N.A.
WBGene00019600,,,,WBGene00019600,WBGene00019600,History: N.A.
WBGene00019608,,,,WBGene00019608,WBGene00019608,History: N.A.
WBGene00019627,,,,WBGene00019627,WBGene00019627,"History: Split into K10D2.8(WBGene00189952). History of WBGene00019627: Split into ""WBGene00189952"" on 2009-04-20"
WBGene00019678,,,,WBGene00019678,WBGene00019678,History: N.A.
WBGene00019711,,,,WBGene00019711,WBGene00019711,History: N.A.
WBGene00019712,,,,WBGene00019712,WBGene00019712,History: N.A.
WBGene00019715,,,,WBGene00019715,WBGene00019715,History: N.A.
WBGene00019747,,,,WBGene00019747,WBGene00019747,History: N.A.
WBGene00019762,,,,WBGene00019762,WBGene00019762,History: Renamed on 2005-03-17; Renamed on 2021-03-11
WBGene00019766,,,,WBGene00019766,WBGene00019766,History: N.A.
WBGene00019767,,,,WBGene00019767,WBGene00019767,History: N.A.
WBGene00019771,,,,WBGene00019771,WBGene00019771,History: N.A.
WBGene00019801,,,,WBGene00019801,WBGene00019801,History: N.A.
WBGene00019807,,,,WBGene00019807,WBGene00019807,History: N.A.
WBGene00019822,,,,WBGene00019822,WBGene00019822,History: N.A.
WBGene00019831,,,,WBGene00019831,WBGene00019831,History: N.A.
WBGene00019836,,,,WBGene00019836,WBGene00019836,History: N.A.
WBGene00019877,,,,WBGene00019877,WBGene00019877,History: N.A.
WBGene00019883,,,,WBGene00019883,WBGene00019883,History: N.A.
WBGene00019893,,,,WBGene00019893,WBGene00019893,History: N.A.
WBGene00019894,,,,WBGene00019894,WBGene00019894,History: N.A.
WBGene00019940,,,,WBGene00019940,WBGene00019940,History: N.A.
WBGene00019943,,,,WBGene00019943,WBGene00019943,History: N.A.
WBGene00019953,,,,WBGene00019953,WBGene00019953,History: N.A.
WBGene00020030,,,,WBGene00020030,WBGene00020030,History: N.A.
WBGene00020031,,,,WBGene00020031,WBGene00020031,History: Renamed on 2015-02-09
WBGene00020035,,,,WBGene00020035,WBGene00020035,History: N.A.
WBGene00020091,,,,WBGene00020091,WBGene00020091,History: N.A.
WBGene00020092,,,,WBGene00020092,WBGene00020092,History: N.A.
WBGene00020097,,,,WBGene00020097,WBGene00020097,History: N.A.
WBGene00020098,,,,WBGene00020098,WBGene00020098,History: N.A.
WBGene00020102,,,,WBGene00020102,WBGene00020102,History: N.A.
WBGene00020103,,,,WBGene00020103,WBGene00020103,History: N.A.
WBGene00020107,,,,WBGene00020107,WBGene00020107,History: N.A.
WBGene00020111,,,,WBGene00020111,WBGene00020111,History: N.A.
WBGene00020166,,,,WBGene00020166,WBGene00020166,History: N.A.
WBGene00020168,,,,WBGene00020168,WBGene00020168,History: N.A.
WBGene00020171,,,,WBGene00020171,WBGene00020171,History: N.A.
WBGene00020172,,,,WBGene00020172,WBGene00020172,History: N.A.
WBGene00020184,,,,WBGene00020184,WBGene00020184,History: N.A.
WBGene00020190,,,,WBGene00020190,WBGene00020190,History: N.A.
WBGene00020209,,,,WBGene00020209,WBGene00020209,History: N.A.
WBGene00020234,,,,WBGene00020234,WBGene00020234,History: N.A.
WBGene00020263,,,,WBGene00020263,WBGene00020263,History: N.A.
WBGene00020269,,,,WBGene00020269,WBGene00020269,History: Renamed on 2013-11-11
WBGene00020284,,,,WBGene00020284,WBGene00020284,History: N.A.
WBGene00020297,,,,WBGene00020297,WBGene00020297,History: Renamed on 2005-03-17
WBGene00020346,,,,WBGene00020346,WBGene00020346,History: N.A.
WBGene00020389,,,,WBGene00020389,WBGene00020389,History: N.A.
WBGene00020391,,,,WBGene00020391,WBGene00020391,History: N.A.
WBGene00020392,,,,WBGene00020392,WBGene00020392,History: N.A.
WBGene00020403,,,,WBGene00020403,WBGene00020403,History: N.A.
WBGene00020412,,,,WBGene00020412,WBGene00020412,History: N.A.
WBGene00020423,,,,WBGene00020423,WBGene00020423,History: N.A.
WBGene00020437,,,,WBGene00020437,WBGene00020437,History: N.A.
WBGene00020462,,,,WBGene00020462,WBGene00020462,History: N.A.
WBGene00020463,,,,WBGene00020463,WBGene00020463,History: N.A.
WBGene00020464,,,,WBGene00020464,WBGene00020464,History: Renamed on 2021-04-19
WBGene00020549,,,,WBGene00020549,WBGene00020549,History: N.A.
WBGene00020588,,,,WBGene00020588,WBGene00020588,History: N.A.
WBGene00020601,,,,WBGene00020601,WBGene00020601,History: N.A.
WBGene00020629,,,,WBGene00020629,WBGene00020629,History: N.A.
WBGene00020652,,,,WBGene00020652,WBGene00020652,History: N.A.
WBGene00020679,,,,WBGene00020679,WBGene00020679,History: N.A.
WBGene00020683,,,,WBGene00020683,WBGene00020683,History: N.A.
WBGene00020684,,,,WBGene00020684,WBGene00020684,History: N.A.
WBGene00020687,,,,WBGene00020687,WBGene00020687,History: N.A.
WBGene00020695,,,,WBGene00020695,WBGene00020695,History: N.A.
WBGene00020696,,,,WBGene00020696,WBGene00020696,History: N.A.
WBGene00020719,,,,WBGene00020719,WBGene00020719,History: N.A.
WBGene00020742,,,,WBGene00020742,WBGene00020742,History: N.A.
WBGene00020762,,,,WBGene00020762,WBGene00020762,History: N.A.
WBGene00020763,,,,WBGene00020763,WBGene00020763,"History: Split into T24C4.10(WBGene00306002). History of WBGene00020763: Split into ""WBGene00306002"" on 2020-01-20"
WBGene00020821,,,,WBGene00020821,WBGene00020821,History: N.A.
WBGene00020822,,,,WBGene00020822,WBGene00020822,History: N.A.
WBGene00020839,,,,WBGene00020839,WBGene00020839,History: N.A.
WBGene00020894,,,,WBGene00020894,WBGene00020894,History: N.A.
WBGene00020896,,,,WBGene00020896,WBGene00020896,"History: Split into T28D9.16(WBGene00270303). History of WBGene00020896: Split into ""WBGene00270303"" on 2016-07-01"
WBGene00020915,,,,WBGene00020915,WBGene00020915,History: Renamed on 2017-08-01
WBGene00020935,,,,WBGene00020935,WBGene00020935,History: N.A.
WBGene00020994,,,,WBGene00020994,WBGene00020994,History: N.A.
WBGene00021004,,,,WBGene00021004,WBGene00021004,History: N.A.
WBGene00021012,,,,WBGene00021012,WBGene00021012,History: N.A.
WBGene00021014,,,,WBGene00021014,WBGene00021014,History: N.A.
WBGene00021058,,,,WBGene00021058,WBGene00021058,History: N.A.
WBGene00021073,,,,WBGene00021073,WBGene00021073,History: Renamed on 2017-08-01; Renamed on 2020-06-01
WBGene00021097,,,,WBGene00021097,WBGene00021097,History: N.A.
WBGene00021155,,,,WBGene00021155,WBGene00021155,History: N.A.
WBGene00021192,,,,WBGene00021192,WBGene00021192,History: N.A.
WBGene00021206,,,,WBGene00021206,WBGene00003216,"History: Merged into ""WBGene00003216"" on 2016-10-14. Remark: All name identifiers for this gene were either transferred or lost when the gene was merged."
WBGene00021270,,,,WBGene00021270,WBGene00021270,History: Renamed on 2019-11-21
WBGene00021276,,,,WBGene00021276,WBGene00021276,History: N.A.
WBGene00021277,,,,WBGene00021277,WBGene00021277,History: N.A.
WBGene00021281,,,,WBGene00021281,WBGene00021281,History: N.A.
WBGene00021292,,,,WBGene00021292,WBGene00021292,History: N.A.
WBGene00021311,,,,WBGene00021311,WBGene00021311,History: N.A.
WBGene00021313,,,,WBGene00021313,WBGene00021313,History: Renamed on 2015-08-03
WBGene00021395,,,,WBGene00021395,WBGene00021395,History: Renamed on 2010-02-26
WBGene00021411,,,,WBGene00021411,WBGene00018975,"History: Merged into ""WBGene00018975"" on 2015-03-09; Merged into ""WBGene00018975"" on 2015-03-09"
WBGene00021460,,,,WBGene00021460,WBGene00021460,History: N.A.
WBGene00021465,,,,WBGene00021465,WBGene00021465,History: N.A.
WBGene00021470,,,,WBGene00021470,WBGene00021470,History: N.A.
WBGene00021476,,,,WBGene00021476,WBGene00021476,History: N.A.
WBGene00021486,,,,WBGene00021486,WBGene00021486,History: N.A.
WBGene00021512,,,,WBGene00021512,WBGene00021512,History: N.A.
WBGene00021534,,,,WBGene00021534,WBGene00021534,History: N.A.
WBGene00021555,,,,WBGene00021555,WBGene00021555,History: N.A.
WBGene00021560,,,,WBGene00021560,WBGene00021560,History: N.A.
WBGene00021563,,,,WBGene00021563,WBGene00021563,History: N.A.
WBGene00021595,,,,WBGene00021595,WBGene00021595,History: N.A.
WBGene00021613,,,,WBGene00021613,WBGene00021613,History: N.A.
WBGene00021644,,,,WBGene00021644,WBGene00021644,History: N.A.
WBGene00021660,,,,WBGene00021660,WBGene00021660,History: N.A.
WBGene00021667,,,,WBGene00021667,WBGene00021667,History: N.A.
WBGene00021676,,,,WBGene00021676,WBGene00021676,History: Renamed on 2021-03-11
WBGene00021681,,,,WBGene00021681,WBGene00021681,History: N.A.
WBGene00021697,,,,WBGene00021697,WBGene00021697,History: N.A.
WBGene00021698,,,,WBGene00021698,WBGene00021698,History: N.A.
WBGene00021715,,,,WBGene00021715,WBGene00021715,History: N.A.
WBGene00021733,,,,WBGene00021733,WBGene00021733,History: N.A.
WBGene00021735,,,,WBGene00021735,WBGene00021735,History: N.A.
WBGene00021784,,,,WBGene00021784,WBGene00021784,"History: Split into Y51H7C.41(WBGene00302984). History of WBGene00021784: Split into ""WBGene00302984"" on 2018-03-06"
WBGene00021810,,,,WBGene00021810,WBGene00021810,History: N.A.
WBGene00021832,,,,WBGene00021832,WBGene00021832,History: N.A.
WBGene00021845,,,,WBGene00021845,WBGene00021845,History: N.A.
WBGene00021853,,,,WBGene00021853,WBGene00021853,History: N.A.
WBGene00021857,,,,WBGene00021857,WBGene00021857,History: N.A.
WBGene00021868,,,,WBGene00021868,WBGene00021868,History: N.A.
WBGene00021901,,,,WBGene00021901,WBGene00021901,History: Renamed on 2017-12-07
WBGene00021902,,,,WBGene00021902,WBGene00021902,History: N.A.
WBGene00021905,,,,WBGene00021905,WBGene00021905,History: Renamed on 2012-02-17
WBGene00021906,,,,WBGene00021906,WBGene00021906,History: N.A.
WBGene00021936,,,,WBGene00021936,WBGene00021936,History: Renamed on 2017-06-08
WBGene00021938,,,,WBGene00021938,WBGene00021938,History: N.A.
WBGene00021945,,,,WBGene00021945,WBGene00021945,History: N.A.
WBGene00022021,,,,WBGene00022021,WBGene00022021,History: N.A.
WBGene00022034,,,,WBGene00022034,WBGene00022034,History: N.A.
WBGene00022037,,,,WBGene00022037,WBGene00022037,History: N.A.
WBGene00022046,,,,WBGene00022046,WBGene00022046,History: N.A.
WBGene00022048,,,,WBGene00022048,WBGene00022048,History: N.A.
WBGene00022059,,,,WBGene00022059,WBGene00022059,History: N.A.
WBGene00022069,,,,WBGene00022069,WBGene00022069,History: N.A.
WBGene00022099,,,,WBGene00022099,WBGene00022099,History: N.A.
WBGene00022114,,,,WBGene00022114,WBGene00022114,History: N.A.
WBGene00022119,,,,WBGene00022119,WBGene00022119,History: N.A.
WBGene00022148,,,,WBGene00022148,WBGene00022148,History: Renamed on 2015-02-09
WBGene00022149,,,,WBGene00022149,WBGene00022149,History: N.A.
WBGene00022203,,,,WBGene00022203,WBGene00022203,History: N.A.
WBGene00022235,,,,WBGene00022235,WBGene00022235,History: N.A.
WBGene00022244,,,,WBGene00022244,WBGene00022244,History: N.A.
