# Supplemental Table S6.  Tiling microarray expression data for Wild Type and csr-1(tm892) adult animals,,,,,,,,,,,,,,,
# probe number - number of probes included in the gene,,,,,,,,,,,,,,,
# Intensity - Intensity value obtained by geometric average for all the probes included in each gene. NA represents the absence of detected signal for a given gene,,,,,,,,,,,,,,,
# Normalized Intensity - Intensity value divided by the total intensity for the actin genes,,,,,,,,,,,,,,,
# Ratio is calculated as: wild type/(wild type+csr-1(tm892)) using the normalized intensity value,,,,,,,,,,,,,,,
# IP enriched - genes with a two fold increase for siRNAs in the CSR-1 IP are indicated,,,,,,,,,,,,,,,
# over cut off - genes with >25 reads per million in the input sample or IP sample are indicated,,,,,,,,,,,,,,,
# >10 probes - genes with signal for at least 10 probes in wild type or csr-1(tm892) are indicated,,,,,,,,,,,,,,,
# germ line siRNAs - genes that are depleted over two fold for siRNAs in the absence of a germline are indicated,,,,,,,,,,,,,,,
Gene name,Cosmid ID,Wild Type - probe number,Wild type - intensity,Wild type - normalized intensity,csr-1(tm892) - probe number,csr-1(tm892) - intensity,csr-1(tm872) - normalized intensity,RATIO (norm),RATIO,IP enriched?,>10 probes,germ line siRNA,Input,Suggested Match,History
C17H12.6,C17H12.6,16,92.61271692,0.002825285,21,118.3644893,0.002884305,0.505168506,0.56102975,,yes,,C17H12.6,WBGene00015932,Public name for WBGene00015932. History: N.A.
C18E9.9,C18E9.9,16,284.0076249,0.008664062,15,427.5930785,0.010419584,0.545995438,0.600889061,,yes,,C18E9.9,WBGene00007689,Public name for WBGene00007689. History: N.A.
C18H9.2,C18H9.2,16,706.8727664,0.021564174,12,760.1541427,0.018523428,0.462073743,0.518159645,,yes,,C18H9.2,WBGene00016002,"Public name for Dead gene WBGene00016001. History of WBGene00016001: Merged into ""WBGene00016002"" on 2012-10-08"
C24D10.6,C24D10.6,16,585.9779175,0.017876102,15,533.5690949,0.013002006,0.421075222,0.476593737,,yes,,C24D10.6,WBGene00016057,Public name for WBGene00016057. History: N.A.
abt-1,C24F3.5,16,3.992696049,0.000121803,108,121.4173474,0.002958697,0.96046,0.968162868,,yes,,abt-1,WBGene00000019,Public name for WBGene00000019. History: N.A.
C25A11.1,C25A11.1,16,124.4210179,0.003795643,7,55.80460006,0.001359846,0.263766643,0.309637446,,yes,,C25A11.1,WBGene00219374,"Public name for Dead gene WBGene00016086. History of WBGene00016086: Merged into ""WBGene00219374"" on 2018-11-14"
rps-30,C26F1.4,16,7170.756909,0.218754287,17,7560.96206,0.184245446,0.457185033,0.513243707,,yes,,rps-30,WBGene00004499,Public name for WBGene00004499. History: N.A.
C30G4.7,C30G4.7,16,47.09095522,0.001436578,20,171.88956,0.004188603,0.744616636,0.784953674,,yes,,C30G4.7,WBGene00016269,"Public name for Dead gene WBGene00016272. History of WBGene00016272: Merged into ""WBGene00016269"" on 2014-06-30"
lntl-1,C31H1.6,16,48.83795833,0.001489872,28,80.36027765,0.001958218,0.567913819,0.621992065,,yes,,lntl-1,WBGene00016289,Public name for WBGene00016289. History: N.A.
C34F11.8,C34F11.8,16,129.0407489,0.003936574,20,130.7991736,0.003187313,0.447412044,0.503383669,,yes,,C34F11.8,WBGene00016417,Public name for WBGene00016417. History: N.A.
C35A5.6,C35A5.6,16,88.11515814,0.00268808,24,251.0320465,0.006117146,0.694717668,0.740186099,,yes,,C35A5.6,WBGene00007950,Public name for WBGene00007950. History: N.A.
irx-1,C36F7.1,16,80.12386213,0.002444294,26,90.10922008,0.002195781,0.473220961,0.529328488,,yes,,irx-1,WBGene00007984,Public name for WBGene00007984. History: N.A.
lgc-43,C43F9.9,16,15.48333017,0.000472341,38,79.9427249,0.001948044,0.804848666,0.837745256,,yes,,lgc-43,WBGene00008076,Public name for WBGene00008076. History: N.A.
C44F1.1,C44F1.1,16,24.27266712,0.000740473,17,31.16313754,0.000759383,0.506304033,0.562148195,,yes,,C44F1.1,WBGene00008091,Public name for WBGene00008091. History: N.A.
C45G9.9,C45G9.9,16,88.29172461,0.002693466,32,1233.240596,0.030051594,0.917744344,0.933189886,,yes,,C45G9.9,WBGene00016680,Public name for WBGene00016680. History: N.A.
col-14,C46A5.3,16,998.8896196,0.030472569,35,3551.765511,0.086549386,0.739599554,0.780495425,,yes,,col-14,WBGene00000603,Public name for WBGene00000603. History: N.A.
C47A4.1,C47A4.1,16,345.5661942,0.010541995,17,357.1513968,0.008703062,0.452223217,0.508243143,,yes,,C47A4.1,WBGene00008122,Public name for WBGene00008122. History: N.A.
C47B2.9,C47B2.9,16,233.6156188,0.007126782,16,177.5834545,0.004327352,0.377798273,0.431867351,,yes,,C47B2.9,WBGene00008134,Public name for WBGene00008134. History: N.A.
C48E7.7,C48E7.7,16,615.3149967,0.018771072,18,10849.45138,0.26437932,0.933706354,0.946329914,,yes,,C48E7.7,WBGene00016752,Public name for WBGene00016752. History: N.A.
C49A9.3,C49A9.3,16,73.12401011,0.002230753,28,88.99450961,0.002168617,0.492938064,0.548947213,,yes,,C49A9.3,WBGene00016757,Public name for WBGene00016757. History: N.A.
dop-4,C52B11.3,16,60.52607337,0.001846435,36,133.9450494,0.003263972,0.638691149,0.688765753,,yes,,dop-4,WBGene00016872,Public name for WBGene00016872. History: N.A.
cdr-2,C54D10.1,16,116.6807938,0.003559516,12,205.6585013,0.005011484,0.584702382,0.63801871,,yes,,cdr-2,WBGene00008296,Public name for WBGene00008296. History: N.A.
nhr-137,C56E10.4,16,52.37217676,0.001597689,25,80.04223374,0.001950468,0.549713061,0.604482801,,yes,,nhr-137,WBGene00003727,Public name for WBGene00003727. History: N.A.
C56G2.15,C56G2.15,16,175.3466609,0.005349203,12,187.9035564,0.004578832,0.461202243,0.517284085,,yes,,C56G2.15,WBGene00016983,Public name for WBGene00016983. History: N.A.
CE7X_3.2,CE7X_3.2,16,545.9589628,0.016655266,18,286.4573698,0.00698039,0.295333042,0.344127522,,yes,,CE7X_3.2,WBGene00008350,Public name for WBGene00008350. History: N.A.
rps-10,D1007.6,16,5685.926612,0.173457396,17,5351.743548,0.130411232,0.429169779,0.484861703,,yes,,rps-10,WBGene00004479,Public name for WBGene00004479. History: N.A.
gst-42,D1053.1,16,131.7541717,0.004019351,23,148.2803076,0.003613293,0.473399906,0.529507323,,yes,,gst-42,WBGene00001790,Public name for WBGene00001790. History: N.A.
D2092.1,D2092.1,16,10.84337244,0.000330793,44,84.1865529,0.002051457,0.861142721,0.885895181,,yes,,D2092.1,WBGene00017063,Sequence name for WBGene00017063(mctp-1). History: N.A.
DH11.4,DH11.4,16,37.95093674,0.001157748,23,76.56226669,0.001865669,0.617072923,0.668588987,,yes,,DH11.4,WBGene00008438,"Public name for Dead gene WBGene00008437. History of WBGene00008437: Merged into ""WBGene00008438"" on 2011-08-01"
cyc-2.1,E04A4.7,16,661.7344581,0.020187165,18,913.547453,0.022261315,0.524431387,0.579926327,,yes,,cyc-2.1,WBGene00017121,Public name for WBGene00017121. History: N.A.
EEED8.4,EEED8.4,16,212.7486804,0.006490205,3,35.84869357,0.000873561,0.118629596,0.14420383,,yes,,EEED8.4,WBGene00017135,Public name for WBGene00017135. History: N.A.
F02E8.2,F02E8.2,16,16.439056,0.000501497,9,72.01340288,0.001754822,0.777736602,0.814148117,,yes,,F02E8.2,WBGene00017176,Sequence name for WBGene00017176(nmur-3). History: N.A.
his-52,F07B7.4,16,14070.8797,0.429252489,16,5474.546198,0.133403686,0.237096279,0.280093472,,yes,,his-52,WBGene00001926,Public name for WBGene00001926. History: N.A.
pin-2,F07C6.1,16,60.64491267,0.001850061,14,124.846927,0.003042269,0.621844628,0.673058865,,yes,,pin-2,WBGene00004030,Public name for WBGene00004030. History: N.A.
flp-6,F07D3.2,16,203.4551793,0.006206694,20,360.9848703,0.008796476,0.586307823,0.639545104,,yes,,flp-6,WBGene00001449,Public name for WBGene00001449. History: N.A.
nmr-1,F07F6.6,16,8.622399181,0.000263039,8,7.036735875,0.000171471,0.39463113,0.449369384,,yes,,nmr-1,WBGene00003774,Public name for WBGene00003774. History: N.A.
F07H5.8,F07H5.8,16,12.35885182,0.000377025,45,76.95807967,0.001875314,0.83260747,0.861629239,,yes,,F07H5.8,WBGene00008559,Sequence name for WBGene00008559(appg-2). History: N.A.
F08G2.7,F08G2.7,16,62.30628754,0.001900743,21,72.96494941,0.001778009,0.48331852,0.53939737,,yes,,F08G2.7,WBGene00008578,Public name for WBGene00008578. History: N.A.
F08H9.2,F08H9.2,16,161.4704758,0.00492589,18,2774.625954,0.067612057,0.932092235,0.94500505,,yes,,F08H9.2,WBGene00008590,Public name for WBGene00008590. History: N.A.
F10E9.12,F10E9.12,16,367.411821,0.011208428,13,314.3307893,0.007659609,0.405956876,0.461069595,,yes,,F10E9.12,WBGene00017361,Public name for WBGene00017361. History: N.A.
F13B12.2,F13B12.2,16,38.42642661,0.001172254,13,36.49568659,0.000889327,0.431381014,0.487115019,,yes,,F13B12.2,WBGene00008730,Public name for WBGene00008730. History: N.A.
lips-10,F14E5.5,16,99.81308986,0.003044942,32,274.1597845,0.006680723,0.686916804,0.733100723,,yes,,lips-10,WBGene00008803,Public name for WBGene00008803. History: N.A.
nhr-176,F14H3.11,16,122.6468081,0.003741518,19,94.60663137,0.002305373,0.381249359,0.435466668,,yes,,nhr-176,WBGene00008830,Public name for WBGene00008830. History: N.A.
F15D3.6,F15D3.6,16,477.7863631,0.014575562,18,358.0501738,0.008724963,0.374453486,0.428373441,,yes,,F15D3.6,WBGene00008856,Public name for WBGene00008856. History: N.A.
F15E11.1,F15E11.1,16,1510.958374,0.046093965,15,552.2452639,0.013457107,0.225975896,0.267663964,,yes,,F15E11.1,WBGene00017490,Sequence name for WBGene00017490(pud-2.1). History: N.A.
F17C11.2,F17C11.2,16,202.4950331,0.006177403,18,419.7208615,0.010227754,0.623447478,0.674558244,,yes,,F17C11.2,WBGene00008914,Public name for WBGene00008914. History: N.A.
F17E9.4,F17E9.4,16,741.3550496,0.022616106,16,724.2441568,0.017648374,0.438311244,0.494162492,,yes,,F17E9.4,WBGene00017541,Public name for WBGene00017541. History: N.A.
F20D6.8,F20D6.8,16,44.80484714,0.001366837,22,79.31103846,0.001932651,0.58574273,0.639007957,,yes,,F20D6.8,WBGene00017637,Public name for WBGene00017637. History: N.A.
F21F3.3,F21F3.3,16,64.32965911,0.001962469,34,1656.87485,0.040374709,0.953646673,0.962625209,,yes,,F21F3.3,WBGene00017673,Sequence name for WBGene00017673(icmt-1). History: Renamed on 2015-04-29
gst-22,F21H7.1,16,185.7176266,0.005665584,13,112.5037304,0.00274149,0.326093213,0.377249073,,yes,,gst-22,WBGene00001770,Public name for WBGene00001770. History: N.A.
ceh-60,F22A3.5,16,74.89623734,0.002284818,19,102.4789665,0.002497206,0.522206978,0.577752495,,yes,,ceh-60,WBGene00017690,Public name for WBGene00017690. History: Renamed on 2006-06-29
his-63,F22B3.2,16,6863.697345,0.209386992,16,8354.010177,0.203570434,0.492957437,0.548966404,,yes,,his-63,WBGene00001937,Public name for WBGene00001937. History: N.A.
pef-1,F23H11.8,16,36.27547643,0.001106636,31,51.65978337,0.001258845,0.532173019,0.587475189,,yes,,pef-1,WBGene00003969,Public name for WBGene00003969. History: N.A.
gcy-13,F23H12.6,16,3.501360879,0.000106814,18,12.46378647,0.000303717,0.739815168,0.780687218,,yes,,gcy-13,WBGene00001539,Public name for WBGene00001539. History: N.A.
F26A3.4,F26A3.4,16,79.21284744,0.002416502,21,179.0829689,0.004363892,0.643604464,0.693325085,,yes,,F26A3.4,WBGene00009142,Public name for WBGene00009142. History: N.A.
F26B1.1,F26B1.1,16,252.8384533,0.007713202,18,5106.192957,0.124427658,0.941628941,0.952820121,,yes,,F26B1.1,WBGene00017815,"Public name for WBGene00017815. History: Split into F26B1.8(WBGene00194703). History of WBGene00017815: Split into ""WBGene00194703"" on 2009-07-23"
F27C1.11,F27C1.11,16,19.40793706,0.000592067,16,22.80604621,0.000555738,0.484174299,0.54024862,,yes,,F27C1.11,WBGene00017858,Public name for WBGene00017858. History: N.A.
F27E11.1,F27E11.1,16,68.67096099,0.002094907,17,51.51058363,0.001255209,0.374676377,0.428606437,,yes,,F27E11.1,WBGene00017867,Sequence name for WBGene00017867(slc-28.1). History: N.A.
F28B1.2,F28B1.2,16,12.03678837,0.0003672,18,18.57388609,0.000452608,0.552090661,0.606778074,,yes,,F28B1.2,WBGene00009196,Public name for WBGene00009196. History: N.A.
thn-1,F28D1.3,16,243.0325115,0.007414057,16,203.4680627,0.004958108,0.400746969,0.455694963,,yes,,thn-1,WBGene00009213,Public name for WBGene00009213. History: Renamed on 2004-08-25
F28E10.5,F28E10.5,16,91.61545651,0.002794862,4,84.10174366,0.00204939,0.423056103,0.478619871,,yes,,F28E10.5,WBGene00044302,Public name for WBGene00044302. History: N.A.
F32A11.3,F32A11.3,16,86.43457482,0.002636811,42,1417.833515,0.034549753,0.929092362,0.942540445,,yes,,F32A11.3,WBGene00009308,Public name for WBGene00009308. History: Renamed on 2014-09-24
msp-77,F32B6.6,16,3852.908985,0.117538548,16,22077.12416,0.537975135,0.820692457,0.851411336,,yes,,msp-77,WBGene00003464,Public name for WBGene00003464. History: N.A.
set-10,F33H2.7,16,78.89168827,0.002406705,10,13.47752047,0.00032842,0.120074986,0.145909234,,yes,,set-10,WBGene00009370,Public name for WBGene00009370. History: N.A.
F35F10.12,F35F10.12,16,134.8237027,0.004112992,13,131.7045471,0.003209375,0.438297508,0.494148546,,yes,,F35F10.12,WBGene00018061,Sequence name for WBGene00018061(arrd-19). History: N.A.
nhr-181,F38H12.3,16,91.48475935,0.002790875,3,6.147096062,0.000149792,0.050938231,0.062961992,,yes,,nhr-181,WBGene00018189,Public name for WBGene00018189. History: N.A.
F38H4.4,F38H4.4,16,26.11048867,0.000796538,51,495.4490724,0.012073098,0.938107175,0.949937667,,yes,,F38H4.4,WBGene00009548,Public name for WBGene00009548. History: N.A.
F41D3.10,F41D3.10,16,11.55802821,0.000352594,7,27.88018905,0.000679384,0.658331708,0.706933299,,yes,,F41D3.10,WBGene00009615,Sequence name for WBGene00009615(oac-25). History: N.A.
F41G3.10,F41G3.10,16,186.6898149,0.005695242,22,294.4227492,0.007174491,0.557470049,0.611962296,,yes,,F41G3.10,WBGene00018303,Public name for WBGene00018303. History: N.A.
F45E4.7,F45E4.7,16,4.342970456,0.000132489,15,18.60946981,0.000453475,0.773896363,0.810783934,,yes,,F45E4.7,WBGene00018472,Sequence name for WBGene00018472(nep-16). History: N.A.
F46F2.5,F46F2.5,16,25.61234688,0.000781342,22,97.20958541,0.002368802,0.751966369,0.791467644,,yes,,F46F2.5,WBGene00009789,Public name for WBGene00009789. History: N.A.
F47B10.9,F47B10.9,16,98.41938004,0.003002425,14,86.26989823,0.002102224,0.41182536,0.467108319,,yes,,F47B10.9,WBGene00009820,Public name for WBGene00009820. History: N.A.
F47B8.8,F47B8.8,16,70.70141814,0.002156849,16,185.3475608,0.004516547,0.676798934,0.723875415,,yes,,F47B8.8,WBGene00009809,Public name for WBGene00009809. History: N.A.
F47D12.5,F47D12.5,16,8.459128554,0.000258058,9,5.390691076,0.00013136,0.33732449,0.389224641,,yes,,F47D12.5,WBGene00018561,Sequence name for WBGene00018561(gadr-3). History: N.A.
F47H4.2,F47H4.2,16,8.481948379,0.000258754,16,57.31712193,0.001396703,0.843696299,0.871093188,,yes,,F47H4.2,WBGene00009835,Public name for WBGene00009835. History: N.A.
fbxb-67,F49B2.2,16,130.5165619,0.003981596,2,4.925609747,0.000120027,0.029263343,0.036366884,,yes,,fbxb-67,WBGene00009862,Public name for WBGene00009862. History: N.A.
F49E10.1,F49E10.1,16,33.59618778,0.0010249,21,39.58598252,0.000964631,0.484853372,0.540923867,,yes,,F49E10.1,WBGene00018639,Sequence name for WBGene00018639(tbc-16). History: N.A.
str-79,F52D2.9,16,34.09793865,0.001040207,8,58.81254865,0.001433144,0.579434107,0.633002262,,yes,,str-79,WBGene00006139,Public name for WBGene00006139. History: N.A.
hsp-17,F52E1.7,16,267.2706378,0.008153476,12,375.6139097,0.009152956,0.528875952,0.584263397,,yes,,hsp-17,WBGene00002021,Public name for WBGene00002021. History: N.A.
F52G3.4,F52G3.4,16,5.316344616,0.000162183,18,4.329356342,0.000105498,0.394118066,0.448837919,,yes,,F52G3.4,WBGene00018712,Public name for WBGene00018712. History: N.A.
col-44,F54B11.2,16,5584.32422,0.170357868,15,9994.920253,0.243556114,0.58842205,0.641553592,,yes,,col-44,WBGene00000621,Public name for WBGene00000621. History: N.A.
F54C8.1,F54C8.1,16,110.7605236,0.00337891,34,1043.164135,0.025419813,0.882671546,0.904014077,,yes,,F54C8.1,WBGene00010035,Public name for WBGene00010035. History: N.A.
F54E2.4,F54E2.4,16,102.9579769,0.003140882,14,131.375687,0.003201361,0.504768009,0.560635142,,yes,,F54E2.4,WBGene00004130,"Public name for Dead gene WBGene00043357. History of WBGene00043357: Killed on 2004-10-04; Resurrected on 2007-05-11; Merged into ""WBGene00004130"" on 2013-10-17. Remark: [050610 pad] Automatic assignment of Sequence_name connection using info taken from Public_name tags....Resurrected based on briggsae homology"
rps-12,F54E7.2,16,11249.96704,0.343196478,15,12687.57629,0.309170729,0.473921322,0.530028337,,yes,,rps-12,WBGene00004481,Public name for WBGene00004481. History: N.A.
rpl-25.1,F55D10.2,16,3773.820593,0.115125843,16,7294.375648,0.177749271,0.606911488,0.659039241,,yes,,rpl-25.1,WBGene00004438,Public name for WBGene00004438. History: N.A.
F56D2.5,F56D2.5,16,22.52416759,0.000687132,17,42.76318067,0.001042053,0.602626532,0.654999503,,yes,,F56D2.5,WBGene00018966,Public name for WBGene00018966. History: N.A.
fhod-2,F56E10.2,16,14.06324766,0.00042902,21,29.95225496,0.000729876,0.629803107,0.680493307,,yes,,fhod-2,WBGene00018976,Other name for WBGene00018976(daam-1). History: Renamed on 2010-04-30
F56F3.4,F56F3.4,16,35.07846857,0.001070119,38,848.526727,0.020676891,0.950792348,0.960300744,,yes,,F56F3.4,WBGene00010155,Public name for WBGene00010155. History: N.A.
F57B9.8,F57B9.8,16,49.12958832,0.001498769,43,267.6709022,0.006522602,0.81315301,0.844919469,,yes,,F57B9.8,WBGene00018999,Public name for WBGene00018999. History: N.A.
nas-38,F57C12.1,16,22.35691497,0.00068203,41,109.4915207,0.002668088,0.796416153,0.830434735,,yes,,nas-38,WBGene00003554,Public name for WBGene00003554. History: N.A.
F58A4.2,F58A4.2,16,476.4721269,0.01453547,14,240.6443748,0.00586402,0.287459139,0.335572218,,yes,,F58A4.2,WBGene00010227,Public name for WBGene00010227. History: N.A.
F58A4.6,F58A4.6,16,401.4145637,0.01224573,16,262.5204409,0.006397095,0.343139793,0.395400813,,yes,,F58A4.6,WBGene00010229,Public name for WBGene00010229. History: N.A.
F58G6.9,F58G6.9,16,78.40578819,0.002391882,8,222.6197804,0.005424797,0.694002793,0.739537779,,yes,,F58G6.9,WBGene00044107,Public name for WBGene00044107. History: N.A.
F58H1.7,F58H1.7,16,54.79835228,0.001671703,15,148.6047415,0.003621199,0.684161368,0.730592336,,yes,,F58H1.7,WBGene00010290,Public name for WBGene00010290. History: Renamed on 2021-01-02
fbxa-129,F59A1.8,16,65.15880713,0.001987763,11,41.9436638,0.001022083,0.339579733,0.391621813,,yes,,fbxa-129,WBGene00010294,Public name for WBGene00010294. History: N.A.
F59A6.4,F59A6.4,16,8.457132308,0.000257997,74,318.8999561,0.007770951,0.967866646,0.974165422,,yes,,F59A6.4,WBGene00019086,Public name for WBGene00019086. History: N.A.
F59A7.5,F59A7.5,16,126.702811,0.003865252,19,151.1748247,0.003683827,0.4879836,0.544033795,,yes,,F59A7.5,WBGene00019092,Public name for WBGene00019092. History: N.A.
F59D12.1,F59D12.1,16,61.97478089,0.00189063,20,60.86960731,0.00148327,0.439630674,0.495501734,,yes,,F59D12.1,WBGene00010329,Sequence name for WBGene00010329(pcdr-1). History: N.A.
F59F4.2,F59F4.2,16,4082.030544,0.124528232,16,5187.880933,0.126418229,0.503765738,0.5596473,,yes,,F59F4.2,WBGene00010337,Sequence name for WBGene00010337(serp-1.1). History: N.A.
ttr-42,H01M10.3,16,357.6360174,0.010910203,14,263.4281263,0.006419214,0.370422964,0.42415607,,yes,,ttr-42,WBGene00045268,Public name for WBGene00045268. History: N.A.
H13N06.2,H13N06.2,16,49.98683333,0.00152492,16,45.84617681,0.001117179,0.422837635,0.478396502,,yes,,H13N06.2,WBGene00010396,Public name for WBGene00010396. History: N.A.
H29C22.1,H29C22.1,16,233.7844521,0.007131932,12,260.4768713,0.006347298,0.47089469,0.527002334,,yes,,H29C22.1,WBGene00045261,Public name for WBGene00045261. History: N.A.
H36L18.2,H36L18.2,16,370.6113795,0.011306035,19,1036.883587,0.025266769,0.69086223,0.736687243,,yes,,H36L18.2,WBGene00010424,Sequence name for WBGene00010424(lep-5). History: N.A.
K01G5.10,K01G5.10,16,93.11051955,0.002840471,9,121.5986879,0.002963116,0.510566296,0.566341283,,yes,,K01G5.10,WBGene00010481,Public name for WBGene00010481. History: N.A.
K01H12.2,K01H12.2,16,147.1721468,0.004489699,33,1284.246778,0.031294512,0.874534087,0.897184434,,yes,,K01H12.2,WBGene00010485,Sequence name for WBGene00010485(ant-1.3). History: Renamed on 2014-03-03
K02A6.3,K02A6.3,16,80.08028775,0.002442965,23,117.1754208,0.002855329,0.538914857,0.594028034,,yes,,K02A6.3,WBGene00019294,Public name for WBGene00019294. History: N.A.
K02F3.9,K02F3.9,16,227.2738008,0.006933315,14,348.7661167,0.008498729,0.550719589,0.605454772,,yes,,K02F3.9,WBGene00019332,Public name for WBGene00019332. History: N.A.
fbxb-49,K05F6.1,16,23.67517103,0.000722245,14,15.07454754,0.000367336,0.337135277,0.389023407,,yes,,fbxb-49,WBGene00019412,"Public name for WBGene00019412. History: Split into K05F6.15(WBGene00269419). History of WBGene00019412: Split into ""WBGene00269419"" on 2016-02-18"
cri-2,K07C11.5,16,243.6232598,0.007432079,13,460.7786072,0.011228248,0.60171765,0.654141661,,yes,,cri-2,WBGene00019478,Public name for WBGene00019478. History: Renamed on 2008-05-07
msp-81,K07F5.1,16,651.3658717,0.019870856,16,5885.640751,0.143421233,0.878310971,0.900357165,,yes,,msp-81,WBGene00003467,Public name for WBGene00003467. History: N.A.
dnj-15,K08D10.2,16,756.5454087,0.023079509,16,724.475578,0.017654013,0.43340257,0.489173067,,yes,,dnj-15,WBGene00001033,Public name for WBGene00001033. History: N.A.
K08D8.5,K08D8.5,16,104.6250371,0.003191738,15,138.3827638,0.00337211,0.51373981,0.569458113,,yes,,K08D8.5,WBGene00010659,Public name for WBGene00010659. History: N.A.
K09E4.1,K09E4.1,16,172.8303462,0.005272439,40,1022.388604,0.024913555,0.825334919,0.855398589,,yes,,K09E4.1,WBGene00010719,Public name for WBGene00010719. History: N.A.
K09F6.4,K09F6.4,16,16.37009689,0.000499393,57,181.8514809,0.004431355,0.898718535,0.917415162,,yes,,K09F6.4,WBGene00019587,Public name for WBGene00019587. History: N.A.
K11D2.1,K11D2.1,16,156.4038718,0.004771326,12,73.10058178,0.001781314,0.271846801,0.318514872,,yes,,K11D2.1,WBGene00010768,Public name for WBGene00010768. History: N.A.
K11H12.5,K11H12.5,16,76.52760555,0.002334585,11,106.7502967,0.00260129,0.527017002,0.58245045,,yes,,K11H12.5,WBGene00019661,Public name for WBGene00019661. History: N.A.
M01G12.9,M01G12.9,16,109.293353,0.003334151,15,146.5802079,0.003571865,0.517210614,0.572861875,,yes,,M01G12.9,WBGene00010822,Public name for WBGene00010822. History: N.A.
nhr-98,M02H5.6,16,48.54323891,0.001480882,18,84.81892771,0.002066867,0.582585511,0.636004422,,yes,,nhr-98,WBGene00003688,Public name for WBGene00003688. History: N.A.
M04F3.4,M04F3.4,16,247.2841326,0.007543759,15,307.4302984,0.007491458,0.498260719,0.55421363,,yes,,M04F3.4,WBGene00019770,Public name for WBGene00019770. History: N.A.
gcy-34,M04G12.3,16,17.31343038,0.000528171,13,7.538067117,0.000183688,0.258039324,0.303324462,,yes,,gcy-34,WBGene00001554,Public name for WBGene00001554. History: N.A.
M04G7.2,M04G7.2,16,27.55540985,0.000840618,45,272.4492116,0.00663904,0.887612825,0.908150049,,yes,,M04G7.2,WBGene00019773,Public name for WBGene00019773. History: N.A.
M176.11,M176.11,16,148.8294065,0.004540256,19,299.1017454,0.007288508,0.6161682,0.667740442,,yes,,M176.11,WBGene00010947,Public name for WBGene00010947. History: N.A.
M176.8,M176.8,16,81.80655891,0.002495627,15,33.52607148,0.000816963,0.246623622,0.290690253,,yes,,M176.8,WBGene00010945,Sequence name for WBGene00010945(chil-13). History: N.A.
M70.1,M70.1,16,24.26442477,0.000740221,102,1007.127628,0.024541676,0.970721292,0.976474101,,yes,,M70.1,WBGene00019783,Public name for WBGene00019783. History: N.A.
R03A10.5,R03A10.5,16,187.1813176,0.005710236,32,261.0727612,0.006361818,0.526987212,0.582421385,,yes,,R03A10.5,WBGene00010985,Public name for WBGene00010985. History: N.A.
ifd-1,R04E5.10,16,41.21989442,0.001257472,43,128.8510337,0.003139841,0.714036197,0.757631155,,yes,,ifd-1,WBGene00002057,Public name for WBGene00002057. History: N.A.
dhs-14,R05D8.8,16,125.4211057,0.003826152,10,129.90833,0.003165605,0.452762447,0.508787127,,yes,,dhs-14,WBGene00000977,Public name for WBGene00000977. History: N.A.
cdh-7,R05H10.6,16,6.987299757,0.000213158,57,94.70624039,0.002307801,0.915445782,0.931290623,,yes,,cdh-7,WBGene00000399,Public name for WBGene00000399. History: N.A.
grd-1,R08B4.1,16,32.96979524,0.001005791,64,83.87538589,0.002043875,0.670196254,0.717833505,,yes,,grd-1,WBGene00001690,Public name for WBGene00001690. History: N.A.
R08C7.5,R08C7.5,16,41.23615135,0.001257968,51,560.0356663,0.013646943,0.915600419,0.931418453,,yes,,R08C7.5,WBGene00019949,Public name for WBGene00019949. History: N.A.
clec-175,R08C7.6,16,15.95573721,0.000486753,52,176.7631494,0.004307363,0.898468696,0.917207195,,yes,,clec-175,WBGene00019950,Public name for WBGene00019950. History: N.A.
R09E10.6,R09E10.6,16,137.8268244,0.004204606,33,2371.247957,0.057782546,0.932169716,0.945068666,,yes,,R09E10.6,WBGene00011176,Public name for WBGene00011176. History: N.A.
R09H10.3,R09H10.3,16,566.0372339,0.017267783,14,864.6052278,0.021068691,0.549573009,0.604347523,,yes,,R09H10.3,WBGene00011181,Public name for WBGene00011181. History: N.A.
R10E4.6,R10E4.6,16,39.2513863,0.00119742,9,54.88341305,0.001337398,0.527611102,0.58303001,,yes,,R10E4.6,WBGene00011202,Public name for WBGene00011202. History: N.A.
R12C12.9,R12C12.9,16,108.9594745,0.003323966,20,110.3945161,0.002690092,0.447300682,0.503271063,,yes,,R12C12.9,WBGene00020029,Public name for WBGene00020029. History: N.A.
gcy-3,R134.1,16,3.565142349,0.00010876,13,26.26524997,0.000640031,0.854752809,0.88048624,,yes,,gcy-3,WBGene00001530,Public name for WBGene00001530. History: N.A.
R13D7.2,R13D7.2,16,70.16925652,0.002140614,20,116.5650891,0.002840457,0.570250196,0.62422951,,yes,,R13D7.2,WBGene00020054,Public name for WBGene00020054. History: N.A.
cyn-11,T01B7.4,16,378.8076579,0.011556074,15,391.4329072,0.009538433,0.452176149,0.508195653,,yes,,cyn-11,WBGene00000887,Public name for WBGene00000887. History: N.A.
T02B11.3,T02B11.3,16,283.124531,0.008637122,25,393.661733,0.009592745,0.526210358,0.581663302,,yes,,T02B11.3,WBGene00020155,Public name for WBGene00020155. History: N.A.
mlp-1,T04C9.4,16,174.3421912,0.00531856,15,389.6936538,0.009496051,0.640992255,0.690902284,,yes,,mlp-1,WBGene00003375,Public name for WBGene00003375. History: N.A.
