# Curated list of genes misregulated in the dcr-1(-/-);unc-32(-/-) relative to unc-32(-/-). The uncurated output from the microarray analysis software package GeneSifter is presented in worksheet ""dcr-1 raw data""
gene,affy_id,fold change,direction,Input,Suggested Match,History
F38A5.7,183044_at,1.97,Up,F38A5.7,WBGene00018164,Sequence name for WBGene00018164(sup-36). History: N.A.
F54H5.4,186941_at,1.97,Up,F54H5.4,WBGene00003480,Sequence name for WBGene00003480(klf-3). History: N.A.
K11G12.1,186131_at,1.97,Up,K11G12.1,WBGene00003530,Sequence name for WBGene00003530(nas-11). History: N.A.
M60.4,177279_at,1.97,Up,M60.4,WBGene00019780,Public name for WBGene00019780. History: N.A.
T28F4.5,178922_at,1.97,Up,T28F4.5,WBGene00012140,Public name for WBGene00012140. History: N.A.
ZC455.6,191066_s_at,1.97,Up,ZC455.6,WBGene00013906,Sequence name for WBGene00013906(ugt-5). History: N.A.
ZK1067.6,174745_at,1.97,Up,ZK1067.6,WBGene00006367,"Sequence name for WBGene00006367(sym-2). History: N.A.. Public name for Dead gene WBGene00014211. History of WBGene00014211: Merged into ""WBGene00006367"" on 2005-08-19"
C25G6.2,190414_at,1.96,Up,C25G6.2,WBGene00006635,Sequence name for WBGene00006635(tsp-9). History: N.A.
C41H7.5,182643_at,1.96,Up,C41H7.5,WBGene00016575,Sequence name for WBGene00016575(lido-10). History: N.A.
C42D8.8,173504_at,1.96,Up,C42D8.8,WBGene00000149,Sequence name for WBGene00000149(apl-1). History: N.A.
D1046.4,191628_at,1.96,Up,D1046.4,WBGene00008365,Public name for WBGene00008365. History: N.A.
F29G9.4,175322_at,1.96,Up,F29G9.4,WBGene00001345,"Sequence name for WBGene00001345(fos-1). History: Renamed on 2005-09-27. Public name for Dead gene WBGene00017932. History of WBGene00017932: Merged into ""WBGene00001345"" on 2005-09-27"
T05E11.2,180317_at,1.96,Up,T05E11.2,WBGene00011479,Sequence name for WBGene00011479(clc-9). History: N.A.
E01H11.1,192005_at,1.95,Up,E01H11.1,WBGene00004033,Sequence name for WBGene00004033(pkc-2). History: N.A.
F13E6.1,189052_s_at,1.95,Up,F13E6.1,WBGene00008745,Public name for WBGene00008745. History: N.A.
F14E5.5,174404_s_at,1.95,Up,F14E5.5,WBGene00008803,Sequence name for WBGene00008803(lips-10). History: N.A.
F35C5.6,194044_at,1.95,Up,F35C5.6,WBGene00009394,Sequence name for WBGene00009394(clec-63). History: N.A.
H40L08.2,174393_at,1.95,Up,H40L08.2,WBGene00014793,"Public name for WBGene00014793. History: Split into H40L08.7(WBGene00303024). History of WBGene00014793: Split into ""WBGene00303024"" on 2018-03-02"
R31.1,175797_at,1.95,Up,R31.1,WBGene00004855,Sequence name for WBGene00004855(sma-1). History: N.A.
W01B11.6,175307_s_at,1.95,Up,W01B11.6,WBGene00020917,Public name for WBGene00020917. History: N.A.
C31H1.6,181056_at,1.94,Up,C31H1.6,WBGene00016289,Sequence name for WBGene00016289(lntl-1). History: N.A.
F13D11.2,192791_s_at,1.94,Up,F13D11.2,WBGene00001824,Sequence name for WBGene00001824(hbl-1). History: N.A.
F55A12.9,175052_at,1.94,Up,F55A12.9,WBGene00004131,Sequence name for WBGene00004131(tent-5). History: Renamed on 2021-01-04
T07E3.4,182597_at,1.94,Up,T07E3.4,WBGene00020315,Public name for WBGene00020315. History: N.A.
T22C8.8,177583_at,1.94,Up,T22C8.8,WBGene00006875,Sequence name for WBGene00006875(vab-9). History: N.A.
W02C12.2,185402_at,1.94,Up,W02C12.2,WBGene00020929,Public name for WBGene00020929. History: N.A.
Y111B2A.14,186777_s_at,1.94,Up,Y111B2A.14,WBGene00004161,Sequence name for WBGene00004161(pqn-80). History: N.A.
Y46G5A.10,184716_at,1.94,Up,Y46G5A.10,WBGene00012901,Sequence name for WBGene00012901(cnp-2). History: N.A.
C04F12.8,193574_at,1.93,Up,C04F12.8,WBGene00007302,Public name for WBGene00007302. History: N.A.
C05D10.3,175255_s_at,1.93,Up,C05D10.3,WBGene00015479,Sequence name for WBGene00015479(wht-1). History: N.A.
C16B8.4,182775_s_at,1.93,Up,C16B8.4,WBGene00015824,Public name for WBGene00015824. History: N.A.
F07H5.4,172626_at,1.93,Up,F07H5.4,WBGene00014308,Public name for WBGene00014308. History: N.A.
F13H10.1,183859_at,1.93,Up,F13H10.1,WBGene00008773,Public name for WBGene00008773. History: N.A.
F40E10.6,180597_at,1.93,Up,F40E10.6,WBGene00009574,Public name for WBGene00009574. History: N.A.
F45E1.3,181827_at,1.93,Up,F45E1.3,WBGene00018465,"Public name for Dead gene WBGene00018464. History of WBGene00018464: Merged into ""WBGene00018465"" on 2010-05-06"
K01A2.8,172541_x_at,1.93,Up,K01A2.8,WBGene00019282,Sequence name for WBGene00019282(mps-2). History: N.A.
R06C1.6,175546_at,1.93,Up,R06C1.6,WBGene00011060,Public name for WBGene00011060. History: N.A.
T24F1.3,189683_at,1.93,Up,T24F1.3,WBGene00011995,Sequence name for WBGene00011995(rsf-1). History: Renamed on 2013-01-22
Y73F4A.3,183055_at,1.93,Up,Y73F4A.3,WBGene00013516,Public name for WBGene00013516. History: N.A.
B0213.14,189485_at,1.92,Up,B0213.14,WBGene00015043,Sequence name for WBGene00015043(cyp-34A8). History: N.A.
C25D7.3,192294_s_at,1.92,Up,C25D7.3,WBGene00004747,Sequence name for WBGene00004747(sdc-3). History: N.A.
C37C3.7,180672_at,1.92,Up,C37C3.7,WBGene00016499,Sequence name for WBGene00016499(txt-5). History: N.A.
C54D10.1,191541_at,1.92,Up,C54D10.1,WBGene00008296,Sequence name for WBGene00008296(cdr-2). History: N.A.
C55B7.2,194021_s_at,1.92,Up,C55B7.2,WBGene00001627,Sequence name for WBGene00001627(gly-2). History: N.A.
F09B12.3,180814_s_at,1.92,Up,F09B12.3,WBGene00008607,Public name for WBGene00008607. History: N.A.
F11A1.3,175665_at,1.92,Up,F11A1.3,WBGene00000908,Sequence name for WBGene00000908(daf-12). History: Renamed on 2007-10-19
F20B10.3,183717_at,1.92,Up,F20B10.3,WBGene00008967,Public name for WBGene00008967. History: N.A.
F54F7.3,177748_s_at,1.92,Up,F54F7.3,WBGene00010065,Public name for WBGene00010065. History: N.A.
F55C12.1,175172_at,1.92,Up,F55C12.1,WBGene00018869,Sequence name for WBGene00018869(rfip-1). History: N.A.
T23B12.8,184855_at,1.92,Up,T23B12.8,WBGene00020722,Public name for WBGene00020722. History: N.A.
Y39A3CL.4,177151_at,1.92,Up,Y39A3CL.4,WBGene00021442,Public name for WBGene00021442. History: N.A.
B0507.2,181109_at,1.91,Up,B0507.2,WBGene00015219,Public name for WBGene00015219. History: N.A.
R11D1.3,179590_at,1.91,Up,R11D1.3,WBGene00011244,Public name for WBGene00011244. History: N.A.
T19D7.1,181460_at,1.91,Up,T19D7.1,WBGene00020569,Sequence name for WBGene00020569(lgc-32). History: N.A.
T28D6.2,190141_s_at,1.91,Up,T28D6.2,WBGene00006533,Sequence name for WBGene00006533(tba-7). History: N.A.
W10G6.3,193108_s_at,1.91,Up,W10G6.3,WBGene00003485,Sequence name for WBGene00003485(mua-6). History: N.A.
Y57G11C.31,187086_at,1.91,Up,Y57G11C.31,WBGene00013321,Public name for WBGene00013321. History: N.A.
B0213.2,172388_x_at,1.9,Up,B0213.2,WBGene00003765,Sequence name for WBGene00003765(nlp-27). History: N.A.
C04G6.5,191543_at,1.9,Up,C04G6.5,WBGene00015455,Sequence name for WBGene00015455(txt-9). History: N.A.
F56A11.3,175497_at,1.9,Up,F56A11.3,WBGene00001165,Sequence name for WBGene00001165(efn-4). History: N.A.
M117.1,191442_at,1.9,Up,M117.1,WBGene00010918,Public name for WBGene00010918. History: N.A.
R12H7.3,174287_at,1.9,Up,R12H7.3,WBGene00004825,Sequence name for WBGene00004825(skr-19). History: N.A.
C14B1.3,178076_at,1.89,Up,C14B1.3,WBGene00007574,Public name for WBGene00007574. History: N.A.
C26D10.6,182015_at,1.89,Up,C26D10.6,WBGene00007746,Public name for WBGene00007746. History: N.A.
C33C12.3,189972_at,1.89,Up,C33C12.3,WBGene00016335,Sequence name for WBGene00016335(gba-1). History: N.A.
C34E7.4,173639_at,1.89,Up,C34E7.4,WBGene00007934,Public name for WBGene00007934. History: N.A.
F20A1.10,186043_at,1.89,Up,F20A1.10,WBGene00017621,Sequence name for WBGene00017621(txt-17). History: N.A.
F56F4.5,175798_at,1.89,Up,F56F4.5,WBGene00003878,Sequence name for WBGene00003878(pept-3). History: Renamed on 2009-04-29
F57A8.1,188628_at,1.89,Up,F57A8.1,WBGene00010177,"Public name for WBGene00010177. History: Split into T06E8.8(WBGene00303063). History of WBGene00010177: Split into ""WBGene00303063"" on 2018-03-02"
K10B4.6,188486_s_at,1.89,Up,K10B4.6,WBGene00000857,Sequence name for WBGene00000857(cwn-1). History: N.A.
C50F4.5,188692_at,1.88,Up,C50F4.5,WBGene00001915,Sequence name for WBGene00001915(his-41). History: N.A.
F25C8.4,189731_at,1.88,Up,F25C8.4,WBGene00009106,Sequence name for WBGene00009106(acs-12). History: N.A.
K11G12.4,193669_s_at,1.88,Up,K11G12.4,WBGene00004876,Sequence name for WBGene00004876(smf-1). History: N.A.
M04G12.1,174221_at,1.88,Up,M04G12.1,WBGene00010867,Sequence name for WBGene00010867(ifbp-1). History: Renamed on 2020-09-10
Y43F4A.1,192483_at,1.88,Up,Y43F4A.1,WBGene00012796,Public name for WBGene00012796. History: N.A.
Y59H11AR.2,174655_at,1.88,Up,Y59H11AR.2,WBGene00022010,Sequence name for WBGene00022010(catp-7). History: N.A.
Y71G12B.6,176564_at,1.88,Up,Y71G12B.6,WBGene00022146,Sequence name for WBGene00022146(rml-5). History: N.A.
ZK822.2,178240_at,1.88,Up,ZK822.2,WBGene00014090,"Public name for WBGene00014090. History: Split into ZK822.6(WBGene00044009). History of WBGene00014090: Split into ""WBGene00044009"" on 2004-11-30"
B0213.3,172427_x_at,1.87,Up,B0213.3,WBGene00003766,Sequence name for WBGene00003766(nlp-28). History: N.A.
C36H8.3,173466_s_at,1.87,Up,C36H8.3,WBGene00001452,Sequence name for WBGene00001452(flp-9). History: N.A.
F19H8.1,191539_at,1.87,Up,F19H8.1,WBGene00006603,Sequence name for WBGene00006603(tps-2). History: N.A.
T01D3.3,193218_s_at,1.87,Up,T01D3.3,WBGene00011328,Public name for WBGene00011328. History: N.A.
T03D8.3,191034_s_at,1.87,Up,T03D8.3,WBGene00011392,Sequence name for WBGene00011392(sbt-1). History: N.A.
T08E11.7,185288_at,1.87,Up,T08E11.7,WBGene00020363,Sequence name for WBGene00020363(fbxa-3). History: N.A.
Y119C1B.9,176163_at,1.87,Up,Y119C1B.9,WBGene00022474,Sequence name for WBGene00022474(zig-9). History: N.A.
Y71F9B.5,173399_s_at,1.87,Up,Y71F9B.5,WBGene00003006,Sequence name for WBGene00003006(lin-17). History: N.A.
Y82E9BR.17,172015_x_at,1.87,Up,Y82E9BR.17,WBGene00022349,Public name for WBGene00022349. History: N.A.
C14F11.2,185754_at,1.86,Up,C14F11.2,WBGene00015779,Sequence name for WBGene00015779(lrch-1). History: N.A.
C15A11.4,188969_at,1.86,Up,C15A11.4,WBGene00007598,Public name for WBGene00007598. History: N.A.
F10E9.6,176616_s_at,1.86,Up,F10E9.6,WBGene00003243,Sequence name for WBGene00003243(mig-10). History: N.A.
F18E9.5,187751_s_at,1.86,Up,F18E9.5,WBGene00017571,Sequence name for WBGene00017571(jmjd-3.1). History: Renamed on 2016-08-08
M110.1,188132_at,1.86,Up,M110.1,WBGene00000652,Sequence name for WBGene00000652(col-76). History: N.A.
R03G5.1,192129_at,1.86,Up,R03G5.1,WBGene00001169,Sequence name for WBGene00001169(eef-1A.2). History: Renamed on 2010-08-03
C15H9.7,189268_s_at,1.85,Up,C15H9.7,WBGene00015802,Sequence name for WBGene00015802(kynu-1). History: Renamed on 2016-02-19
C41G11.1,175524_at,1.85,Up,C41G11.1,WBGene00016568,Public name for WBGene00016568. History: N.A.
F28H6.1,175809_at,1.85,Up,F28H6.1,WBGene00000103,Sequence name for WBGene00000103(akt-2). History: N.A.
F56A8.7,187680_s_at,1.85,Up,F56A8.7,WBGene00006798,Sequence name for WBGene00006798(unc-64). History: Renamed on 2010-04-16
F57F5.4,173448_s_at,1.85,Up,F57F5.4,WBGene00000073,Sequence name for WBGene00000073(add-2). History: N.A.
H34I24.2,176263_s_at,1.85,Up,H34I24.2,WBGene00019261,Public name for WBGene00019261. History: N.A.
ZC513.7,173640_at,1.85,Up,ZC513.7,WBGene00023209,Public name for WBGene00023209. History: N.A.
C01B10.6,184599_at,1.84,Up,C01B10.6,WBGene00015280,Public name for WBGene00015280. History: N.A.
C14A4.12,183270_at,1.84,Up,C14A4.12,WBGene00007562,Public name for WBGene00007562. History: N.A.
D1009.4,180833_s_at,1.84,Up,D1009.4,WBGene00003752,Sequence name for WBGene00003752(nlp-14). History: N.A.
K10D6.4,174902_at,1.84,Up,K10D6.4,WBGene00010744,Public name for WBGene00010744. History: N.A.
Y22D7AL.8,173643_at,1.84,Up,Y22D7AL.8,WBGene00004894,Sequence name for WBGene00004894(sms-3). History: N.A.
Y60A3A.18,188228_at,1.84,Up,Y60A3A.18,WBGene00004810,Sequence name for WBGene00004810(skr-4). History: N.A.
Y65B4BL.7,174315_at,1.84,Up,Y65B4BL.7,WBGene00022039,Public name for WBGene00022039. History: N.A.
C05E11.1,187635_at,1.83,Up,C05E11.1,WBGene00015492,Sequence name for WBGene00015492(lnp-1). History: N.A.
C33A11.1,174542_at,1.83,Up,C33A11.1,WBGene00007877,Sequence name for WBGene00007877(nfki-1). History: Renamed on 2015-10-02
C44C11.1,173434_at,1.83,Up,C44C11.1,WBGene00004310,Sequence name for WBGene00004310(ras-1). History: N.A.
E03E2.1,189413_at,1.83,Up,E03E2.1,WBGene00017108,Sequence name for WBGene00017108(cyp-43A1). History: N.A.
F32B5.6,175000_at,1.83,Up,F32B5.6,WBGene00017979,Public name for WBGene00017979. History: N.A.
T07F12.2,185111_s_at,1.83,Up,T07F12.2,WBGene00020322,Public name for WBGene00020322. History: N.A.
Y38F1A.5,175670_s_at,1.83,Up,Y38F1A.5,WBGene00000870,Sequence name for WBGene00000870(cyd-1). History: N.A.
ZC395.5,180427_at,1.83,Up,ZC395.5,WBGene00022597,Public name for WBGene00022597. History: N.A.
B0513.1,174892_at,1.82,Up,B0513.1,WBGene00001562,Sequence name for WBGene00001562(lin-66). History: N.A.
C07A12.7,187841_s_at,1.82,Up,C07A12.7,WBGene00015561,Public name for WBGene00015561. History: N.A.
C28H8.11,192112_s_at,1.82,Up,C28H8.11,WBGene00016201,Sequence name for WBGene00016201(tdo-2). History: N.A.
C34G6.2,184158_at,1.82,Up,C34G6.2,WBGene00016419,Sequence name for WBGene00016419(tyr-4). History: N.A.
F18E3.11,175489_at,1.82,Up,F18E3.11,WBGene00017567,Public name for WBGene00017567. History: N.A.
F23H12.4,174910_at,1.82,Up,F23H12.4,WBGene00005018,Sequence name for WBGene00005018(sqt-3). History: Renamed on 2005-08-23
F38B2.1,193131_at,1.82,Up,F38B2.1,WBGene00002050,Sequence name for WBGene00002050(ifa-1). History: N.A.
K11D12.7,186024_s_at,1.82,Up,K11D12.7,WBGene00019647,Public name for WBGene00019647. History: N.A.
T20G5.7,172218_x_at,1.82,Up,T20G5.7,WBGene00011869,Sequence name for WBGene00011869(dod-6). History: N.A.
T28F4.4,179053_at,1.82,Up,T28F4.4,WBGene00012139,Public name for WBGene00012139. History: N.A.
Y43B11AR.3,177313_at,1.82,Up,Y43B11AR.3,WBGene00021544,Public name for WBGene00021544. History: N.A.
C33D12.2,184931_at,1.81,Up,C33D12.2,WBGene00016343,Sequence name for WBGene00016343(cnnm-3). History: N.A.
C37F5.1,173446_s_at,1.81,Up,C37F5.1,WBGene00002990,Sequence name for WBGene00002990(lin-1). History: Renamed on 2011-11-08
C48E7.10,175096_at,1.81,Up,C48E7.10,WBGene00005000,Sequence name for WBGene00005000(spp-15). History: N.A.
C54D10.3,182553_at,1.81,Up,C54D10.3,WBGene00008298,Public name for WBGene00008298. History: N.A.
F15E6.2,181326_at,1.81,Up,F15E6.2,WBGene00017483,Sequence name for WBGene00017483(lgc-22). History: N.A.
F17C8.4,191483_at,1.81,Up,F17C8.4,WBGene00004311,Sequence name for WBGene00004311(ras-2). History: N.A.
F53F4.13,182491_at,1.81,Up,F53F4.13,WBGene00009995,Public name for WBGene00009995. History: N.A.
Y12A6A.1,183154_at,1.81,Up,Y12A6A.1,WBGene00012439,Public name for WBGene00012439. History: N.A.
Y77E11A.10,187231_at,1.81,Up,Y77E11A.10,WBGene00000546,"Sequence name for WBGene00000546(clp-6). History: Split into Y77E11A.23(WBGene00235267). History of WBGene00000546: Split into ""WBGene00235267"" on 2013-09-04"
B0303.7,173945_s_at,1.8,Up,B0303.7,WBGene00015128,Public name for WBGene00015128. History: N.A.
C18D11.1,173164_s_at,1.8,Up,C18D11.1,WBGene00007679,Public name for WBGene00007679. History: N.A.
C25E10.10,186880_at,1.8,Up,C25E10.10,WBGene00016099,Public name for WBGene00016099. History: N.A.
C36E8.4,177907_at,1.8,Up,C36E8.4,WBGene00007983,Public name for WBGene00007983. History: N.A.
F52F12.6,174668_at,1.8,Up,F52F12.6,WBGene00009939,Sequence name for WBGene00009939(ztf-11). History: Renamed on 2008-02-20
H20E11.3,186143_at,1.8,Up,H20E11.3,WBGene00019215,Public name for WBGene00019215. History: N.A.
K02D3.1,178993_at,1.8,Up,K02D3.1,WBGene00010504,Public name for WBGene00010504. History: N.A.
T23F4.2,180240_at,1.8,Up,T23F4.2,WBGene00020740,Public name for WBGene00020740. History: N.A.
ZK1248.16,175708_s_at,1.8,Up,ZK1248.16,WBGene00002268,Sequence name for WBGene00002268(lec-5). History: N.A.
C14C11.3,185758_at,1.79,Up,C14C11.3,WBGene00015767,Sequence name for WBGene00015767(hex-2). History: N.A.
F22B5.6,177882_at,1.79,Up,F22B5.6,WBGene00009044,Public name for WBGene00009044. History: N.A.
F23F1.3,181336_at,1.79,Up,F23F1.3,WBGene00017744,Sequence name for WBGene00017744(fbxc-54). History: N.A.
T05G5.1,194221_x_at,1.79,Up,T05G5.1,WBGene00011498,Public name for WBGene00011498. History: N.A.
T14B4.7,175025_at,1.79,Up,T14B4.7,WBGene00001072,"Sequence name for WBGene00001072(dpy-10). History: Split into T14B4.19(WBGene00302993). History of WBGene00001072: Split into ""WBGene00302993"" on 2018-03-06"
T23F2.5,172659_x_at,1.79,Up,T23F2.5,WBGene00020738,Public name for WBGene00020738. History: N.A.
Y62E10A.13,187479_s_at,1.79,Up,Y62E10A.13,WBGene00013379,Public name for WBGene00013379. History: N.A.
ZK377.2,175413_s_at,1.79,Up,ZK377.2,WBGene00004729,"Sequence name for WBGene00004729(sax-3). History: Split into ZK377.15(WBGene00303098). History of WBGene00004729: Split into ""WBGene00303098"" on 2018-03-02"
C12D12.2,193668_s_at,1.78,Up,C12D12.2,WBGene00001620,Sequence name for WBGene00001620(glt-1). History: N.A.
C25H3.10,184624_s_at,1.78,Up,C25H3.10,WBGene00016119,Public name for WBGene00016119. History: N.A.
C34F6.5,178826_at,1.78,Up,C34F6.5,WBGene00007939,Public name for WBGene00007939. History: N.A.
F26A3.4,191521_s_at,1.78,Up,F26A3.4,WBGene00009142,Public name for WBGene00009142. History: N.A.
H08M01.2,193481_at,1.78,Up,H08M01.2,WBGene00010374,Sequence name for WBGene00010374(rga-5). History: N.A.
K11C4.3,175686_s_at,1.78,Up,K11C4.3,WBGene00006803,Sequence name for WBGene00006803(unc-70). History: N.A.
T24A11.3,173836_at,1.78,Up,T24A11.3,WBGene00006591,Sequence name for WBGene00006591(toh-1). History: N.A.
Y97E10AR.2,176595_at,1.78,Up,Y97E10AR.2,WBGene00022397,Public name for WBGene00022397. History: N.A.
B0198.1,190448_at,1.77,Up,B0198.1,WBGene00006646,Sequence name for WBGene00006646(tsp-20). History: N.A.
F20C5.4,190635_at,1.77,Up,F20C5.4,WBGene00008969,Sequence name for WBGene00008969(cdc-50.B). History: N.A.
F45D3.4,173550_at,1.77,Up,F45D3.4,WBGene00009724,Public name for WBGene00009724. History: N.A.
Y38E10A.7,185944_at,1.77,Up,Y38E10A.7,WBGene00012585,Sequence name for WBGene00012585(lips-15). History: N.A.
Y55B1BL.1,186903_at,1.77,Up,Y55B1BL.1,WBGene00021909,"Public name for WBGene00021909. History: Split into Y55B1BL.2(WBGene00303093). History of WBGene00021909: Split into ""WBGene00303093"" on 2018-03-02"
Y71H2B.4,185811_at,1.77,Up,Y71H2B.4,WBGene00022194,Public name for WBGene00022194. History: N.A.
ZK1067.1,194046_s_at,1.77,Up,ZK1067.1,WBGene00002299,Sequence name for WBGene00002299(let-23). History: N.A.
F09B12.2,180547_at,1.76,Up,F09B12.2,WBGene00008606,Sequence name for WBGene00008606(dhhc-1). History: N.A.
F10G7.11,174291_s_at,1.76,Up,F10G7.11,WBGene00017374,Sequence name for WBGene00017374(ttr-41). History: N.A.
F59E11.11,187090_at,1.76,Up,F59E11.11,WBGene00019116,Sequence name for WBGene00019116(nhr-143). History: N.A.
R07G3.8,173666_at,1.76,Up,R07G3.8,WBGene00019944,Public name for WBGene00019944. History: N.A.
T14A8.2,183575_at,1.76,Up,T14A8.2,WBGene00020497,Public name for WBGene00020497. History: N.A.
T27F7.2,176885_at,1.76,Up,T27F7.2,WBGene00020867,Sequence name for WBGene00020867(shc-2). History: N.A.
Y47D3B.2,185393_s_at,1.76,Up,Y47D3B.2,WBGene00003759,Sequence name for WBGene00003759(nlp-21). History: N.A.
D2096.3,183207_at,1.75,Up,D2096.3,WBGene00017071,Sequence name for WBGene00017071(aagr-1). History: N.A.
F01D5.8,178264_at,1.75,Up,F01D5.8,WBGene00008498,Public name for WBGene00008498. History: N.A.
F47A4.5,174627_at,1.75,Up,F47A4.5,WBGene00009801,Sequence name for WBGene00009801(ipla-2). History: N.A.
H06O01.3,175572_s_at,1.75,Up,H06O01.3,WBGene00010370,Sequence name for WBGene00010370(ctg-1). History: N.A.
K10G9.2,177872_at,1.75,Up,K10G9.2,WBGene00010756,Public name for WBGene00010756. History: N.A.
W02D7.4,180917_at,1.75,Up,W02D7.4,WBGene00020940,Public name for WBGene00020940. History: N.A.
Y62H9A.3,179764_s_at,1.75,Up,Y62H9A.3,WBGene00013391,Public name for WBGene00013391. History: N.A.
B0285.7,174159_at,1.74,Up,B0285.7,WBGene00007139,Sequence name for WBGene00007139(mnp-1). History: N.A.
H27C11.1,175182_at,1.74,Up,H27C11.1,WBGene00003687,Sequence name for WBGene00003687(nhr-97). History: N.A.
K03H1.10,179875_at,1.74,Up,K03H1.10,WBGene00010545,Sequence name for WBGene00010545(cbp-2). History: N.A.
R12B2.1,176599_at,1.74,Up,R12B2.1,WBGene00004858,Sequence name for WBGene00004858(sma-4). History: N.A.
R151.5,190101_s_at,1.74,Up,R151.5,WBGene00006592,Sequence name for WBGene00006592(dpy-31). History: Renamed on 2005-06-13
T01C8.2,182871_at,1.74,Up,T01C8.2,WBGene00020143,Public name for WBGene00020143. History: N.A.
T21D12.9,186872_s_at,1.74,Up,T21D12.9,WBGene00020649,"Sequence name for WBGene00020649(sma-10). History: Split into best-19(WBGene00206487). History of WBGene00020649: Split into ""WBGene00206487"" on 2011-06-13"
Y40B10A.9,176828_s_at,1.74,Up,Y40B10A.9,WBGene00021493,Public name for WBGene00021493. History: N.A.
C01C10.4,175733_at,1.73,Up,C01C10.4,WBGene00000526,Sequence name for WBGene00000526(clc-5). History: N.A.
C50F7.10,190026_s_at,1.73,Up,C50F7.10,WBGene00016848,Sequence name for WBGene00016848(klo-1). History: N.A.
C52D10.1,176383_at,1.73,Up,C52D10.1,WBGene00016877,"Public name for Dead gene WBGene00016875. History of WBGene00016875: Merged into ""WBGene00016877"" on 2015-03-09"
F02G3.1,171810_x_at,1.73,Up,F02G3.1,WBGene00017184,Sequence name for WBGene00017184(ncam-1). History: N.A.
F42A8.1,186757_s_at,1.73,Up,F42A8.1,WBGene00009626,Public name for WBGene00009626. History: N.A.
F46G10.2,180985_s_at,1.73,Up,F46G10.2,WBGene00009797,Public name for WBGene00009797. History: N.A.
R90.4,190467_at,1.73,Up,R90.4,WBGene00011286,Sequence name for WBGene00011286(ttr-29). History: N.A.
T28F4.1,178570_s_at,1.73,Up,T28F4.1,WBGene00012136,Public name for WBGene00012136. History: N.A.
Y43C5A.2,193975_at,1.73,Up,Y43C5A.2,WBGene00012782,Public name for WBGene00012782. History: N.A.
Y47D9A.2,174364_at,1.73,Up,Y47D9A.2,WBGene00021629,Sequence name for WBGene00021629(scpl-3). History: N.A.
C18A3.4,183971_at,1.72,Up,C18A3.4,WBGene00015942,Sequence name for WBGene00015942(osta-2). History: N.A.
C31B8.8,175750_s_at,1.72,Up,C31B8.8,WBGene00016283,Sequence name for WBGene00016283(zmp-3). History: N.A.
C31H2.1,181172_s_at,1.72,Up,C31H2.1,WBGene00016292,Sequence name for WBGene00016292(tbc-7). History: N.A.
D1009.1,192034_s_at,1.72,Up,D1009.1,WBGene00017012,Sequence name for WBGene00017012(acs-22). History: N.A.
F23H12.1,189822_s_at,1.72,Up,F23H12.1,WBGene00004898,Sequence name for WBGene00004898(snb-2). History: N.A.
K10D11.5,183324_at,1.72,Up,K10D11.5,WBGene00010749,Public name for WBGene00010749. History: N.A.
T12B5.10,172594_x_at,1.72,Up,T12B5.10,WBGene00020456,Sequence name for WBGene00020456(fbxa-60). History: N.A.
W03G9.1,174710_s_at,1.72,Up,W03G9.1,WBGene00004900,Sequence name for WBGene00004900(snf-1). History: Renamed on 2010-09-28
Y51A2D.9,173412_s_at,1.72,Up,Y51A2D.9,WBGene00013077,Sequence name for WBGene00013077(ttr-24). History: N.A.
F34H10.3,175556_at,1.71,Up,F34H10.3,WBGene00009380,Public name for WBGene00009380. History: N.A.
F39H2.1,175289_at,1.71,Up,F39H2.1,WBGene00009562,Sequence name for WBGene00009562(flp-22). History: N.A.
H14N18.1,175047_at,1.71,Up,H14N18.1,WBGene00006760,Sequence name for WBGene00006760(unc-23). History: Renamed on 2015-11-03
T01G6.7,192136_at,1.71,Up,T01G6.7,WBGene00003645,Sequence name for WBGene00003645(nhr-55). History: N.A.
Y43E12A.2,184368_at,1.71,Up,Y43E12A.2,WBGene00012794,Public name for WBGene00012794. History: N.A.
C16B8.3,182754_at,1.7,Up,C16B8.3,WBGene00015823,Public name for WBGene00015823. History: N.A.
E03D2.1,188920_at,1.7,Up,E03D2.1,WBGene00003751,Sequence name for WBGene00003751(nlp-13). History: N.A.
F49E2.5,180309_s_at,1.7,Up,F49E2.5,WBGene00009888,Public name for WBGene00009888. History: N.A.
F52D10.3,171773_x_at,1.7,Up,F52D10.3,WBGene00001502,Sequence name for WBGene00001502(ftt-2). History: N.A.
F57C12.5,191708_s_at,1.7,Up,F57C12.5,WBGene00003407,Sequence name for WBGene00003407(mrp-1). History: N.A.
F58H1.7,192216_at,1.7,Up,F58H1.7,WBGene00010290,Public name for WBGene00010290. History: Renamed on 2021-01-02
R03E9.3,174840_s_at,1.7,Up,R03E9.3,WBGene00019844,Sequence name for WBGene00019844(abts-4). History: N.A.
T07A9.3,173843_s_at,1.7,Up,T07A9.3,WBGene00002187,Sequence name for WBGene00002187(kgb-1). History: N.A.
T19D2.2,191891_at,1.7,Up,T19D2.2,WBGene00004184,"Public name for WBGene00004184. History: Split into T19D2.13(WBGene00303102). History of WBGene00004184: Renamed on 2013-09-06; Split into ""WBGene00303102"" on 2018-03-06"
T24B8.4,174808_at,1.7,Up,T24B8.4,WBGene00011978,Public name for WBGene00011978. History: N.A.
