ProbeName,Fold change([1] vs Zero),Regulation([1] vs Zero),[1](normalized),Common name,GeneSymbol,Description,GenbankAccession,ControlType,Input,Suggested Match,History,Input,Suggested Match,History
A_12_P119387,2.2908502,down,-1.1958832,F36F12.8,F36F12.8,zinc finger protein [F36F12.8],,False,,,,,,
A_12_P103370,4.385017,down,-2.1325824,F36G9.12,F36G9.12,,,False,,,,,,
A_12_P102962,3.1263027,down,-1.6444575,F36H1.12,F36H1.12,,,False,,,,,,
A_12_P104873,4.214492,down,-2.0753586,F36H5.4,F36H5.4,,,False,,,,,,
A_12_P105591,2.739895,down,-1.4541206,F37A4.9,F37A4.9,,,False,,,,,,
A_12_P117916,2.873034,down,-1.522575,F37B1.3,F37B1.3,glutathione S-transferase [F37B1.3],,False,,,,,,
A_12_P110120,4.8235254,down,-2.270088,F37B1.5,F37B1.5,glutathione S-transferase [F37B1.5],,False,,,,,,
A_12_P108640,3.1424415,down,-1.6518859,F37B4.10,F37B4.10,,,False,,,,,,
A_12_P111609,2.065625,down,-1.0465783,F37C12.2,F37C12.2,,,False,,,,,,
A_12_P118750,2.3172357,down,-1.2124048,F37D6.2b,F37D6.2b,"Zinc finger, C2H2 type (2 domains) [F37D6.2b]",,False,,,,,,
A_12_P114311,3.7301056,down,-1.8992165,F38A1.5,F38A1.5,phospholipase A2 receptor [F38A1.5],,False,,,,,,
A_12_P103391,3.789222,down,-1.9219017,F38A1.7,F38A1.7,receptor like [F38A1.7],,False,,,,,,
A_12_P108273,2.7264135,down,-1.4470044,F38B7.5,F38B7.5,Ubiquitin carboxyl-terminal hydrolase [F38B7.5],,False,,,,,,
A_12_P115594,3.8343575,down,-1.9389849,F38E1.7,F38E1.7,WNT family protein [F38E1.7],,False,,,,,,
A_12_P108595,2.860435,down,-1.5162345,F38E9.1,F38E9.1,,,False,,,,,,
A_12_P105917,3.7461984,down,-1.9054273,F38H12.3,F38H12.3,nuclear hormone receptor [F38H12.3],,False,,,,,,
A_12_P117227,2.0924108,down,-1.0651661,F39B2.11,F39B2.11,,,False,,,,,,
A_12_P109097,2.3897207,down,-1.256842,F39B2.4b,F39B2.4b,SUR-2 PROTEIN [F39B2.4a],,False,,,,,,
A_12_P103621,2.2696776,down,-1.1824874,F39B2.7,F39B2.7,,,False,,,,,,
A_12_P100674,3.7473865,down,-1.9058847,F39F10.3,F39F10.3,serine/threonine-protein kinase [F39F10.3],,False,,,,,,
A_12_P109841,3.1274245,down,-1.6449751,F39H11.3.1,F39H11.3.1,serine/threonine kinase [F39H11.3.1],,False,,,,,,
A_12_P104186,2.8325927,down,-1.5021232,F39H2.4,F39H2.4,,,False,,,,,,
A_12_P104605,2.1007373,down,-1.0708958,F40C5.2,F40C5.2,,,False,,,,,,
A_12_P109523,2.2428436,down,-1.1653291,F40E3.2,F40E3.2,,,False,,,,,,
A_12_P113581,2.8031123,down,-1.4870296,F40F11.3,F40F11.3,,,False,,,,,,
A_12_P119205,2.2585242,down,-1.1753803,F40F8.5,F40F8.5,,,False,,,,,,
A_12_P119901,7.38431,down,-2.884463,F40G12.11,F40G12.11,,,False,,,,,,
A_12_P116222,7.190699,down,-2.846132,F41C6.4,F41C6.4,,,False,,,,,,
A_12_P100864,2.297111,down,-1.1998206,F41G3.6,F41G3.6,,,False,,,,,,
A_12_P110266,2.6230516,down,-1.3912462,F41H10.11,F41H10.11,,,False,,,,,,
A_12_P102779,2.6830711,down,-1.4238853,F41H10.6a,F41H10.6a,,,False,,,,,,
A_12_P114769,2.0127969,down,-1.0092015,F41H10.6a,F41H10.6a,,,False,,,,,,
A_12_P115459,2.7552667,down,-1.4621919,F42A10.6,F42A10.6,,,False,,,,,,
A_12_P114083,2.8486216,down,-1.510264,F42A10.7.1,F42A10.7.1,,,False,,,,,,
A_12_P111505,2.913054,down,-1.5425324,F42A6.5,F42A6.5,,,False,,,,,,
A_12_P102689,2.1470454,down,-1.1023527,F42A6.6,F42A6.6,,,False,,,,,,
A_12_P118257,2.1402485,down,-1.0977783,F42A8.1,F42A8.1,,,False,,,,,,
A_12_P109715,2.9768555,down,-1.5737892,F42A8.3.1,F42A8.3.1,,,False,,,,,,
A_12_P100799,2.2702556,down,-1.1828548,F42A9.8,F42A9.8,,,False,,,,,,
A_12_P119277,4.1447196,down,-2.0512745,F42G2.6,F42G2.6,,,False,,,,,,
A_12_P119086,3.3843713,down,-1.7588879,F42G8.6,F42G8.6,molybdenum/thiazole biosynthesis cofactor [F42G8.6],,False,,,,,,
A_12_P102890,2.0846338,down,-1.0597941,F42G9.1a.2,F42G9.1a.2,Protein phosphatase [F42G9.1a.2],,False,,,,,,
A_12_P120046,2.3729968,down,-1.2467102,F42G9.1b,F42G9.1b,Protein phosphatase [F42G9.1a.2],,False,,,,,,
A_12_P119917,6.4138503,down,-2.6811907,F43C11.7,F43C11.7,,,False,,,,,,
A_12_P118225,5.2022367,down,-2.379132,F43C11.9,F43C11.9,,,False,,,,,,
A_12_P118751,2.3530037,down,-1.2345036,F43D2.1,F43D2.1,G1/S-specfic cyclin C like [F43D2.1],,False,,,,,,
A_12_P105320,9.092879,down,-3.1847372,F43D2.2,F43D2.2,,,False,,,,,,
A_12_P112492,2.1910694,down,-1.1316352,F43D9.2,F43D9.2,,,False,,,,,,
A_12_P109407,2.07943,down,-1.0561882,F43D9.4.1,F43D9.4.1,Heat shock hsp20 proteins [F43D9.4.1],,False,,,,,,
A_12_P107603,2.4241602,down,-1.277485,F43D9.5,F43D9.5,,,False,,,,,,
A_12_P108854,4.0423303,down,-2.0151873,F43G6.10,F43G6.10,,,False,,,,,,
A_12_P118795,2.3353703,down,-1.2236513,F43G6.11b,F43G6.11b,,,False,,,,,,
A_12_P117720,5.1315045,down,-2.359382,F43G6.7,F43G6.7,,,False,,,,,,
A_12_P104552,2.1280165,down,-1.0895094,F43G6.9.2,F43G6.9.2,,,False,,,,,,
A_12_P102707,2.3995142,down,-1.2627423,F43G9.4,F43G9.4,,,False,,,,,,
A_12_P101854,2.4864254,down,-1.3140732,F43H9.3,F43H9.3,,,False,,,,,,
A_12_P105593,2.8069727,down,-1.4890151,F44B9.6,F44B9.6,,,False,,,,,,
A_12_P108901,2.6402528,down,-1.4006761,F44B9.7,F44B9.7,,,False,,,,,,
A_12_P108699,3.1635642,down,-1.6615509,F44B9.8,F44B9.8,ARPA [F44B9.8],,False,,,,,,
A_12_P117493,2.4586637,down,-1.2978745,F44C4.4a.1,F44C4.4a.1,,,False,,,,,,
A_12_P114523,3.0081213,down,-1.5888628,F44C4.4c,F44C4.4c,,,False,,,,,,
A_12_P113478,2.8099601,down,-1.4905497,F44E2.7b.3,F44E2.7b.3,,,False,,,,,,
A_12_P103095,2.7988622,down,-1.4848405,F44E7.5a,F44E7.5a,,,False,,,,,,
A_12_P100321,6.634062,down,-2.7298925,F44F1.7,F44F1.7,,,False,,,,,,
A_12_P106876,3.6059978,down,-1.8503985,F44F4.2,F44F4.2,Protein-tyrosine phosphatase [F44F4.2],,False,,,,,,
A_12_P109347,2.2843513,down,-1.1917845,F44G4.4a,F44G4.4a,RNA binding protein [F44G4.4a],,False,,,,,,
A_12_P103557,10.633953,down,-3.4106061,F45B8.1,F45B8.1,phosphoprotein RGP4 like [F45B8.1],,False,,,,,,
A_12_P116806,3.079463,down,-1.6226788,F45B8.2,F45B8.2,phosphoprotein RGP4 like [F45B8.2],,False,,,,,,
A_12_P111700,9.959482,down,-3.3160708,F45C12.12,F45C12.12,,,False,,,,,,
A_12_P114384,10.876318,down,-3.4431183,F45C12.15,F45C12.15,,,False,,,,,,
A_12_P102994,7.8939595,down,-2.9807491,F45C12.2,F45C12.2,,,False,,,,,,
A_12_P112982,3.198009,down,-1.677174,F45C12.6,F45C12.6,,,False,,,,,,
A_12_P106495,11.9186535,down,-3.5751493,F45C12.7,F45C12.7,,,False,,,,,,
A_12_P102875,4.435678,down,-2.1491547,F45D11.10,F45D11.10,,,False,,,,,,
A_12_P120032,9.265195,down,-3.2118213,F45D11.9,F45D11.9,,,False,,,,,,
A_12_P107637,2.225448,down,-1.1540958,F45F2.10.1,F45F2.10.1,,,False,,,,,,
A_12_P116404,2.4600217,down,-1.2986711,F45F2.11,F45F2.11,,,False,,,,,,
A_12_P101432,2.291291,down,-1.1961607,F45G2.3,F45G2.3,"XPG N-terminal domain, XPG I-region [F45G2.3]",,False,,,,,,
A_12_P104184,2.1407804,down,-1.0981368,F45G2.7,F45G2.7,,,False,,,,,,
A_12_P110270,3.1066132,down,-1.6353426,F45H11.3,F45H11.3,,,False,,,,,,
A_12_P110312,2.5791771,down,-1.3669108,F46B3.1,F46B3.1,,,False,,,,,,
A_12_P114970,2.9798431,down,-1.5752364,F46B6.3b,F46B6.3b,,,False,,,,,,
A_12_P105627,2.6795962,down,-1.4220157,F46B6.4,F46B6.4,GTP-binding protein [F46B6.4],,False,,,,,,
A_12_P101050,17.338253,down,-4.1158867,F46B6.8,F46B6.8,lipase [F46B6.8],,False,,,,,,
A_12_P118425,2.3944016,down,-1.2596651,F46F11.10,F46F11.10,,,False,,,,,,
A_12_P107408,4.308998,down,-2.1073525,F46F11.2.1,F46F11.2.1,,,False,,,,,,
A_12_P103679,2.1774585,down,-1.1226453,F46F11.8,F46F11.8,,,False,,,,,,
A_12_P116034,3.2733743,down,-1.7107786,F46F2.4,F46F2.4,lin-15B like [F46F2.4],,False,,,,,,
A_12_P104864,2.1897614,down,-1.1307737,F47B10.9,F47B10.9,,,False,,,,,,
A_12_P117548,5.2692385,down,-2.3975945,F47G3.3,F47G3.3,,,False,,,,,,
A_12_P114479,8.718371,down,-3.1240587,F47H4.1,F47H4.1,"Zinc finger, C2H2 type (2 domains) [F47H4.1]",,False,,,,,,
A_12_P103875,2.6128416,down,-1.3856196,F48A11.4,F48A11.4,,,False,,,,,,
A_12_P100143,2.745021,down,-1.4568173,F48C1.2,F48C1.2,,,False,,,,,,
A_12_P104048,2.6013687,down,-1.3792709,F48C1.5,F48C1.5,,,False,,,,,,
A_12_P106527,2.1994023,down,-1.1371115,F48D6.1,F48D6.1,,,False,,,,,,
A_12_P117917,4.4711094,down,-2.1606328,F48E3.4,F48E3.4,,,False,,,,,,
A_12_P103742,2.5135612,down,-1.3297329,F48E8.7b,F48E8.7b,,,False,,,,,,
A_12_P116140,7.620719,down,-2.929927,F49B2.2,F49B2.2,,,False,,,,,,
A_12_P113267,2.2981765,down,-1.2004896,F49C12.9,F49C12.9,,,False,,,,,,
A_12_P106339,2.9302816,down,-1.5510393,F49E11.10,F49E11.10,testis-specific protein TPX-1 like [F49E11.10],,False,,,,,,
A_12_P116064,2.280096,down,-1.1890947,F49E11.11,F49E11.11,testis-specific protein TPX-1 like [F49E11.11],,False,,,,,,
A_12_P107562,5.031294,down,-2.3309295,F49E12.1.1,F49E12.1.1,peroxidase [F49E12.1.1],,False,,,,,,
A_12_P106687,3.2793388,down,-1.713405,F49E12.10,F49E12.10,ERG-3 like protein [F49E12.10],,False,,,,,,
A_12_P114410,3.115752,down,-1.6395804,F49E12.2,F49E12.2,,,False,,,,,,
A_12_P117877,2.7686462,down,-1.4691807,F49E8.2,F49E8.2,,,False,,,,,,
A_12_P100023,2.70733,down,-1.4368707,F49E8.7.3,F49E8.7.3,,,False,,,,,,
A_12_P105797,2.3476727,down,-1.2312313,F49F1.1,F49F1.1,,,False,,,,,,
A_12_P117835,3.8462014,down,-1.9434344,F52B11.6,F52B11.6,,,False,,,,,,
A_12_P100537,3.7785,down,-1.9178137,F52B5.2,F52B5.2,serine/threonine kinase (2 domains) [F52B5.2],,False,,,,,,
A_12_P116817,2.43951,down,-1.2865914,F52B5.3,F52B5.3,helicase [F52B5.3],,False,,,,,,
A_12_P113310,3.101191,down,-1.6328224,F52B5.7,F52B5.7,,,False,,,,,,
A_12_P114325,2.7353528,down,-1.4517269,F52C12.1,F52C12.1,,,False,,,,,,
A_12_P119523,2.4078898,down,-1.2677693,F52C12.3,F52C12.3,,,False,,,,,,
A_12_P116820,2.456129,down,-1.2963864,F52C6.1,F52C6.1,,,False,,,,,,
A_12_P113729,2.3310132,down,-1.2209572,F52C6.10,F52C6.10,,,False,,,,,,
A_12_P119812,3.4088347,down,-1.7692786,F52C6.2.3,F52C6.2.3,,,False,,,,,,
A_12_P111059,2.1546078,down,-1.1074252,F52C6.4,F52C6.4,,,False,,,,,,
A_12_P115662,2.778399,down,-1.4742538,F52C6.8,F52C6.8,,,False,,,,,,
A_12_P111154,3.2821095,down,-1.7146233,F52C6.9,F52C6.9,,,False,,,,,,
A_12_P115603,4.895519,down,-2.2914617,F52D2.2,F52D2.2,phosphoprotein 1R20 [F52D2.2],,False,,,,,,
A_12_P100677,7.1285086,down,-2.8336003,F52D2.4,F52D2.4,M. musculus T-cell activation protein TCA3 [F52D2.4],,False,,,,,,
A_12_P111795,2.351817,down,-1.2337757,F52D2.5,F52D2.5,,,False,,,,,,
A_12_P100003,3.3816335,down,-1.7577204,F52D2.6,F52D2.6,,,False,,,,,,
A_12_P113597,4.246724,down,-2.0863504,F52E1.1,F52E1.1,zinc-finger protein [F52E1.1],,False,,,,,,
A_12_P103208,3.3567524,down,-1.7470661,F52E10.1,F52E10.1,"Zinc finger, C2H2 type (3 domains) [F52E10.1]",,False,,,,,,
A_12_P108974,2.8891547,down,-1.5306474,F52F12.6,F52F12.6,C2HC type zinc finger protein [F52F12.6],,False,,,,,,
A_12_P101191,2.3011463,down,-1.2023526,F52G2.2,F52G2.2,,,False,,,,,,
A_12_P110216,2.1417403,down,-1.0987836,F52H3.2,F52H3.2,glucose inhibited division protein [F52H3.2],,False,,,,,,
A_12_P116603,3.006901,down,-1.5882773,F52H3.4,F52H3.4,,,False,,,,,,
A_12_P102450,2.477725,down,-1.3090161,F53A2.5,F53A2.5,Archael histone like [F53A2.5],,False,,,,,,
A_12_P110561,2.38327,down,-1.2529424,F53B1.2.2,F53B1.2.2,,,False,,,,,,
A_12_P119743,2.2684867,down,-1.1817302,F53B3.1,F53B3.1,,,False,,,,,,
A_12_P118709,2.764731,down,-1.4671391,F53B7.3,F53B7.3,,,False,,,,,,
A_12_P100863,3.0009153,down,-1.5854026,F53E10.4,F53E10.4,,,False,,,,,,
A_12_P120039,2.7237709,down,-1.4456054,F53F4.12,F53F4.12,,,False,,,,,,
A_12_P112317,7.780058,down,-2.959781,F53F8.3,F53F8.3,"Zinc finger, C3HC4 type (RING finger) [F53F8.3]",,False,,,,,,
A_12_P115554,2.387625,down,-1.2555763,F53G12.5a,F53G12.5a,,,False,,,,,,
A_12_P110253,2.9966404,down,-1.583346,F53G12.5b.1,F53G12.5b.1,,,False,,,,,,
A_12_P112901,2.2541866,down,-1.172607,F53H1.4c.1,F53H1.4c.1,,,False,,,,,,
A_12_P113156,3.7250748,down,-1.8972694,F53H2.2,F53H2.2,,,False,,,,,,
A_12_P114526,3.3085504,down,-1.7261993,F53H4.1,F53H4.1,excision repair protein ERCC-6 like [F53H4.1],,False,,,,,,
A_12_P106214,2.735635,down,-1.4518758,F54C1.2,F54C1.2,,,False,,,,,,
A_12_P115145,2.9809494,down,-1.5757719,F54C4.3,F54C4.3,zinc finger protein [F54C4.3],,False,,,,,,
A_12_P113873,2.8861644,down,-1.5291535,F54C8.2,F54C8.2,Histone H3 similarity [F54C8.2],,False,,,,,,
A_12_P107841,2.3140326,down,-1.2104092,F54C8.3.1,F54C8.3.1,,,False,,,,,,
A_12_P113057,4.3237677,down,-2.112289,F54C9.8,F54C9.8,"Pumilio-family RNA binding domains (aka PUM-HD, Pumilio homology domain) (6 domains) [F54C9.8]",,False,,,,,,
A_12_P101748,2.995029,down,-1.58257,F54D10.5,F54D10.5,,,False,,,,,,
A_12_P103827,7.622011,down,-2.9301717,F54D10.7,F54D10.7,,,False,,,,,,
A_12_P117127,7.789926,down,-2.9616096,F54D11.3,F54D11.3,,,False,,,,,,
A_12_P105243,2.463063,down,-1.3004535,F54D12.4,F54D12.4,,,False,,,,,,
A_12_P106478,2.721321,down,-1.4443072,F54D5.2,F54D5.2,,,False,,,,,,
A_12_P102346,2.507512,down,-1.3262566,F54D5.9,F54D5.9,,,False,,,,,,
A_12_P107388,2.2287014,down,-1.1562033,F54E12.2.2,F54E12.2.2,helicase [F54E12.2.2],,False,,,,,,
A_12_P117851,2.5233476,down,-1.335339,F54E7.8,F54E7.8,,,False,,,,,,
A_12_P115985,3.8749342,down,-1.9541718,F54F2.5b,F54F2.5b,,,False,,,,,,
A_12_P114885,8.4630575,down,-3.081179,F54F3.3,F54F3.3,lipase [F54F3.3],,False,,,,,,
A_12_P118249,2.1765277,down,-1.1220284,F54F7.1,F54F7.1,,,False,,,,,,
A_12_P106709,3.9712572,down,-1.9895958,F54F7.2,F54F7.2,,,False,,,,,,
A_12_P117650,2.6350863,down,-1.3978502,F54F7.5,F54F7.5,tyrosine-protein kinase [F54F7.5],,False,,,,,,
A_12_P104459,2.2911043,down,-1.1960431,F54F7.6,F54F7.6,,,False,,,,,,
A_12_P111061,2.3369117,down,-1.2246032,F55A11.4,F55A11.4,nucleotide translocator [F55A11.4],,False,,,,,,
A_12_P120194,2.4387937,down,-1.2861677,F55A11.7,F55A11.7,,,False,,,,,,
A_12_P106077,2.8797286,down,-1.5259328,F55A11.8,F55A11.8,,,False,,,,,,
A_12_P118447,2.7027476,down,-1.4344268,F55A12.2a,F55A12.2a,,,False,,,,,,
A_12_P113389,2.097273,down,-1.0685148,F55A12.2b,F55A12.2b,,,False,,,,,,
A_12_P102494,2.2728438,down,-1.1844985,F55A12.4b,F55A12.4b,,,False,,,,,,
A_12_P106555,2.5073493,down,-1.3261629,F55A12.8.2,F55A12.8.2,,,False,,,,,,
A_12_P118922,2.71383,down,-1.4403304,F55A3.7,F55A3.7,transcritpion factor [F55A3.7],,False,,,,,,
A_12_P109926,3.1045346,down,-1.634377,F55B11.2,F55B11.2,,,False,,,,,,
A_12_P109401,5.3489976,down,-2.4192686,F55B11.3,F55B11.3,,,False,,,,,,
A_12_P116626,2.6116774,down,-1.3849767,F55C5.4,F55C5.4,,,False,,,,,,
A_12_P111607,3.0779638,down,-1.6219763,F55C9.4,F55C9.4,,,False,,,,,,
A_12_P100056,2.3679192,down,-1.2436199,F55F8.3,F55F8.3,,,False,,,,,,
A_12_P101786,3.3718295,down,-1.7535316,F55F8.9.2,F55F8.9.2,,,False,,,,,,
A_12_P107256,2.7448912,down,-1.456749,F55G1.5,F55G1.5,carrier protein [F55G1.5],,False,,,,,,
A_12_P109443,3.8975658,down,-1.9625734,F55G1.7,F55G1.7,,,False,,,,,,
A_12_P101721,2.5139217,down,-1.3299397,F55G1.8,F55G1.8,protein kinase [F55G1.8],,False,,,,,,
A_12_P111832,5.3219085,down,-2.4119437,F55G11.2,F55G11.2,,,False,,,,,,
A_12_P111296,9.173983,down,-3.1975482,F55G11.4,F55G11.4,,,False,,,,,,
A_12_P103959,4.808642,down,-2.2656295,F55G11.5,F55G11.5,,,False,,,,,,
A_12_P117568,2.3854337,down,-1.2542516,F55H2.7,F55H2.7,,,False,,,,,,
A_12_P105049,2.5665672,down,-1.35984,F56A3.2.2,F56A3.2.2,,,False,,,,,,
A_12_P116558,2.1992352,down,-1.1370019,F56A3.4,F56A3.4,,,False,,,,,,
A_12_P112097,2.281633,down,-1.1900667,F56A6.1a,F56A6.1a,,,False,,,,,,
A_12_P107228,2.931326,down,-1.5515534,F56B3.1,F56B3.1,,,False,,,,,,
A_12_P103608,2.8531132,down,-1.512537,F56B3.4.1,F56B3.4.1,,,False,,,,,,
A_12_P116292,2.427948,down,-1.2797376,F56C9.11,F56C9.11,,,False,,,,,,
A_12_P108548,2.497038,down,-1.3202177,F56C9.3,F56C9.3,,,False,,,,,,
A_12_P115710,3.1802585,down,-1.669144,F56C9.6,F56C9.6,,,False,,,,,,
A_12_P113762,2.3019125,down,-1.202833,F56D1.1,F56D1.1,Zinc finger protein [F56D1.1],,False,,,,,,
A_12_P103345,2.181128,down,-1.1250744,F56D1.7.1,F56D1.7.1,,,False,,,,,,
A_12_P105631,2.1435945,down,-1.100032,F56D2.2.2,F56D2.2.2,,,False,,,,,,
A_12_P112767,2.088322,down,-1.0623441,F56D2.6b.1,F56D2.6b.1,,,False,,,,,,
A_12_P119256,27.669855,down,-4.790243,F56D5.5,F56D5.5,,,False,,,,,,
A_12_P108638,2.6286983,down,-1.3943486,F56D6.1,F56D6.1,,,False,,,,,,
A_12_P120298,2.0717416,down,-1.0508441,F56D6.2,F56D6.2,,,False,,,,,,
A_12_P108534,3.3980358,down,-1.764701,F56F11.4b,F56F11.4b,26S protease regulatory subunit [F56F11.4a],,False,,,,,,
A_12_P102759,3.4215932,down,-1.7746682,F56F3.1,F56F3.1,,,False,,,,,,
A_12_P112790,4.9967427,down,-2.320988,F56F4.1,F56F4.1,,,False,,,,,,
A_12_P118423,7.4336553,down,-2.8940718,F56G4.2,F56G4.2,,,False,,,,,,
A_12_P112585,2.43836,down,-1.2859111,F56G4.4,F56G4.4,,,False,,,,,,
A_12_P117546,2.24691,down,-1.1679424,F56G4.6,F56G4.6,,,False,,,,,,
A_12_P102786,2.4372165,down,-1.2852345,F56H1.5,F56H1.5,,,False,,,,,,
A_12_P100588,2.7261357,down,-1.4468575,F57A10.4,F57A10.4,,,False,,,,,,
A_12_P115423,3.1163154,down,-1.6398412,F57B1.2.3,F57B1.2.3,,,False,,,,,,
A_12_P115323,3.0622773,down,-1.614605,F57B10.12,F57B10.12,,,False,,,,,,
A_12_P102071,2.1839635,down,-1.1269487,F57B10.4,F57B10.4,,,False,,,,,,
A_12_P102364,2.0315738,down,-1.0225978,F57B9.7b,F57B9.7b,,,False,,,,,,
A_12_P103727,4.0241427,down,-2.0086815,F57C2.3,F57C2.3,,,False,,,,,,
A_12_P118319,3.3918939,down,-1.762091,F57C2.4,F57C2.4,,,False,,,,,,
A_12_P111933,2.3614502,down,-1.2396731,F57C2.6,F57C2.6,,,False,,,,,,
A_12_P120371,2.4325523,down,-1.2824708,F57C9.4a,F57C9.4a,,,False,,,,,,
A_12_P109328,2.8271213,down,-1.4993337,F57C9.4b.2,F57C9.4b.2,,,False,,,,,,
A_12_P102608,2.3385484,down,-1.2256132,F57C9.5,F57C9.5,,,False,,,,,,
A_12_P107288,2.5391543,down,-1.3443481,F57C9.7,F57C9.7,,,False,,,,,,
A_12_P119229,2.3958209,down,-1.2605201,F58A4.2,F58A4.2,,,False,,,,,,
A_12_P101206,2.0703325,down,-1.0498625,F58A4.3,F58A4.3,Histone H3 similarity [F58A4.3],,False,,,,,,
A_12_P113637,2.298216,down,-1.2005144,F58A4.6,F58A4.6,,,False,,,,,,
A_12_P106946,2.5159245,down,-1.3310885,F58A4.9,F58A4.9,RNA Pol I/III 16Kd polypeptide [F58A4.9],,False,,,,,,
A_12_P100773,3.302791,down,-1.7236857,F58B3.1,F58B3.1,,,False,,,,,,
A_12_P101274,3.441578,down,-1.7830702,F58B3.2,F58B3.2,,,False,,,,,,
A_12_P116024,2.3914936,down,-1.2579119,F58B3.4.2,F58B3.4.2,,,False,,,,,,
A_12_P100859,6.7670174,down,-2.7585201,F58B3.9,F58B3.9,Transthyretin-like family [F58B3.9],,False,,,,,,
A_12_P113994,3.9185832,down,-1.9703321,F58B4.5,F58B4.5,,,False,,,,,,
A_12_P109537,2.6609635,down,-1.4119488,F58B6.3b,F58B6.3b,,,False,,,,,,
A_12_P115714,2.2090766,down,-1.1434435,F58D5.9,F58D5.9,,,False,,,,,,
A_12_P107061,6.973885,down,-2.8019626,F58E1.11,F58E1.11,,,False,,,,,,
A_12_P105558,6.007379,down,-2.5867357,F58E1.13,F58E1.13,,,False,,,,,,
A_12_P115978,3.2317016,down,-1.692294,F58E1.3,F58E1.3,,,False,,,,,,
A_12_P119945,2.5574307,down,-1.3546952,F58F6.4,F58F6.4,DNA replication factor [F58F6.4],,False,,,,,,
A_12_P104307,2.2344756,down,-1.1599363,F58F9.4,F58F9.4,,,False,,,,,,
A_12_P102087,4.633769,down,-2.212186,F58G1.1,F58G1.1,,,False,,,,,,
A_12_P111099,2.237434,down,-1.1618451,F58G11.3,F58G11.3,,,False,,,,,,
A_12_P119276,2.936612,down,-1.5541526,F58H1.3,F58H1.3,E-1 enzyme [F58H1.3],,False,,,,,,
A_12_P106744,2.077931,down,-1.0551478,F59A1.8,F59A1.8,,,False,,,,,,
A_12_P120204,2.5117226,down,-1.3286772,F59A2.1a,F59A2.1a,Nucleoporin [F59A2.1a],,False,,,,,,
A_12_P114241,2.159397,down,-1.1106285,F59A2.1b.1,F59A2.1b.1,,,False,,,,,,
A_12_P113808,2.1248667,down,-1.0873723,F59A3.2a,F59A3.2a,,,False,,,,,,
A_12_P108954,3.236545,down,-1.6944546,F59A3.2b,F59A3.2b,,,False,,,,,,
A_12_P119697,2.1205904,down,-1.0844661,F59A3.3,F59A3.3,,,False,,,,,,
A_12_P105548,3.987758,down,-1.9955778,F59A3.9,F59A3.9,,,False,,,,,,
A_12_P103538,3.161359,down,-1.6605449,F59A6.5,F59A6.5,,,False,,,,,,
A_12_P104010,2.572529,down,-1.3631874,F59C6.4,F59C6.4,,,False,,,,,,
A_12_P113402,3.7318537,down,-1.8998924,F59D12.5,F59D12.5,,,False,,,,,,
A_12_P106590,2.4331686,down,-1.2828363,F59D6.3,F59D6.3,aspartyl protease [F59D6.3],,False,,,,,,
A_12_P111338,23.73918,down,-4.569198,F59D8.1.1,F59D8.1.1,,,False,,,,,,
A_12_P114934,11.443854,down,-3.5165012,F59D8.2,F59D8.2,,,False,,,,,,
A_12_P104316,2.2074716,down,-1.1423949,F59E12.1.1,F59E12.1.1,,,False,,,,,,
A_12_P119003,2.8914034,down,-1.5317699,F59E12.9,F59E12.9,,,False,,,,,,
A_12_P111280,2.138624,down,-1.0966828,F59H5.1.1,F59H5.1.1,,,False,,,,,,
A_12_P112042,2.2555945,down,-1.1735077,F59H6.11,F59H6.11,,,False,,,,,,
A_12_P115342,2.4531164,down,-1.2946157,F59H6.9,F59H6.9,,,False,,,,,,
,,,,,,,,,,,,,,
A_12_P111050,3.4562979,down,-1.7892276,H02I12.1.1,H02I12.1.1,,,False,,,,,,
A_12_P110728,2.5987134,down,-1.3777975,H02I12.5,H02I12.5,,,False,,,,,,
A_12_P114595,4.998671,down,-2.3215446,H02I12.8,H02I12.8,Cytochrome P450 [H02I12.8],,False,,,,,,
A_12_P106128,7.223855,down,-2.852769,H04M03.3,H04M03.3,,,False,,,,,,
A_12_P100828,2.3851614,down,-1.2540869,H11L12.1,H11L12.1,,,False,,,,,,
A_12_P117339,2.2805579,down,-1.1893868,H12C20.2a,H12C20.2a,DNA mismatch repair protein (PMS2) [H12C20.2a],,False,,,,,,
A_12_P117291,3.5317662,down,-1.8203899,H12C20.2b,H12C20.2b,,,False,,,,,,
A_12_P115649,3.0225098,down,-1.595747,H12D21.3,H12D21.3,,,False,,,,,,
A_12_P113846,7.743189,down,-2.9529278,H13N06.6,H13N06.6,"Copper type II, ascorbate-dependent monooxygenase [H13N06.6]",,False,,,,,,
A_12_P119528,2.6611183,down,-1.4120326,H17B01.3,H17B01.3,,,False,,,,,,
A_12_P118464,2.372485,down,-1.2463989,H20J04.2,H20J04.2,,,False,,,,,,
A_12_P114267,2.023544,down,-1.0168843,H20J04.4,H20J04.4,helicase [H20J04.4],,False,,,,,,
A_12_P106181,2.373733,down,-1.2471577,H21P03.2,H21P03.2,,,False,,,,,,
A_12_P100558,2.8485205,down,-1.5102128,H25P19.1,H25P19.1,,,False,,,,,,
A_12_P110448,2.852482,down,-1.5122179,H26D21.1,H26D21.1,,,False,,,,,,
A_12_P103611,3.7385187,down,-1.9024668,H28O16.2,H28O16.2,,,False,,,,,,
