# Dataset S2. List of spermatogenesis genes with expression changes in rsd-2 and rsd-6 mutants at different temperatures. Genes upregulated in spr-5 mutants are also marked(2).
...1,rsd-2_pk3307_25C,rsd-2_yp10_25C,rsd-2_yp10_20C,rsd-2_pk3307_20C,rsd-6_pk3300_25C,rsd-6_pk3300_20C,spr-5_upregulated,Input,Suggested Match,History
H06H21.9,0.679436,1.91673,0.226932,-0.320911,0.81042,-0.901953,0,H06H21.9,WBGene00019165,Sequence name for WBGene00019165(mpz-4). History: N.A.
H08M01.1,0.965183,1.65893,-0.0745748,-0.665151,0.67591,-1.05685,0,H08M01.1,WBGene00010373,Public name for WBGene00010373. History: N.A.
H32C10.1,0.72041,1.69877,0.154872,-0.712176,0.595121,-1.32286,0,H32C10.1,WBGene00019255,Public name for WBGene00019255. History: N.A.
H32C10.3,0.31724,0.885905,-0.633122,-0.757445,0.263883,-1.25423,0,H32C10.3,WBGene00019257,Sequence name for WBGene00019257(dhhc-13). History: N.A.
K01H12.4,0.690064,1.94403,0.129642,-0.615294,0.0820795,-1.36529,1,K01H12.4,WBGene00010486,Public name for WBGene00010486. History: N.A.
K07F5.6,0.751608,1.17355,-0.788053,-1.22392,0.925664,-1.0141,0,K07F5.6,WBGene00010634,Public name for WBGene00010634. History: N.A.
K07F5.7,0.970591,1.64308,-0.623125,-0.639435,0.950231,-0.794735,0,K07F5.7,WBGene00010635,Public name for WBGene00010635. History: N.A.
K07H8.7,0.460271,0.210042,-0.0225587,-0.0601446,0.351126,-0.0484764,0,K07H8.7,WBGene00019507,Public name for WBGene00019507. History: N.A.
K08E4.7,0.336608,1.38903,-0.403377,-0.701739,0.770797,-0.923126,0,K08E4.7,WBGene00045036,Public name for WBGene00045036. History: N.A.
K08E7.4,1.09555,1.33277,-0.969823,-0.929529,0.133312,-0.786372,1,K08E7.4,WBGene00010672,Public name for WBGene00010672. History: N.A.
K08F4.5,1.60144,2.09028,0.195044,-0.701318,1.46104,-1.46984,1,K08F4.5,WBGene00010679,Public name for WBGene00010679. History: N.A.
K09B11.5,0.463525,1.15055,-0.34082,-0.412625,1.20435,-0.411827,0,K09B11.5,WBGene00010712,Public name for WBGene00010712. History: N.A.
M04G7.2,0.619525,1.2674,-0.669482,-0.807901,1.18668,-1.08872,0,M04G7.2,WBGene00019773,Public name for WBGene00019773. History: N.A.
M7.7,0.535161,1.99868,0.32833,-0.398511,1.04264,-0.645878,0,M7.7,WBGene00010883,Public name for WBGene00010883. History: N.A.
M70.1,0.173661,2.02624,0.0895656,-0.853285,0.866282,-1.63313,0,M70.1,WBGene00019783,Public name for WBGene00019783. History: N.A.
M70.3,0.237007,1.8142,0.0795757,-0.746058,1.0025,-1.432,0,M70.3,WBGene00019785,Public name for WBGene00019785. History: N.A.
R08C7.5,0.524398,1.31618,-0.275492,-0.64634,1.00719,-1.42846,0,R08C7.5,WBGene00019949,Public name for WBGene00019949. History: N.A.
R08C7.8,0.639238,1.62292,-0.164368,-0.718336,1.17448,-1.11392,0,R08C7.8,WBGene00019951,Public name for WBGene00019951. History: N.A.
R09E10.1,0.614796,1.3428,0.208115,-0.0487959,0.329888,-0.0512404,0,R09E10.1,WBGene00011171,Public name for WBGene00011171. History: N.A.
R09E10.4,0.627021,1.63631,-0.881873,-1.09999,0.129066,-1.19503,0,R09E10.4,WBGene00011174,Sequence name for WBGene00011174(acs-23). History: N.A.
R09E10.6,0.261624,1.94029,1.08049,-0.088134,0.634697,-1.04059,1,R09E10.6,WBGene00011176,Public name for WBGene00011176. History: N.A.
R09E10.9,0.755668,1.81801,-1.43702,-1.457,0.500246,-1.1816,0,R09E10.9,WBGene00011178,Public name for WBGene00011178. History: N.A.
R102.10,0.632941,1.15646,-0.211923,-0.473968,1.43,-1.16144,0,R102.10,WBGene00011297,Public name for WBGene00011297. History: N.A.
R102.3,0.161416,1.29777,-0.428544,-0.890529,0.388849,-0.85176,0,R102.3,WBGene00011290,Public name for WBGene00011290. History: N.A.
R11E3.1,-0.271328,1.24337,0.207856,-0.273028,0.917675,-1.03027,0,R11E3.1,WBGene00020003,Public name for WBGene00020003. History: N.A.
R13H9.5,1.22844,1.87566,0.243066,-0.635802,2.08924,-1.21218,1,R13H9.5,WBGene00020071,Public name for WBGene00020071. History: N.A.
R13H9.6,0.885957,2.54445,0.17736,-0.724438,1.59158,-1.28229,0,R13H9.6,WBGene00020072,Public name for WBGene00020072. History: N.A.
T06C10.3,0.653331,1.32337,-0.340823,-0.658105,1.05777,-1.35939,0,T06C10.3,WBGene00020289,Public name for WBGene00020289. History: N.A.
T08B6.4,0.0533729,1.69941,0.616577,-0.326846,0.898804,-1.41472,1,T08B6.4,WBGene00020353,Public name for WBGene00020353. History: N.A.
T08B6.9,0.34151,1.54664,0.170956,-0.565165,0.0938126,-1.34861,0,T08B6.9,WBGene00020356,Public name for WBGene00020356. History: N.A.
T09A12.1,0.904538,1.746,-0.0200281,-0.601755,1.11273,-0.820745,0,T09A12.1,WBGene00020372,Public name for WBGene00020372. History: N.A.
T11F8.4,0.603329,0.895386,-0.592753,-0.988733,1.30863,-1.34927,0,T11F8.4,WBGene00020435,Public name for WBGene00020435. History: N.A.
T13A10.1,1.24857,1.4585,-0.519568,-0.912052,1.3232,-1.37274,1,T13A10.1,WBGene00020468,Public name for WBGene00020468. History: N.A.
T13F2.9,0.949685,2.68163,1.15452,0.20311,1.01061,-0.866625,1,T13F2.9,WBGene00011748,Public name for WBGene00011748. History: N.A.
T14G10.8,0.248847,1.88193,0.18778,-0.237872,-0.0320002,-1.11129,1,T14G10.8,WBGene00011777,Public name for WBGene00011777. History: N.A.
T22B3.2,0.233841,1.4533,0.22914,-0.790283,0.718029,-1.34401,0,T22B3.2,WBGene00011910,Sequence name for WBGene00011910(alg-3). History: N.A.
T22B3.3,1.26841,2.17713,0.717626,0.358379,1.11993,-1.06985,1,T22B3.3,WBGene00011911,Public name for WBGene00011911. History: N.A.
T23F6.2,0.439053,0.24264,-1.08159,-0.869128,0.692222,0.195583,0,T23F6.2,WBGene00011950,Public name for WBGene00011950. History: N.A.
T25B9.5,1.26925,1.09242,-0.837309,-0.845959,1.53925,-1.22827,0,T25B9.5,WBGene00012011,Public name for WBGene00012011. History: N.A.
T25B9.6,0.551795,0.744333,-0.361237,-1.01559,0.774138,-1.30648,0,T25B9.6,WBGene00012012,Public name for WBGene00012012. History: N.A.
T27E7.1,0.882029,2.88501,0.95339,0.141119,0.829268,-1.19173,1,T27E7.1,WBGene00012087,Public name for WBGene00012087. History: N.A.
T28C6.5,0.580359,1.34589,-0.211873,-0.871702,0.321726,-1.19064,0,T28C6.5,WBGene00012120,Public name for WBGene00012120. History: N.A.
T28H11.7,1.16412,2.5325,1.09884,0.480633,1.47946,-0.707787,1,T28H11.7,WBGene00020905,Public name for WBGene00020905. History: N.A.
W01B6.4,0.935026,1.34108,-0.209613,-0.633784,1.09328,-0.769301,1,W01B6.4,WBGene00012171,Public name for WBGene00012171. History: N.A.
W01B6.6,0.750482,1.93801,-0.124428,-0.835297,0.834236,-1.10816,0,W01B6.6,WBGene00012173,Public name for WBGene00012173. History: N.A.
W02A2.8,0.558468,2.48908,0.75231,-0.324637,1.32389,-1.02677,0,W02A2.8,WBGene00012191,Public name for WBGene00012191. History: N.A.
W03B1.5,1.74296,1.80226,-0.862613,-0.986625,1.89479,-1.19672,0,W03B1.5,WBGene00020974,Public name for WBGene00020974. History: N.A.
W03G1.2,0.9219,1.831,-0.627647,-0.882874,1.25784,-1.26355,0,W03G1.2,WBGene00021010,Public name for WBGene00021010. History: N.A.
Y116A8A.6,0.70645,0.248605,-1.04323,-1.20201,0.72727,-0.820964,0,Y116A8A.6,WBGene00013776,Public name for WBGene00013776. History: N.A.
Y116A8A.7,0.578074,1.24089,-1.31898,-1.08801,0.456979,-0.837175,0,Y116A8A.7,WBGene00013777,Public name for WBGene00013777. History: N.A.
Y116A8C.24,0.975834,2.33539,-0.502295,-0.947196,1.66877,-1.39024,0,Y116A8C.24,WBGene00013801,Public name for WBGene00013801. History: N.A.
Y116A8C.37,0.521439,1.62398,-0.00280579,-0.568169,0.808063,-1.03733,0,Y116A8C.37,WBGene00013810,Public name for WBGene00013810. History: N.A.
Y116A8C.38,0.963687,2.44331,-0.518921,-0.890532,1.84793,-1.35099,0,Y116A8C.38,WBGene00013811,Public name for WBGene00013811. History: N.A.
Y37E11B.10,-0.0580963,1.77849,0.513631,-0.329814,0.556713,-1.28346,0,Y37E11B.10,WBGene00021381,Public name for WBGene00021381. History: N.A.
Y38H8A.3,0.731302,2.40036,0.379775,-0.363019,1.51051,-0.988148,1,Y38H8A.3,WBGene00012637,Public name for WBGene00012637. History: N.A.
Y38H8A.4,0.31058,2.24399,0.226759,-0.612816,1.36377,-1.25644,0,Y38H8A.4,WBGene00012638,Public name for WBGene00012638. History: N.A.
Y40C5A.3,0.496612,0.27862,-1.27309,-1.10857,0.900495,-1.90873,0,Y40C5A.3,WBGene00021496,Sequence name for WBGene00021496(daf-42). History: N.A.
Y43C5A.4,0.908829,1.85098,0.101888,-0.682821,1.1978,-1.13456,0,Y43C5A.4,WBGene00012784,Public name for WBGene00012784. History: N.A.
Y43C5B.2,1.59692,1.45572,-1.58678,-1.51245,1.25491,-1.83305,0,Y43C5B.2,WBGene00012785,Public name for WBGene00012785. History: N.A.
Y43C5B.3,0.431649,1.69215,0.722631,0.162364,0.485676,-0.606004,0,Y43C5B.3,WBGene00012786,Public name for WBGene00012786. History: N.A.
Y45F10B.3,1.45466,2.06055,-0.134802,-0.417333,1.36178,-1.05744,1,Y45F10B.3,WBGene00012871,Public name for WBGene00012871. History: N.A.
Y45F10B.8,1.76416,2.22461,-0.985169,-0.825599,1.87172,-0.635162,0,Y45F10B.8,WBGene00012872,Public name for WBGene00012872. History: N.A.
Y4C6A.1,0.684797,1.0752,-1.08699,-1.44434,0.855636,-1.43795,0,Y4C6A.1,WBGene00021151,Public name for WBGene00021151. History: N.A.
Y51H4A.13,0.726142,0.896316,-0.501515,-0.412871,1.23823,-1.03024,0,Y51H4A.13,WBGene00013107,Public name for WBGene00013107. History: N.A.
Y52D5A.2,0.348632,0.893795,-1.00074,-1.13688,0.870777,-0.88991,0,Y52D5A.2,WBGene00021793,Public name for WBGene00021793. History: N.A.
Y57G11A.2,-0.0432932,2.06853,0.856054,-0.0422818,0.452202,-1.56799,0,Y57G11A.2,WBGene00013290,Public name for WBGene00013290. History: N.A.
Y57G11C.8,-0.124674,0.76521,0.0808791,0.203995,-0.0144612,-0.120298,0,Y57G11C.8,WBGene00013306,Public name for WBGene00013306. History: N.A.
Y59E9AL.2,0.752946,2.39096,1.4033,0.472478,1.30557,-1.0223,1,Y59E9AL.2,WBGene00043743,Sequence name for WBGene00043743(nsph-4.1). History: Killed on 2004-10-04; Resurrected on 2005-06-22
Y59E9AL.3,0.774662,2.48696,1.48549,0.435803,1.25404,-0.961777,0,Y59E9AL.3,WBGene00021993,Sequence name for WBGene00021993(nsph-4.2). History: N.A.
Y59E9AL.5,1.63495,2.26793,-0.828567,-0.704124,2.04395,-0.868569,1,Y59E9AL.5,WBGene00021995,Public name for WBGene00021995. History: N.A.
Y59E9AL.8,0.0988935,0.76739,-0.863402,-0.512531,-0.288178,-1.05811,0,Y59E9AL.8,WBGene00044346,Public name for WBGene00044346. History: N.A.
Y59E9AR.1,1.18046,2.24953,1.67579,0.558307,1.72269,-0.770173,0,Y59E9AR.1,WBGene00021997,Public name for WBGene00021997. History: N.A.
Y69A2AR.19,-0.00426692,0.816318,-0.0171469,-0.659195,0.646916,-1.17918,0,Y69A2AR.19,WBGene00022090,Public name for WBGene00022090. History: N.A.
Y69A2AR.27,0.770244,1.23292,-0.480351,-0.388664,0.474292,-0.738301,0,Y69A2AR.27,,Public name for Dead gene WBGene00022098. History of WBGene00022098: Killed on 2013-09-04. Remark: This has no evidence. A gene on the opposite strand is being created with RNASeq evidence.
Y69A2AR.32,-0.134022,0.643293,-0.51807,-0.00188186,-0.234423,-1.35991,0,Y69A2AR.32,WBGene00022101,Public name for WBGene00022101. History: N.A.
Y69A2AR.9,0.345914,1.95847,-0.436619,-1.22013,1.15476,-1.65348,0,Y69A2AR.9,WBGene00022079,"Public name for Dead gene WBGene00022080. History of WBGene00022080: Merged into ""WBGene00022079"" on 2012-08-17"
Y69E1A.1,0.467377,2.24211,0.743374,-0.136172,0.738659,-1.28009,1,Y69E1A.1,WBGene00013473,Public name for WBGene00013473. History: N.A.
Y69E1A.2,1.69775,2.20227,0.89186,0.237284,1.76526,-1.0609,1,Y69E1A.2,WBGene00013474,Sequence name for WBGene00013474(nsph-3.1). History: N.A.
Y69E1A.3,0.965781,1.01817,-0.777777,-0.921954,1.63327,-1.2234,0,Y69E1A.3,WBGene00013475,Public name for WBGene00013475. History: N.A.
Y69E1A.4,0.549622,1.73363,-0.35619,-0.745033,1.03523,-1.19159,0,Y69E1A.4,WBGene00013476,Public name for WBGene00013476. History: N.A.
Y69E1A.8,0.795647,1.5233,-0.62796,-0.979324,0.294017,-1.09858,0,Y69E1A.8,WBGene00013478,Public name for WBGene00013478. History: N.A.
Y73B6A.1,0.330416,-0.578939,-0.542198,-0.319603,0.172547,-0.393512,0,Y73B6A.1,WBGene00022228,Public name for WBGene00022228. History: N.A.
Y73F8A.12,1.96513,2.24098,-0.369286,-0.885921,1.2662,-0.917823,0,Y73F8A.12,WBGene00013521,Public name for WBGene00013521. History: N.A.
Y73F8A.14,1.38835,2.20687,-0.701322,-0.899251,0.724267,-1.12561,1,Y73F8A.14,WBGene00013523,Public name for WBGene00013523. History: N.A.
Y73F8A.15,0.877667,1.55258,-0.089406,-0.555416,-0.938842,-0.737165,0,Y73F8A.15,WBGene00013524,Public name for WBGene00013524. History: N.A.
Y73F8A.20,-0.203967,0.952703,-0.120063,-0.844857,0.459969,-1.40282,0,Y73F8A.20,WBGene00013526,Public name for WBGene00013526. History: N.A.
Y76B12C.4,1.03131,1.70171,0.309215,-0.227543,1.23151,-0.897475,0,Y76B12C.4,WBGene00022298,Public name for WBGene00022298. History: N.A.
ZC477.7,1.00028,2.91148,1.16227,0.292144,1.22111,-0.970622,1,ZC477.7,WBGene00022621,Public name for WBGene00022621. History: N.A.
ZK1251.3,0.880103,1.29395,-0.543642,-0.87976,-0.411652,-1.09915,0,ZK1251.3,WBGene00014241,Public name for WBGene00014241. History: N.A.
ZK354.3,1.72347,2.25014,0.25398,-0.333931,1.84559,-1.34802,0,ZK354.3,WBGene00022706,Public name for WBGene00022706. History: N.A.
ZK354.6,0.710576,2.11634,0.423845,-0.647182,0.647568,-1.24775,0,ZK354.6,WBGene00022707,Public name for WBGene00022707. History: N.A.
ZK354.7,1.18498,2.18461,0.658004,-0.0661978,0.406706,-0.794723,0,ZK354.7,WBGene00022708,Public name for WBGene00022708. History: N.A.
ZK354.8,0.255861,1.33886,0.0296808,-0.466729,0.444418,-0.970161,0,ZK354.8,WBGene00022709,Public name for WBGene00022709. History: N.A.
ZK354.9,-0.0178588,0.80156,-0.370982,0.0543972,1.22035,-0.600404,0,ZK354.9,WBGene00022710,Public name for WBGene00022710. History: N.A.
ZK550.5,0.339609,2.22828,0.313268,-0.588308,0.876195,-1.12184,0,ZK550.5,WBGene00013999,Sequence name for WBGene00013999(phyh-1). History: N.A.
ZK593.9,0.263226,1.83781,-0.650383,-0.996504,0.959712,-1.67441,0,ZK593.9,WBGene00014005,Public name for WBGene00014005. History: N.A.
ZK795.2,1.02135,0.970453,-0.517004,-0.800015,0.986713,-0.887012,0,ZK795.2,WBGene00014082,Public name for WBGene00014082. History: N.A.
abt-1,0.316608,0.989179,-0.736428,-0.927935,0.143765,-1.13245,0,abt-1,WBGene00000019,Public name for WBGene00000019. History: N.A.
acl-13,0.0253893,2.14903,0.357552,-0.289395,0.729537,-0.927846,0,acl-13,WBGene00008581,Public name for WBGene00008581. History: N.A.
clec-73,0.614144,-0.289943,-0.0365479,0.06075,-0.419429,0.243343,0,clec-73,WBGene00021579,Public name for WBGene00021579. History: N.A.
clec-79,1.10116,1.0385,-0.89826,-1.05364,0.832636,-0.973334,0,clec-79,WBGene00018548,Public name for WBGene00018548. History: N.A.
clp-6,-0.853513,-0.971552,0.643359,0.81785,-0.531451,1.02283,0,clp-6,WBGene00000546,"Public name for WBGene00000546. History: Split into Y77E11A.23(WBGene00235267). History of WBGene00000546: Split into ""WBGene00235267"" on 2013-09-04"
elo-7,0.640712,0.823192,-0.212995,-0.310765,0.52516,-0.606412,0,elo-7,WBGene00001245,Public name for WBGene00001245. History: N.A.
kin-21,1.07396,2.01431,-0.478712,-0.915659,0.793034,-1.28836,0,kin-21,WBGene00002204,Public name for WBGene00002204. History: N.A.
kin-24,-0.0261576,1.50861,-0.564789,-1.1153,1.36368,-1.27992,0,kin-24,WBGene00002206,Public name for WBGene00002206. History: N.A.
kin-26,0.0988719,1.73541,0.0964469,-0.479336,0.366999,-1.09096,0,kin-26,WBGene00002208,Public name for WBGene00002208. History: N.A.
kin-5,0.347389,1.63809,-0.292463,-0.745305,0.343355,-1.23437,0,kin-5,WBGene00002193,Public name for WBGene00002193. History: N.A.. Other name for WBGene00002196(kin-10). History: N.A.
lin-24,0.0121268,0.461291,0.526068,0.907652,-0.157356,0.0655272,0,lin-24,WBGene00003010,Public name for WBGene00003010. History: N.A.
msp-10,1.17989,2.13816,1.69485,0.799685,1.50654,-0.600751,0,msp-10,WBGene00003425,Public name for WBGene00003425. History: N.A.
msp-113,1.2617,2.16356,1.20216,0.432894,1.29677,-0.753815,0,msp-113,WBGene00003468,Public name for WBGene00003468. History: N.A.
msp-19,0.883143,2.05942,1.56824,0.503581,1.55385,-0.597685,0,msp-19,WBGene00003426,Public name for WBGene00003426. History: N.A.
msp-36,1.28402,2.17615,1.67197,0.621346,1.5883,-0.763631,0,msp-36,WBGene00003432,Public name for WBGene00003432. History: N.A.
msp-51,1.37926,2.40094,1.54523,0.639675,1.63378,-0.737132,0,msp-51,WBGene00003444,Public name for WBGene00003444. History: N.A.
msp-53,1.43314,2.33221,1.49202,0.376553,1.37306,-0.688672,0,msp-53,WBGene00003446,Public name for WBGene00003446. History: N.A.
msp-55,1.28966,2.29004,1.27103,0.515795,1.59105,-0.69981,0,msp-55,WBGene00003448,Public name for WBGene00003448. History: N.A.
msp-56,1.50952,2.20103,1.30782,0.497339,1.42934,-0.805279,1,msp-56,WBGene00003449,Public name for WBGene00003449. History: N.A.
msp-57,0.929797,2.17151,1.35001,0.600034,1.21712,-0.791986,0,msp-57,WBGene00003450,Public name for WBGene00003450. History: N.A.
msp-59,1.17372,2.28951,1.70241,0.482584,1.46622,-0.792956,1,msp-59,WBGene00003452,Public name for WBGene00003452. History: N.A.
msp-65,1.04522,2.20516,1.61419,0.621084,1.42495,-0.788523,0,msp-65,WBGene00003458,Public name for WBGene00003458. History: N.A.
msp-76,1.31405,2.17704,1.42312,0.689002,1.64763,-0.811714,1,msp-76,WBGene00003463,Public name for WBGene00003463. History: N.A.
msp-77,1.13446,2.06252,1.53627,0.503986,1.3823,-0.788771,0,msp-77,WBGene00003464,Public name for WBGene00003464. History: N.A.
msp-78,1.42866,2.40423,1.6895,0.68179,1.68891,-0.826163,1,msp-78,WBGene00003465,Public name for WBGene00003465. History: N.A.
msp-79,1.61394,2.32959,1.77444,0.771273,1.78671,-0.773553,0,msp-79,WBGene00003466,Public name for WBGene00003466. History: N.A.
nspd-2,1.36314,2.55415,2.1243,1.0708,0.761542,-0.531875,1,nspd-2,WBGene00010633,Public name for WBGene00010633. History: N.A.
nspd-3,1.71691,2.32369,1.44815,0.670066,1.00901,-0.6601,1,nspd-3,WBGene00016058,Public name for WBGene00016058. History: N.A.
nspd-6,1.89288,2.83632,1.88824,0.843119,1.30481,-0.466989,0,nspd-6,WBGene00043147,Public name for WBGene00043147. History: Killed on 2004-10-04; Resurrected on 2006-10-03
pph-2,0.882942,2.00284,-0.844668,-1.10471,1.53844,-1.26864,0,pph-2,WBGene00004084,Public name for WBGene00004084. History: N.A.
scrm-5,0.736055,1.90236,0.119614,-0.559252,1.52819,-1.10224,0,scrm-5,WBGene00019531,Public name for WBGene00019531. History: N.A.
scrm-8,0.726833,1.70484,-0.00218971,-0.602126,1.54887,-1.06746,0,scrm-8,WBGene00019530,Public name for WBGene00019530. History: N.A.
spe-17,1.84955,2.19928,-0.678033,-1.29834,1.10624,-0.973631,0,spe-17,WBGene00004971,Public name for WBGene00004971. History: N.A.
spe-26,0.236711,1.31971,0.55474,0.188287,0.201497,-0.930338,0,spe-26,WBGene00004972,Public name for WBGene00004972. History: N.A.
srz-20,0.185495,0.289269,-1.07932,-0.39535,-0.0858563,-0.740485,0,srz-20,WBGene00018973,Public name for WBGene00018973. History: N.A.
ssp-11,1.67446,2.04941,0.449606,0.224312,0.965716,-0.704113,1,ssp-11,WBGene00006040,Public name for WBGene00006040. History: N.A.
ssp-32,1.26933,2.24238,-0.178233,-0.409682,1.23309,-1.00914,0,ssp-32,WBGene00006049,Public name for WBGene00006049. History: N.A.
ssp-9,1.95215,2.24425,0.484974,0.353717,1.32684,-0.837964,0,ssp-9,WBGene00006038,Public name for WBGene00006038. History: N.A.
ssq-2,0.947488,2.41233,1.55724,0.384244,-0.395229,-1.19842,1,ssq-2,WBGene00006051,Public name for WBGene00006051. History: N.A.
ssq-3,1.21502,2.76557,1.48337,0.212478,0.469547,-1.37897,1,ssq-3,WBGene00006052,Public name for WBGene00006052. History: N.A.
ssq-4,1.12348,2.5216,1.5098,0.238113,0.244995,-1.20828,1,ssq-4,WBGene00006053,Public name for WBGene00006053. History: N.A.
sss-1,0.944063,2.5171,1.38013,0.171559,1.20527,-0.805281,1,sss-1,WBGene00006056,Public name for WBGene00006056. History: N.A.
tag-19,0.411921,1.22242,-0.340969,-0.869385,0.82795,-1.42539,0,tag-19,WBGene00006409,Other name for WBGene00006409(hdl-2). History: N.A.
tag-347,-0.0323125,0.699085,-0.671131,0.537876,0.0132325,-1.3412,0,tag-347,WBGene00007732,Other name for WBGene00007732(spe-44). History: Renamed on 2011-09-22; Renamed on 2013-04-16
wht-5,0.322759,1.3652,-0.503137,-1.10697,0.719458,-1.34908,0,wht-5,WBGene00008950,Public name for WBGene00008950. History: N.A.
C01G10.1,0.60468,0.899223,0.564069,0.550353,0.0252416,-0.115408,0,C01G10.1,WBGene00007230,Public name for WBGene00007230. History: N.A.
C01G10.14,0.0844528,-0.077699,-0.170869,0.0776816,-0.11807,0.0189495,0,C01G10.14,WBGene00007239,"Public name for WBGene00007239. History: Split into C01G10.19(WBGene00077584). History of WBGene00007239: Split into ""WBGene00077584"" on 2008-02-06"
C04E6.5,0.435188,1.67294,-0.987527,-1.01782,0.804071,-1.38896,0,C04E6.5,WBGene00015422,Public name for WBGene00015422. History: N.A.
C14C10.1,-0.680645,-0.153497,0.336332,0.212671,-0.37719,-0.0894908,1,C14C10.1,WBGene00007584,Public name for WBGene00007584. History: N.A.
C14C11.1,1.08373,0.809493,-0.137727,-0.405125,0.104865,0.0732738,0,C14C11.1,WBGene00015765,Public name for WBGene00015765. History: N.A.
C15H11.1,0.0623615,0.663362,-0.349446,0.0785883,-0.694244,-0.870598,0,C15H11.1,WBGene00007613,"Public name for WBGene00007613. History: Split into C15H11.13(WBGene00077576). History of WBGene00007613: Split into ""WBGene00077576"" on 2008-02-06"
C18G1.3,0.77135,0.549583,-0.542473,-0.641144,-0.104162,-0.125755,0,C18G1.3,WBGene00015982,Sequence name for WBGene00015982(bgnt-1.4). History: N.A.
C18G1.9,0.512217,0.534982,-1.35143,-0.846219,0.326874,-0.946597,1,C18G1.9,WBGene00015987,Public name for WBGene00015987. History: N.A.
C25A6.1,-0.0783718,-0.262871,0.309634,0.314609,0.134541,0.00202503,0,C25A6.1,WBGene00016081,Public name for WBGene00016081. History: N.A.
C25D7.1,-0.0398544,-0.178248,-0.00587989,-0.229518,-0.101932,0.303537,1,C25D7.1,WBGene00007714,Public name for WBGene00007714. History: N.A.
C25D7.12,-0.351108,0.587865,0.237387,0.112634,-0.358691,-0.0651328,0,C25D7.12,WBGene00007721,Public name for WBGene00007721. History: N.A.
C32C4.3,0.189287,0.570554,-0.304269,-0.274991,0.108762,-0.0589557,0,C32C4.3,WBGene00007863,Public name for WBGene00007863. History: N.A.
C38C3.3,-0.136436,0.108276,0.220596,-0.158304,-1.09553,-0.162589,0,C38C3.3,WBGene00016512,"Public name for WBGene00016512. History: Split into C38C3.10(WBGene00045390). History of WBGene00016512: Split into ""WBGene00045390"" on 2007-04-20"
C38C3.7,1.15717,1.73028,-1.05015,-0.556593,1.0381,0.257898,0,C38C3.7,WBGene00016516,"Public name for Dead gene WBGene00016515. History of WBGene00016515: Merged into ""WBGene00016516"" on 2015-07-23"
C38C3.8,0.233865,1.06997,-1.28848,-1.06487,0.61749,-1.01495,0,C38C3.8,WBGene00016516,Public name for WBGene00016516. History: N.A.
C47E8.9,0.39307,0.229345,-0.198735,-0.351989,0.0818253,0.0187162,0,C47E8.9,WBGene00008146,Public name for WBGene00008146. History: N.A.
C49G7.1,1.00682,-0.916799,0.980211,0.796433,-0.559238,1.49667,0,C49G7.1,WBGene00017035,"Public name for Dead gene WBGene00016780. History of WBGene00016780: Merged into ""WBGene00017035"" on 2016-04-19"
C52E4.7,-0.222848,-0.568434,0.499086,-0.000202035,-0.082134,0.460338,0,C52E4.7,WBGene00008259,Public name for WBGene00008259. History: N.A.
C56A3.8,-0.308907,0.0776973,0.199091,0.306001,-0.0066906,0.0912834,0,C56A3.8,WBGene00008346,Public name for WBGene00008346. History: N.A.
F02C9.1,0.843181,1.86343,-0.875905,-1.25674,0.950458,-0.803821,0,F02C9.1,WBGene00017172,Public name for WBGene00017172. History: N.A.
F02C9.4,0.778828,1.92316,-0.0843132,-0.661139,0.261109,-1.07482,0,F02C9.4,WBGene00017175,Sequence name for WBGene00017175(irld-3). History: N.A.
F07D3.3,0.894845,0.810137,-1.6162,-1.25085,-0.367008,-1.18469,0,F07D3.3,WBGene00008556,Public name for WBGene00008556. History: N.A.
F08H9.2,1.07892,2.04939,0.677631,0.291186,0.00899076,-0.708265,1,F08H9.2,WBGene00008590,Public name for WBGene00008590. History: N.A.
F13A7.1,-0.0123495,1.15989,0.499077,-0.146158,-0.115587,-0.804604,1,F13A7.1,WBGene00008724,Public name for WBGene00008724. History: N.A.
F14H3.2,0.369317,1.21683,-0.998829,-1.06289,0.633907,-1.14055,0,F14H3.2,WBGene00008821,Sequence name for WBGene00008821(best-12). History: N.A.
F20D6.6,0.478694,1.69588,0.336754,-0.394707,-0.592807,-0.990007,0,F20D6.6,WBGene00017636,Public name for WBGene00017636. History: N.A.
F21A3.4,0.747167,1.00849,-0.39542,-0.641079,0.371363,-0.930761,0,F21A3.4,WBGene00008994,Public name for WBGene00008994. History: N.A.
F21D9.2,0.643881,1.37995,-0.519282,-0.930508,0.872998,-1.15124,0,F21D9.2,WBGene00009016,Public name for WBGene00009016. History: N.A.
F21D9.3,0.25575,0.316651,-0.055684,0.860681,-1.23651,-0.207137,1,F21D9.3,WBGene00009017,Public name for WBGene00009017. History: N.A.
F21H7.2,0.15493,1.26591,0.216858,0.29593,-0.0608898,-0.511991,0,F21H7.2,WBGene00009028,Public name for WBGene00009028. History: N.A.
F21H7.5,0.66162,1.69394,0.439975,0.115988,0.831754,-0.819297,1,F21H7.5,WBGene00009031,Public name for WBGene00009031. History: N.A.
F23B12.1,0.323419,2.00479,-0.18096,-0.817721,0.857762,-0.930312,0,F23B12.1,WBGene00009079,Public name for WBGene00009079. History: N.A.
F26D2.10,0.523707,1.18125,-0.927945,-1.02257,0.765542,-1.10266,0,F26D2.10,WBGene00009149,Public name for WBGene00009149. History: N.A.
