WormBase Gene,GeneName,ratio,LogRatio,Pvalue,Qvalue,>1.2&SigQ,csr-1 reg (Campbell 2015),Pgran reg (Campbell 2015),CSR-1 Targ (Claycomb 2009),Germline enriched (Reinke 2004),Soma enriched (Reinke 2004),RNAi,Input,Suggested Match,History
WBGene00020870; Dscr: none available; Molecule: T28A11.3; Class: not known ...,T28A11.3,0.646698624373701,-0.634798017424105,0.0006111787571442,0.0309186864704421,Yes,No,No,No,No,No,No,T28A11.3,WBGene00020870,Public name for WBGene00020870. History: N.A.
WBGene00020871; Dscr: none available; Molecule: T28A11.4; Class: not known ...,T28A11.4,0.342876867265979,-1.52948345378577,2.25088800328191e-05,0.0057303958474903,Yes,No,No,No,No,No,No,T28A11.4,WBGene00020871,Public name for WBGene00020871. History: N.A.
WBGene00020872; Dscr: none available; Molecule: T28A11.5; Class: not known ...,T28A11.5,0.586539539570319,-0.776516058031747,0.0001163062395402,0.0125063727622523,Yes,No,No,No,No,No,No,T28A11.5,WBGene00020872,Public name for WBGene00020872. History: N.A.
WBGene00012123; Dscr: none available; Molecule: T28D6.3; Class: not known ...,T28D6.3,0.563174645942441,-0.827188096747346,7.98470717061596e-07,0.0011060698185931,Yes,No,No,No,No,No,No,T28D6.3,WBGene00012123,Public name for WBGene00012123. History: N.A.
WBGene00012143; Dscr: none available; Molecule: T28H10.2; Class: not known wb Protein T28H10.2  [Source:RefSeq peptide;Acc:NP_506136] [T28H10.2] ...,T28H10.2,0.632958350498041,-0.650575334376859,0.0012988855863595,0.0478676943242274,Yes,No,No,No,No,No,No,T28H10.2,WBGene00012143,Public name for WBGene00012143. History: N.A.
WBGene00006392; Dscr: none available; Molecule: K03B4.3a; Class: TAF (TBP-associated transcription factor) family ...,taf-10,0.743760552455682,-0.427962904729386,4.85793981406734e-05,0.0079720992809388,Yes,No,No,Yes,No,No,No,taf-10,WBGene00006392,Public name for WBGene00006392. History: N.A.
"WBGene00006388; Dscr: The taf-7.1 gene encodes an ortholog of mammalian TATA-binding protein associated factor TAF7L (TAFIIQ, OMIM:300314) that in mice exhibits testis-specific expression; TAF-7 function in C. elegans is not yet known, as taf-7 inactivation by RNA interference does not result in any obvious developmental defects.; Molecule: F54F7.1; Class: TAF (TBP-associated transcription factor) family ...",taf-7.1,0.801775225099813,-0.317532430465126,0.0010820774646105,0.0430436523887067,Yes,No,No,No,No,No,No,taf-7.1,WBGene00006388,Public name for WBGene00006388. History: N.A.
WBGene00006493; Dscr: none available; Molecule: R09A8.3; Class: Temporarily Assigned Gene name ...,tag-147,1.29734538894894,0.375469560940759,3.45620509240598e-05,0.0067825144767557,Yes,No,No,No,No,No,No,tag-147,WBGene00006493,Other name for WBGene00006493(ivns-1). History: Renamed on 2017-10-11
WBGene00007050; Dscr: none available; Molecule: F18C5.3; Class: Temporarily Assigned Gene name ...,tag-184,1.67258060744234,0.74398348777726,7.61555554613514e-06,0.0035164454422732,Yes,No,No,Yes,Yes,No,No,tag-184,WBGene00007050,Other name for WBGene00007050(utp-20). History: Renamed on 2016-02-19
WBGene00011072; Dscr: none available; Molecule: R06F6.11; Class: Temporarily Assigned Gene name ...,tag-209,0.692066041191221,-0.532982520735292,3.38355393826587e-05,0.006695740478338,Yes,No,No,No,No,No,No,tag-209,WBGene00011072,Public name for WBGene00011072. History: N.A.
WBGene00018516; Dscr: none available; Molecule: F46G11.3; Class: Temporarily Assigned Gene name ...,tag-257,0.861485356420167,-0.215187706513719,0.0001727892797892,0.0158636052622146,No,No,No,Yes,No,No,No,tag-257,WBGene00018516,Other name for WBGene00018516(gakh-1). History: Renamed on 2017-05-31
WBGene00018632; Dscr: none available; Molecule: F49D11.9; Class: Temporarily Assigned Gene name ...,tag-296,0.856050393243823,-0.224565526600923,0.0003920743331557,0.0243292713346107,No,No,No,Yes,Yes,No,No,tag-296,WBGene00018632,"Public name for WBGene00018632. History: Split into F49D11.10(WBGene00045433). History of WBGene00018632: Split into ""WBGene00045433"" on 2007-05-23"
WBGene00006418; Dscr: none available; Molecule: B0222.4; Class: Temporarily Assigned Gene name ...,tag-38,2.24131592615898,1.16872991796874,2.54470360211757e-06,0.0019023880992465,Yes,No,No,No,No,No,No,tag-38,WBGene00006418,Other name for WBGene00006418(spl-2). History: Renamed on 2018-06-11
"WBGene00006530; Dscr: tba-4 encodes a member of the alpha tubulin family that also includes tba-1, tba-2, and tba-3, and affects embryonic viability.; Molecule: F44F4.11; Class: TuBulin, Alpha ...",tba-4,0.889258444284454,-0.169755595343824,0.0008801469745231,0.0381003329100106,No,No,No,No,No,No,No,tba-4,WBGene00006530,Public name for WBGene00006530. History: N.A.
WBGene00007849; Dscr: none available; Molecule: C31E10.8; Class: TBC (Tre-2/Bub2/Cdc16) domain family ...,tbc-19,1.27495949303469,0.351168733263019,0.0009765220513891,0.0402734111876751,Yes,No,No,No,No,No,No,tbc-19,WBGene00007849,Public name for WBGene00007849. History: N.A.
WBGene00015410; Dscr: none available; Molecule: C04A2.1; Class: TBC (Tre-2/Bub2/Cdc16) domain family ...,tbc-6,0.545073086636773,-0.878746825077492,5.30430181969409e-06,0.0029049070593482,Yes,No,No,No,No,No,No,tbc-6,WBGene00015410,Public name for WBGene00015410. History: N.A.
"WBGene00006541; Dscr: tbh-1 encodes a putative dopamine beta-hydroxylate orthologous to human DBH (OMIM:609312, mutated in dopamine  beta-hydroxylase deficiency).; Molecule: H13N06.6a; Class: Tyramine Beta Hydroxylase ...",tbh-1,1.49507859995036,0.57706856390473,0.0007422077671542,0.0346103974429997,Yes,No,No,No,No,Yes,No,tbh-1,WBGene00006541,Public name for WBGene00006541. History: N.A.
WBGene00022855; Dscr: none available; Molecule: ZK1127.9a; Class: TransCription Elongation Regulator homolog ...,tcer-1,1.17363959466765,0.230301095200653,0.0004939542803011,0.0275969854016895,No,No,No,Yes,No,No,Yes,tcer-1,WBGene00022855,Public name for WBGene00022855. History: Renamed on 2017-10-09
WBGene00006561; Dscr: none available; Molecule: Y38C1AA.4a; Class: T Cell Lineage defect ...,tcl-2,0.536255505384423,-0.893867103906134,5.44387348551111e-05,0.0084618994528251,Yes,No,No,No,No,No,No,tcl-2,WBGene00006561,Public name for WBGene00006561. History: N.A.
WBGene00019323; Dscr: none available; Molecule: K02F2.3; Class: Tumorous Enhancer of Glp-1(gf) ...,teg-4,1.21312741904058,0.276935906001047,0.000863178181022,0.0376425610831272,Yes,No,No,Yes,Yes,No,No,teg-4,WBGene00019323,Public name for WBGene00019323. History: Renamed on 2005-03-17; Renamed on 2010-02-19; Renamed on 2015-03-02
WBGene00006568; Dscr: none available; Molecule: Y43C5A.5a; Class: THymidine Kinase ...,thk-1,0.85221811238806,-0.229887750626197,0.0011524487358924,0.0447838535998874,No,No,No,Yes,Yes,No,No,thk-1,WBGene00006568,Public name for WBGene00006568. History: N.A.
WBGene00044285; Dscr: none available; Molecule: F28D1.12; Class: THaumatiN family ...,thn-8,2.03580030932279,0.996211499401937,0.0010521807439491,0.0420675795233603,Yes,No,No,No,No,No,No,thn-8,WBGene00044285,Public name for WBGene00044285. History: N.A.
WBGene00021594; Dscr: tig-3 encodes a predicted transforming growth factor beta homolog.; Molecule: Y46E12BL.1; Class: TransformIng Growth factor beta family ...,tig-3,1.45631946901007,0.537105080029396,0.0008812832353886,0.0381144883565978,Yes,No,No,No,No,No,No,tig-3,WBGene00021594,Public name for WBGene00021594. History: N.A.
WBGene00006586; Dscr: tni-4 encodes one of the four elegans troponin I proteins; tni-4 is required for the normal development of the pharynx during embryonic development; TNI-4 interacts only with the pharyngeal troponin C; tni-4 is expressed exclusively in the pharyngeal muscles.; Molecule: W03F8.1; Class: TropoNin I ...,tni-4,1.3599913326893,0.441998756660718,0.000231093800495,0.0184475522300232,Yes,No,No,No,No,No,No,tni-4,WBGene00006586,Public name for WBGene00006586. History: N.A.
"WBGene00006590; Dscr: toc-1 encodes an integral membrane protein with similarity to divalent metal ion transporters; by homology, TOC-1 is predicted to function in regulation of intracellular metal ion (particularly zinc) homeostasis; toc-1 is the upstream gene in an operon with clk-1, a timing gene that is necessary for ubiquinone biosynthesis; RNAi experiments directed against toc-1 sequences result in egg-laying defects, abnormal body coloration, retarded postembryonic growth rates, and g ...",toc-1,0.813624246799767,-0.298935926862852,0.0001798324656901,0.0160716308711126,Yes,No,No,Yes,No,No,No,toc-1,WBGene00006590,Public name for WBGene00006590. History: N.A.
WBGene00019466; Dscr: none available; Molecule: K07B1.6a; Class: Target Of Splicing ...,tos-1,1.33229008865779,0.412936543400706,0.0002650105711662,0.0197491580392246,Yes,No,No,No,No,No,No,tos-1,WBGene00019466,Public name for WBGene00019466. History: N.A.
WBGene00014027; Dscr: none available; Molecule: ZK637.9a; Class: Thiamine PyrophosphoKinase ...,tpk-1,0.327517840494492,-1.60556761954112,1.22045300320629e-05,0.0043218718454894,Yes,No,No,No,No,No,No,tpk-1,WBGene00014027,Public name for WBGene00014027. History: N.A.
"WBGene00006618; Dscr: trt-1 encodes C. elegans telomerase reverse transcriptase that affects fertility, maintenance of telomere length, and chromosome nondisjunction.; Molecule: DY3.4a; Class: Telomerase Reverse Transcriptase ...",trt-1,1.37026232512127,0.453401854202831,4.72374547554411e-05,0.0078337663523653,Yes,No,No,No,No,No,No,trt-1,WBGene00006618,Public name for WBGene00006618. History: N.A.
WBGene00019717; Dscr: none available; Molecule: M01H9.1; Class: ThioRedoXin     [see also xtr] ...,trx-3,0.590019027320496,-0.755043816834332,0.000642859463385,0.0316709152787751,Yes,No,No,No,No,No,No,trx-3,WBGene00019717,Public name for WBGene00019717. History: N.A.
WBGene00023425; Dscr: none available; Molecule: B0286.6; Class: TRYpsin-like protease ...,try-9,0.556236868567824,-0.845907388412536,9.60148236458502e-05,0.0114194600102835,Yes,No,No,No,No,No,No,try-9,WBGene00023425,Public name for WBGene00023425. History: N.A.
WBGene00006636; Dscr: none available; Molecule: T14B4.4a; Class: TetraSPanin family ...,tsp-10,0.569561921983897,-0.81857900611493,9.93367279731996e-05,0.0114952363982353,Yes,No,No,No,No,No,No,tsp-10,WBGene00006636,Public name for WBGene00006636. History: N.A.
WBGene00006630; Dscr: none available; Molecule: F53B2.2; Class: TetraSPanin family ...,tsp-4,3.21811928372672,1.6767003578081,5.61412609857265e-05,0.0085848737334602,Yes,No,No,No,No,No,No,tsp-4,WBGene00006630,Public name for WBGene00006630. History: N.A.
WBGene00006631; Dscr: none available; Molecule: Y45F10B.1; Class: TetraSPanin family ...,tsp-5,3.62318343150135,1.87714527294321,6.93860262969496e-05,0.0095553890834319,Yes,No,No,No,No,No,No,tsp-5,WBGene00006631,Public name for WBGene00006631. History: N.A.
WBGene00017600; Dscr: none available; Molecule: F19F10.4; Class: TransThyretin-Related family domain ...,ttr-10,0.853663659617086,-0.228193693131868,0.0003972296773763,0.0244558475098949,No,No,No,No,No,No,No,ttr-10,WBGene00017600,Public name for WBGene00017600. History: N.A.
WBGene00011286; Dscr: none available; Molecule: R90.4; Class: TransThyretin-Related family domain ...,ttr-29,1.9550016632336,0.988085780698066,0.0008348317130249,0.0369886209031486,Yes,No,No,No,No,No,No,ttr-29,WBGene00011286,Public name for WBGene00011286. History: N.A.
"WBGene00020047; Dscr: R13A5.3 encodes a protein containing a predicted signal sequence followed by a transthyretin-like domain; although the product of R13A5.3 belongs to a family of apparently nematode-specific proteins whose function is not yet known, loss of R13A5.3 activity via RNAi has been reported to result in hyperactive locomotion.; Molecule: R13A5.3; Class: TransThyretin-Related family domain ...",ttr-32,0.562766494626152,-0.828338072985236,7.79397162984099e-05,0.0099750129299524,Yes,No,No,No,No,No,No,ttr-32,WBGene00020047,Public name for WBGene00020047. History: N.A.
WBGene00016505; Dscr: none available; Molecule: C37C3.13; Class: TransThyretin-Related family domain ...,ttr-33,0.665078355243145,-0.58294267776278,0.0007026122004749,0.0333249037441771,Yes,No,No,No,No,No,No,ttr-33,WBGene00016505,Public name for WBGene00016505. History: N.A.
WBGene00007590; Dscr: none available; Molecule: C14C10.7; Class: TransThyretin-Related family domain ...,ttr-43,0.691022728049422,-0.528853048539459,0.0004793418831995,0.0271673213176081,Yes,No,No,No,No,No,No,ttr-43,WBGene00007590,Public name for WBGene00007590. History: N.A.
WBGene00020339; Dscr: none available; Molecule: T08A9.11a; Class: TransThyretin-Related family domain ...,ttr-59,0.655253729131123,-0.600558374246098,0.0012809011358623,0.0473903234067897,Yes,No,No,No,No,No,No,ttr-59,WBGene00020339,Public name for WBGene00020339. History: N.A.
WBGene00015332; Dscr: C02C2.1 encodes a tyrosinase homolog with a glutamine/asparagine-rich domain.; Molecule: C02C2.1; Class: TYRosinase ...,tyr-1,0.724416328659631,-0.467569239782483,0.0008537881677335,0.0374410755343728,Yes,No,No,No,No,No,No,tyr-1,WBGene00015332,Public name for WBGene00015332. History: N.A.
"WBGene00006698; Dscr: uaf-2 encodes an essential U2AF35 homolog clustered in an operon with cyp-13 (RRM/cyclophilin); UAF-2's sequence is somewhat atypical for U2AF proteins (it lacks an identifiable N-terminal RNA-binding RS domain, while having an glycine-rich C-terminal region).; Molecule: Y116A8C.35; Class: U2AF splicing factor ...",uaf-2,0.794550870638148,-0.332125727355599,2.81003861350245e-05,0.0060989492451031,Yes,No,No,Yes,No,No,No,uaf-2,WBGene00006698,Public name for WBGene00006698. History: N.A.
WBGene00006711; Dscr: none available; Molecule: Y54E5B.4; Class: UBiquitin Conjugating enzyme ...,ubc-16,0.873474864922262,-0.195163979411491,0.001190286499919,0.0455773281082821,No,No,No,Yes,No,No,No,ubc-16,WBGene00006711,Public name for WBGene00006711. History: N.A.
WBGene00022865; Dscr: none available; Molecule: ZK1236.7a; Class: UFM Binding Protein ...,ufbp-1,1.23748899979812,0.305926665017983,0.0003801069862578,0.0238062218600705,Yes,No,No,No,No,No,No,ufbp-1,WBGene00022865,Public name for WBGene00022865. History: N.A.
WBGene00044324; Dscr: tag-277 encodes a conserved eukaryotic protein with a ubiquitin-like fold.; Molecule: ZK652.3; Class: Ubiquitin-Fold Modifier homolog ...,ufm-1,0.84616622415319,-0.2417893799455,0.0009068573030504,0.0388283320536996,No,No,No,No,No,No,No,ufm-1,WBGene00044324,Public name for WBGene00044324. History: Renamed on 2013-03-15
WBGene00007072; Dscr: none available; Molecule: AC3.7; Class: UDP-GlucuronosylTransferase ...,ugt-1,1.27938467116321,0.356045910314031,0.0013592194169283,0.0492434739219156,Yes,No,No,No,No,Yes,No,ugt-1,WBGene00007072,Public name for WBGene00007072. History: Renamed on 2004-08-25
WBGene00007455; Dscr: none available; Molecule: C08F11.8; Class: UDP-GlucuronosylTransferase ...,ugt-22,1.65430933590779,0.732543220399785,0.0001014603245924,0.0114869672299368,Yes,No,No,No,No,No,No,ugt-22,WBGene00007455,Public name for WBGene00007455. History: N.A.
WBGene00017336; Dscr: none available; Molecule: F10D2.11; Class: UDP-GlucuronosylTransferase ...,ugt-41,1.54209645232989,0.625121118585493,0.0008466256966361,0.0373355590451012,Yes,No,No,No,No,No,No,ugt-41,WBGene00017336,Public name for WBGene00017336. History: N.A.
WBGene00008583; Dscr: none available; Molecule: F08G5.5; Class: UDP-GlucuronosylTransferase ...,ugt-65,0.654056616551537,-0.607157410382147,0.0003616248344278,0.0232993248315799,Yes,No,No,No,No,No,No,ugt-65,WBGene00008583,"Public name for WBGene00008583. History: Split into clec-184(WBGene00023502). History of WBGene00008583: Split into ""WBGene00023502"" on 2004-08-26"
"WBGene00006843; Dscr: unc-119 encodes a novel protein that is highly conserved amongst metazoans; unc-119 activity is required for proper development of the nervous system, including axonal branching and fasciculation, and hence, for normal movement, chemosensation, and feeding; unc-119 is expressed pan-neuronally beginning in the early embryo (~60 cells) and continuing through adulthood; although the molecular function of UNC-119 is not yet known, human UNC119, which can rescue C. elegans u ...",unc-119,0.214070557741721,-2.22899683234798,1.46971469147095e-07,0.0004944330181349,Yes,No,No,No,No,No,No,unc-119,WBGene00006843,Public name for WBGene00006843. History: N.A.
"WBGene00006817; Dscr: unc-85 was identified in screens for mutations that disrupt postembryonic cell lineages; unc-85 mutant animals exhibit abnormalities in egg laying and locomotion as a result of defects in multiple, but not all, postembryonic cell divisions.; Molecule: F10G7.3; Class: UNCoordinated ...",unc-85,1.56132042090094,0.641813290617142,0.000202093909055,0.0170577400155493,Yes,Yes,No,Yes,Yes,No,No,unc-85,WBGene00006817,Public name for WBGene00006817. History: Renamed on 2008-06-05
"WBGene00016944; Dscr: uri-1 encodes a molecular chaperone orthologous to the unconventional prefoldin RPB5 (RNA polymerase subunit 5) interactor, URI; in C.elegans, URI-1 activity is required for suppressing endogenous genotoxic DNA damage and thus, is essential for maintenance of genome integrity (DNA stability) and progression through the mitotic and meiotic cell cycles, particularly during germ cell development; URI-1 activity is also required for development of some somatic structures, s ...",uri-1,1.11001025782652,0.150744737252094,0.0001804779655457,0.0160380211722106,No,No,No,Yes,Yes,No,Yes,uri-1,WBGene00016944,Public name for WBGene00016944. History: N.A.
WBGene00010702; Dscr: none available; Molecule: K09A9.4; Class: Ubiquitin Specific Protease ...,usp-33,0.786899028950611,-0.34578340040348,0.0002840684720967,0.0204886016827156,Yes,No,No,No,No,No,No,usp-33,WBGene00010702,Public name for WBGene00010702. History: N.A.
"WBGene00018008; Dscr: vpr-1 encodes the C. elegans VAP (VAMP-associated protein) ortholog, a transmembrane protein containing an N-terminal extracellular major sperm protein (MSP) domain; loss of vpr-1 function during development indicates that vpr-1 is required, both in vab-1-dependent and vab-1-independent pathways, for proper distal tip cell migration during somatic gonad development, ventral hypodermal cell migrations during embryonic enclosure, and anteriorly directed amphid neuron migr ...",vpr-1,0.893143064852285,-0.16289244365967,5.546060441825e-05,0.0085642083504614,No,No,No,Yes,No,No,No,vpr-1,WBGene00018008,Public name for WBGene00018008. History: N.A.
"WBGene00017974; Dscr: vps-41 encodes the C. elegans homolog of the Saccharomyces cerevisiae vacuolar sorting protein Vps41p; in C. elegans, vps-41 activity is required for biogenesis of the lysosome-related gut granules and for embryonic development; in addition, vps-41 is required for regulation of germline apoptosis.; Molecule: F32A6.3a; Class: related to yeast Vacuolar Protein Sorting factor ...",vps-41,0.866602372264588,-0.207075808718692,0.0013301042491464,0.048562209245192,No,No,No,No,No,No,No,vps-41,WBGene00017974,Public name for WBGene00017974. History: N.A.
WBGene00020912; Dscr: none available; Molecule: W01A11.7; Class: not known ...,W01A11.7,0.645549728352588,-0.621320894538401,0.0013153651980825,0.0483614911001506,Yes,No,No,No,No,No,No,W01A11.7,WBGene00020912,Public name for WBGene00020912. History: N.A.
WBGene00012175; Dscr: none available; Molecule: W01C9.1; Class: not known ...,W01C9.1,0.442357239402497,-1.21076124065185,0.0012236162420795,0.0461777866742496,Yes,Yes,No,No,No,No,No,W01C9.1,WBGene00012175,Public name for WBGene00012175. History: N.A.
WBGene00195898; Dscr: none available; Molecule: W01H2.4; Class: not known ...,W01H2.4,1.56880935822485,0.64409128800354,0.0006667853486147,0.0322094936913386,Yes,No,No,No,No,No,No,W01H2.4,WBGene00195898,Public name for WBGene00195898. History: N.A.
WBGene00020944; Dscr: none available; Molecule: W02D7.9; Class: not known ...,W02D7.9,0.645863598796256,-0.62719637215253,0.0010515369920073,0.0421133411986089,Yes,No,No,No,No,No,No,W02D7.9,WBGene00020944,Public name for WBGene00020944. History: N.A.
WBGene00012213; Dscr: none available; Molecule: W02D9.7; Class: not known ...,W02D9.7,1.21004804241942,0.276460809868416,0.0005556354308394,0.029239460918072,Yes,No,No,No,No,Yes,No,W02D9.7,WBGene00012213,Public name for WBGene00012213. History: N.A.
WBGene00020947; Dscr: none available; Molecule: W02F12.2; Class: not known ...,W02F12.2,0.712714594366922,-0.489420455927494,6.93853970598127e-05,0.0095833238437626,Yes,No,No,No,No,No,No,W02F12.2,WBGene00020947,Public name for WBGene00020947. History: N.A.
WBGene00175027; Dscr: none available; Molecule: W02F12.8; Class: not known ...,W02F12.8,0.542877931680375,-0.892311007218119,0.0007899592131281,0.0357745182883741,Yes,No,No,No,No,No,No,W02F12.8,WBGene00175027,Public name for WBGene00175027. History: N.A.
WBGene00012217; Dscr: none available; Molecule: W02H3.1a; Class: not known ...,W02H3.1,1.56999901889307,0.651876118603841,3.77586000311831e-05,0.0070850778656122,Yes,No,No,No,No,Yes,No,W02H3.1,WBGene00012217,Public name for WBGene00012217. History: N.A.
WBGene00020957; Dscr: none available; Molecule: W02H5.2; Class: not known ...,W02H5.2,0.768452768577402,-0.37749330352249,0.0006446833729368,0.0316614155355349,Yes,No,No,No,No,No,No,W02H5.2,WBGene00020957,"Public name for WBGene00020957. History: Split into W02H5.19(WBGene00302982). History of WBGene00020957: Split into ""WBGene00302982"" on 2018-03-06"
WBGene00020962; Dscr: none available; Molecule: W02H5.8; Class: not known ...,W02H5.8,1.46676969760326,0.559798537688851,0.0004987658261623,0.0277015010384384,Yes,No,No,No,No,No,No,W02H5.8,WBGene00020962,Public name for WBGene00020962. History: N.A.
WBGene00235306; Dscr: none available; Molecule: W03D2.13a; Class: not known ...,W03D2.13,0.759337826109829,-0.396874411747119,0.0006438150055799,0.0316517736250583,Yes,No,No,No,No,No,No,W03D2.13,WBGene00020981,"Public name for Dead gene WBGene00235306. History of WBGene00235306: Merged into ""WBGene00020981"" on 2016-02-18"
"WBGene00021005; Dscr: W03F11.1 encodes a protein with three chitin-binding peritrophin-A domains; like CEJ-1 and CPG-2, W03F11.1 may participate in eggshell synthesis and early embryonic development; W03F11.1 is required for fertility in mass RNAi assays; W03F11.1's multiple peritrophin-A domains might enable mechanical cross-linking of chitin.; Molecule: W03F11.1; Class: not known ...",W03F11.1,1.33863388646745,0.41775073691146,0.0005101958554292,0.0279409353476843,Yes,No,No,No,No,Yes,No,W03F11.1,WBGene00021005,Sequence name for WBGene00021005(ule-1). History: N.A.
WBGene00020994; Dscr: none available; Molecule: W03F8.4; Class: not known ...,W03F8.4,0.802299094080708,-0.317102037283112,0.0004633492151149,0.0266782656888564,Yes,No,No,Yes,No,No,No,W03F8.4,WBGene00020994,Public name for WBGene00020994. History: N.A.
WBGene00021000; Dscr: none available; Molecule: W03F9.2a; Class: not known ...,W03F9.2,0.867083421658527,-0.206523624744674,0.0006601845441374,0.0321212517146524,No,No,No,No,No,No,No,W03F9.2,WBGene00021000,Public name for WBGene00021000. History: N.A.
WBGene00012231; Dscr: none available; Molecule: W04A4.2; Class: not known ...,W04A4.2,2.25481537086118,1.18071144487187,0.0001526867064488,0.0148886925472625,Yes,No,No,No,No,No,No,W04A4.2,WBGene00012231,Public name for WBGene00012231. History: N.A.
WBGene00021026; Dscr: none available; Molecule: W04C9.4; Class: not known ...,W04C9.4,1.35153758199434,0.434553330758657,1.77852259886215e-05,0.0050766580218915,Yes,No,No,Yes,Yes,No,No,W04C9.4,WBGene00021026,Public name for WBGene00021026. History: N.A.
WBGene00012279; Dscr: none available; Molecule: W05B10.4; Class: not known ...,W05B10.4,0.749454329639225,-0.414320403999703,0.0003877429445915,0.0241240649991728,Yes,No,No,No,No,No,No,W05B10.4,WBGene00012279,Public name for WBGene00012279. History: N.A.
WBGene00012273; Dscr: none available; Molecule: W05B2.7; Class: not known ...,W05B2.7,0.721713109907857,-0.471171129613367,3.07646003998752e-05,0.006327297596652,Yes,No,No,No,No,No,No,W05B2.7,WBGene00012272,"Public name for Dead gene WBGene00012273. History of WBGene00012273: Merged into ""WBGene00012272"" on 2017-04-28"
WBGene00021034; Dscr: none available; Molecule: W05F2.2; Class: not known ...,W05F2.2,1.48080392955435,0.574972981609526,0.0012638503731265,0.0470924247417043,Yes,No,No,No,No,No,No,W05F2.2,WBGene00021034,Sequence name for WBGene00021034(enu-3.4). History: N.A.
WBGene00021055; Dscr: none available; Molecule: W06A11.4; Class: not known ...,W06A11.4,0.521820901217139,-0.943128429209168,0.000130386878378,0.0134375518552523,Yes,No,No,No,No,No,No,W06A11.4,WBGene00021055,Public name for WBGene00021055. History: N.A.
WBGene00021057; Dscr: none available; Molecule: W06B4.2; Class: not known ...,W06B4.2,1.12344518530378,0.16746322692455,0.0011237237743609,0.0441410694952881,No,No,No,No,No,No,No,W06B4.2,WBGene00021057,Public name for WBGene00021057. History: N.A.
WBGene00012299; Dscr: none available; Molecule: W06D11.1; Class: not known ...,W06D11.1,0.692288140920234,-0.531659757648701,1.34379184600441e-05,0.0043349252303503,Yes,No,No,No,No,No,No,W06D11.1,WBGene00012299,Public name for WBGene00012299. History: N.A.
WBGene00012303; Dscr: none available; Molecule: W06D11.5; Class: not known ...,W06D11.5,2.11178512608875,1.08364966444519,0.0009088464960589,0.0388428786491712,Yes,No,No,No,Yes,No,No,W06D11.5,WBGene00012303,Public name for WBGene00012303. History: N.A.
WBGene00021076; Dscr: none available; Molecule: W07E6.5a; Class: not known ...,W07E6.5,1.55087270970816,0.63677106237671,0.0001242827357444,0.0130366777017603,Yes,No,No,No,No,No,No,W07E6.5,WBGene00021076,Public name for WBGene00021076. History: N.A.
WBGene00023429; Dscr: none available; Molecule: W08G11.6; Class: not known ...,W08G11.6,1.45665137935087,0.533976994101801,0.0010703177602994,0.0426840185220848,Yes,No,No,No,No,No,No,W08G11.6,WBGene00023429,Public name for WBGene00023429. History: N.A.
WBGene00009211; Dscr: none available; Molecule: F28D1.1; Class: WD Repeat protein ...,wdr-46,0.861444324371212,-0.214592851436446,0.0008586302010786,0.037548528514765,No,No,No,Yes,No,No,No,wdr-46,WBGene00009211,Public name for WBGene00009211. History: N.A.
"WBGene00006954; Dscr: wrt-8 encodes a hedgehog-like protein, with (from N- to C-terminus) a signal sequence, a Wart domain, an short region of low-complexity sequence, and a Hint/Hog domain; WRT-8 is strongly expressed in hypodermal syncytia hyp6-hyp10 throughout life, and in in 12 subventral P cells and their descendants from 3-fold embryo to L2 larva stages; the Hint/Hog domain is predicted to cut WRT-8 into two halves and then covalently link cholesterol to the C-terminus of the Wart doma ...",wrt-8,0.459852788530448,-1.12267297610244,3.06585285965693e-05,0.0063331376308825,Yes,No,No,No,No,No,No,wrt-8,WBGene00006954,Public name for WBGene00006954. History: N.A.
WBGene00013636; Dscr: none available; Molecule: Y105C5A.12; Class: not known ...,Y105C5A.12,0.633303399214425,-0.666745388375686,0.0005453780286276,0.0289259171084514,Yes,No,No,No,No,No,No,Y105C5A.12,WBGene00013636,Public name for WBGene00013636. History: N.A.
WBGene00014963; Dscr: none available; Molecule: Y105C5A.21; Class: not known ...,Y105C5A.21,2.12796053990569,1.08531611637351,7.86199426037205e-06,0.0035949922881068,Yes,No,No,No,No,No,No,Y105C5A.21,WBGene00014963,Public name for WBGene00014963. History: N.A.
WBGene00014965; Dscr: none available; Molecule: Y106G6D.5a; Class: not known ...,Y106G6D.5,1.2806703291692,0.356959315773693,0.0003209020473479,0.0218724234818998,Yes,No,No,No,No,No,No,Y106G6D.5,WBGene00014965,Public name for WBGene00014965. History: N.A.
WBGene00022434; Dscr: none available; Molecule: Y108G3AL.2; Class: not known ...,Y108G3AL.2,1.19341612105148,0.254449363827234,0.0007549588609165,0.0349283422705754,No,No,No,Yes,No,No,No,Y108G3AL.2,WBGene00022434,Public name for WBGene00022434. History: N.A.
WBGene00194949; Dscr: none available; Molecule: Y10G11A.90; Class: not known ...,Y10G11A.90,0.769472754285607,-0.378937203866325,0.0007988423146079,0.0360727472036478,Yes,No,No,No,No,No,No,Y10G11A.90,,Public name for Dead gene WBGene00194949. History of WBGene00194949: Killed on 2017-01-13; Killed on 2017-03-03. Remark: no evidence for existance...no evidence for existance
WBGene00023204; Dscr: none available; Molecule: Y110A2AL.t2; Class: not known ...,Y110A2AL.t2,1.6978432719341,0.74800342744806,0.0011317589153333,0.0443457415926532,Yes,No,No,No,No,No,No,Y110A2AL.t2,WBGene00023204,Public name for WBGene00023204. History: N.A.
