FeatureNum,ProbeName,accessions,GeneName,SystematicName,slide17.txt:chr_coord,slide17.txt:Description,slide17.txt_slide18.txt_Dyeswap.signal,Input,Suggested Match,History
13721,A_12_P115585,wb|C27A12.8.1|wb|C27A12.8.2,C27A12.8.1,C27A12.8.1,chrI:6067060-6067001,Unknown,-1.1509621,C27A12.8.1,WBGene00016158,Molecule name for WBGene00016158(ari-1.1). History: N.A.
16299,A_12_P117021,wb|C36C9.1|wb|F52D2.4,C36C9.1,C36C9.1,chrX:1686143-1686202,M. musculus T-cell activation protein TCA3 [F52D2.4],-1.1504649,C36C9.1,WBGene00016485,Sequence name for WBGene00016485(meg-4). History: N.A.
12294,A_12_P120058,wb|R02D3.5.1|wb|R02D3.5.2,R02D3.5.1,R02D3.5.1,chrIV:238291-238232,farnesyltransferase alpha subunit [R02D3.5.1],-1.149756,R02D3.5.1,WBGene00019823,Molecule name for WBGene00019823(fnta-1). History: N.A.
844,A_12_P109057,wb|H19N07.1.3|wb|H19N07.1.1|wb|H19N07.1.2,H19N07.1.3,H19N07.1.3,chrV:11113104-11113045,elongation factor [H19N07.1.3],-1.1483374,,,
18595,A_12_P104813,wb|H06I04.2,H06I04.2,H06I04.2,chrIII:3090753-3091632,Unknown,-1.1455398,H06I04.2,WBGene00004787,Sequence name for WBGene00004787(sft-1). History: N.A.
18751,A_12_P114249,wb|W01D2.5,W01D2.5,W01D2.5,chrII:14814470-14814529,Unknown,-1.1446092,W01D2.5,WBGene00012182,Sequence name for WBGene00012182(osta-3). History: N.A.
13333,A_12_P100447,wb|K08E4.2,K08E4.2,K08E4.2,chrIV:12055851-12055792,Unknown,-1.1396335,K08E4.2,WBGene00010666,Public name for WBGene00010666. History: N.A.
18282,A_12_P113996,wb|Y38F2AR.7,Y38F2AR.7,Y38F2AR.7,chrIV:2334058-2333999,Unknown,-1.1375909,Y38F2AR.7,WBGene00021425,Sequence name for WBGene00021425(ppgn-1). History: N.A.
16745,A_12_P107625,wb|ZK418.8,ZK418.8,ZK418.8,chrIII:7083831-7083772,possible RNA binding protein [ZK418.8],-1.136499,ZK418.8,WBGene00022737,Sequence name for WBGene00022737(tofu-7). History: N.A.
2476,A_12_P110855,wb|F58B3.6.2|wb|F58B3.6.1,F58B3.6.2,F58B3.6.2,chrIV:11637922-11637981,interferon-related protein PC4 like [F58B3.6.2],-1.136484,,,
9690,A_12_P116251,wb|F32D8.5a|wb|F32D8.5b.1|wb|F32D8.5b.2,F32D8.5a,F32D8.5a,chrV:10898313-10898372,Unknown,-1.1342232,F32D8.5a,WBGene00009330,Molecule name for WBGene00009330(F32D8.5). History: N.A.
1591,A_12_P103605,wb|T07A9.6,T07A9.6,T07A9.6,chrIV:420156-420097,Unknown,-1.1332297,T07A9.6,WBGene00000913,Sequence name for WBGene00000913(daf-18). History: N.A.
13258,A_12_P116249,wb|C38C10.2.1|wb|C38C10.2.2,C38C10.2.1,C38C10.2.1,chrIII:9387876-9387817,Sodium/phosphate transporter [C38C10.2.1],-1.1319844,C38C10.2.1,WBGene00008000,Molecule name for WBGene00008000(slc-17.2). History: N.A.
13984,A_12_P105591,wb|F37A4.9,F37A4.9,F37A4.9,chrIII:6720661-6720602,Unknown,-1.1319361,F37A4.9,WBGene00018137,Sequence name for WBGene00018137(bath-41). History: N.A.
14514,A_12_P114845,wb|C01A2.5,C01A2.5,C01A2.5,chrI:13394921-13394980,S.pombe hypothetical protein C1D4.09C like [C01A2.5],-1.1318878,C01A2.5,WBGene00007217,Sequence name for WBGene00007217(tads-1). History: N.A.
365,A_12_P116529,wb|F30F8.8.2|wb|F30F8.8.1,F30F8.8.2,F30F8.8.2,chrI:7861492-7861551,guanine nucleotide-binding protein [F30F8.8.2],-1.1316516,F30F8.8.2,WBGene00006386,Molecule name for WBGene00006386(taf-5). History: N.A.
9028,A_12_P118922,wb|F55A3.7|wb|F55A3.3.1|wb|F55A3.3.2,F55A3.7,F55A3.7,chrI:10793308-10793249,transcritpion factor [F55A3.7],-1.1315837,F55A3.7,WBGene00018852,Public name for WBGene00018852. History: N.A.
14634,A_12_P100306,wb|T28C6.4|wb|T28C6.6,T28C6.4,T28C6.4,chrIV:8823015-8822956,cuticle collagen [T28C6.4],-1.1312752,T28C6.4,WBGene00000691,Sequence name for WBGene00000691(col-117). History: N.A.
1128,A_12_P104411,wb|C02C6.1a|wb|C02C6.1b,C02C6.1a,C02C6.1a,chrX:15573480-15573539,dynamin [C02C6.1a],-1.1303118,C02C6.1a,WBGene00001130,Molecule name for WBGene00001130(dyn-1). History: N.A.
11823,A_12_P104934,wb|C06A8.5,C06A8.5,C06A8.5,chrII:7783063-7783122,Unknown,-1.1299218,C06A8.5,WBGene00015515,Sequence name for WBGene00015515(spdl-1). History: N.A.
18919,A_12_P114018,wb|ZC513.6,ZC513.6,ZC513.6,chrV:8033434-8033493,zinc finger protein [ZC513.6],-1.128613,ZC513.6,WBGene00003865,Sequence name for WBGene00003865(oma-2). History: N.A.
1200,A_12_P111817,wb|C18E3.5,C18E3.5,C18E3.5,chrI:4197195-4197254,beta transducin [C18E3.5],-1.1279746,C18E3.5,WBGene00015974,Sequence name for WBGene00015974(snrp-40.2). History: N.A.
19862,A_12_P110562,wb|ZK370.3a|wb|ZK370.3b,ZK370.3a,ZK370.3a,chrIII:8724554-8724613,Talin [ZK370.3a],-1.1251382,ZK370.3a,WBGene00022717,Molecule name for WBGene00022717(hipr-1). History: Renamed on 2014-08-08
2090,A_12_P111099,wb|F58G11.3,F58G11.3,F58G11.3,chrV:13672327-13672268,Unknown,-1.1243923,F58G11.3,WBGene00010281,Sequence name for WBGene00010281(mip-2). History: Renamed on 2021-12-09
14405,A_12_P104900,wb|C09G9.2,C09G9.2,C09G9.2,chrIV:8868228-8868169,Unknown,-1.1209929,C09G9.2,WBGene00007493,Sequence name for WBGene00007493(npp-23). History: N.A.
8001,A_12_P117901,wb|ZK792.2.1|wb|ZK792.2.2,ZK792.2.1,ZK792.2.1,chrIV:11675367-11675426,Ogre family [ZK792.2.1],-1.1207722,ZK792.2.1,WBGene00002130,Molecule name for WBGene00002130(inx-8). History: N.A.
10623,A_12_P106104,wb|F42A10.5.1|wb|F42A10.5.2|wb|F42A10.5.3,F42A10.5.1,F42A10.5.1,chrIII:6171287-6171228,Unknown,-1.1197431,F42A10.5.1,WBGene00018341,Molecule name for WBGene00018341(F42A10.5). History: N.A.
11513,A_12_P100656,wb|T24H10.4,T24H10.4,T24H10.4,chrII:9110866-9110925,Unknown,-1.1189312,T24H10.4,WBGene00012002,Public name for WBGene00012002. History: N.A.
17953,A_12_P115781,wb|Y50D4C.6,Y50D4C.6,Y50D4C.6,chrV:948118-948059,Unknown,-1.1174229,Y50D4C.6,WBGene00021750,Public name for WBGene00021750. History: N.A.
9765,A_12_P107510,wb|Y62H9A.3,Y62H9A.3,Y62H9A.3,chrX:11879172-11879113,Unknown,-1.1173909,Y62H9A.3,WBGene00013391,Public name for WBGene00013391. History: N.A.
9760,A_12_P110404,,A_12_P110404,A_12_P110404,chrIV:013386807-013386866,Unknown,-1.1168382,,,
12957,A_12_P114621,wb|Y71F9AL.8,Y71F9AL.8,Y71F9AL.8,chrI:2880375-2880812,Unknown,-1.1162298,Y71F9AL.8,WBGene00022113,Public name for WBGene00022113. History: N.A.
12768,A_12_P113673,wb|C06E4.3,C06E4.3,C06E4.3,chrIV:7261946-7262005,dehydrogenase [C06E4.3],-1.1156468,C06E4.3,WBGene00015532,Public name for WBGene00015532. History: N.A.
2458,A_12_P110905,wb|F25B3.6.1|wb|F25B3.6.2,F25B3.6.1,F25B3.6.1,chrV:9583272-9583168,Unknown,-1.1144412,F25B3.6.1,WBGene00009103,Molecule name for WBGene00009103(rtfo-1). History: N.A.
380,A_12_P110805,wb|D1054.10,D1054.10,D1054.10,chrV:10794751-10794692,Unknown,-1.1138356,D1054.10,WBGene00008377,Public name for WBGene00008377. History: N.A.
10626,A_12_P112995,wb|T23H2.1,T23H2.1,T23H2.1,chrI:6461601-6461660,integral membrane protein [T23H2.1],-1.1130688,T23H2.1,WBGene00003798,Sequence name for WBGene00003798(npp-12). History: N.A.
2161,A_12_P107149,wb|H15N14.2.1|wb|H15N14.2.2,H15N14.2.1,H15N14.2.1,chrI:7774721-7774662,vesicular-fusion protein NSF [H15N14.2.1],-1.109257,,,
16308,A_12_P114048,wb|T13F2.7,T13F2.7,T13F2.7,chrIV:9774857-9774798,Unknown,-1.1066116,T13F2.7,WBGene00011747,Sequence name for WBGene00011747(sna-2). History: N.A.
17075,A_12_P107441,wb|B0035.5.2|wb|B0035.5.1,B0035.5.2,B0035.5.2,chrIV:11319668-11319727,glucose-6-phosphate-1-dehydrogenase [B0035.5.2],-1.0996195,,,
821,A_12_P107441,wb|B0035.5.2|wb|B0035.5.1,B0035.5.2,B0035.5.2,chrIV:11319668-11319727,glucose-6-phosphate-1-dehydrogenase [B0035.5.2],-1.0986803,,,
9392,A_12_P117806,wb|C27B7.5,C27B7.5,C27B7.5,chrIV:8902735-8902840,"Zinc finger, CCHC class [C27B7.5]",-1.0976264,C27B7.5,WBGene00007762,Public name for WBGene00007762. History: N.A.
6650,A_12_P119507,wb|K02F2.3,K02F2.3,K02F2.3,chrI:6842212-6842450,Unknown,-1.0967842,K02F2.3,WBGene00019323,Sequence name for WBGene00019323(teg-4). History: Renamed on 2005-03-17; Renamed on 2010-02-19; Renamed on 2015-03-02
3750,A_12_P110604,wb|F21D5.2,F21D5.2,F21D5.2,chrIV:8730087-8730146,Yeast YHB3-like protein [F21D5.2],-1.0949599,F21D5.2,WBGene00009007,Sequence name for WBGene00009007(otub-3). History: N.A.
6803,A_12_P119780,wb|T26A5.6.2|wb|T26A5.6.1,T26A5.6.2,T26A5.6.2,chrIII:6448365-6448306,Unknown,-1.0929184,,,
10556,A_12_P103702,wb|T08D2.3|wb|T12F5.3,T08D2.3,T08D2.3,chrX:181657-181598,"ATP-dependent helicase (DEAD box), Zinc finger, CCHC class (3 domains) [T08D2.3]",-1.0919821,T08D2.3,WBGene00011608,Public name for WBGene00011608. History: N.A.
18457,A_12_P101829,wb|C50B6.3,C50B6.3,C50B6.3,chrV:13317938-13318050,Unknown,-1.0915446,C50B6.3,WBGene00008219,Public name for WBGene00008219. History: N.A.
7023,A_12_P118614,wb|F55C12.5b|wb|F55C12.5c.1|wb|F55C12.5c.2|wb|F55C12.5c.3,F55C12.5b,F55C12.5b,chrII:5867523-5867464,Unknown,-1.0912365,F55C12.5b,WBGene00018872,Molecule name for WBGene00018872(F55C12.5). History: N.A.
19504,A_12_P119617,wb|F43E2.7a|wb|F43E2.7b,F43E2.7a,F43E2.7a,chrII:7373210-7373151,Unknown,-1.0870174,,,
1815,A_12_P103846,wb|Y54E10BR.1,Y54E10BR.1,Y54E10BR.1,chrI:3069182-3069241,Unknown,-1.0848547,Y54E10BR.1,WBGene00021840,Sequence name for WBGene00021840(pign-1). History: N.A.
3552,A_12_P100816,wb|Y73B6BL.33,Y73B6BL.33,Y73B6BL.33,chrIV:6373286-6373227,Unknown,-1.0834241,Y73B6BL.33,WBGene00022253,Sequence name for WBGene00022253(hrpf-2). History: N.A.
11600,A_12_P102574,wb|T05H4.6a.1|wb|T05H4.6a.2|wb|T05H4.6a.3|wb|T05H4.6a.4,T05H4.6a.1,T05H4.6a.1,chrV:6438163-6438222,eukaryotic peptide chain release factor subunit 1 [T05H4.6a.1],-1.0833948,T05H4.6a.1,WBGene00020269,Molecule name for WBGene00020269(erfa-1). History: Renamed on 2013-11-11
4472,A_12_P108734,wb|F29D10.4,F29D10.4,F29D10.4,chrI:8854150-8854091,myosin [F29D10.4],-1.0823843,F29D10.4,WBGene00002035,Sequence name for WBGene00002035(hum-1). History: N.A.
4378,A_12_P110187,wb|ZK1058.1,ZK1058.1,ZK1058.1,chrIII:3903656-3903548,Methylmalonyl-coA mutase [ZK1058.1],-1.0820882,ZK1058.1,WBGene00014202,Sequence name for WBGene00014202(mmcm-1). History: N.A.
12149,A_12_P100921,wb|C14B9.4a.1|wb|C14B9.4a.2|wb|C14B9.4b,C14B9.4a.1,C14B9.4a.1,chrIII:8103854-8103913,Protein kinase [C14B9.4a.1],-1.0809095,,,
22505,A_12_P113822,wb|T02G5.9a.2|wb|T02G5.9a.1,T02G5.9a.2,T02G5.9a.2,chrII:7070256-7070197,lysyl-tRNA synthetase [T02G5.9a.2],-1.0802549,,,
16260,A_12_P107660,wb|F07A11.3,F07A11.3,F07A11.3,chrII:11596890-11596831,Unknown,-1.0799935,F07A11.3,WBGene00003791,Sequence name for WBGene00003791(npp-5). History: Renamed on 2007-03-15
15275,A_12_P105898,wb|F32E10.5,F32E10.5,F32E10.5,chrIV:7574510-7574451,Unknown,-1.079169,F32E10.5,WBGene00017992,Public name for WBGene00017992. History: N.A.
16061,A_12_P117662,wb|Y46G5A.31,Y46G5A.31,Y46G5A.31,chrII:12866490-12866431,Unknown,-1.0784322,Y46G5A.31,WBGene00001793,Sequence name for WBGene00001793(gsy-1). History: N.A.
17922,A_12_P111647,wb|F52C9.3,F52C9.3,F52C9.3,chrIII:5326094-5326153,cell division control protein [F52C9.3],-1.0766793,F52C9.3,WBGene00018674,Public name for WBGene00018674. History: N.A.
16561,A_12_P104552,wb|F43G6.9.2|wb|F43G6.9.1,F43G6.9.2,F43G6.9.2,chrII:11774790-11774731,Unknown,-1.076051,,,
9322,A_12_P100414,wb|T27A3.7,T27A3.7,T27A3.7,chrI:6116551-6116492,Unknown,-1.075832,T27A3.7,WBGene00020843,Public name for WBGene00020843. History: N.A.
20221,A_12_P101466,wb|C49H3.6b|wb|C49H3.6a,C49H3.6b,C49H3.6b,chrIV:7906797-7906856,Unknown,-1.0717059,C49H3.6b,WBGene00016792,Molecule name for WBGene00016792(C49H3.6). History: N.A.
12227,A_12_P106876,wb|F44F4.2,F44F4.2,F44F4.2,chrII:10882502-10882443,Protein-tyrosine phosphatase [F44F4.2],-1.07097,F44F4.2,WBGene00009701,Sequence name for WBGene00009701(egg-3). History: N.A.
7998,A_12_P102838,wb|T21D12.3.1|wb|T21D12.3.2,T21D12.3.1,T21D12.3.1,chrIV:260727-260340,Unknown,-1.0707574,T21D12.3.1,WBGene00020647,Molecule name for WBGene00020647(pqbp-1.1). History: N.A.
8563,A_12_P110118,wb|C41C4.6,C41C4.6,C41C4.6,chrII:8132686-8132745,Unknown,-1.0701516,C41C4.6,WBGene00006739,Sequence name for WBGene00006739(ulp-4). History: N.A.
16063,A_12_P107813,wb|C47B2.3.3|wb|C47B2.3.2|wb|C47B2.3.4|wb|C47B2.3.1,C47B2.3.3,C47B2.3.3,chrI:12973626-12973517,Tubulin [C47B2.3.3],-1.0687419,,,
13562,A_12_P116896,wb|Y110A7A.15a.1|wb|Y110A7A.15a.2,Y110A7A.15a.1,Y110A7A.15a.1,chrI:5111047-5110988,Unknown,-1.0685607,Y110A7A.15a.1,WBGene00022462,Molecule name for WBGene00022462(Y110A7A.15). History: N.A.
15735,A_12_P113815,wb|Y62H9A.5,Y62H9A.5,Y62H9A.5,chrX:11882197-11882138,Unknown,-1.068066,Y62H9A.5,WBGene00013393,Public name for WBGene00013393. History: N.A.
15245,A_12_P107691,wb|C50C3.8.2|wb|C50C3.8.1,C50C3.8.2,C50C3.8.2,chrIII:8161490-8161431,Unknown,-1.0671792,,,
3600,A_12_P112628,wb|C29E4.4,C29E4.4,C29E4.4,chrIII:7932674-7932733,Unknown,-1.0664489,C29E4.4,WBGene00003801,Sequence name for WBGene00003801(npp-15). History: N.A.
11896,A_12_P110195,wb|C30F12.4,C30F12.4,C30F12.4,chrI:6980503-6980444,Unknown,-1.065805,C30F12.4,WBGene00016263,Public name for WBGene00016263. History: N.A.
1796,A_12_P111349,wb|B0207.6,B0207.6,B0207.6,chrI:5943746-5943687,Unknown,-1.0645804,B0207.6,WBGene00015029,Public name for WBGene00015029. History: N.A.
7512,A_12_P105656,wb|ZK1248.13,ZK1248.13,ZK1248.13,chrII:5828823-5828764,Unknown,-1.0628977,ZK1248.13,WBGene00022882,Sequence name for WBGene00022882(gtap-1). History: N.A.
891,A_12_P119145,wb|C04A2.7b.2|wb|C04A2.7b.1|wb|C04A2.7c.2|wb|C04A2.7c.1,C04A2.7b.2,C04A2.7b.2,chrII:6853832-6853773,Unknown,-1.0625767,,,
8691,A_12_P101170,wb|T20D3.7,T20D3.7,T20D3.7,chrIV:9339875-9339816,H(beta)58 protein [T20D3.7],-1.0625457,T20D3.7,WBGene00006931,Sequence name for WBGene00006931(vps-26). History: N.A.
1895,A_12_P112286,wb|T12E12.1,T12E12.1,T12E12.1,chrIV:5558640-5558699,Unknown,-1.0624222,T12E12.1,WBGene00020462,Sequence name for WBGene00020462(ari-2). History: N.A.
21896,A_12_P108836,wb|ZK1251.9.2|wb|ZK1251.9.1,ZK1251.9.2,ZK1251.9.2,chrIV:9697480-9697291,Unknown,-1.0598922,,,
14107,A_12_P108083,wb|Y49E10.19,Y49E10.19,Y49E10.19,chrIII:12446631-12446572,PH (pleckstrin  homology) domain [Y49E10.19],-1.0570033,Y49E10.19,WBGene00013038,Sequence name for WBGene00013038(ani-1). History: N.A.
11333,A_12_P100723,wb|K10B2.3a|wb|K10B2.3b,K10B2.3a,K10B2.3a,chrII:6366560-6366619,lectin [K10B2.3a],-1.0550342,K10B2.3a,WBGene00019606,Molecule name for WBGene00019606(clec-88). History: Renamed on 2006-06-15
12306,A_12_P111313,wb|T08A11.2,T08A11.2,T08A11.2,chrIII:4264120-4264061,Unknown,-1.0544133,T08A11.2,WBGene00011605,Sequence name for WBGene00011605(sftb-1). History: Renamed on 2005-03-17
12194,A_12_P105622,wb|K01C8.3a|wb|K01C8.3b,K01C8.3a,K01C8.3a,chrII:8272794-8272853,aromatic-L-amino-acid decarboxylase [K01C8.3a],-1.0517645,K01C8.3a,WBGene00006562,Molecule name for WBGene00006562(tdc-1). History: N.A.
19650,A_12_P110125,wb|T02E1.2.1|wb|T02E1.2.2,T02E1.2.1,T02E1.2.1,chrI:8228452-8228393,Unknown,-1.0515938,T02E1.2.1,WBGene00011375,Molecule name for WBGene00011375(T02E1.2). History: N.A.
10403,A_12_P100213,wb|C50F7.4,C50F7.4,C50F7.4,chrIV:7730370-7730429,succinyl-CoA synthetase beta chain [C50F7.4],-1.0512257,C50F7.4,WBGene00016844,Sequence name for WBGene00016844(sucg-1). History: N.A.
14060,A_12_P111773,wb|Y37D8A.19.2|wb|Y37D8A.19.1,Y37D8A.19.2,Y37D8A.19.2,chrIII:12930884-12930943,Unknown,-1.0512091,,,
21615,A_12_P102301,wb|C28C12.12.1|wb|C28C12.12.3|wb|C28C12.12.2,C28C12.12.1,C28C12.12.1,chrIV:8494628-8494569,Unknown,-1.0509729,C28C12.12.1,WBGene00016182,Molecule name for WBGene00016182(C28C12.12). History: N.A.
1400,A_12_P116894,wb|R11A5.1a|wb|R11A5.1b,R11A5.1a,R11A5.1a,chrI:7865687-7865746,Human beta-nap protein like [R11A5.1a],-1.0505767,R11A5.1a,WBGene00000163,Molecule name for WBGene00000163(apb-3). History: N.A.
2158,A_12_P118636,wb|DY3.7,DY3.7,DY3.7,chrI:8805218-8805277,Zinc-binding metalloprotease domain [DY3.7],-1.0498598,DY3.7,WBGene00006324,Sequence name for WBGene00006324(sup-17). History: N.A.
17158,A_12_P113983,wb|B0272.2,B0272.2,B0272.2,chrX:9440418-9440359,Unknown,-1.0470496,B0272.2,WBGene00007128,Sequence name for WBGene00007128(memb-1). History: Renamed on 2010-03-26
21683,A_12_P110676,wb|C10H11.4,C10H11.4,C10H11.4,chrI:4730050-4730158,Unknown,-1.0462863,C10H11.4,WBGene00015693,Sequence name for WBGene00015693(ugt-28). History: N.A.
13801,A_12_P110159,wb|ZK863.4,ZK863.4,ZK863.4,chrV:12184418-12184359,Unknown,-1.0445981,ZK863.4,WBGene00014124,Sequence name for WBGene00014124(usip-1). History: N.A.
16945,A_12_P116786,wb|C47E12.1.2|wb|C47E12.1.1|wb|C47E12.1.5|wb|C47E12.1.3,C47E12.1.2,C47E12.1.2,chrIV:10005345-10005404,seryl-tRNA synthetase [C47E12.1.2],-1.0429912,C47E12.1.2,WBGene00005663,Molecule name for WBGene00005663(sars-1). History: Renamed on 2010-01-29
8394,A_12_P116627,wb|H14A12.3,H14A12.3,H14A12.3,chrIII:7464844-7464903,Unknown,-1.0417961,H14A12.3,WBGene00019196,Public name for WBGene00019196. History: N.A.
12052,A_12_P120040,wb|T07C4.3b,T07C4.3b,T07C4.3b,chrIII:10354849-10354908,Unknown,-1.0412837,T07C4.3b,WBGene00011560,Molecule name for WBGene00011560(T07C4.3). History: N.A.
1511,A_12_P103336,wb|Y71F9AL.1,Y71F9AL.1,Y71F9AL.1,chrI:2927913-2927972,Unknown,-1.0407346,Y71F9AL.1,WBGene00022107,Public name for WBGene00022107. History: N.A.
9812,A_12_P118991,wb|C28D4.2.1|wb|C28D4.2.2,C28D4.2.1,C28D4.2.1,chrIV:9732081-9732022,choline kinase [C28D4.2.1],-1.0407143,,,
15648,A_12_P120214,wb|F49C12.8.2|wb|F49C12.8.1,F49C12.8.2,F49C12.8.2,chrIV:9317955-9318014,Unknown,-1.0374196,F49C12.8.2,WBGene00004463,Molecule name for WBGene00004463(rpn-7). History: N.A.
16183,A_12_P111817,wb|C18E3.5,C18E3.5,C18E3.5,chrI:4197195-4197254,beta transducin [C18E3.5],-1.0369576,C18E3.5,WBGene00015974,Sequence name for WBGene00015974(snrp-40.2). History: N.A.
13561,A_12_P103947,wb|K07A12.2,K07A12.2,K07A12.2,chrI:8685342-8685283,Rat insulin-like growth factor binding protien complex acid labile chain like [K07A12.2],-1.0366865,K07A12.2,WBGene00010621,Sequence name for WBGene00010621(egg-6). History: N.A.
10932,A_12_P111616,wb|C53D6.4,C53D6.4,C53D6.4,chrIV:9019399-9019340,angiotensin receptor like [C53D6.4],-1.0339645,C53D6.4,WBGene00008281,Public name for WBGene00008281. History: N.A.
424,A_12_P120075,wb|C42C1.15,C42C1.15,C42C1.15,chrIV:12289151-12289210,Unknown,-1.0296246,C42C1.15,WBGene00016592,Sequence name for WBGene00016592(erl-1). History: N.A.
16845,A_12_P115337,wb|ZC262.3b|wb|ZC262.3a.2|wb|ZC262.3a.1|wb|ZC262.8.2,ZC262.3b,ZC262.3b,chrIII:8326773-8326714,N-CAM IG domain [ZC262.3a.2],-1.0292675,,,
19321,A_12_P110234,wb|ZK792.6,ZK792.6,ZK792.6,chrIV:11688400-11688341,LET-60 RAS protein [ZK792.6],-1.0284485,ZK792.6,WBGene00002335,Sequence name for WBGene00002335(let-60). History: N.A.
4158,A_12_P112911,wb|W06H8.1b|wb|W06H8.1d|wb|W06H8.1c.1|wb|W06H8.1c.2,W06H8.1b,W06H8.1b,chrV:6219997-6220056,Unknown,-1.0252295,W06H8.1b,WBGene00004373,Molecule name for WBGene00004373(rme-1). History: N.A.
1776,A_12_P115726,wb|H31G24.4|wb|Y43E12A.1,H31G24.4,H31G24.4,chrI:4115893-4115994,cyclin [H31G24.4],-1.0244,H31G24.4,WBGene00000867,Sequence name for WBGene00000867(cyb-2.2). History: N.A.
13806,A_12_P120094,wb|C09D4.4b|wb|C09D4.4a|wb|C09D4.4c,C09D4.4b,C09D4.4b,chrI:5480007-5479948,Unknown,-1.0232906,C09D4.4b,WBGene00015635,Molecule name for WBGene00015635(C09D4.4). History: N.A.
22098,A_12_P116626,wb|F55C5.4,F55C5.4,F55C5.4,chrV:12278025-12278084,Unknown,-1.021461,F55C5.4,WBGene00010093,Sequence name for WBGene00010093(capg-2). History: N.A.
7167,A_12_P108237,wb|ZC395.6,ZC395.6,ZC395.6,chrIII:5267030-5267089,tRNA isopentenyltransferase [ZC395.6],-1.0205741,ZC395.6,WBGene00001740,Sequence name for WBGene00001740(gro-1). History: N.A.
10226,A_12_P105841,,A_12_P105841,A_12_P105841,chrX:004900701-004900642,Unknown,-1.0201027,,,
17535,A_12_P109969,wb|Y73B6BL.3,Y73B6BL.3,Y73B6BL.3,chrIV:6417144-6417250,Unknown,-1.0200546,Y73B6BL.3,WBGene00022232,Sequence name for WBGene00022232(exos-2). History: N.A.
13932,A_12_P117583,wb|T04A8.8,T04A8.8,T04A8.8,chrIII:4694984-4695043,Unknown,-1.0179262,T04A8.8,WBGene00011410,Public name for WBGene00011410. History: N.A.
12060,A_12_P101323,wb|C29E4.3b|wb|C29E4.3a.3|wb|C29E4.3a.1|wb|C29E4.3a.2,C29E4.3b,C29E4.3b,chrIII:7937218-7937324,RNA production/processing [C29E4.3a.3],-1.0160104,C29E4.3b,WBGene00004303,Molecule name for WBGene00004303(ran-2). History: Renamed on 2015-07-06
13010,A_12_P111817,wb|C18E3.5,C18E3.5,C18E3.5,chrI:4197195-4197254,beta transducin [C18E3.5],-1.0145807,C18E3.5,WBGene00015974,Sequence name for WBGene00015974(snrp-40.2). History: N.A.
11296,A_12_P116368,wb|R06A4.2.1|wb|R06A4.2.2,R06A4.2.1,R06A4.2.1,chrII:14364581-14364640,Unknown,-1.0143176,R06A4.2.1,WBGene00011047,Molecule name for WBGene00011047(tebp-1). History: Renamed on 2021-04-19
21107,A_12_P102944,wb|T10E9.1,T10E9.1,T10E9.1,chrI:6554300-6554411,Unknown,-1.0135964,T10E9.1,WBGene00020411,Public name for WBGene00020411. History: N.A.
8566,A_12_P113572,wb|F57B9.6.1|wb|F57B9.6.2,F57B9.6.1,F57B9.6.1,chrIII:6931748-6931807,Unknown,-1.013003,,,
12771,A_12_P119962,wb|Y46H3A.6.2|wb|Y46H3A.6.1,Y46H3A.6.2,Y46H3A.6.2,chrV:1815948-1815889,N-acetylgalactosaminyltransferase [Y46H3A.6.2],-1.0127308,,,
1818,A_12_P115423,wb|F57B1.2.3|wb|F57B1.2.4|wb|F57B1.2.1|wb|F57B1.2.2,F57B1.2.3,F57B1.2.3,chrV:13194599-13194540,Unknown,-1.0098811,,,
1830,A_12_P109843,wb|F54C8.5,F54C8.5,F54C8.5,chrIII:9454289-9454230,Ras family [F54C8.5],-1.0095791,F54C8.5,WBGene00010038,Sequence name for WBGene00010038(rheb-1). History: N.A.
12772,A_12_P105508,wb|C13B9.3.1|wb|C13B9.3.3|wb|C13B9.3.2,C13B9.3.1,C13B9.3.1,chrIII:6622960-6622901,Unknown,-1.00876,C13B9.3.1,WBGene00015734,Molecule name for WBGene00015734(copd-1). History: N.A.
2096,A_12_P106191,wb|F40F9.1b.2|wb|F40F9.1b.1|wb|F40F9.1a,F40F9.1b.2,F40F9.1b.2,chrV:9709535-9709594,N-methyl-D-aspartate receptor associated protein [F40F9.1b.2],-1.0063925,F40F9.1b.2,WBGene00009580,Molecule name for WBGene00009580(xbx-6). History: N.A.
14711,A_12_P103168,wb|F29G9.2b|wb|F29G9.2a,F29G9.2b,F29G9.2b,chrV:6028540-6028599,Unknown,-1.0050691,F29G9.2b,WBGene00017931,Molecule name for WBGene00017931(picc-1). History: N.A.
16937,A_12_P101535,wb|C17H12.13.1|wb|C17H12.13.2,C17H12.13.1,C17H12.13.1,chrIV:6779611-6779670,Unknown,-1.0044849,,,
12472,A_12_P102423,wb|T05C3.5,T05C3.5,T05C3.5,chrV:5503220-5503161,DNAJ-like protein [T05C3.5],-1.0042806,T05C3.5,WBGene00001037,Sequence name for WBGene00001037(dnj-19). History: Renamed on 2005-12-16
16533,A_12_P105143,wb|T21D12.12.1|wb|T21D12.12.2,T21D12.12.1,T21D12.12.1,chrIV:268197-268256,protease inhibitor [T21D12.12.1],1.0001507,T21D12.12.1,WBGene00020651,Molecule name for WBGene00020651(T21D12.12). History: N.A.
