# Table S5. WAGO 22G-RNA Targets,Related to Experimental Procedures,,,
Gene Name,Gene ID,Input,Suggested Match,History
F13H10.9,F13H10.9,F13H10.9,WBGene00045056,Public name for WBGene00045056. History: N.A.
ztf-20,Y39B6A.46,ztf-20,WBGene00012702,Public name for WBGene00012702. History: N.A.
dgn-1,T21B6.1,dgn-1,WBGene00000961,Public name for WBGene00000961. History: N.A.
lgc-33,Y55F3BR.4,lgc-33,WBGene00021941,Public name for WBGene00021941. History: N.A.
K09E3.4,K09E3.4,K09E3.4,WBGene00019575,Public name for WBGene00019575. History: N.A.
C49C8.3,C49C8.3,C49C8.3,WBGene00016767,Public name for WBGene00016767. History: N.A.
T28A11.2,T28A11.2,T28A11.2,WBGene00020869,"Public name for WBGene00020869. History: Split into T28A11.25(WBGene00269355). History of WBGene00020869: Split into ""WBGene00269355"" on 2015-12-02"
Y92H12BL.5,Y92H12BL.5,Y92H12BL.5,WBGene00022366,"Public name for WBGene00022366. History: Split into Y92H12BL.6(WBGene00303097). History of WBGene00022366: Split into ""WBGene00303097"" on 2018-03-02"
fbxb-63,F55C9.13,fbxb-63,WBGene00044197,Public name for WBGene00044197. History: N.A.
cutl-14,B0511.5,cutl-14,WBGene00015231,Public name for WBGene00015231. History: N.A.
E02H9.3,E02H9.3,E02H9.3,WBGene00017101,Public name for WBGene00017101. History: N.A.
F35H10.7,F35H10.7,F35H10.7,WBGene00018072,Sequence name for WBGene00018072(nprl-3). History: N.A.
C33E10.1,C33E10.1,C33E10.1,WBGene00016345,Public name for WBGene00016345. History: N.A.
Y48G1BL.6,Y48G1BL.6,Y48G1BL.6,WBGene00021664,"Public name for Dead gene WBGene00021665. History of WBGene00021665: Merged into ""WBGene00021664"" on 2013-10-17"
B0205.12,B0205.12,B0205.12,WBGene00044413,Public name for WBGene00044413. History: N.A.
ZK643.6,ZK643.6,ZK643.6,WBGene00014037,Public name for WBGene00014037. History: N.A.
Y116A8C.9,Y116A8C.9,Y116A8C.9,WBGene00013789,Public name for WBGene00013789. History: N.A.
gly-12,F48E3.1,gly-12,WBGene00001637,Public name for WBGene00001637. History: N.A.
M163.1,M163.1,M163.1,WBGene00010935,Public name for WBGene00010935. History: N.A.
Y47D7A.16,Y47D7A.16,Y47D7A.16,WBGene00044637,Sequence name for WBGene00044637(rft-1). History: N.A.
sulp-8,ZK287.2,sulp-8,WBGene00013963,Public name for WBGene00013963. History: N.A.
srh-16,F55C5.9,srh-16,WBGene00005241,Public name for WBGene00005241. History: N.A.
oac-12,D2063.2,oac-12,WBGene00017061,Public name for WBGene00017061. History: N.A.
Y48C3A.11,Y48C3A.11,Y48C3A.11,WBGene00012993,Sequence name for WBGene00012993(dmsr-3). History: N.A.
C08F11.7,C08F11.7,C08F11.7,WBGene00007454,Public name for WBGene00007454. History: N.A.
C38D4.7,C38D4.7,C38D4.7,WBGene00008007,Public name for WBGene00008007. History: N.A.
ZK673.4,ZK673.4,ZK673.4,WBGene00014060,Public name for WBGene00014060. History: N.A.
Y57A10C.1,Y57A10C.1,Y57A10C.1,WBGene00013280,Public name for WBGene00013280. History: N.A.
F20B6.9,F20B6.9,F20B6.9,WBGene00017632,Public name for WBGene00017632. History: N.A.
F40F8.3,F40F8.3,F40F8.3,WBGene00009576,"Public name for WBGene00009576. History: Split into F40F8.12(WBGene00044917). History of WBGene00009576: Split into ""WBGene00044917"" on 2006-07-18"
acdh-4,T10E9.9,acdh-4,WBGene00020419,Public name for WBGene00020419. History: N.A.
F08G12.3,F08G12.3,F08G12.3,WBGene00008587,Public name for WBGene00008587. History: N.A.
F08F3.8,F08F3.8,F08F3.8,WBGene00017264,Public name for WBGene00017264. History: N.A.
Y43F11A.1,Y43F11A.1,Y43F11A.1,WBGene00012841,Public name for WBGene00012841. History: N.A.
H37A05.4,H37A05.4,H37A05.4,WBGene00044200,Public name for WBGene00044200. History: N.A.
F35G2.2,F35G2.2,F35G2.2,WBGene00009436,Sequence name for WBGene00009436(marb-1). History: N.A.
C50F4.12,C50F4.12,C50F4.12,WBGene00008236,Public name for WBGene00008236. History: N.A.
C34D10.1,C34D10.1,C34D10.1,WBGene00016406,Public name for WBGene00016406. History: N.A.
unc-17,ZC416.8,unc-17,WBGene00006756,Public name for WBGene00006756. History: N.A.
F54D10.3,F54D10.3,F54D10.3,WBGene00018804,Sequence name for WBGene00018804(lido-15). History: N.A.
Y40D12A.1,Y40D12A.1,Y40D12A.1,WBGene00021502,Public name for WBGene00021502. History: N.A.
math-1,B0047.4,math-1,WBGene00015015,Public name for WBGene00015015. History: N.A.
klp-4,F56E3.3,klp-4,WBGene00002217,Public name for WBGene00002217. History: N.A.
F27D4.4,F27D4.4,F27D4.4,WBGene00009189,Public name for WBGene00009189. History: N.A.
Y43F4B.9,Y43F4B.9,Y43F4B.9,WBGene00012806,"Sequence name for WBGene00012806(dph-7). History: Split into ""WBGene00045284"" on 2007-02-20"
C33C12.11,C33C12.11,C33C12.11,WBGene00044360,Public name for WBGene00044360. History: N.A.
C49H3.4,C49H3.4,C49H3.4,WBGene00016791,Public name for WBGene00016791. History: N.A.
Y116A8C.22,Y116A8C.22,Y116A8C.22,WBGene00013799,Sequence name for WBGene00013799(athp-3). History: N.A.
Y6G8.2,Y6G8.2,Y6G8.2,WBGene00012404,Public name for WBGene00012404. History: N.A.
C29F9.1,C29F9.1,C29F9.1,WBGene00016216,Sequence name for WBGene00016216(pals-22). History: N.A.
K06A9.1,K06A9.1,K06A9.1,WBGene00019435,Public name for WBGene00019435. History: N.A.
ifd-2,F25E2.4,ifd-2,WBGene00002058,Public name for WBGene00002058. History: N.A.
cps-6,C41D11.8,cps-6,WBGene00000787,Public name for WBGene00000787. History: N.A.
F42E8.1,F42E8.1,F42E8.1,WBGene00009630,Public name for WBGene00009630. History: N.A.
Y45F10A.3,Y45F10A.3,Y45F10A.3,WBGene00012866,Sequence name for WBGene00012866(afmd-2). History: N.A.
K03E6.7,K03E6.7,K03E6.7,WBGene00019365,Sequence name for WBGene00019365(rei-2). History: N.A.
F59C12.3,F59C12.3,F59C12.3,WBGene00019102,Public name for WBGene00019102. History: N.A.
tom-1,M01A10.2,tom-1,WBGene00006594,Public name for WBGene00006594. History: Renamed on 2006-02-01
Y55B1BR.3,Y55B1BR.3,Y55B1BR.3,WBGene00021913,Sequence name for WBGene00021913(cec-8). History: N.A.
hsp-16.49,T27E4.9,hsp-16.49,WBGene00002020,Public name for WBGene00002020. History: N.A.
K04B12.2,K04B12.2,K04B12.2,WBGene00010550,Public name for WBGene00010550. History: N.A.
ketn-1,F54E2.3,ketn-1,WBGene00004130,Public name for WBGene00004130. History: N.A.
Y37D8A.2,Y37D8A.2,Y37D8A.2,WBGene00012544,Public name for WBGene00012544. History: N.A.
F52H2.4,F52H2.4,F52H2.4,WBGene00018716,Public name for WBGene00018716. History: N.A.
ctg-1,H06O01.3,ctg-1,WBGene00010370,Public name for WBGene00010370. History: N.A.
ser-3,K02F2.6,ser-3,WBGene00004778,Public name for WBGene00004778. History: N.A.
pqn-52,M01E11.4,pqn-52,WBGene00019713,Public name for WBGene00019713. History: N.A.
C37A2.6,C37A2.6,C37A2.6,WBGene00016492,Public name for WBGene00016492. History: N.A.
Y48A6B.9,Y48A6B.9,Y48A6B.9,WBGene00012970,Public name for WBGene00012970. History: N.A.
T09A12.2,T09A12.2,T09A12.2,WBGene00020373,Sequence name for WBGene00020373(gpx-6). History: N.A.
fat-2,W02A2.1,fat-2,WBGene00001394,Public name for WBGene00001394. History: N.A.
fbxb-20,ZC204.9,fbxb-20,WBGene00022559,Public name for WBGene00022559. History: N.A.
F13C5.2,F13C5.2,F13C5.2,WBGene00017423,Public name for WBGene00017423. History: N.A.
D1086.8,D1086.8,D1086.8,WBGene00008395,Public name for WBGene00008395. History: N.A.
Y48A5A.3,Y48A5A.3,Y48A5A.3,WBGene00044466,Public name for WBGene00044466. History: N.A.
F37H8.3,F37H8.3,F37H8.3,WBGene00009512,Sequence name for WBGene00009512(bigr-1). History: N.A.
T05B9.2,T05B9.2,T05B9.2,WBGene00011465,Public name for WBGene00011465. History: N.A.
tag-53,F33C8.1,tag-53,WBGene00006432,Other name for WBGene00006432(atrn-1). History: Renamed on 2018-06-07
W08F4.12,W08F4.12,W08F4.12,WBGene00021101,Public name for WBGene00021101. History: N.A.
F08G2.7,F08G2.7,F08G2.7,WBGene00008578,Public name for WBGene00008578. History: N.A.
F56A8.1,F56A8.1,F56A8.1,WBGene00010138,Sequence name for WBGene00010138(anoh-1). History: Split into F56A8.9(WBGene00185001). History of WBGene00010138: N.A.
trp-4,Y71A12B.4,trp-4,WBGene00006616,Public name for WBGene00006616. History: N.A.
Y54G2A.4,Y54G2A.4,Y54G2A.4,WBGene00021870,Sequence name for WBGene00021870(samt-1). History: N.A.
nhr-101,H12C20.6,nhr-101,WBGene00003691,Public name for WBGene00003691. History: N.A.
Y39E4B.6,Y39E4B.6,Y39E4B.6,WBGene00012717,Public name for WBGene00012717. History: N.A.
F36F12.3,F36F12.3,F36F12.3,WBGene00018094,Public name for WBGene00018094. History: N.A.
W09H1.4,W09H1.4,W09H1.4,WBGene00012374,Public name for WBGene00012374. History: N.A.
puf-9,W06B11.2,puf-9,WBGene00004245,Public name for WBGene00004245. History: N.A.
fbxb-86,T27E9.8,fbxb-86,WBGene00012098,Public name for WBGene00012098. History: N.A.
dct-18,F58G1.4,dct-18,WBGene00010266,Public name for WBGene00010266. History: N.A.
nhr-40,T03G6.2,nhr-40,WBGene00003630,"Public name for WBGene00003630. History: Split into T03G6.7(WBGene00303074). History of WBGene00003630: Split into ""WBGene00303074"" on 2018-03-02"
F45D11.5,F45D11.5,F45D11.5,WBGene00018452,Public name for WBGene00018452. History: N.A.
Y82E9BR.4,Y82E9BR.4,Y82E9BR.4,WBGene00022337,"Sequence name for WBGene00022337(pals-16). History: Split into pals-19(WBGene00044761). History of WBGene00022337: Split into ""WBGene00044761"" on 2006-02-24"
fbxa-11,T12B5.4,fbxa-11,WBGene00020451,Public name for WBGene00020451. History: N.A.
B0511.11,B0511.11,B0511.11,WBGene00015236,Public name for WBGene00015236. History: N.A.
F11A5.18,F11A5.18,F11A5.18,WBGene00045511,Public name for WBGene00045511. History: N.A.
Y22D7AR.6,Y22D7AR.6,Y22D7AR.6,WBGene00021260,Public name for WBGene00021260. History: N.A.
fbxa-153,B0391.5,fbxa-153,WBGene00007162,Public name for WBGene00007162. History: N.A.
klp-11,F20C5.2,klp-11,WBGene00002222,"Public name for WBGene00002222. History: Split into F20C5.11(WBGene00303015). History of WBGene00002222: Split into ""WBGene00303015"" on 2018-03-06"
cdf-1,C15B12.7,cdf-1,WBGene00000393,Public name for WBGene00000393. History: N.A.
Y56A3A.33,Y56A3A.33,Y56A3A.33,WBGene00013244,Public name for WBGene00013244. History: N.A.
smg-1,C48B6.6,smg-1,WBGene00004879,Public name for WBGene00004879. History: N.A.
T06D10.3,T06D10.3,T06D10.3,WBGene00077558,Public name for WBGene00077558. History: N.A.
F02H6.71,F02H6.71,F02H6.71,WBGene00008537,"Public name for Dead gene WBGene00185091. History of WBGene00185091: Merged into ""WBGene00008537"" on 2014-05-28"
rnp-1,ZK863.7,rnp-1,WBGene00004384,Public name for WBGene00004384. History: N.A.
F35F10.1,F35F10.1,F35F10.1,WBGene00018052,Public name for WBGene00018052. History: N.A.
C44C10.5,C44C10.5,C44C10.5,WBGene00008086,Public name for WBGene00008086. History: N.A.
Y47D3B.11,Y47D3B.11,Y47D3B.11,WBGene00023404,Sequence name for WBGene00023404(plr-1). History: N.A.
F52E1.9,F52E1.9,F52E1.9,WBGene00018697,Public name for WBGene00018697. History: N.A.
T01D3.1,T01D3.1,T01D3.1,WBGene00011326,"Public name for WBGene00011326. History: Split into ""WBGene00045409"" on 2007-05-02"
C56A3.8,C56A3.8,C56A3.8,WBGene00008346,Public name for WBGene00008346. History: N.A.
W06D11.1,W06D11.1,W06D11.1,WBGene00012299,Public name for WBGene00012299. History: N.A.
C47E8.6,C47E8.6,C47E8.6,WBGene00008144,Sequence name for WBGene00008144(gasr-8). History: Renamed on 2013-03-27
K02D10.3,K02D10.3,K02D10.3,WBGene00019303,Public name for WBGene00019303. History: N.A.
Y48G8AL.15,Y48G8AL.15,Y48G8AL.15,WBGene00021692,Public name for WBGene00021692. History: N.A.
W09H1.3,W09H1.3,W09H1.3,WBGene00012373,Public name for WBGene00012373. History: N.A.
Y45F10C.6,Y45F10C.6,Y45F10C.6,WBGene00044256,"Public name for WBGene00044256. History: Split into Y45F10C.21(WBGene00271792). History of WBGene00044256: Split into ""WBGene00271792"" on 2017-09-21"
R04A9.3,R04A9.3,R04A9.3,WBGene00019863,Public name for WBGene00019863. History: N.A.
sma-3,R13F6.9,sma-3,WBGene00004857,Public name for WBGene00004857. History: N.A.
clec-171,Y77E11A.9,clec-171,WBGene00022312,Public name for WBGene00022312. History: N.A.
clec-143,ZK673.9,clec-143,WBGene00014063,Public name for WBGene00014063. History: N.A.
fbxc-25,K09F6.8,fbxc-25,WBGene00019591,Public name for WBGene00019591. History: N.A.
rbc-1,F54E4.1,rbc-1,WBGene00004313,Public name for WBGene00004313. History: N.A.
T24D5.6,T24D5.6,T24D5.6,WBGene00044149,"Public name for WBGene00044149. History: Split into T24D5.11(WBGene00219279). History of WBGene00044149: Split into ""WBGene00219279"" on 2011-10-03"
ZC434.7,ZC434.7,ZC434.7,WBGene00013893,Sequence name for WBGene00013893(coa-6). History: N.A.
ckk-1,C05H8.1,ckk-1,WBGene00000518,Public name for WBGene00000518. History: N.A.
C05D10.2,C05D10.2,C05D10.2,WBGene00015478,Sequence name for WBGene00015478(mapk-15). History: Renamed on 2018-05-24
C50F7.1,C50F7.1,C50F7.1,WBGene00016842,Sequence name for WBGene00016842(npr-35). History: N.A.
C23H3.2,C23H3.2,C23H3.2,WBGene00016018,Public name for WBGene00016018. History: N.A.
F47G3.3,F47G3.3,F47G3.3,WBGene00018578,Public name for WBGene00018578. History: N.A.
Y71G12B.4,Y71G12B.4,Y71G12B.4,WBGene00022144,Sequence name for WBGene00022144(pghm-1). History: N.A.
K01A6.6,K01A6.6,K01A6.6,WBGene00010448,Public name for WBGene00010448. History: N.A.
F37H8.6,F37H8.6,F37H8.6,WBGene00194955,Public name for WBGene00194955. History: N.A.
R10D12.8,R10D12.8,R10D12.8,WBGene00011189,Public name for WBGene00011189. History: N.A.
fbxa-65,C17B7.11,fbxa-65,WBGene00015885,Public name for WBGene00015885. History: N.A.
ptr-19,Y39A1B.2,ptr-19,WBGene00004233,Public name for WBGene00004233. History: N.A.
F22H10.4,F22H10.4,F22H10.4,WBGene00017729,"Public name for Dead gene WBGene00017728. History of WBGene00017728: Merged into ""WBGene00017729"" on 2014-12-15"
C40A11.8,C40A11.8,C40A11.8,WBGene00016551,Public name for WBGene00016551. History: N.A.
Y110A7A.21,Y110A7A.21,Y110A7A.21,WBGene00045212,Public name for WBGene00045212. History: N.A.
Y22D7AL.4,Y22D7AL.4,Y22D7AL.4,WBGene00021244,Public name for WBGene00021244. History: N.A.
C27H6.9,C27H6.9,C27H6.9,WBGene00077500,Public name for WBGene00077500. History: N.A.
C06E1.1,C06E1.1,C06E1.1,WBGene00015518,Public name for WBGene00015518. History: N.A.
C24H12.10,C24H12.10,C24H12.10,WBGene00016078,"Public name for Dead gene WBGene00016079. History of WBGene00016079: Merged into ""WBGene00016078"" on 2013-09-12"
F40C5.1,F40C5.1,F40C5.1,WBGene00018228,Public name for WBGene00018228. History: N.A.
T02G5.14,T02G5.14,T02G5.14,WBGene00020170,Public name for WBGene00020170. History: N.A.
F02E11.4,F02E11.4,F02E11.4,WBGene00017182,Public name for WBGene00017182. History: N.A.
glb-2,C06E4.7,glb-2,WBGene00015536,Public name for WBGene00015536. History: N.A.
gas-1,K09A9.5,gas-1,WBGene00001520,Public name for WBGene00001520. History: Renamed on 2008-02-26
K09H9.8,K09H9.8,K09H9.8,WBGene00045387,Public name for WBGene00045387. History: N.A.
unc-78,C04F6.4,unc-78,WBGene00006810,Public name for WBGene00006810. History: N.A.
C06E4.5,C06E4.5,C06E4.5,WBGene00015534,Public name for WBGene00015534. History: N.A.
dys-1,F15D3.1,dys-1,WBGene00001131,Public name for WBGene00001131. History: N.A.
C07D10.5,C07D10.5,C07D10.5,WBGene00015569,Public name for WBGene00015569. History: N.A.
ttr-13,Y44A6B.4,ttr-13,WBGene00012849,Public name for WBGene00012849. History: N.A.
Y37H2A.10,Y37H2A.10,Y37H2A.10,WBGene00012570,Public name for WBGene00012570. History: N.A.
ZK1098.11,ZK1098.11,ZK1098.11,WBGene00014226,Public name for WBGene00014226. History: N.A.
F23D12.5,F23D12.5,F23D12.5,WBGene00009089,Sequence name for WBGene00009089(jmjd-3.2). History: N.A.
Y81G3A.1,Y81G3A.1,Y81G3A.1,WBGene00013590,Public name for WBGene00013590. History: N.A.
C29E4.10,C29E4.10,C29E4.10,WBGene00016207,Public name for WBGene00016207. History: N.A.
kel-3,T27E9.4,kel-3,WBGene00002185,Public name for WBGene00002185. History: N.A.
Y40B10A.2,Y40B10A.2,Y40B10A.2,WBGene00021487,Sequence name for WBGene00021487(comt-3). History: N.A.
C56G2.15,C56G2.15,C56G2.15,WBGene00016983,Public name for WBGene00016983. History: N.A.
pqn-65,T13H2.4,pqn-65,WBGene00004148,Public name for WBGene00004148. History: N.A.
Y37H9A.1,Y37H9A.1,Y37H9A.1,WBGene00012576,Public name for WBGene00012576. History: N.A.
K06A5.8,K06A5.8,K06A5.8,WBGene00019434,Sequence name for WBGene00019434(nmtn-1). History: N.A.
F52H2.7,F52H2.7,F52H2.7,WBGene00018719,Sequence name for WBGene00018719(ccd-5). History: N.A.
F56G4.6,F56G4.6,F56G4.6,WBGene00010161,Public name for WBGene00010161. History: N.A.
Y82E9BR.17,Y82E9BR.17,Y82E9BR.17,WBGene00022349,Public name for WBGene00022349. History: N.A.
Y41D4A.3,Y41D4A.3,Y41D4A.3,WBGene00021505,Public name for WBGene00021505. History: N.A.
F59B2.5,F59B2.5,F59B2.5,WBGene00010309,"Sequence name for WBGene00010309(rpn-6.2). History: Split into F59B2.15(WBGene00185006). History of WBGene00010309: Split into ""WBGene00185006"" on 2009-02-27"
srt-43,F18E2.4,srt-43,WBGene00008937,Public name for WBGene00008937. History: N.A.
W05F2.4,W05F2.4,W05F2.4,WBGene00021036,"Public name for WBGene00021036. History: Merged into ""WBGene00019363"" on 2004-12-23; Resurrected on 2005-09-13. History of Dead gene WBGene00019363: Killed on 2005-09-13; Merged into ""WBGene00021036"" on 2005-09-13. Remark: Killed in favour of W05F2.4 (WBGene00021036) which has an isoform (W05F2.4b) located entirely in clone W05F2 and therefore should be named with respect to the clone in which it appears."
F49E7.2,F49E7.2,F49E7.2,WBGene00018634,Sequence name for WBGene00018634(pigx-1). History: N.A.
R11G1.7,R11G1.7,R11G1.7,WBGene00044725,Public name for WBGene00044725. History: N.A.
fbxa-2,T13F3.5,fbxa-2,WBGene00011752,"Public name for WBGene00011752. History: Split into T13F3.9(WBGene00044653). History of WBGene00011752: Split into ""WBGene00044653"" on 2005-10-24"
T26H2.10,T26H2.10,T26H2.10,WBGene00044976,Public name for WBGene00044976. History: N.A.
sir-2.4,C06A5.11,sir-2.4,WBGene00004803,Public name for WBGene00004803. History: N.A.
F09B12.3,F09B12.3,F09B12.3,WBGene00008607,Public name for WBGene00008607. History: N.A.
T09F5.12,T09F5.12,T09F5.12,WBGene00014836,Public name for WBGene00014836. History: N.A.
F54G2.2,F54G2.2,F54G2.2,WBGene00018838,Public name for WBGene00018838. History: N.A.
gst-30,ZK546.11,gst-30,WBGene00001778,Public name for WBGene00001778. History: N.A.
M02D8.3,M02D8.3,M02D8.3,WBGene00019729,Public name for WBGene00019729. History: N.A.
pdr-1,K08E3.7,pdr-1,WBGene00003967,Public name for WBGene00003967. History: N.A.
cyp-33C9,C50H11.15,cyp-33C9,WBGene00016860,Public name for WBGene00016860. History: N.A.
Y48A6B.6,Y48A6B.6,Y48A6B.6,WBGene00012967,Sequence name for WBGene00012967(kvs-4). History: N.A.
Y46G5A.19,Y46G5A.19,Y46G5A.19,WBGene00012909,Sequence name for WBGene00012909(spds-1). History: N.A.
T19C3.4,T19C3.4,T19C3.4,WBGene00020562,Public name for WBGene00020562. History: N.A.
fbxb-51,K05F6.3,fbxb-51,WBGene00019414,Public name for WBGene00019414. History: N.A.
btb-8,F45C12.6,btb-8,WBGene00018437,Public name for WBGene00018437. History: N.A.
T01C8.4,T01C8.4,T01C8.4,WBGene00020145,Sequence name for WBGene00020145(got-1.1). History: N.A.
ZK909.3,ZK909.3,ZK909.3,WBGene00014148,Public name for WBGene00014148. History: N.A.
prx-13,F32A5.6,prx-13,WBGene00004198,Public name for WBGene00004198. History: N.A.
rom-1,F26F4.3,rom-1,WBGene00004400,Public name for WBGene00004400. History: N.A.
T24A6.1,T24A6.1,T24A6.1,WBGene00020744,Public name for WBGene00020744. History: N.A.
F09G2.1,F09G2.1,F09G2.1,WBGene00017310,Public name for WBGene00017310. History: N.A.
sur-7,F01G12.2,sur-7,WBGene00006353,Public name for WBGene00006353. History: N.A.
C27C7.7,C27C7.7,C27C7.7,WBGene00007769,Public name for WBGene00007769. History: N.A.
F08F1.9,F08F1.9,F08F1.9,WBGene00017259,Public name for WBGene00017259. History: N.A.
F47B7.6,F47B7.6,F47B7.6,WBGene00018537,Public name for WBGene00018537. History: N.A.
T03F6.3,T03F6.3,T03F6.3,WBGene00011399,Public name for WBGene00011399. History: N.A.
fbxa-167,C31C9.3,fbxa-167,WBGene00007837,Public name for WBGene00007837. History: N.A.
inx-13,Y8G1A.2,inx-13,WBGene00002135,Public name for WBGene00002135. History: Renamed on 2015-03-05
cyp-33C11,Y49C4A.9,cyp-33C11,WBGene00021710,Public name for WBGene00021710. History: N.A.
T22F7.3,T22F7.3,T22F7.3,WBGene00020702,Public name for WBGene00020702. History: N.A.
sph-1,F42G8.11,sph-1,WBGene00004979,Public name for WBGene00004979. History: N.A.
btb-12,ZC204.3,btb-12,WBGene00022555,Public name for WBGene00022555. History: N.A.
Y23H5B.8,Y23H5B.8,Y23H5B.8,WBGene00021279,Public name for WBGene00021279. History: N.A.
F07H5.13,F07H5.13,F07H5.13,WBGene00008563,Public name for WBGene00008563. History: N.A.
C34C12.9,C34C12.9,C34C12.9,WBGene00007928,Public name for WBGene00007928. History: N.A.
Y38F2AR.10,Y38F2AR.10,Y38F2AR.10,WBGene00021428,Public name for WBGene00021428. History: N.A.
B0554.7,B0554.7,B0554.7,WBGene00015260,Public name for WBGene00015260. History: N.A.
T22B2.5,T22B2.5,T22B2.5,WBGene00020669,Public name for WBGene00020669. History: N.A.
sec-22,F55A4.1,sec-22,WBGene00018853,Public name for WBGene00018853. History: N.A.
C15F1.2,C15F1.2,C15F1.2,WBGene00015795,Public name for WBGene00015795. History: N.A.
C52E2.3,C52E2.3,C52E2.3,WBGene00016882,Public name for WBGene00016882. History: N.A.
F48A11.2,F48A11.2,F48A11.2,WBGene00000497,"Public name for Dead gene WBGene00018583. History of WBGene00018583: Merged into ""WBGene00000497"" on 2015-04-30. Remark: F48A11.3 merged into F48A11.2 based on briggsae homology"
K04A8.10,K04A8.10,K04A8.10,WBGene00019379,Public name for WBGene00019379. History: N.A.
T19D7.4,T19D7.4,T19D7.4,WBGene00020572,Sequence name for WBGene00020572(rund-1). History: N.A.
T05H4.10,T05H4.10,T05H4.10,WBGene00020273,Public name for WBGene00020273. History: N.A.
C01B10.3,C01B10.3,C01B10.3,WBGene00015278,Public name for WBGene00015278. History: N.A.
cst-1,F14H12.4,cst-1,WBGene00017472,Public name for WBGene00017472. History: N.A.
ztf-25,Y6G8.3,ztf-25,WBGene00012405,Public name for WBGene00012405. History: N.A.
T12G3.4,T12G3.4,T12G3.4,WBGene00011739,Public name for WBGene00011739. History: N.A.
F31E8.4,F31E8.4,F31E8.4,WBGene00017954,Public name for WBGene00017954. History: N.A.
D1005.5,D1005.5,D1005.5,WBGene00016999,Public name for WBGene00016999. History: N.A.
tag-279,F18E9.5,tag-279,WBGene00017571,Other name for WBGene00017571(jmjd-3.1). History: Renamed on 2016-08-08
Y71A12B.12,Y71A12B.12,Y71A12B.12,WBGene00013509,Public name for WBGene00013509. History: N.A.
aps-2,F02E8.3,aps-2,WBGene00000157,Public name for WBGene00000157. History: N.A.
mtd-1,ZK337.5,mtd-1,WBGene00003471,Public name for WBGene00003471. History: N.A.
Y49E10.30,Y49E10.30,Y49E10.30,WBGene00194981,Public name for WBGene00194981. History: N.A.
ZK1010.10,ZK1010.10,ZK1010.10,WBGene00164985,Public name for WBGene00164985. History: N.A.
bath-1,F59H6.9,bath-1,WBGene00019139,Public name for WBGene00019139. History: N.A.
W10D9.1,W10D9.1,W10D9.1,WBGene00021129,Public name for WBGene00021129. History: N.A.
T26C11.9,T26C11.9,T26C11.9,WBGene00194679,Public name for WBGene00194679. History: N.A.
somi-1,M04G12.4,somi-1,WBGene00010868,Public name for WBGene00010868. History: N.A.
Y94H6A.12,Y94H6A.12,Y94H6A.12,WBGene00050885,Public name for WBGene00050885. History: N.A.
B0281.4,B0281.4,B0281.4,WBGene00015111,Public name for WBGene00015111. History: N.A.
nhr-243,Y80D3A.4,nhr-243,WBGene00013584,Public name for WBGene00013584. History: N.A.
ZK1055.2,ZK1055.2,ZK1055.2,WBGene00022843,Public name for WBGene00022843. History: N.A.
F07B7.1,F07B7.1,F07B7.1,WBGene00017185,Public name for WBGene00017185. History: N.A.
C35B8.3,C35B8.3,C35B8.3,WBGene00016438,Public name for WBGene00016438. History: N.A.
D2013.3,D2013.3,D2013.3,WBGene00008403,Sequence name for WBGene00008403(csa-1). History: N.A.
ZK856.11,ZK856.11,ZK856.11,WBGene00014112,"Public name for WBGene00014112. History: Split into ZK856.19(WBGene00303100). History of WBGene00014112: Split into ""WBGene00303100"" on 2018-03-02"
fkb-5,C50F2.6,fkb-5,WBGene00001430,Public name for WBGene00001430. History: N.A.
H12I13.6,H12I13.6,H12I13.6,WBGene00019194,Public name for WBGene00019194. History: N.A.
F01G4.5,F01G4.5,F01G4.5,WBGene00008504,Sequence name for WBGene00008504(pigq-1). History: N.A.
orai-1,C09F5.2,orai-1,WBGene00015648,Public name for WBGene00015648. History: N.A.
klp-6,R144.1,klp-6,WBGene00002218,Public name for WBGene00002218. History: N.A.
lips-15,Y38E10A.7,lips-15,WBGene00012585,Public name for WBGene00012585. History: N.A.
DC2.3,DC2.3,DC2.3,WBGene00017080,Sequence name for WBGene00017080(lec-12). History: N.A.
F58G1.7,F58G1.7,F58G1.7,WBGene00010269,Public name for WBGene00010269. History: N.A.
osm-1,T27B1.1,osm-1,WBGene00003883,Public name for WBGene00003883. History: N.A.
R05H11.1,R05H11.1,R05H11.1,WBGene00019907,Public name for WBGene00019907. History: N.A.
F35E2.9,F35E2.9,F35E2.9,WBGene00009416,"Public name for WBGene00009416. History: Split into F35E2.10(WBGene00044270). History of WBGene00009416: Split into ""WBGene00044270"" on 2005-03-18"
R09A1.3,R09A1.3,R09A1.3,WBGene00019973,Public name for WBGene00019973. History: N.A.
ZC404.1,ZC404.1,ZC404.1,WBGene00022601,Public name for WBGene00022601. History: N.A.
F07E5.9,F07E5.9,F07E5.9,WBGene00017214,Public name for WBGene00017214. History: N.A.
pnc-2,Y57G11C.47,pnc-2,WBGene00013336,Public name for WBGene00013336. History: N.A.
C56G7.3,C56G7.3,C56G7.3,WBGene00008348,Public name for WBGene00008348. History: N.A.
C25H3.3,C25H3.3,C25H3.3,WBGene00016112,Public name for WBGene00016112. History: N.A.
T04B8.5,T04B8.5,T04B8.5,WBGene00020207,Public name for WBGene00020207. History: N.A.
