Gene_Name,SX1316_1,SX1316_2,SX1316_3,SX1636_1,SX1636_2,SX1636_3,SX1888_1,SX1888_2,SX1888_3,SX3249_1,SX3249_2,SX3249_3,wt_avg,mut16_avg,prg1_avg,deps1_avg,Input,Suggested Match,History
M88.6b,0,0.087148123,0.153204654,-5.625790913,-5.583375017,-5.382291083,-6.191530408,-5.577081152,-5.29173521,-1.626173837,-1.767629138,-1.141920555,0.115585253,-7.978804251,-8.20429256,-2.181221948,M88.6b,WBGene00003915,Molecule name for WBGene00003915(pan-1). History: N.A.
F35G12.5,0,0.018396535,0.032256469,-1.754348618,-1.770562807,-1.792622424,-3.051456506,-2.951205559,-3.376355436,1.333632256,1.285133103,1.35863832,0.024358946,-2.557193238,-4.510354012,1.912726854,F35G12.5,WBGene00009442,Public name for WBGene00009442. History: N.A.
F35G12.8,0,-0.063998564,-0.205241037,0.411041964,0.430911946,0.360757914,-0.663865466,-0.534803261,-1.058533967,0.23851683,-0.010020065,0.033570714,-0.129476879,0.578382128,-1.085485044,0.126027817,F35G12.8,WBGene00004874,Sequence name for WBGene00004874(smc-4). History: N.A.
F10F2.1,0,0.104194847,0.092947692,0.186999541,0.186309464,0.236552715,-0.660264307,-0.654235571,-0.893501365,-0.220180241,-0.507428496,-0.409800953,0.094805521,0.293281493,-1.061824148,-0.54697844,F10F2.1,WBGene00004760,"Sequence name for WBGene00004760(sel-2). History: N.A.. Public name for Dead gene WBGene00008653. History of WBGene00008653: Merged into ""WBGene00004760"" on 2007-02-05"
T04A8.17,0,-0.870863151,-0.520938845,1.264109149,1.186949075,0.730565521,-0.014478458,-0.194073095,0.141397234,0.421630232,0.26494307,-1.533198574,-0.669315279,1.5300376,-0.032294401,-0.407140694,T04A8.17,WBGene00045118,Public name for WBGene00045118. History: N.A.
T04A8.8,0,1.007850001,0.950740571,2.241015035,2.333491167,2.319558005,0.899563411,1.074431805,0.459943522,1.288155731,0.846630493,1.038661759,0.941882968,3.315344081,1.170477116,1.526105889,T04A8.8,WBGene00011410,Public name for WBGene00011410. History: N.A.
T04A8.16,0,0.021079513,-0.027116354,-1.20759284,-1.034757801,-1.110084447,-2.166791938,-1.777922288,-2.102785475,1.1194449,1.086295005,1.26320901,-0.002903107,-1.612180492,-2.908232609,1.668211799,T04A8.16,WBGene00000543,Sequence name for WBGene00000543(clp-2). History: N.A.
T04A8.14,0,0.423629688,0.342043541,1.206486064,1.17552281,1.117546549,0.181809931,0.324642399,-0.275681245,0.369049423,0.004938454,0.124547525,0.36821099,1.682930418,0.110977433,0.239744851,T04A8.14,WBGene00001259,Sequence name for WBGene00001259(emb-5). History: N.A.
B0393.3,0,0.963318841,0.747799727,1.563381899,1.784679557,1.5746274,0.653798823,0.792329178,0.402814938,0.917084438,0.669232891,0.895131739,0.822874091,2.367312933,0.889153603,1.193324755,B0393.3,WBGene00007168,Public name for WBGene00007168. History: N.A.
C38D4.1a,0,-0.2130936,-0.164958825,-0.945134978,-0.923288917,-0.917030753,-1.612298771,-1.512625951,-2.187600041,2.185614728,2.449186666,1.307190726,-0.181804786,-1.339520536,-2.554784377,2.857494188,C38D4.1a,WBGene00008003,Molecule name for WBGene00008003(enu-3.2). History: N.A.
C38D4.3,0,0.877050469,0.726509822,2.050113929,2.100484979,2.057510031,0.887800982,1.053082509,0.666301255,1.142853208,0.753435829,0.982070968,0.771149493,2.985469327,1.253790835,1.384198568,C38D4.3,WBGene00003210,"Sequence name for WBGene00003210(mel-28). History: N.A.. Public name for Dead gene WBGene00008004. History of WBGene00008004: Merged into ""WBGene00003210"" on 2006-07-13"
C38D4.4,0,0.660216146,0.484932824,0.899770589,0.9741784,0.890856485,0.608577824,0.775347219,0.238574518,1.076906679,0.969116521,0.747656175,0.550700247,1.329590382,0.780257357,1.343475793,C38D4.4,WBGene00008005,Sequence name for WBGene00008005(mip-1). History: Renamed on 2021-12-09
C38D4.5,0,0.583022,0.402358821,0.831385738,1.079018734,0.89609632,0.364894494,0.544930876,-0.047827502,0.813769334,0.396272313,0.453686059,0.473868008,1.349641592,0.41453335,0.800083904,C38D4.5,WBGene00008006,Sequence name for WBGene00008006(tag-325). History: N.A.
C38D4.7,0,-0.477383295,-0.486245826,-4.474985406,-4.410536796,-4.578308224,-0.747869377,-0.851124957,-0.588646641,-3.946585799,-4.06081853,-3.953377851,-0.463407651,-6.474733796,-1.052032929,-5.751920379,C38D4.7,WBGene00008007,Public name for WBGene00008007. History: N.A.
F26F4.6,0,0.123999313,0.141943231,-2.317817976,-2.267975596,-2.231991844,-3.144088554,-2.960422215,-3.092854641,2.366471254,2.527462251,2.031052021,0.12789133,-3.278661737,-4.422997822,3.330214092,F26F4.6,WBGene00017828,Public name for WBGene00017828. History: N.A.
F26F4.7,0,0.252858795,0.224490367,0.484087039,0.636614511,0.586920344,-0.33926566,-0.191431207,-0.562966267,0.324504701,0.206833616,0.00063502,0.229556423,0.821192546,-0.525940793,0.255825098,F26F4.7,WBGene00003598,Sequence name for WBGene00003598(nhl-2). History: N.A.
F26F4.12,0,0.162670925,0.143843209,-0.457885374,-0.402126063,-0.3569125,-1.617061795,-1.461987277,-2.262810942,1.261823059,1.320623656,1.526143757,0.14740214,-0.58521671,-2.56889165,1.975814366,F26F4.12,WBGene00017831,Public name for WBGene00017831. History: N.A.
F26F4.11,0,0.619000808,0.607911769,1.610998707,1.618001066,1.619949989,0.463344449,0.626246626,0.092236766,1.25285159,0.890905948,0.966970457,0.59002023,2.331851925,0.568339055,1.495943951,F26F4.11,WBGene00017830,Sequence name for WBGene00017830(rpb-8). History: N.A.
C26E6.11,0,0.538210677,0.546568516,-0.527019583,-0.250891184,-0.495012687,-1.565265837,-1.388370004,-1.592988434,0.76683714,0.596449582,0.903600731,0.521668521,-0.612146785,-2.186464098,1.090142429,C26E6.11,WBGene00016144,Sequence name for WBGene00016144(mmab-1). History: Renamed on 2006-01-16
C26E6.6,0,0.268641828,0.195586542,0.864555516,1.041260195,0.885315808,-0.065837868,0.076187996,-0.396046184,0.583011296,0.405807981,0.492075948,0.223246656,1.342250534,-0.185480596,0.712160066,C26E6.6,WBGene00016142,Sequence name for WBGene00016142(mrps-18C). History: N.A.
C26E6.4,0,0.796627164,0.632593107,1.533626139,1.615982583,1.580985608,0.720580755,0.874781203,0.324571233,0.87138669,0.593968314,0.6359747,0.687309666,2.274934993,0.923292698,1.010525981,C26E6.4,WBGene00016140,Sequence name for WBGene00016140(rpb-2). History: Renamed on 2005-03-17
C26E6.3,0,0.433453794,0.308481909,0.849138147,0.97918441,1.088595683,0.271006437,0.366579421,-0.010418349,0.879799839,1.018151351,0.824548438,0.356795653,1.40274116,0.301603818,1.309245571,C26E6.3,WBGene00016139,Sequence name for WBGene00016139(ntl-9). History: N.A.
C27F2.1,0,-0.81150854,-0.65535636,-6.963162562,-5.80151509,-5.690043315,-7.950115522,-6.354837013,-5.982479694,-2.703262387,-2.520832302,-2.645158977,-0.705412906,-8.874844807,-9.756192623,-3.78431108,C27F2.1,WBGene00016165,Sequence name for WBGene00016165(wdr-60). History: N.A.
C27F2.8,0,-0.077540941,0.001453004,-0.711147046,-0.493366267,-0.644290243,-2.002501983,-1.84603587,-2.186628359,-0.744466796,-0.707214538,-1.060431181,-0.036590563,-0.889086574,-2.902301455,-1.208070756,C27F2.8,WBGene00016170,Sequence name for WBGene00016170(tmem-131). History: N.A.
R144.10,0,0.423353199,0.225244603,1.188364425,1.221079626,1.204885128,0.400022178,0.507036464,-0.005793204,1.045188602,0.965803735,0.828858407,0.311909611,1.738124928,0.433417059,1.365679528,R144.10,WBGene00020098,Public name for WBGene00020098. History: N.A.
R144.7b,0,0.803303042,0.601023108,1.642702754,1.667860311,1.626268823,0.674582742,0.767488157,0.102533713,0.790920633,0.583859925,0.739577517,0.675338124,2.374114294,0.742797805,1.016791303,R144.7b,WBGene00020097,Molecule name for WBGene00020097(larp-1). History: N.A.
R144.9,0,0.383976762,0.310542091,-1.467516091,-1.132008255,-1.376595849,-2.406577764,-2.167825295,-2.52078444,2.832432193,2.926768939,2.887554373,0.333992968,-1.912109629,-3.41206394,4.158210429,R144.9,WBGene00007015,Sequence name for WBGene00007015(mdt-11). History: N.A.
R144.2a,0,0.598856242,0.409672897,1.382111315,1.619868481,1.438114932,0.230196759,0.481740521,-0.004841596,0.800459383,0.406516825,0.439564303,0.484999996,2.135234215,0.340041146,0.79181861,R144.2a,WBGene00020092,Molecule name for WBGene00020092(pcf-11). History: N.A.
C45G9.2,0,0.2641075,0.22697685,-1.204302281,-1.227279973,-0.978261673,-2.522612377,-2.285457353,-2.875580149,3.076105041,3.206143473,2.66294073,0.236161652,-1.639788308,-3.695054525,4.301726721,C45G9.2,WBGene00016674,Public name for WBGene00016674. History: N.A.
F54D8.6,0,1.107210852,0.953790199,2.004872004,2.072668353,1.930804807,0.837823747,1.06683081,0.43708674,1.503127011,1.044219588,1.086574048,0.991131999,2.889403257,1.126139519,1.747546432,F54D8.6,WBGene00018802,Public name for WBGene00018802. History: N.A.
Y54H5A.4,0,0.248934932,0.156769465,0.379582744,0.522145132,0.538845505,-0.486398455,-0.101367985,-0.747303584,0.214511333,-0.022895225,0.007260702,0.195102574,0.692769358,-0.642032968,0.095639529,Y54H5A.4,WBGene00021902,Sequence name for WBGene00021902(oxy-4). History: N.A.
Y54H5A.5,0,0.156473832,0.206203978,-4.111374978,-5.729774224,-5.078658794,-0.350753912,-0.262049212,-0.228779061,-0.258091694,-0.349339642,-0.167164312,0.174411159,-7.174911002,-0.404715482,-0.372501767,Y54H5A.5,WBGene00050920,Public name for WBGene00050920. History: N.A.
T10F2.3,0,0.620810487,0.468214865,1.261831698,1.273952447,1.227133761,0.513638012,0.715353466,0.104509348,0.834281484,0.441997296,0.673177249,0.523710492,1.809581001,0.641278343,0.937490182,T10F2.3,WBGene00006736,Sequence name for WBGene00006736(ulp-1). History: N.A.
T10F2.4,0,0.766236219,0.697286681,1.540231966,1.590898614,1.527638525,0.854244554,1.000364051,0.395469939,0.878634284,0.54289801,0.64074166,0.703805743,2.240394361,1.082059052,0.991744135,T10F2.4,WBGene00020423,Sequence name for WBGene00020423(prp-19). History: N.A.
K10D2.3,0,-0.052886515,-0.098947909,-0.632541987,-0.569506804,-0.51436761,-1.49963334,-1.247093397,-1.655588839,-0.35417824,-0.452228008,-0.117887035,-0.073016924,-0.82542181,-2.117066283,-0.444491112,K10D2.3,WBGene00019629,Sequence name for WBGene00019629(cid-1). History: Renamed on 2007-05-15; Renamed on 2010-02-04
K10D2.2,0,0.677906153,0.546749623,1.452710361,1.92566832,1.485640369,0.222913657,0.648043795,-0.105650564,0.617736527,0.104119263,-0.053794173,0.588934938,2.339098721,0.368034817,0.321269727,K10D2.2,WBGene00019628,Sequence name for WBGene00019628(pup-2). History: N.A.
K10D2.8,0,-0.498242517,-0.280331521,-3.712887822,-4.841990985,-4.561769731,-4.659018787,-4.254467856,-6.315723893,-2.551685819,-2.526169627,-2.186430873,-0.374414968,-6.3077746,-7.323702172,-3.493383283,K10D2.8,WBGene00189952,Public name for WBGene00189952. History: N.A.
K10D2.1a,0,0.968209318,0.64604761,1.963640674,2.003283498,1.94437616,0.810360638,0.949521004,0.418594897,1.36878159,1.105584839,1.182479643,0.776293488,2.842734558,1.047625767,1.758571231,K10D2.1a,WBGene00019627,"Molecule name for WBGene00019627(hira-1). History: Split into K10D2.8(WBGene00189952). History of WBGene00019627: Split into ""WBGene00189952"" on 2009-04-20"
ZC155.3,0,0.498036036,0.382342673,0.972662691,1.124050993,1.070745521,0.635503072,0.742672476,0.21491812,0.739174818,0.643847313,0.574670535,0.423372666,1.523225896,0.766116111,0.941451167,ZC155.3,WBGene00022531,Sequence name for WBGene00022531(morc-1). History: N.A.
ZC155.8,0,0.613183805,0.803209491,1.854886496,0.803320301,1.519379711,0.961240858,1.266136624,0.441998176,-0.519662627,-0.757032603,-1.000940306,0.681141195,2.008994446,1.283698341,-1.095311164,ZC155.8,WBGene00195016,Sequence name for WBGene00195016(srpr-2.1). History: N.A.
C34E10.3,0,0.48135881,0.182766253,0.902178716,1.106120937,1.009425005,-0.116335049,0.229881051,-0.169128506,0.716345566,0.437892913,0.418783277,0.319376645,1.4512188,-0.026729534,0.756463562,C34E10.3,WBGene00001660,Sequence name for WBGene00001660(gop-1). History: N.A.
ZC395.8,0,0.562211408,0.562583812,1.056561866,0.888828322,0.967116679,0.41437792,0.570724902,-0.106544763,1.118857996,0.819036794,0.678592582,0.540912162,1.400619738,0.422497118,1.258264452,ZC395.8,WBGene00022598,Sequence name for WBGene00022598(ztf-8). History: N.A.
F52C9.7,0,0.519641007,0.413807856,1.181795334,1.228914068,1.225924014,0.106529761,0.179381734,-0.524979251,0.9084398,0.712537623,0.59344295,0.448894015,1.748850998,-0.114967289,1.064911097,F52C9.7,WBGene00003391,"Sequence name for WBGene00003391(mog-3). History: N.A.. Public name for Dead gene WBGene00018677. History of WBGene00018677: Merged into ""WBGene00003391"" on 2012-08-14"
Y32H12A.3,0,0.233903003,0.131842185,-0.780021943,-1.019557445,-1.264760613,6.255469632,6.239544163,6.616885979,-0.766464157,-0.533800559,-0.796157199,0.175886256,-1.473636041,9.190881009,-1.008165833,Y32H12A.3,WBGene00000973,Sequence name for WBGene00000973(dhs-9). History: N.A.
Y32H12A.5,0,0.643704111,0.447620012,1.573683394,1.605758931,1.613975199,0.617202401,0.814234215,0.272302804,1.204140766,0.914574899,0.793862627,0.524815967,2.305146564,0.819325471,1.400654086,Y32H12A.5,WBGene00021313,Sequence name for WBGene00021313(paqr-2). History: Renamed on 2015-08-03
W03A5.7,0,-0.353607743,-0.307482504,-7.868090591,-7.266058907,-7.981265705,-6.775602009,-6.384296305,-6.887407723,-4.365876118,-4.539410497,-4.257418822,-0.317917207,-11.11616496,-9.640716334,-6.329923286,W03A5.7,WBGene00001042,Sequence name for WBGene00001042(dnj-24). History: N.A.
F48E8.6,0,0.777962806,0.776217331,1.705122232,1.798407354,1.715600317,0.758842758,0.844519891,0.378822908,1.160125599,0.792552274,1.087015354,0.747402659,2.509870943,0.953229758,1.461783448,F48E8.6,WBGene00018612,Sequence name for WBGene00018612(disl-2). History: Renamed on 2017-03-13
D1044.6,0,0.779944763,0.621644028,1.497490503,1.466504,1.504902352,0.390947822,0.648980432,-0.119115762,1.243656506,1.025602071,0.982207639,0.674021733,2.14908511,0.442817205,1.563624728,D1044.6,WBGene00017031,Public name for WBGene00017031. History: N.A.
F56D2.1,0,0.439300214,0.368134734,0.82860584,0.779438615,0.872299163,0.024183103,-0.024854742,-0.379120533,0.786471962,0.867828534,0.705089982,0.388294132,1.192793146,-0.182641428,1.134626981,F56D2.1,WBGene00018963,Sequence name for WBGene00018963(ucr-1). History: N.A.
C05D2.5,0,0.648024545,0.44068351,1.361990982,1.390715674,1.367941005,0.394982839,0.506822582,-0.117559842,0.817186385,0.74006813,0.929588459,0.523557904,1.981612649,0.377142403,1.195918675,C05D2.5,WBGene00001514,Sequence name for WBGene00001514(xnd-1). History: Renamed on 2008-09-15
C05H8.1b,0,-0.469717811,-0.387874224,-7.393952867,-7.485068364,-6.813980801,0.006634156,-0.007525248,0.705826118,-6.466257203,-6.144714315,-5.546869691,-0.412414592,-10.43212882,0.339002089,-8.732075822,C05H8.1b,WBGene00000518,Molecule name for WBGene00000518(ckk-1). History: N.A.
F54E7.8,0,0.239239907,0.157836783,0.558445059,0.675499572,0.63780106,-0.675283057,-0.184066442,-0.801687571,0.51376818,0.515452842,0.121871152,0.190953524,0.900119409,-0.798789981,0.553558324,F54E7.8,WBGene00018830,Sequence name for WBGene00018830(ska-3). History: N.A.
F54E7.7,0,-0.194695831,-0.242115639,-6.480699465,-6.284132889,-6.439723899,-0.717330987,-0.874711294,-0.903775042,-3.61007428,-3.687774378,-3.516654861,-0.210061914,-9.235439356,-1.200234425,-5.200676866,F54E7.7,WBGene00004321,Sequence name for WBGene00004321(rcan-1). History: Renamed on 2015-09-03
B0336.3,0,0.741520306,0.623775753,1.605949371,1.645464683,1.628873295,0.781554392,0.887756389,0.19012453,0.994251684,0.909715538,1.080077505,0.656568618,2.346922119,0.894199367,1.435022176,B0336.3,WBGene00015143,Sequence name for WBGene00015143(rbm-26). History: N.A.
B0336.1,0,0.649199651,0.52411449,1.375206799,1.566480607,1.4612016,0.395813448,0.592807202,0.144376759,0.920230698,0.620845593,0.619517806,0.564244831,2.117342045,0.544856581,1.03902613,B0336.1,WBGene00006943,Sequence name for WBGene00006943(wrm-1). History: N.A.
B0244.8,0,0.559325403,0.460117655,1.544638955,1.708237993,1.547517755,0.228737582,0.47789166,0.114459679,0.842816387,0.502497126,0.257559769,0.490248481,2.308501877,0.394860305,0.770819112,B0244.8,WBGene00015083,Sequence name for WBGene00015083(egg-1). History: N.A.
B0244.t3,0,0.798790441,0.898238107,2.684970862,1.488144779,1.710169488,0.858898167,0.911046663,-0.108304085,0.574475208,0.521728883,1.834598043,0.816098223,2.829262093,0.799080288,1.409417902,B0244.t3,WBGene00022899,Public name for WBGene00022899. History: N.A.
Y37B11A.3,0,-0.160265923,-0.140131714,-2.370498625,-2.447015322,-2.297571459,-3.225626192,-3.187286092,-3.382245922,1.796092386,1.928527205,1.631011816,-0.144460727,-3.42163281,-4.71047539,2.575514291,Y37B11A.3,WBGene00021345,"Public name for WBGene00021345. History: Split into Y37B11A.8(WBGene00255596). History of WBGene00021345: Split into ""WBGene00255596"" on 2014-09-18"
F01F1.7,0,1.010517886,0.748945859,1.641648722,1.651288065,1.562466147,0.73676623,0.951600791,0.42419668,1.065892363,0.66249287,0.720682449,0.846123207,2.334955245,1.015928392,1.1777526,F01F1.7,WBGene00017162,Sequence name for WBGene00017162(ddx-23). History: N.A.
F01F1.9,0,0.518386798,0.36356292,1.503087541,1.594116469,1.558681708,0.400209542,0.540541707,0.454417043,1.046611987,0.818706065,0.853505514,0.424128161,2.239007745,0.670934125,1.307477759,F01F1.9,WBGene00017163,Sequence name for WBGene00017163(dnpp-1). History: N.A.
F01F1.4,0,0.176076379,-0.048713098,0.547568729,0.740802762,0.5726666,-0.841054268,-0.408926569,-0.9758495,0.488715392,0.231159647,0.154702384,0.061248791,0.894970142,-1.07039813,0.420582837,F01F1.4,WBGene00017161,Sequence name for WBGene00017161(rabn-5). History: N.A.
C28H8.3,0,-0.052421954,-0.132725911,0.260285345,0.33084835,0.301882995,-0.697840105,-0.441391022,-0.997545176,0.109313181,0.16808705,-0.307260042,-0.089037302,0.42945025,-1.027572192,-0.014359534,C28H8.3,WBGene00016194,Public name for WBGene00016194. History: N.A.
ZK328.2,0,0.923209029,0.862362148,1.90162668,1.842573613,1.908599744,0.996102604,1.078386096,0.415275022,1.090151437,0.827575466,1.261341162,0.858678227,2.718422194,1.197323258,1.528808577,ZK328.2,WBGene00001166,Sequence name for WBGene00001166(eftu-2). History: Renamed on 2010-08-03
ZK328.5b,0,0.909932151,0.779325981,1.834258185,1.98159782,1.868347965,0.928355152,1.053081905,0.421765338,1.324136335,0.998082652,0.734838148,0.812361443,2.733524293,1.155696059,1.470133723,ZK328.5b,WBGene00003796,Molecule name for WBGene00003796(npp-10). History: N.A.
Y42G9A.1,0,-0.465824249,-0.513459007,-7.391066862,-6.38357007,-6.117947615,-6.298578281,-6.089594133,-6.122701923,-2.479027531,-2.314175545,-2.241992954,-0.470935699,-9.566311025,-8.90184887,-3.383214141,Y42G9A.1,WBGene00021531,Public name for WBGene00021531. History: N.A.
F42A10.5,0,0.731371298,0.604663138,1.465864602,1.593928767,1.560328853,0.635257712,0.78540136,0.051943477,0.976580094,0.767793425,0.696705127,0.642496752,2.221809139,0.708172132,1.173910686,F42A10.5,WBGene00018341,Public name for WBGene00018341. History: N.A.
C56G2.7,0,0.946151979,0.903369854,1.875703249,1.789591933,1.865712371,0.622028719,0.738667719,0.246984996,1.339624982,1.062084387,1.166255638,0.889431992,2.659852389,0.773131344,1.715828474,C56G2.7,WBGene00016981,Sequence name for WBGene00016981(rpn-13). History: N.A.
C16A3.7,0,0.778172221,0.620374675,1.472685514,1.574571108,1.456972347,0.439899878,0.614501203,0.061379364,0.81243864,0.468560182,0.458045913,0.67255889,2.166076266,0.536576972,0.836303738,C16A3.7,WBGene00007048,"Sequence name for WBGene00007048(nfx-1). History: Renamed on 2011-09-23. Public name for Dead gene WBGene00015812. History of WBGene00015812: Merged into ""WBGene00007048"" on 2005-10-05"
C16A3.6,0,0.58875532,0.470389205,1.089994645,1.217058015,1.103661936,0.313534119,0.323766168,-0.449774075,0.684861485,0.335522717,0.61741654,0.509340851,1.640207011,0.090181045,0.787615669,C16A3.6,WBGene00015811,Public name for WBGene00015811. History: N.A.
C16A3.4,0,0.338749248,0.197539143,0.708421062,0.756292068,0.735641894,-0.423005083,-0.152295356,-0.843944796,0.394434762,0.064412088,0.116528069,0.257900201,1.058147094,-0.682512687,0.276696847,C16A3.4,WBGene00015809,Sequence name for WBGene00015809(znf-622). History: N.A.
C16A3.3,0,0.702901194,0.664075965,1.360753186,1.390872629,1.333226822,0.25632913,0.446184107,-0.117373122,0.73211967,0.381813899,0.473429854,0.657377056,1.964398881,0.281392914,0.763360446,C16A3.3,WBGene00002850,"Sequence name for WBGene00002850(let-716). History: N.A.. Public name for Dead gene WBGene00015808. History of WBGene00015808: Merged into ""WBGene00002850"" on 2008-01-30"
C05D11.9,0,0.743128233,0.635070869,1.477299561,1.46435729,1.418649748,0.3301609,0.482869308,-0.239295676,1.032529509,0.676127669,0.687729255,0.66277367,2.096864236,0.275907988,1.152418274,C05D11.9,WBGene00015486,Sequence name for WBGene00015486(popl-1). History: N.A.
C05D11.2,0,0.758265353,0.678418582,1.421317097,1.479702228,1.474377402,0.394381656,0.533373431,-0.088521523,1.047744792,0.610970628,0.729426403,0.690898929,2.104121053,0.403586034,1.148453455,C05D11.2,WBGene00006516,Sequence name for WBGene00006516(vps-16). History: N.A.
T26A5.5a,0,0.468573607,0.257048466,0.901550541,0.876506541,0.897464309,0.210781299,0.465679217,-0.224251425,0.812931694,0.787133589,0.597298318,0.348950455,1.286653814,0.217466604,1.056708523,T26A5.5a,WBGene00020821,Molecule name for WBGene00020821(jhdm-1). History: N.A.
T26A5.3,0,0.076661742,0.108989983,0.033251593,0.197505179,0.077175341,-0.945783669,-0.9919971,-1.491856483,0.43604582,0.266108348,0.364664198,0.089279608,0.148084044,-1.649306885,0.513031189,T26A5.3,WBGene00006463,Sequence name for WBGene00006463(nduf-2.2). History: Renamed on 2008-02-26
F23F12.6,0,0.558432147,0.535571093,1.239942141,1.343423673,1.370603681,0.222079665,0.313189781,-0.141170474,0.795142808,0.634317291,0.581168492,0.52610435,1.901457394,0.189521544,0.966907966,F23F12.6,WBGene00004503,Sequence name for WBGene00004503(rpt-3). History: N.A.
C09E7.5,0,-0.194271833,-0.144570821,-6.732013893,-6.129982209,-10.10968403,-2.914945808,-2.791483835,-4.077354592,-3.593300329,-3.76979675,-3.680957912,-0.162948872,-11.047043,-4.705005666,-5.311067789,C09E7.5,WBGene00015639,Public name for WBGene00015639. History: N.A.
F27B3.7,0,-0.021886711,-0.100348835,-0.146019192,-0.073158937,-0.214836453,-1.646681699,-1.41274082,-2.160348915,-0.315452036,-0.579103873,-0.464800063,-0.058782872,-0.208716895,-2.510179454,-0.65371204,F27B3.7,WBGene00017849,Public name for WBGene00017849. History: N.A.
F20H11.1,0,0.687919355,0.704767411,1.424112738,1.502110793,1.408225442,0.795173858,0.9257533,0.45160047,1.222795185,0.874715791,0.984673199,0.669740764,2.084429346,1.044764945,1.482217275,F20H11.1,WBGene00017646,Public name for WBGene00017646. History: N.A.
F20H11.2,0,0.219946427,0.221474908,0.687398208,0.712026371,0.742119289,0.329899812,0.44856693,0.077885607,0.235767422,-0.051102964,-0.130774156,0.21227879,1.029864906,0.411818429,0.025915757,F20H11.2,WBGene00002889,"Sequence name for WBGene00002889(let-765). History: Renamed on 2010-04-09. Public name for Dead gene WBGene00003819. History of WBGene00003819: Merged into ""WBGene00002889"" on 2010-04-09"
F20H11.3,0,0.457462268,0.448539373,1.114812114,1.240515036,1.204140246,0.53542378,0.511993344,0.064062658,0.71854269,0.633434933,0.761513148,0.435694692,1.711741987,0.53450879,1.016374218,F20H11.3,WBGene00003162,Sequence name for WBGene00003162(mdh-2). History: Renamed on 2010-08-18
C13B9.3,0,0.352833486,0.328716188,0.951410403,1.000644942,1.010668013,-0.014847966,0.124799017,-0.505957962,0.556542706,0.399790855,0.443730055,0.327756112,1.424768765,-0.190439069,0.673288279,C13B9.3,WBGene00015734,Sequence name for WBGene00015734(copd-1). History: N.A.
F37A4.8,0,0.119010332,0.045651036,-0.374514937,-0.31471705,-0.454316542,-1.144679337,-0.88214579,-1.483887812,0.80575128,0.747343565,0.834083483,0.07918538,-0.549930597,-1.688296049,1.147990112,F37A4.8,WBGene00002169,Sequence name for WBGene00002169(isw-1). History: N.A.
F37A4.9,0,-0.073717853,-0.025743591,-0.880663673,-0.686377601,-0.772062914,-2.066012015,-1.88405654,-2.628745212,1.037495776,1.156391962,1.0581338,-0.047830844,-1.124871337,-3.163740666,1.563891782,F37A4.9,WBGene00018137,Sequence name for WBGene00018137(bath-41). History: N.A.
R13F6.10,0,0.171559872,0.115677248,0.5723648,0.620904414,0.599912602,-0.858880938,-0.700988452,-1.19766898,1.379259211,1.402249522,0.968014313,0.138131856,0.862338171,-1.326095644,1.803139435,R13F6.10,WBGene00020068,Sequence name for WBGene00020068(cra-1). History: N.A.
T07E3.3,0,-0.12785161,-0.296902932,-0.906879686,-0.657912834,-1.0200548,-1.581149271,-1.433252816,-1.692954986,0.371539704,0.455399823,-0.145830016,-0.204263757,-1.243048803,-2.263760235,0.327544438,T07E3.3,WBGene00020314,Public name for WBGene00020314. History: N.A.
T07E3.2,0,-0.542310111,-0.418160245,-5.629141877,-6.658527012,-7.086051738,-1.573511589,-1.851496178,-1.065342729,-2.191493531,-2.104157415,-1.491868954,-0.461888607,-9.316790224,-2.159402131,-2.783208753,T07E3.2,WBGene00020313,Public name for WBGene00020313. History: N.A.
F57B9.5,0,0.679382275,0.572284225,1.149867246,1.114255313,1.071743075,0.453361519,0.514957082,-0.087862545,1.038624493,0.899620832,1.126202542,0.601924351,1.604212269,0.423409862,1.473687914,F57B9.5,WBGene00000276,Sequence name for WBGene00000276(byn-1). History: N.A.
F57B9.2,0,0.529817169,0.42013812,1.123705703,1.144244999,1.147050146,0.097858206,0.245013506,-0.366151893,0.748241281,0.535904276,0.364343135,0.456831928,1.642268263,-0.011195401,0.792755487,F57B9.2,WBGene00002845,"Sequence name for WBGene00002845(let-711). History: Renamed on 2007-04-12. Public name for Dead gene WBGene00003824. History of WBGene00003824: Merged into ""WBGene00002845"" on 2006-09-21"
F31E3.4,0,0.72895379,0.638078983,1.60089944,1.689119066,1.589695206,0.607312309,0.844554339,0.244304029,1.253710602,0.838465136,1.130638554,0.657403801,2.346646258,0.815685675,1.549846066,F31E3.4,WBGene00017951,Sequence name for WBGene00017951(panl-2). History: N.A.
F31E3.3,0,0.379026092,0.202129765,1.225427064,1.24377325,1.158356769,0.167522368,0.194968965,-0.190011168,0.970917869,0.753419931,0.78702818,0.279476891,1.744486205,0.082945426,1.207711748,F31E3.3,WBGene00004340,Sequence name for WBGene00004340(rfc-4). History: N.A.
F31E3.1,0,0.251888852,0.233809305,-3.50478306,-3.337486866,-3.47485733,2.004884262,2.047928397,2.183464577,-0.817628197,-0.98757966,-0.47641849,0.233571441,-4.961489443,2.999015414,-1.097230339,F31E3.1,WBGene00000443,Sequence name for WBGene00000443(ceh-20). History: N.A.
