# Table S4. mRNAs significantly downregulated 1.3 fold or greater in wild type gonads relative to whole animals.
# * mean reads across all libraries
gene_id,description,baseMean*,fold_change,pvalue_adj,Input,Suggested Match,History
T12B5.11,fbxa-67,100.54520180888,-3.20769,3.62271707478457e-07,T12B5.11,WBGene00020457,Sequence name for WBGene00020457(fbxa-67). History: N.A.
ZK930.2,ZK930.2,129.671318711713,-3.20609,5.719872664916e-14,ZK930.2,WBGene00014152,Public name for WBGene00014152. History: N.A.
C49C3.15,C49C3.15,52.2012349281127,-3.20542,9.12867808709521e-06,C49C3.15,WBGene00008204,Public name for WBGene00008204. History: N.A.
C50F7.6,C50F7.6,49.085021030003,-3.19495,3.7858497448571e-06,C50F7.6,WBGene00016846,Public name for WBGene00016846. History: N.A.
F53E10.1,F53E10.1,115.42538079245,-3.19111,2.7645593899590898e-12,F53E10.1,WBGene00018758,Public name for WBGene00018758. History: N.A.
Y38E10A.14,Y38E10A.14,19.6920424644776,-3.18258,0.0074522654003444,Y38E10A.14,WBGene00012592,Public name for WBGene00012592. History: N.A.
T10D4.3,chil-24,44.6180018594215,-3.17941,0.0001146856739009,T10D4.3,WBGene00020407,Sequence name for WBGene00020407(chil-24). History: N.A.
C24G6.4,nhr-47,178.925181852205,-3.17064,2.29920480162253e-18,C24G6.4,WBGene00003637,Sequence name for WBGene00003637(nhr-47). History: Renamed on 2005-12-15
K02F3.5,clec-149,72.5429560583345,-3.16958,4.83782221428472e-08,K02F3.5,WBGene00019328,Sequence name for WBGene00019328(clec-149). History: N.A.
Y71H2B.8,Y71H2B.8,31.6676425704421,-3.16738,0.0003166278909144,Y71H2B.8,WBGene00022197,Public name for WBGene00022197. History: N.A.
K09B11.10,mam-3,10.6622842480199,-3.16426,0.0464968309713463,K09B11.10,WBGene00010714,Sequence name for WBGene00010714(mam-3). History: N.A.
T13B5.3,pho-14,610.685743159787,-3.1619,3.01613176619971e-21,T13B5.3,WBGene00020471,Sequence name for WBGene00020471(pho-14). History: N.A.
C52E4.7,C52E4.7,14.2601697733253,-3.16026,0.0353581782429915,C52E4.7,WBGene00008259,Public name for WBGene00008259. History: N.A.
C32D5.7,C32D5.7,35.9220812653567,-3.15655,0.0002411156435058,C32D5.7,WBGene00016315,Public name for WBGene00016315. History: N.A.
F17A2.5,ceh-40,82.9929909955909,-3.15129,2.3001725774885203e-09,F17A2.5,WBGene00000461,Sequence name for WBGene00000461(ceh-40). History: N.A.
E02H9.9,E02H9.9,16.54773495097,-3.14893,0.0144316947984428,E02H9.9,WBGene00017106,Public name for WBGene00017106. History: N.A.
K09A9.1,nipi-3,232.603032426089,-3.14708,8.96963103028848e-21,K09A9.1,WBGene00010700,Sequence name for WBGene00010700(nipi-3). History: N.A.
C43E11.5,C43E11.5,36.9618585776946,-3.14353,0.0068170414278845,C43E11.5,WBGene00016605,Public name for WBGene00016605. History: N.A.
F32H2.7,F32H2.7,22.5001763846708,-3.1341,0.0380306956041767,F32H2.7,WBGene00009344,Public name for WBGene00009344. History: N.A.
F23C8.3,F23C8.3,28.4932275060816,-3.13247,0.0030388186834977,F23C8.3,WBGene00017732,Public name for WBGene00017732. History: N.A.
F35H10.11,his-29,146.502518378778,-3.12758,4.50323587678681e-09,F35H10.11,WBGene00001903,Sequence name for WBGene00001903(his-29). History: N.A.
F17E9.9,his-34,146.502518378778,-3.12758,4.50323587678681e-09,F17E9.9,WBGene00001908,Sequence name for WBGene00001908(his-34). History: N.A.
ZK1086.1,obr-3,286.829816336435,-3.1255,1.94668583321751e-25,ZK1086.1,WBGene00014215,Sequence name for WBGene00014215(obr-3). History: N.A.
H04D03.4,H04D03.4,38.4743620718342,-3.12055,0.0002098453890396,H04D03.4,WBGene00010365,"Public name for WBGene00010365. History: Split into H04D03.7(WBGene00305993). History of WBGene00010365: Split into ""WBGene00305993"" on 2020-01-20"
ZK546.11,gst-30,14.8693558355736,-3.11774,0.030121272061362,ZK546.11,WBGene00001778,Sequence name for WBGene00001778(gst-30). History: N.A.
D1044.2,dex-1,64.9422925451347,-3.11274,2.58463814778663e-05,D1044.2,WBGene00017028,Sequence name for WBGene00017028(dex-1). History: N.A.
Y43F8C.5,Y43F8C.5,18.5058060465922,-3.11106,0.0389349435786011,Y43F8C.5,WBGene00012827,Public name for WBGene00012827. History: N.A.
C09B7.2,C09B7.2,79.3085029931298,-3.10944,2.00562669558572e-05,C09B7.2,WBGene00015621,Public name for WBGene00015621. History: N.A.
B0334.2,twk-5,135.234784042444,-3.10926,1.14739492047361e-08,B0334.2,WBGene00006660,Sequence name for WBGene00006660(twk-5). History: N.A.
C50B6.14,nhr-129,14.0547518994,-3.10661,0.0261813894086611,C50B6.14,WBGene00003719,Sequence name for WBGene00003719(nhr-129). History: N.A.
T28C6.3,T28C6.3,20.7382501901243,-3.10505,0.0055753564647872,T28C6.3,WBGene00012119,Public name for WBGene00012119. History: N.A.
C04G2.2,ttbk-5,19.7984740201361,-3.10261,0.0483354080259278,C04G2.2,WBGene00007305,Sequence name for WBGene00007305(ttbk-5). History: N.A.
F46F11.5,vha-10,727.367909127233,-3.08459,1.31913411499549e-26,F46F11.5,WBGene00006919,Sequence name for WBGene00006919(vha-10). History: N.A.
C53C7.1,npr-10,17.9951411976676,-3.07878,0.0121344733362525,C53C7.1,WBGene00008278,Sequence name for WBGene00008278(npr-10). History: N.A.
T02C1.1,T02C1.1,34.5198503155411,-3.07816,0.0003398210441253,T02C1.1,WBGene00011365,Public name for WBGene00011365. History: N.A.
F44A6.1,nucb-1,369.62732983118,-3.07798,2.0102293539156998e-30,F44A6.1,WBGene00009674,Sequence name for WBGene00009674(nucb-1). History: N.A.
C41G11.3,rgs-6,29.2134408392922,-3.07748,0.0031953177732498,C41G11.3,WBGene00004349,"Sequence name for WBGene00004349(rgs-6). History: N.A.. Public name for Dead gene WBGene00016569. History of WBGene00016569: Merged into ""WBGene00004349"" on 2004-12-03. Remark: [140610 pad] Gene was missing Merged_into Event history data so inferred from Merged_into tag."
F14H8.1,obr-2,285.527408900515,-3.07419,1.57839318413387e-22,F14H8.1,WBGene00008832,Sequence name for WBGene00008832(obr-2). History: N.A.
F54D10.1,skr-15,186.176194403814,-3.074,3.45797095921389e-15,F54D10.1,WBGene00004821,Sequence name for WBGene00004821(skr-15). History: N.A.
C17H12.12,C17H12.12,15.9025637070909,-3.07307,0.01773423141022,C17H12.12,WBGene00015937,Public name for WBGene00015937. History: N.A.
Y54F10BL.1,fbxa-42,17.1995008788947,-3.07209,0.0163860089371834,Y54F10BL.1,WBGene00044676,Sequence name for WBGene00044676(fbxa-42). History: N.A.
C07E3.9,C07E3.9,194.156935222229,-3.06656,2.08960262003255e-15,C07E3.9,WBGene00007419,Public name for WBGene00007419. History: N.A.
Y48E1B.11,fbxc-23,15.4750601755307,-3.06132,0.0141098171054656,Y48E1B.11,WBGene00013009,Sequence name for WBGene00013009(fbxc-23). History: N.A.
R11G1.7,R11G1.7,18.6549210151806,-3.05127,0.0105224385718902,R11G1.7,WBGene00044725,Public name for WBGene00044725. History: N.A.
ZK643.1,arrd-15,20.1846595962094,-3.04744,0.0126071405392528,ZK643.1,WBGene00014033,Sequence name for WBGene00014033(arrd-15). History: N.A.
K02E10.1,K02E10.1,32.585656646138,-3.04611,0.0004667235674982,K02E10.1,WBGene00019317,Public name for WBGene00019317. History: N.A.
C29F7.4,fkh-3,150.253228618025,-3.04394,3.9031040316519e-12,C29F7.4,WBGene00001435,Sequence name for WBGene00001435(fkh-3). History: N.A.
W01B6.2,ttbk-4,33.0962065425483,-3.04003,0.0418044560906889,W01B6.2,WBGene00012169,Sequence name for WBGene00012169(ttbk-4). History: N.A.
C38H2.1,tbc-8,68.5906289122475,-3.03739,2.12618376138281e-06,C38H2.1,WBGene00008018,Sequence name for WBGene00008018(tbc-8). History: N.A.
C18C4.10,klc-2,618.460032000912,-3.03547,4.11496186686653e-45,C18C4.10,WBGene00002215,Sequence name for WBGene00002215(klc-2). History: N.A.
F44F1.4,F44F1.4,85.7417657285974,-3.03282,9.6036598702529e-09,F44F1.4,WBGene00009696,Public name for WBGene00009696. History: N.A.
F49E2.1,F49E2.1,124.091634964535,-3.03087,1.6560112624067698e-11,F49E2.1,WBGene00009885,Sequence name for WBGene00009885(moc-5). History: N.A.
Y53C10A.9,abt-5,32.8078729692008,-3.03,0.0030813554921714,Y53C10A.9,WBGene00000023,Sequence name for WBGene00000023(abt-5). History: N.A.
C02B10.3,C02B10.3,85.4294828744133,-3.0299,7.18087594608066e-08,C02B10.3,WBGene00015328,Public name for WBGene00015328. History: N.A.
F47D12.5,gadr-3,51.3573978143298,-3.02501,1.78590509568457e-05,F47D12.5,WBGene00018561,Sequence name for WBGene00018561(gadr-3). History: N.A.
F13E6.5,plpp-1.3,331.193027408412,-3.02444,3.8002090624233298e-22,F13E6.5,WBGene00008749,Sequence name for WBGene00008749(plpp-1.3). History: N.A.
T04F8.2,T04F8.2,450.653269209373,-3.01007,2.4556454050003098e-36,T04F8.2,WBGene00011441,Public name for WBGene00011441. History: N.A.
F47F6.5,clec-119,14.3863834356542,-3.00976,0.0245220498469501,F47F6.5,WBGene00018575,Sequence name for WBGene00018575(clec-119). History: N.A.
K02G10.6,hyl-2,129.56871953507,-3.00914,9.39719928886301e-12,K02G10.6,WBGene00002044,Sequence name for WBGene00002044(hyl-2). History: N.A.
R11H6.4,R11H6.4,73.0438416695299,-3.00625,1.67013981903707e-06,R11H6.4,WBGene00011252,Public name for WBGene00011252. History: N.A.
C11H1.2,C11H1.2,122.592508009509,-3.00301,3.0327607180263e-11,C11H1.2,WBGene00007528,Public name for WBGene00007528. History: N.A.
Y43F8C.3,Y43F8C.3,16.6201170334449,-2.99806,0.0184143239127555,Y43F8C.3,WBGene00012825,Public name for WBGene00012825. History: N.A.
R04A9.4,ife-2,462.749449628974,-2.9888,4.28756776307189e-32,R04A9.4,WBGene00002060,Sequence name for WBGene00002060(ife-2). History: N.A.
K08H2.8,nhr-32,51.4789990332154,-2.98834,2.23679810510556e-05,K08H2.8,WBGene00003626,Sequence name for WBGene00003626(nhr-32). History: N.A.
F25H5.10,F25H5.10,15.2703895936366,-2.98155,0.0149708600243032,F25H5.10,WBGene00077773,Public name for WBGene00077773. History: N.A.
K11D12.5,swt-7,304.117251755528,-2.98043,2.25285366681119e-19,K11D12.5,WBGene00019645,Sequence name for WBGene00019645(swt-7). History: N.A.
T04G9.5,trap-2,343.861504966907,-2.97863,3.37775896856628e-23,T04G9.5,WBGene00020216,Sequence name for WBGene00020216(trap-2). History: N.A.
T24D8.1,lgc-40,27.8008393497848,-2.96137,0.0014296286195798,T24D8.1,WBGene00020767,Sequence name for WBGene00020767(lgc-40). History: N.A.
Y71H10A.1,pfk-1.1,1773.9306994194,-2.96033,2.14800727981981e-38,Y71H10A.1,WBGene00022199,Sequence name for WBGene00022199(pfk-1.1). History: Renamed on 2014-03-03
F11C1.2,mff-1,39.4122984028078,-2.95885,0.0007894923374168,F11C1.2,WBGene00008691,Sequence name for WBGene00008691(mff-1). History: N.A.
K01H12.2,ant-1.3,60.8631441703755,-2.95851,0.0005235021907132,K01H12.2,WBGene00010485,Sequence name for WBGene00010485(ant-1.3). History: Renamed on 2014-03-03
H06O01.3,ctg-1,743.053529774719,-2.95695,5.3759259449056e-36,H06O01.3,WBGene00010370,Sequence name for WBGene00010370(ctg-1). History: N.A.
K09B11.5,K09B11.5,20.5203580236689,-2.95676,0.0441314011211355,K09B11.5,WBGene00010712,Public name for WBGene00010712. History: N.A.
F20D1.3,F20D1.3,211.707629820581,-2.95514,2.5610593414478303e-15,F20D1.3,WBGene00008975,Public name for WBGene00008975. History: N.A.
Y44A6C.1,Y44A6C.1,56.2213139794731,-2.95507,7.33868252078612e-05,Y44A6C.1,WBGene00012850,Public name for WBGene00012850. History: N.A.
Y55F3AM.10,abhd-14,24.121397971785,-2.95131,0.0054441489702324,Y55F3AM.10,WBGene00021927,Sequence name for WBGene00021927(abhd-14). History: N.A.
T09B4.5,T09B4.5,15.6465669090785,-2.94838,0.0294274553174843,T09B4.5,WBGene00020379,Public name for WBGene00020379. History: N.A.
F14B8.2,sid-5,18.7381346477825,-2.94622,0.0171814779024388,F14B8.2,WBGene00017445,Sequence name for WBGene00017445(sid-5). History: N.A.
F39B2.8,F39B2.8,41.2133573526348,-2.94352,8.83316979035525e-05,F39B2.8,WBGene00009558,Public name for WBGene00009558. History: N.A.
F31D4.5,F31D4.5,24.5304616836414,-2.93849,0.0073828341953273,F31D4.5,WBGene00009292,Public name for WBGene00009292. History: N.A.
F17H10.3,snx-17,176.813195154278,-2.93581,2.86599057277531e-14,F17H10.3,WBGene00008927,Sequence name for WBGene00008927(snx-17). History: N.A.
K03E6.7,rei-2,102.415451136622,-2.93173,4.07189061614068e-08,K03E6.7,WBGene00019365,Sequence name for WBGene00019365(rei-2). History: N.A.
C01G12.3,C01G12.3,33.1386155094214,-2.92901,0.0006308558952986,C01G12.3,WBGene00007244,Public name for WBGene00007244. History: N.A.
Y82E9BR.3,Y82E9BR.3,1797.87452758957,-2.9257,2.67110717114945e-91,Y82E9BR.3,WBGene00022336,Public name for WBGene00022336. History: N.A.
C24A11.1,C24A11.1,19.6565021317651,-2.92356,0.0476873858087547,C24A11.1,WBGene00016040,Public name for WBGene00016040. History: N.A.
C32E8.7,ric-19,56.4023160340338,-2.91995,1.44787539583467e-05,C32E8.7,WBGene00004368,Sequence name for WBGene00004368(ric-19). History: N.A.
B0280.12,glr-2,31.1486005943587,-2.91853,0.0012877311367633,B0280.12,WBGene00001613,Sequence name for WBGene00001613(glr-2). History: N.A.
F32D1.11,F32D1.11,15.8694358636636,-2.91442,0.0163860089371834,F32D1.11,WBGene00044530,Public name for WBGene00044530. History: N.A.
F59F3.1,ver-3,281.69579255612,-2.90722,8.68359155521661e-20,F59F3.1,WBGene00006896,Sequence name for WBGene00006896(ver-3). History: N.A.
C27F2.2,nca-2,72.0406261583039,-2.90261,1.36279683245416e-06,C27F2.2,WBGene00003558,Sequence name for WBGene00003558(nca-2). History: N.A.
F42G8.9,irld-8,18.8067370962607,-2.90193,0.0146997932325704,F42G8.9,WBGene00018360,Sequence name for WBGene00018360(irld-8). History: N.A.
ZK892.1,lec-3,48.2833668826364,-2.90027,0.0009324413205268,ZK892.1,WBGene00002266,Sequence name for WBGene00002266(lec-3). History: N.A.
C30F8.4,kin-32,177.117211363903,-2.90017,3.62185601654445e-14,C30F8.4,WBGene00002213,Sequence name for WBGene00002213(kin-32). History: N.A.
F40E3.5,F40E3.5,27.7763904312071,-2.89948,0.0205064496875482,F40E3.5,WBGene00018232,Public name for WBGene00018232. History: N.A.
C41A3.2,C41A3.2,96.9194706637852,-2.89659,3.84052094068819e-08,C41A3.2,WBGene00016559,Public name for WBGene00016559. History: N.A.
Y56A3A.15,fbxb-24,46.8375864632786,-2.88694,0.0001047615374875,Y56A3A.15,WBGene00013234,Sequence name for WBGene00013234(fbxb-24). History: N.A.
F54F7.1,taf-7.1,58.465943971015,-2.88644,1.12296638878163e-05,F54F7.1,WBGene00006388,Sequence name for WBGene00006388(taf-7.1). History: N.A.
C05D10.1,attf-4,200.989706597141,-2.88561,8.50845958592835e-18,C05D10.1,WBGene00015477,Sequence name for WBGene00015477(attf-4). History: N.A.
C10F3.4,mcp-1,62.3748006873356,-2.88235,3.43580042644338e-06,C10F3.4,WBGene00015678,Sequence name for WBGene00015678(mcp-1). History: N.A.
C01G5.9,C01G5.9,24.0610799526845,-2.88214,0.0030770207529015,C01G5.9,WBGene00015311,Public name for WBGene00015311. History: N.A.
T03F1.6,T03F1.6,13.2153557754439,-2.8816,0.0486354722634257,T03F1.6,WBGene00020188,Public name for WBGene00020188. History: N.A.
F56A8.9,F56A8.9,91.9080885712428,-2.88125,2.8201416198321e-08,F56A8.9,WBGene00185001,Public name for WBGene00185001. History: N.A.
C42C1.7,oac-59,82.8580568892367,-2.8807,0.0001235026281446,C42C1.7,WBGene00016585,Sequence name for WBGene00016585(oac-59). History: N.A.
ZK792.1,ZK792.1,329.095497205236,-2.87403,3.5461815605702603e-19,ZK792.1,WBGene00014076,Public name for WBGene00014076. History: N.A.
Y37E11AR.3,nape-2,173.905435614806,-2.87223,1.1416178878059e-14,Y37E11AR.3,WBGene00021370,Sequence name for WBGene00021370(nape-2). History: N.A.
DY3.6,mfb-1,30.9815689495882,-2.8675,0.000794930831497,DY3.6,WBGene00008439,Sequence name for WBGene00008439(mfb-1). History: N.A.
B0250.4,Pseudogene,35.6955465486342,-2.86708,0.0026499009882764,B0250.4,WBGene00007121,Public name for WBGene00007121. History: N.A.
C34E11.1,rsd-3,202.905013445689,-2.86369,2.71078789793741e-16,C34E11.1,WBGene00004682,Sequence name for WBGene00004682(rsd-3). History: N.A.
T03F1.5,gsp-4,32.2831178581135,-2.86154,0.0184470491247802,T03F1.5,WBGene00020187,Sequence name for WBGene00020187(gsp-4). History: N.A.
Y40C5A.4,Y40C5A.4,105.91247940109,-2.85792,1.82709965654974e-09,Y40C5A.4,WBGene00021497,Public name for WBGene00021497. History: N.A.
F39E9.10,Pseudogene,27.3927905113273,-2.85647,0.0035328970684552,F39E9.10,WBGene00023036,Public name for WBGene00023036. History: N.A.
T13F2.1,fat-4,3545.26487542161,-2.85077,1.49829705487329e-32,T13F2.1,WBGene00001396,Sequence name for WBGene00001396(fat-4). History: N.A.
Y45F3A.1,Y45F3A.1,47.8424978642334,-2.84999,5.8648872256154e-05,Y45F3A.1,WBGene00012859,Public name for WBGene00012859. History: N.A.
M03C11.1,M03C11.1,28.8211351172911,-2.84373,0.0013204920942548,M03C11.1,WBGene00010838,Public name for WBGene00010838. History: N.A.
K09E9.2,erv-46,435.788361075421,-2.84246,1.9397796850550198e-26,K09E9.2,WBGene00010725,Sequence name for WBGene00010725(ergi-3). History: Renamed on 2022-01-04
C37A2.3,acdh-5,22.2419290968898,-2.84212,0.0190202535475637,C37A2.3,WBGene00016491,Sequence name for WBGene00016491(acdh-5). History: N.A.
K12C11.6,K12C11.6,38.6986354709383,-2.84192,0.002722415689426,K12C11.6,WBGene00045052,Public name for WBGene00045052. History: N.A.
ZK54.2,tps-1,286.811627807251,-2.83716,7.073299892871501e-16,ZK54.2,WBGene00006602,Sequence name for WBGene00006602(tps-1). History: N.A.
T02C5.5,unc-2,89.8475429955427,-2.83403,1.02016137357534e-08,T02C5.5,WBGene00006742,Sequence name for WBGene00006742(unc-2). History: N.A.
Y71A12C.2,Y71A12C.2,18.999332904795,-2.82762,0.0127736066669452,Y71A12C.2,WBGene00013513,Public name for WBGene00013513. History: N.A.
C17H11.6,C17H11.6,324.734115265055,-2.82745,8.59030265296309e-26,C17H11.6,WBGene00015926,Public name for WBGene00015926. History: N.A.
F28C1.2,egl-10,217.245950146675,-2.82272,4.01795999225259e-17,F28C1.2,WBGene00001179,Sequence name for WBGene00001179(egl-10). History: N.A.
C03H12.1,C03H12.1,340.752773690861,-2.81882,1.70911672088386e-22,C03H12.1,WBGene00007284,Public name for WBGene00007284. History: N.A.
W02D3.3,mec-6,26.9003001907256,-2.81534,0.0017124476754361,W02D3.3,WBGene00003170,Sequence name for WBGene00003170(mec-6). History: N.A.
F41D9.3,wrk-1,251.191494081903,-2.81509,3.14874238534999e-14,F41D9.3,WBGene00006942,Sequence name for WBGene00006942(wrk-1). History: N.A.
C11H1.7,C11H1.7,12.3852426612495,-2.81319,0.0384975738718085,C11H1.7,WBGene00007531,Public name for WBGene00007531. History: N.A.
F56F11.2,F56F11.2,38.3309173790128,-2.8039,0.0002453298972371,F56F11.2,WBGene00018989,Public name for WBGene00018989. History: N.A.
C39E6.1,lon-2,290.950803603613,-2.79803,1.50048926858445e-20,C39E6.1,WBGene00003056,Sequence name for WBGene00003056(lon-2). History: N.A.
C32F10.6,nhr-2,154.007623260776,-2.79556,3.62311071772169e-13,C32F10.6,WBGene00003601,Sequence name for WBGene00003601(nhr-2). History: N.A.
F35F10.11,arrd-18,13.4293604403437,-2.79263,0.0435622660486335,F35F10.11,WBGene00018060,Sequence name for WBGene00018060(arrd-18). History: N.A.
F55A4.1,sec-22,208.008124689589,-2.79159,1.84454152695537e-13,F55A4.1,WBGene00018853,Sequence name for WBGene00018853(sec-22). History: N.A.
F15G9.5,F15G9.5,18.0406695941284,-2.79055,0.0144581125445008,F15G9.5,WBGene00008868,Public name for WBGene00008868. History: N.A.
C40C9.5,nlg-1,32.011201565583,-2.78935,0.0014555359324788,C40C9.5,WBGene00006412,Sequence name for WBGene00006412(nlg-1). History: Renamed on 2019-05-20
F13B9.5,ksr-1,138.879723520242,-2.78686,7.785248657596089e-11,F13B9.5,WBGene00002239,Sequence name for WBGene00002239(ksr-1). History: N.A.
BE10.3,BE10.3,31.1735332603675,-2.78351,0.0013033859061316,BE10.3,WBGene00007211,Public name for WBGene00007211. History: N.A.
ZK1151.1,vab-10,8287.14362713794,-2.78291,2.9411669653044903e-113,ZK1151.1,WBGene00006876,Sequence name for WBGene00006876(vab-10). History: Renamed on 2011-07-12
T28F2.5,ccb-1,108.569842549584,-2.7811,6.27219224015629e-08,T28F2.5,WBGene00000368,Sequence name for WBGene00000368(ccb-1). History: Renamed on 2015-03-05
ZK1067.1,let-23,440.119210572927,-2.78013,2.8839649238869103e-31,ZK1067.1,WBGene00002299,Sequence name for WBGene00002299(let-23). History: N.A.
F44A6.2,sex-1,122.822893238265,-2.77776,8.828203976815749e-11,F44A6.2,WBGene00004786,Sequence name for WBGene00004786(sex-1). History: N.A.
F49B2.6,F49B2.6,43.1075327309547,-2.77366,0.0002582068852375,F49B2.6,WBGene00009865,Public name for WBGene00009865. History: N.A.
C41C4.3,lron-4,34.2268642443536,-2.76955,0.0021097429065301,C41C4.3,WBGene00008051,Sequence name for WBGene00008051(lron-4). History: N.A.
ZK370.6,ZK370.6,25.4824876014533,-2.76892,0.0080008591380462,ZK370.6,WBGene00022720,Public name for WBGene00022720. History: N.A.
R07B7.9,R07B7.9,51.0247539807583,-2.76876,3.63173830496637e-05,R07B7.9,WBGene00011093,Public name for WBGene00011093. History: N.A.
C47E8.7,unc-112,727.695532437229,-2.76866,1.72258518255269e-41,C47E8.7,WBGene00006836,Sequence name for WBGene00006836(unc-112). History: N.A.
T05A12.2,tre-2,1133.90851111009,-2.76851,1.03066484786615e-50,T05A12.2,WBGene00006608,Sequence name for WBGene00006608(tre-2). History: N.A.
C25G6.5,npr-11,18.3750212792455,-2.7641,0.0217823919006817,C25G6.5,WBGene00016110,Sequence name for WBGene00016110(npr-11). History: N.A.
C09B8.5,C09B8.5,144.920774417027,-2.76325,3.2209541578961e-10,C09B8.5,WBGene00015624,Public name for WBGene00015624. History: N.A.
Y67H2A.8,fat-1,4327.04851572608,-2.76297,3.00594378958404e-67,Y67H2A.8,WBGene00001393,Sequence name for WBGene00001393(fat-1). History: N.A.
T14G8.3,T14G8.3,1403.15747373288,-2.75189,8.7420469688889e-55,T14G8.3,WBGene00011771,Public name for WBGene00011771. History: N.A.
T13F3.5,fbxa-2,17.9217958836808,-2.74917,0.0183906700262763,T13F3.5,WBGene00011752,"Sequence name for WBGene00011752(fbxa-2). History: Split into T13F3.9(WBGene00044653). History of WBGene00011752: Split into ""WBGene00044653"" on 2005-10-24"
F58A4.7,hlh-11,98.2525776279838,-2.74814,2.26114574299839e-06,F58A4.7,WBGene00001955,Sequence name for WBGene00001955(hlh-11). History: N.A.
F48F7.6,F48F7.6,310.923821325193,-2.74455,9.180013607338241e-23,F48F7.6,WBGene00009851,Public name for WBGene00009851. History: N.A.
T06C12.6,nhr-102,55.7084524429726,-2.74351,0.000104269864895,T06C12.6,WBGene00003692,Sequence name for WBGene00003692(nhr-102). History: N.A.
F47G4.4,F47G4.4,71.7885176530527,-2.74187,6.46651177271614e-06,F47G4.4,WBGene00009825,Public name for WBGene00009825. History: N.A.
F19B10.9,sea-1,263.109241485668,-2.74139,2.66125977291518e-16,F19B10.9,WBGene00004750,"Sequence name for WBGene00004750(sea-1). History: Renamed on 2005-12-19. Public name for Dead gene WBGene00006548. History of WBGene00006548: Merged into ""WBGene00004750"" on 2005-12-19"
K09F6.3,K09F6.3,65.7806329872197,-2.73997,0.0071667426177488,K09F6.3,WBGene00019586,Public name for WBGene00019586. History: N.A.
F41B5.9,nhr-182,57.2859239324287,-2.73957,2.2059173881922e-05,F41B5.9,WBGene00018265,Sequence name for WBGene00018265(nhr-182). History: N.A.
F42G10.2,mkk-4,70.6229384265176,-2.73943,1.21946084517834e-06,F42G10.2,WBGene00003368,Sequence name for WBGene00003368(mkk-4). History: N.A.
K03B8.6,K03B8.6,25.9016739812805,-2.73772,0.0042802071247688,K03B8.6,WBGene00010524,Public name for WBGene00010524. History: N.A.
T20B12.6,mml-1,250.605699967188,-2.73715,2.9123855817408597e-16,T20B12.6,WBGene00003378,Sequence name for WBGene00003378(mml-1). History: N.A.
C07H6.7,lin-39,15.6597404916974,-2.73619,0.0355803464301422,C07H6.7,WBGene00003024,Sequence name for WBGene00003024(lin-39). History: N.A.
C10A4.6,C10A4.6,15.2350635004023,-2.73423,0.0486787885280379,C10A4.6,WBGene00015667,Public name for WBGene00015667. History: N.A.
C29E4.10,C29E4.10,14.0252072579788,-2.73315,0.0400696727776579,C29E4.10,WBGene00016207,Public name for WBGene00016207. History: N.A.
C34H3.1,tag-275,20.8880912524666,-2.73292,0.0096626222254235,C34H3.1,WBGene00016423,Sequence name for WBGene00016423(tag-275). History: N.A.
ZK520.5,cyn-2,85.106997513071,-2.73158,0.000375049144518,ZK520.5,WBGene00000878,Sequence name for WBGene00000878(cyn-2). History: N.A.
T19H5.4,T19H5.4,133.000107586152,-2.72551,1.40533070937131e-07,T19H5.4,WBGene00011849,Public name for WBGene00011849. History: N.A.
T22C8.3,T22C8.3,70.4870943741859,-2.72533,9.84264202867882e-05,T22C8.3,WBGene00011924,Public name for WBGene00011924. History: N.A.
ZK1236.2,cec-1,246.533810789078,-2.72464,2.59942815854507e-18,ZK1236.2,WBGene00000414,Sequence name for WBGene00000414(cec-1). History: N.A.
C04F6.4,unc-78,375.41910119519,-2.7224,2.6057699758968403e-25,C04F6.4,WBGene00006810,Sequence name for WBGene00006810(unc-78). History: N.A.
C43H6.7,dhhc-9,124.892388055922,-2.72138,3.92995840746595e-08,C43H6.7,WBGene00016620,Sequence name for WBGene00016620(dhhc-9). History: N.A.
Y41C4A.12,Y41C4A.12,95.6207491383261,-2.7209,1.80949349533187e-08,Y41C4A.12,WBGene00012758,Public name for WBGene00012758. History: N.A.
Y39E4A.3,bckd-1A,1252.61844831329,-2.72064,2.1675995918952297e-49,Y39E4A.3,WBGene00012713,Sequence name for WBGene00012713(bckd-1A). History: N.A.
B0280.8,nhr-10,255.291557035047,-2.72033,4.92281475752178e-12,B0280.8,WBGene00003609,Sequence name for WBGene00003609(nhr-10). History: N.A.
F17A2.13,F17A2.13,99.259653008501,-2.7192,6.975545482662951e-09,F17A2.13,WBGene00008904,Public name for WBGene00008904. History: N.A.
T04G9.3,ile-2,503.855691719857,-2.71885,1.22041201923358e-24,T04G9.3,WBGene00002071,Sequence name for WBGene00002071(ile-2). History: N.A.
C35C5.3,selt-1.1,494.429508069683,-2.71164,9.27761206638826e-23,C35C5.3,WBGene00007955,Sequence name for WBGene00007955(selt-1.1). History: N.A.
F02H6.5,sqrd-1,91.079774592097,-2.71036,1.72338717427218e-07,F02H6.5,WBGene00008538,Sequence name for WBGene00008538(sqrd-1). History: N.A.
C33D9.5,Pseudogene,27.7304535244313,-2.70947,0.0082053100894018,C33D9.5,WBGene00007899,Public name for WBGene00007899. History: N.A.
C07A12.4,pdi-2,2819.81955376325,-2.70827,5.95009062410644e-101,C07A12.4,WBGene00003963,Sequence name for WBGene00003963(pdi-2). History: N.A.
